t_s,phase,A,B,C,D,dutyA,dutyB,dutyC,dutyD
65.865,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
66.371,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
66.867,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
67.371,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
67.876,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
68.370,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
68.874,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
69.369,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
69.873,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
70.369,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
70.874,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
71.367,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
71.872,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
72.377,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
72.875,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
73.370,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
73.875,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
74.370,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
74.874,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
75.371,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
75.875,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
76.379,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
76.873,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
77.377,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
77.882,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
78.377,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
78.881,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
79.378,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
