t_s,phase,A,B,C,D,dutyA,dutyB,dutyC,dutyD
1.306,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
1.805,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.304,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.803,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.302,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.800,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
4.319,1,0.00,-0.00,-0.00,0.00,0.0,0.0,0.0,0.0
4.817,1,0.00,0.00,-0.00,0.00,0.4,0.4,0.4,0.4
5.313,1,0.00,-0.00,0.00,0.00,1.6,1.6,1.6,1.6
5.820,1,0.00,0.00,-0.00,0.00,3.5,3.5,3.5,3.5
6.317,1,0.00,-0.00,-0.00,0.00,5.0,5.0,5.0,5.0
6.813,1,0.00,-0.00,-0.00,0.02,5.0,5.0,5.0,5.0
7.311,1,0.00,-0.00,-0.00,0.00,5.0,5.0,5.0,5.0
7.818,1,0.00,0.00,0.00,0.00,5.0,5.0,5.0,5.0
8.314,1,0.00,0.00,0.00,0.00,5.0,5.0,5.0,5.0
8.820,1,0.00,0.00,-0.00,0.00,5.0,5.0,5.0,5.0
9.318,1,0.00,-0.00,-0.00,0.00,5.0,5.0,5.0,5.0
9.816,1,0.00,-0.00,-0.00,0.00,5.0,5.0,5.0,5.0
10.314,1,0.00,-0.00,0.00,0.00,5.0,5.0,5.0,5.0
10.822,1,0.00,-0.00,-0.00,0.02,5.0,5.0,5.0,5.0
11.320,1,0.00,-0.00,-0.00,0.00,5.0,5.0,5.0,5.0
11.819,1,0.00,-0.00,-0.00,0.00,5.0,5.0,5.0,5.0
12.316,1,0.00,-0.00,-0.00,0.01,5.0,5.0,5.0,5.0
12.823,1,0.00,-0.00,-0.00,0.00,5.0,5.0,5.0,5.0
13.321,1,0.00,0.02,-0.00,0.00,5.0,5.0,5.0,5.0
13.819,1,0.00,-0.00,-0.00,0.00,5.0,5.0,5.0,5.0
14.316,1,0.00,0.01,-0.00,0.00,5.0,5.0,5.0,5.0
14.815,1,0.00,-0.00,-0.00,0.00,5.0,5.0,5.0,5.0
