t_s,phase,A,B,C,D,dutyA,dutyB,dutyC,dutyD
1.303,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
1.800,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.298,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.805,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.304,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.802,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
4.320,1,0.00,0.00,0.00,0.00,50.7,50.0,50.0,50.0
4.817,1,0.03,0.03,0.00,0.00,75.7,49.9,50.3,50.0
5.316,1,0.01,0.00,0.00,0.08,100.0,50.0,50.6,50.0
5.812,1,0.02,0.01,0.00,0.08,100.0,50.3,51.4,50.3
6.319,1,0.04,0.02,0.00,0.01,100.0,50.8,52.5,51.0
6.819,1,0.04,0.01,0.00,0.07,100.0,51.3,53.7,51.3
7.316,1,0.12,0.07,0.00,0.02,100.0,52.2,55.8,52.5
7.815,1,0.08,0.05,0.00,0.14,100.0,53.2,58.3,53.0
8.322,1,0.16,0.11,0.00,0.05,100.0,54.4,61.7,54.7
8.820,1,0.21,0.14,0.00,0.09,100.0,55.8,65.8,56.3
9.321,1,0.21,0.14,0.00,0.09,100.0,57.6,70.5,58.4
9.818,1,0.24,0.15,0.00,0.15,94.1,54.3,93.4,54.0
10.318,1,0.26,0.15,0.00,0.17,87.9,50.3,100.0,50.7
10.819,1,0.24,0.14,0.00,0.15,81.3,46.2,100.0,46.9
11.316,1,0.27,0.15,0.00,0.19,74.4,42.1,100.0,42.7
11.826,1,0.22,0.13,0.00,0.14,67.6,38.6,100.0,38.6
12.323,1,0.29,0.12,0.00,0.13,60.4,35.5,100.0,35.6
12.824,1,0.30,0.10,0.00,0.10,52.6,32.4,100.0,33.1
13.321,1,0.27,0.12,0.00,0.13,45.3,29.8,100.0,30.6
13.820,1,0.22,0.07,0.00,0.08,39.3,28.0,100.0,28.6
14.327,1,0.14,0.03,0.00,0.05,34.7,26.6,100.0,27.2
14.824,1,0.13,0.04,0.00,0.03,31.4,25.5,100.0,26.1
15.323,1,0.12,0.01,0.00,0.01,28.7,24.7,100.0,25.3
15.821,1,0.06,0.03,0.00,0.03,27.1,24.1,100.0,24.6
16.330,1,0.04,0.02,0.00,0.02,25.8,23.4,100.0,24.2
16.820,1,0.07,0.01,0.00,0.22,25.9,24.3,0.0,33.1
17.329,1,0.13,0.44,0.00,0.34,30.8,41.8,0.0,37.6
17.829,1,0.64,0.47,0.00,0.52,49.3,40.7,0.0,43.8
18.327,1,0.65,0.72,0.00,0.81,48.7,54.4,0.0,55.2
18.829,1,0.75,1.02,0.00,0.86,55.8,75.6,0.0,56.7
19.329,1,1.24,1.29,0.00,1.14,80.8,73.2,0.0,57.1
19.829,1,1.29,1.31,0.00,1.41,81.7,74.2,0.0,81.1
20.325,1,1.39,1.67,0.00,1.64,84.3,96.5,0.0,80.8
20.828,1,1.80,1.84,0.00,1.83,100.0,94.1,0.0,77.9
21.327,1,1.93,2.00,0.00,2.12,100.0,93.5,0.0,75.2
21.832,1,2.22,2.25,0.00,2.41,100.0,93.2,0.0,71.9
22.330,1,2.49,2.48,0.00,2.49,100.0,93.4,0.0,69.3
22.831,1,2.63,2.52,0.00,2.80,100.0,93.9,0.0,66.0
23.329,1,2.78,2.80,0.00,2.90,100.0,94.0,0.0,62.5
23.837,1,2.85,2.95,0.00,3.00,100.0,93.7,0.0,59.7
24.335,1,3.23,3.16,0.00,3.04,100.0,94.0,0.0,57.6
24.832,1,3.01,3.34,0.00,3.49,100.0,97.0,0.0,57.6
25.337,1,3.24,3.22,0.00,3.38,100.0,95.2,0.0,52.9
25.832,1,3.42,3.37,0.00,3.52,100.0,95.2,0.0,51.2
26.338,1,3.39,3.32,0.00,3.45,100.0,95.0,0.0,50.1
26.836,1,3.34,3.34,0.00,3.41,100.0,94.9,0.0,49.3
27.336,1,3.33,3.39,0.00,3.40,100.0,94.6,0.0,49.0
27.832,1,3.43,3.39,0.00,3.40,100.0,94.5,0.0,49.4
28.338,1,3.37,3.34,0.00,3.36,100.0,94.5,0.0,49.4
28.842,1,3.29,3.24,0.00,3.27,100.0,94.4,0.0,50.0
29.338,1,3.22,3.20,0.00,3.22,100.0,94.9,0.0,49.9
29.844,1,3.16,3.20,0.00,3.19,100.0,95.1,0.0,50.7
30.338,1,3.19,3.11,0.00,3.18,100.0,95.9,0.0,51.3
30.842,1,3.09,3.08,0.00,3.12,100.0,94.9,0.0,51.2
31.340,1,3.04,3.03,0.00,3.02,100.0,95.4,0.0,52.1
31.840,1,3.07,3.03,0.00,3.08,100.0,94.9,0.0,52.9
32.340,1,3.02,3.03,0.00,2.93,100.0,95.1,0.0,53.5
32.847,1,2.92,2.98,0.00,2.92,100.0,94.7,0.0,53.9
33.345,1,2.91,2.93,0.00,2.78,100.0,95.3,0.0,54.5
