t_s,phase,A,B,C,D,dutyA,dutyB,dutyC,dutyD
1.303,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
1.799,0,0.00,0.00,0.00,-0.00,0.0,0.0,0.0,0.0
2.306,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.803,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.298,0,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.805,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
4.321,1,0.00,-0.00,0.00,-0.00,50.7,50.0,50.0,50.0
4.817,1,0.00,0.00,0.00,0.00,75.8,50.0,50.2,50.0
5.313,1,0.00,0.00,0.00,0.02,100.0,50.1,50.6,49.9
5.818,1,0.01,0.00,0.00,0.01,100.0,50.6,51.4,50.5
6.312,1,0.02,0.00,0.00,0.04,100.0,51.0,52.3,50.9
6.817,1,0.03,0.02,0.00,0.05,100.0,51.5,53.8,51.6
7.322,1,0.08,0.03,0.00,0.08,100.0,52.5,55.8,52.8
7.818,1,0.06,0.04,0.00,0.07,100.0,53.5,58.2,53.7
8.314,1,0.15,0.09,0.00,0.15,100.0,54.9,61.8,55.3
8.819,1,0.21,0.12,0.00,0.08,100.0,56.4,66.0,57.6
9.314,1,0.19,0.10,0.00,0.13,100.0,57.9,70.3,59.1
9.819,1,0.21,0.13,0.00,0.15,94.7,54.5,92.3,56.6
10.315,1,0.23,0.12,0.00,0.16,88.1,50.4,100.0,53.0
10.820,1,0.36,0.19,0.00,0.13,80.8,45.9,100.0,49.3
11.324,1,0.28,0.15,0.00,0.16,74.0,42.4,100.0,45.4
11.818,1,0.21,0.10,0.00,0.15,66.9,38.5,100.0,41.3
12.322,1,0.21,0.10,0.00,0.18,59.7,35.4,100.0,37.4
12.826,1,0.26,0.10,0.00,0.13,51.9,32.0,100.0,34.4
13.321,1,0.27,0.07,0.00,0.11,44.4,29.7,100.0,31.4
13.816,1,0.15,0.02,0.00,0.12,38.7,28.3,100.0,28.9
14.321,1,0.14,0.05,0.00,0.05,34.4,26.8,100.0,27.3
14.819,1,0.05,0.05,0.00,0.04,31.3,25.7,100.0,26.0
15.324,1,0.10,0.04,0.00,0.03,29.2,24.6,100.0,25.3
15.820,1,0.08,0.03,0.00,0.01,27.2,24.1,100.0,24.6
16.326,1,0.08,0.03,0.00,0.02,25.7,23.4,100.0,24.0
16.821,1,0.04,0.02,0.00,0.03,24.9,22.7,100.0,23.1
17.326,1,0.02,0.02,0.00,0.01,24.1,22.3,100.0,22.8
17.821,1,0.02,0.02,0.00,0.00,23.5,21.8,100.0,22.4
18.326,1,0.01,0.01,0.00,0.01,23.1,21.6,100.0,22.0
18.822,1,0.02,0.01,0.00,0.00,22.9,21.5,100.0,21.7
