t_s,phase,A,B,C,D,dutyA,dutyB,dutyC,dutyD
19.326,1,0.01,0.01,0.00,0.01,22.6,21.3,100.0,21.3
19.822,1,0.00,0.01,0.00,0.03,22.5,21.2,100.0,20.9
20.326,1,0.00,0.00,0.00,0.03,22.3,21.2,100.0,20.4
20.831,1,0.00,0.00,0.00,0.03,22.3,21.1,100.0,19.8
21.326,1,0.00,0.00,0.00,0.03,22.3,21.1,100.0,19.4
21.830,1,0.00,0.00,0.00,0.03,22.3,20.9,100.0,18.9
22.323,1,0.02,0.00,0.00,0.01,22.1,20.9,100.0,18.4
22.828,1,0.00,0.00,0.00,0.01,22.0,20.9,100.0,18.1
23.333,1,0.00,0.01,0.00,0.00,21.9,20.8,100.0,17.2
23.828,1,0.00,0.00,0.00,0.00,21.9,20.8,100.0,17.1
24.334,1,0.00,0.00,0.00,0.03,21.9,20.7,100.0,16.8
24.830,1,0.00,0.00,0.00,0.00,21.8,20.7,100.0,16.5
25.326,1,0.00,0.27,0.00,0.01,21.8,20.0,100.0,16.0
25.824,1,0.00,0.00,0.00,0.01,21.8,19.8,100.0,15.8
26.330,1,0.00,0.01,0.00,0.02,21.8,19.8,100.0,15.1
26.834,1,0.00,0.00,0.00,0.00,21.7,19.8,100.0,15.0
27.328,1,0.00,0.00,0.00,0.00,21.7,19.8,100.0,14.8
27.832,1,0.00,0.03,0.00,0.00,21.7,19.0,100.0,14.8
28.335,1,0.00,0.00,0.00,0.00,21.6,19.0,100.0,14.8
28.830,1,0.00,0.00,0.00,0.05,21.6,19.0,100.0,13.5
29.333,1,0.01,0.00,0.00,0.00,21.2,19.0,100.0,13.5
29.829,1,0.00,-0.00,0.00,0.00,21.1,19.0,100.0,13.4
30.333,1,0.00,-0.00,0.00,0.00,21.1,19.0,100.0,13.4
30.830,1,0.01,-0.00,0.00,0.00,21.1,19.0,100.0,13.4
31.334,1,0.00,0.00,0.00,0.00,21.1,19.1,100.0,13.4
31.837,1,0.00,0.00,0.00,0.00,21.1,19.1,100.0,13.4
32.333,1,0.00,-0.00,0.00,0.00,21.1,19.1,100.0,13.1
32.837,1,0.00,-0.00,0.00,0.00,21.1,19.1,100.0,13.1
33.331,1,0.00,0.00,0.00,0.00,21.1,19.0,100.0,13.0
33.838,1,0.00,-0.00,0.00,0.00,21.1,19.0,100.0,13.0
34.335,1,0.00,0.00,0.00,0.00,21.0,19.0,100.0,12.9
34.839,1,0.00,0.01,0.00,0.00,21.0,18.9,100.0,12.9
35.334,1,0.00,0.00,0.00,0.00,21.0,18.9,100.0,12.9
35.840,1,0.00,0.00,0.00,0.00,21.0,18.9,100.0,12.8
36.334,1,0.00,0.00,0.00,0.00,20.9,18.8,100.0,12.8
36.841,1,0.00,0.00,0.00,0.00,20.9,18.8,100.0,12.8
37.336,1,0.00,0.00,0.00,0.00,20.8,18.8,100.0,12.8
37.840,1,0.00,0.00,0.00,0.00,20.8,18.8,100.0,12.8
38.335,1,0.00,0.00,0.00,0.00,20.8,18.8,100.0,12.8
38.839,1,0.00,0.00,0.00,0.00,20.8,18.8,100.0,12.8
39.343,1,0.00,0.00,0.00,0.00,20.8,18.7,100.0,12.8
39.839,1,0.00,0.00,0.00,0.00,20.8,18.7,100.0,12.8
40.335,1,0.00,0.00,0.00,0.00,20.8,18.7,100.0,12.5
40.841,1,0.01,0.00,0.00,0.00,20.7,18.7,100.0,12.4
41.346,1,0.00,0.00,0.00,0.00,20.5,18.6,100.0,12.4
41.842,1,0.01,0.00,0.00,0.00,20.4,18.4,100.0,12.4
42.347,1,0.00,0.00,0.00,0.00,20.4,18.4,100.0,12.4
42.841,1,0.00,0.00,0.00,0.00,20.4,18.4,100.0,12.4
43.347,1,0.00,0.00,0.00,0.00,20.4,18.5,100.0,12.5
43.845,1,0.00,0.00,0.00,0.00,20.4,18.5,100.0,12.4
44.340,1,0.00,0.00,0.00,0.00,20.4,18.5,100.0,12.4
44.845,1,0.00,0.00,0.00,0.00,20.4,18.4,100.0,12.3
45.341,1,0.00,0.00,0.00,0.00,20.4,18.4,100.0,12.3
45.846,1,0.00,0.00,0.00,0.00,20.4,18.4,100.0,12.3
46.342,1,0.00,0.00,0.00,0.00,20.4,18.3,100.0,12.2
46.847,1,0.00,0.00,0.00,0.00,20.4,18.3,100.0,12.2
47.342,1,0.00,0.00,0.00,0.00,20.4,18.4,100.0,12.2
47.847,1,0.00,0.00,0.00,0.00,20.3,18.3,100.0,12.2
48.341,1,0.00,0.00,0.00,0.01,20.3,18.3,100.0,12.1
48.848,1,0.00,0.01,0.00,0.00,20.3,18.2,100.0,12.1
49.342,1,0.00,0.00,0.01,0.00,20.3,18.3,100.0,12.1
49.846,1,0.01,0.01,0.00,0.00,20.3,18.0,100.0,12.0
50.343,1,0.00,0.00,0.00,0.00,20.3,18.0,100.0,12.0
50.849,1,0.00,0.00,0.00,0.00,20.3,18.0,100.0,12.0
51.344,1,0.00,0.00,0.00,0.02,20.3,18.0,100.0,11.9
51.851,1,0.00,0.00,0.00,0.02,20.3,17.9,100.0,11.2
52.347,1,0.00,0.00,0.00,0.00,20.3,17.9,100.0,11.2
52.854,1,0.00,0.00,0.00,0.00,20.3,17.9,100.0,11.2
53.350,1,0.00,0.00,0.00,0.00,20.3,17.9,100.0,11.0
53.845,1,0.00,0.00,0.00,0.00,20.2,17.9,100.0,11.0
54.350,1,0.00,-0.00,0.00,0.03,20.2,17.9,100.0,10.9
54.846,1,0.00,0.00,0.00,0.00,20.0,18.0,100.0,10.9
55.350,1,0.00,0.00,0.00,0.01,20.0,18.0,100.0,10.8
55.854,1,0.00,0.00,0.00,0.00,20.0,17.9,100.0,10.8
56.349,1,0.00,0.00,0.00,0.00,20.0,18.0,100.0,10.8
56.853,1,0.00,0.00,0.00,0.00,20.0,18.0,100.0,10.6
57.349,1,0.00,-0.00,0.00,0.00,10.0,18.1,100.0,10.0
57.853,1,0.00,0.00,0.00,0.00,10.0,17.5,100.0,10.0
58.347,1,0.00,0.00,0.00,0.00,10.0,17.4,100.0,10.0
58.851,1,0.00,0.00,0.00,0.00,10.0,17.4,100.0,10.0
59.356,1,0.00,0.04,0.00,0.00,10.0,17.1,100.0,10.0
59.851,1,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
60.356,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
60.851,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
61.356,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
61.853,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
62.360,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
62.855,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
63.360,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
63.855,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
64.352,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
64.857,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
65.354,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
65.859,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
66.355,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
66.861,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
67.357,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
67.863,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
68.358,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
68.864,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
69.360,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
69.866,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
70.362,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
70.866,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
71.361,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
71.866,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
72.361,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
72.866,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
73.360,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
73.866,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
74.361,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
74.865,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
75.362,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
75.868,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
76.363,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
76.869,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
77.364,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
77.860,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
78.365,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
78.862,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
79.366,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
