t_s,phase,A,B,C,D,dutyA,dutyB,dutyC,dutyD
1.307,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
1.804,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.299,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.806,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.304,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.801,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
4.316,1,0.00,0.00,0.00,0.00,50.7,50.0,50.0,50.0
4.811,1,0.00,0.03,0.01,0.00,75.7,49.5,49.9,50.1
5.318,1,0.02,0.12,0.00,0.00,100.0,49.5,50.3,50.5
5.813,1,0.04,0.02,0.00,0.00,100.0,49.7,50.7,50.8
6.317,1,0.08,0.04,0.01,0.01,100.0,50.2,51.2,51.3
6.812,1,0.06,0.04,0.01,0.01,100.0,50.9,51.7,52.0
7.317,1,0.15,0.08,0.04,0.03,100.0,51.6,52.4,53.0
7.812,1,0.10,0.05,0.10,0.10,100.0,52.6,53.4,54.1
8.316,1,0.21,0.13,0.07,0.06,100.0,53.9,55.1,55.9
8.820,1,0.13,0.08,0.12,0.10,100.0,55.4,56.7,57.5
9.317,1,0.25,0.15,0.10,0.11,100.0,57.2,59.2,60.2
9.814,1,0.34,0.18,0.13,0.13,100.0,59.4,61.9,63.0
10.319,1,0.31,0.21,0.15,0.13,100.0,61.7,64.6,65.9
10.816,1,0.33,0.20,0.25,0.24,100.0,64.5,67.2,68.8
11.323,1,0.43,0.29,0.23,0.22,100.0,67.4,70.9,72.4
11.820,1,0.45,0.30,0.34,0.36,100.0,70.6,74.3,75.7
12.316,1,0.51,0.37,0.34,0.43,98.2,72.2,76.0,88.8
12.823,1,0.56,0.44,0.40,0.51,98.3,75.2,78.9,100.0
13.317,1,0.70,0.52,0.50,0.54,98.3,78.3,81.0,100.0
13.821,1,0.72,0.57,0.58,0.54,96.2,80.1,81.1,100.0
14.317,1,0.70,0.59,0.71,0.65,94.5,81.5,79.9,100.0
14.824,1,0.74,0.65,0.63,0.60,92.1,82.1,79.2,100.0
15.321,1,0.69,0.55,0.72,0.63,90.1,81.8,77.9,100.0
15.828,1,0.68,0.67,0.71,0.67,87.9,80.9,76.9,100.0
16.325,1,0.78,0.76,0.69,0.65,86.0,79.2,76.6,100.0
16.822,1,0.92,0.77,0.76,0.76,84.5,78.5,77.0,100.0
17.317,1,0.83,0.80,0.83,0.87,84.6,79.1,78.0,100.0
17.823,1,0.93,1.01,1.01,0.92,85.5,79.2,78.7,100.0
18.319,1,1.04,1.07,0.95,1.02,86.7,80.1,80.5,100.0
18.826,1,1.18,1.16,1.05,1.23,87.9,81.2,89.5,98.6
19.322,1,1.28,1.25,1.26,1.34,88.7,82.1,100.0,95.5
19.828,1,1.42,1.48,1.37,1.57,89.1,82.9,100.0,91.7
20.323,1,1.50,1.56,1.56,1.71,89.8,83.2,100.0,87.0
20.828,1,1.70,1.74,1.71,1.94,90.7,82.8,100.0,81.9
21.324,1,1.92,1.86,1.90,2.13,90.1,82.5,100.0,75.9
21.820,1,2.13,2.13,1.99,2.32,88.0,81.2,100.0,70.0
22.326,1,2.19,2.18,2.16,2.34,86.3,79.3,100.0,64.9
22.821,1,2.36,2.33,2.25,2.47,84.5,78.4,100.0,60.2
23.327,1,2.51,2.44,2.33,2.54,82.1,76.6,100.0,56.5
23.823,1,2.43,2.51,2.50,2.59,80.9,74.8,100.0,53.8
24.329,1,2.75,2.56,2.51,2.56,80.1,73.6,100.0,50.3
24.824,1,2.68,2.50,2.39,2.76,76.6,71.7,100.0,46.6
25.321,1,2.86,2.68,2.62,2.96,80.9,75.8,99.9,48.9
25.829,1,2.67,2.64,2.60,2.64,75.2,70.1,100.0,44.3
26.325,1,2.58,2.54,2.55,2.57,73.8,69.1,100.0,44.0
26.821,1,2.56,2.54,2.50,2.53,73.1,68.1,100.0,43.1
27.328,1,2.54,2.52,2.51,2.48,72.5,67.6,100.0,43.1
27.824,1,2.46,2.47,2.44,2.44,72.4,67.2,100.0,43.4
28.321,1,2.60,2.42,2.46,2.46,71.7,67.5,100.0,43.4
28.829,1,2.44,2.42,2.43,2.41,71.0,67.1,100.0,43.7
29.323,1,2.37,2.39,2.34,2.44,71.4,67.4,100.0,45.2
29.830,1,2.25,2.23,2.31,2.25,71.2,67.0,100.0,45.6
30.324,1,2.22,2.23,2.22,2.23,71.4,67.1,100.0,45.2
30.828,1,2.22,2.15,2.20,2.25,71.4,67.7,100.0,45.9
31.321,1,2.24,2.22,2.20,2.17,71.7,68.0,100.0,46.6
31.828,1,2.10,2.14,2.12,2.11,71.5,67.5,100.0,46.5
32.324,1,2.07,2.11,2.11,2.11,71.5,67.5,100.0,47.1
32.829,1,2.10,2.09,2.08,2.02,71.6,68.0,100.0,47.6
33.325,1,2.12,2.04,2.08,2.10,71.6,67.8,100.0,47.7
33.829,1,2.10,2.00,2.09,2.11,71.6,68.1,100.0,47.6
34.333,1,2.05,2.12,2.06,2.05,71.6,67.9,100.0,47.9
34.829,1,2.11,2.03,2.09,2.09,71.5,67.8,100.0,47.9
35.335,1,2.08,2.07,2.07,2.11,71.5,67.9,100.0,47.7
35.831,1,2.02,2.04,2.08,2.07,71.6,68.4,100.0,48.1
36.338,1,2.06,2.14,2.10,2.13,72.0,68.0,100.0,48.4
36.833,1,2.04,2.06,2.07,2.04,72.0,68.5,100.0,48.0
37.338,1,2.11,2.12,2.04,2.04,71.1,68.0,100.0,47.3
37.832,1,1.95,2.11,2.14,1.92,68.9,68.1,100.0,45.9
38.336,1,1.95,2.38,2.16,2.03,68.3,72.7,100.0,45.4
38.840,1,1.88,2.14,2.11,1.84,67.7,69.6,100.0,45.3
39.333,1,1.90,2.19,2.16,1.86,67.7,68.5,100.0,45.7
39.838,1,1.86,2.04,2.12,1.90,67.5,68.6,100.0,45.4
40.341,1,1.80,2.17,2.13,1.76,64.7,68.2,100.0,43.3
40.835,1,1.78,2.17,2.22,1.74,64.2,68.7,100.0,43.0
41.340,1,1.70,2.12,2.17,1.76,63.8,68.7,100.0,42.9
41.844,1,1.70,2.17,2.14,1.72,63.6,68.4,100.0,42.3
42.338,1,1.76,2.25,2.18,1.72,62.8,68.1,100.0,41.7
42.843,1,1.62,2.11,2.24,1.56,60.2,68.4,100.0,39.9
43.338,1,1.55,2.23,2.22,1.49,59.6,69.0,100.0,39.8
43.842,1,1.59,2.27,2.16,1.50,59.4,68.9,100.0,39.7
44.347,1,1.57,2.22,2.25,1.62,59.4,68.7,100.0,39.6
44.843,1,1.50,2.19,2.20,1.49,58.7,68.7,100.0,38.7
45.349,1,1.38,2.24,2.22,1.34,55.7,68.6,100.0,36.8
45.845,1,1.38,2.33,2.23,1.31,54.9,68.6,100.0,36.8
46.341,1,1.36,2.28,2.45,1.38,54.8,70.7,99.2,37.1
46.847,1,1.37,2.44,2.28,1.36,54.7,71.1,100.0,36.3
47.344,1,1.28,2.29,2.29,1.35,50.0,69.2,100.0,35.4
47.850,1,1.15,2.25,2.31,1.20,50.0,69.7,100.0,33.9
48.347,1,1.13,2.26,2.23,1.18,50.0,68.6,100.0,33.1
