t_s,phase,A,B,C,D,dutyA,dutyB,dutyC,dutyD
1.306,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
1.801,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.305,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.799,0,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.304,0,0.00,0.00,-0.00,0.00,0.0,0.0,0.0,0.0
3.800,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
4.314,1,0.00,-0.00,-0.00,-0.00,50.7,50.0,50.0,50.0
4.811,1,0.00,0.00,-0.00,0.00,75.8,49.9,50.2,50.0
5.316,1,0.00,0.00,-0.00,0.02,100.0,50.0,50.5,49.9
5.820,1,0.01,0.00,-0.00,0.04,100.0,50.2,51.1,50.2
6.315,1,0.02,0.01,-0.00,0.05,100.0,50.3,52.1,50.6
6.820,1,0.03,0.02,-0.00,0.05,100.0,51.0,53.6,51.4
7.315,1,0.08,0.03,0.00,0.13,100.0,52.1,55.8,52.1
7.820,1,0.07,0.04,0.00,0.05,100.0,53.1,58.2,53.1
8.314,1,0.12,0.10,0.00,0.10,100.0,54.1,61.4,54.7
8.819,1,0.22,0.15,0.00,0.06,100.0,55.6,65.5,56.7
9.314,1,0.20,0.18,0.00,0.13,100.0,56.8,70.0,58.8
9.819,1,0.24,0.12,0.00,0.17,94.6,53.5,92.0,55.9
10.326,1,0.24,0.13,-0.00,0.16,87.9,49.4,100.0,52.3
10.822,1,0.31,0.19,-0.00,0.17,80.5,44.9,100.0,48.2
11.319,1,0.25,0.10,0.01,0.20,74.1,41.9,100.0,44.6
11.826,1,0.34,0.21,0.00,0.18,66.3,37.7,100.0,40.3
12.323,1,0.34,0.19,-0.00,0.10,58.7,34.4,100.0,37.1
12.821,1,0.28,0.10,-0.00,0.13,51.0,31.7,100.0,34.0
13.327,1,0.25,0.07,0.00,0.09,43.6,29.8,100.0,31.5
13.821,1,0.15,0.04,0.00,0.10,38.1,28.3,100.0,29.0
14.325,1,0.16,0.06,-0.00,0.07,33.8,26.8,100.0,27.3
14.829,1,0.04,0.04,-0.00,0.14,31.0,25.5,100.0,25.6
15.326,1,0.10,0.03,-0.00,0.03,28.9,24.6,100.0,24.8
15.831,1,0.07,0.02,0.00,0.02,27.1,23.9,100.0,24.2
16.327,1,0.05,0.04,0.00,0.01,25.8,23.4,100.0,24.0
16.831,1,0.04,0.03,0.00,0.01,24.9,22.7,100.0,23.6
17.326,1,0.03,0.06,0.00,0.01,24.1,22.1,100.0,23.2
17.832,1,0.02,0.01,-0.00,0.01,23.6,21.5,100.0,22.3
18.328,1,0.02,0.03,-0.00,0.03,23.2,21.2,100.0,22.0
18.833,1,0.00,0.00,-0.00,0.00,22.9,21.2,100.0,21.7
19.328,1,0.06,0.00,-0.00,0.01,22.4,21.1,100.0,21.4
19.832,1,0.00,0.00,-0.00,0.02,22.3,21.1,100.0,20.8
20.336,1,0.05,0.00,-0.00,0.02,21.9,20.9,100.0,20.5
20.831,1,0.00,0.00,0.00,0.02,21.8,20.9,100.0,20.1
21.335,1,0.00,0.02,0.00,0.02,21.8,19.9,100.0,19.5
21.831,1,0.00,0.00,-0.00,0.01,21.8,19.9,100.0,19.2
22.337,1,0.00,0.00,-0.00,0.03,21.8,19.9,100.0,18.9
22.832,1,0.00,0.00,-0.00,0.01,21.8,19.8,100.0,18.4
23.336,1,0.00,0.00,-0.00,0.02,21.6,19.7,100.0,18.1
23.830,1,0.00,0.00,-0.00,-0.00,21.6,19.5,100.0,17.9
24.334,1,0.01,0.00,-0.00,0.01,21.0,19.5,100.0,17.6
24.828,1,0.00,0.00,-0.00,0.01,21.0,18.9,100.0,17.4
25.334,1,0.00,0.00,0.00,0.00,20.9,18.8,100.0,17.3
25.838,1,0.00,0.00,0.00,0.00,20.9,18.7,100.0,17.1
26.332,1,0.05,0.00,0.00,0.01,20.1,18.7,100.0,16.7
26.830,1,0.00,0.02,0.00,0.02,20.1,18.6,100.0,16.7
27.334,1,0.00,0.00,0.00,0.02,20.1,18.5,100.0,16.2
27.830,1,0.00,0.00,0.00,0.00,20.2,18.6,100.0,16.0
28.333,1,0.00,0.00,0.00,0.00,20.2,18.6,100.0,16.0
28.838,1,0.00,0.00,-0.00,0.00,20.0,18.6,100.0,15.0
29.333,1,0.00,0.00,0.00,-0.00,19.9,18.7,100.0,15.0
29.838,1,0.00,0.01,0.01,-0.00,20.0,18.6,100.0,15.0
30.333,1,0.00,0.00,0.00,-0.00,20.0,18.6,100.0,14.8
30.838,1,0.00,0.00,-0.00,0.00,19.9,18.6,100.0,14.7
31.333,1,0.02,0.00,-0.00,-0.00,19.9,18.5,100.0,14.7
31.839,1,0.00,0.00,-0.00,0.00,19.9,18.5,100.0,14.7
32.343,1,0.01,0.00,-0.00,-0.00,19.8,18.4,100.0,14.7
32.838,1,0.00,0.00,-0.00,-0.00,19.7,18.4,100.0,14.5
33.342,1,0.00,0.00,0.00,-0.00,19.9,18.3,100.0,14.5
33.837,1,0.00,0.00,0.00,-0.00,19.9,18.3,100.0,14.5
34.341,1,0.00,0.00,-0.00,0.00,19.9,18.3,100.0,14.4
34.845,1,0.00,0.00,-0.00,-0.00,19.9,18.2,100.0,14.4
35.338,1,0.00,0.00,-0.00,-0.00,19.9,18.2,100.0,14.2
35.843,1,0.00,0.00,-0.00,-0.00,19.8,18.2,100.0,14.2
36.338,1,0.00,0.00,0.00,-0.00,19.7,18.2,100.0,14.3
36.844,1,0.00,0.00,0.00,-0.00,19.7,18.2,100.0,14.3
37.341,1,0.00,0.00,0.00,-0.00,19.7,16.9,100.0,14.3
37.848,1,0.00,0.00,-0.00,-0.00,19.7,16.9,100.0,14.1
