t_s,phase,A,B,C,D,dutyA,dutyB,dutyC,dutyD
1.307,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
1.801,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.297,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
2.802,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.298,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
3.803,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
4.409,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
4.913,2,0.00,0.01,0.00,0.00,0.0,0.0,0.0,0.0
5.417,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
5.914,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
6.410,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
6.918,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
7.415,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
7.910,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
8.418,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
8.913,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
9.418,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
9.915,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
10.410,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
10.914,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
11.418,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
11.914,2,0.00,0.00,0.00,0.01,0.0,0.0,0.0,0.0
12.409,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
12.912,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
13.417,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
13.912,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
14.416,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
14.912,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
15.418,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
15.916,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
16.413,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
16.920,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
17.416,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
17.913,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
18.421,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
18.917,2,0.00,-0.00,0.00,0.00,0.0,0.0,0.0,0.0
