t_s,phase,A,B,C,D,dutyA,dutyB,dutyC,dutyD
4.161,,0.00,0.00,0.00,0.00,100.0,100.0,76.4,100.0
4.364,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
4.567,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
4.769,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
4.962,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
5.166,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
5.369,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
5.562,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
5.763,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
5.966,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
6.168,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
6.370,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
6.562,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
6.766,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
6.968,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
7.171,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
7.364,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
7.568,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
7.771,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
7.963,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
8.166,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
8.370,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
8.573,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
8.765,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
8.968,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
9.171,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
9.373,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
9.565,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
9.768,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
9.969,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
10.172,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
10.374,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
10.566,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
10.768,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
10.970,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
11.172,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
11.375,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
11.567,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
11.769,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
11.972,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
12.174,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
12.376,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
12.578,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
12.770,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
12.974,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
13.177,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
13.370,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
13.573,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
13.776,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
13.980,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
14.172,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
14.375,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
14.578,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
14.771,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
14.975,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
15.178,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
15.380,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
15.573,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
15.776,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
15.979,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
16.182,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
16.374,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
16.578,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
16.781,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
16.973,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
17.175,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
17.377,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
17.580,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
17.782,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
17.974,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
18.176,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
18.379,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
18.582,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
18.775,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
18.977,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
19.180,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
19.381,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
19.583,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
19.785,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
19.978,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
20.180,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
20.383,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
20.585,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
20.787,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
20.979,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
21.182,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
21.385,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
21.578,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
21.780,,0.00,0.00,0.00,0.00,100.0,100.0,100.0,100.0
