# skew_n, 3232
# skew_median_ms, 1.0082090157084167
# skew_p95_ms, 8.434141619363798
# skew_max_ms, 28.510916978120804
# skew_dropped, 0
index,t_capture,skew_s,t_a,t_b
472,342576.610875,0.001026,342576.610362,342576.611388
473,342576.627172,0.001029,342576.627686,342576.626657
474,342576.650486,0.000963,342576.650968,342576.650005
475,342576.674594,0.000970,342576.674109,342576.675079
476,342576.690484,0.001004,342576.690986,342576.689982
477,342576.714929,0.000939,342576.714460,342576.715399
478,342576.738542,0.000968,342576.738058,342576.739026
479,342576.754898,0.001043,342576.755420,342576.754376
480,342576.778562,0.001028,342576.778048,342576.779076
481,342576.798445,0.008391,342576.794250,342576.802641
482,342576.815369,0.008197,342576.811271,342576.819467
483,342576.842784,0.001026,342576.842271,342576.843297
484,342576.861671,0.001097,342576.861123,342576.862219
485,342576.882831,0.001384,342576.883523,342576.882139
486,342576.906494,0.000951,342576.906018,342576.906969
487,342576.923387,0.000967,342576.922904,342576.923871
488,342576.946615,0.000982,342576.947106,342576.946124
489,342576.971994,0.001201,342576.972595,342576.971394
490,342576.994515,0.001037,342576.995033,342576.993996
491,342577.011055,0.000864,342577.010623,342577.011487
492,342577.035810,0.000961,342577.035330,342577.036291
493,342577.051211,0.000234,342577.051094,342577.051328
494,342577.074629,0.000988,342577.074136,342577.075123
495,342577.098963,0.000999,342577.099462,342577.098463
496,342577.114702,0.000957,342577.114224,342577.115181
497,342577.139415,0.000675,342577.139752,342577.139077
498,342577.158691,0.009362,342577.163372,342577.154010
499,342577.179802,0.001002,342577.180303,342577.179301
500,342577.202666,0.000966,342577.202183,342577.203150
501,342577.226937,0.001192,342577.226341,342577.227533
502,342577.243278,0.000871,342577.243713,342577.242842
503,342577.267038,0.000990,342577.266543,342577.267533
504,342577.290614,0.001045,342577.290092,342577.291137
505,342577.306589,0.000988,342577.307083,342577.306094
506,342577.329485,0.000995,342577.328988,342577.329983
507,342577.355350,0.000868,342577.354916,342577.355784
508,342577.378758,0.001072,342577.379294,342577.378222
509,342577.394924,0.000904,342577.394472,342577.395376
510,342577.420117,0.000792,342577.419721,342577.420513
511,342577.439358,0.008656,342577.443686,342577.435030
512,342577.461656,0.006937,342577.458188,342577.465125
513,342577.482254,0.001082,342577.482795,342577.481712
514,342577.502972,0.008653,342577.498646,342577.507299
515,342577.526746,0.007001,342577.523246,342577.530247
516,342577.547139,0.001163,342577.546558,342577.547721
517,342577.572246,0.001724,342577.573108,342577.571384
518,342577.593677,0.001053,342577.593150,342577.594204
519,342577.609671,0.000933,342577.609204,342577.610137
520,342577.635599,0.000929,342577.636064,342577.635135
521,342577.658689,0.000790,342577.659084,342577.658294
522,342577.674949,0.000983,342577.675441,342577.674458
523,342577.691097,0.001397,342577.690398,342577.691796
524,342577.722756,0.000729,342577.723120,342577.722391
525,342577.745474,0.000950,342577.744999,342577.745949
526,342577.761689,0.000980,342577.761198,342577.762179
527,342577.786450,0.000923,342577.785989,342577.786911
528,342577.806562,0.007162,342577.802981,342577.810143
529,342577.828702,0.001238,342577.828083,342577.829321
530,342577.850907,0.001195,342577.850309,342577.851504
531,342577.869963,0.006485,342577.873205,342577.866720
532,342577.890662,0.000938,342577.891131,342577.890193
533,342577.914902,0.001011,342577.915408,342577.914397
534,342577.934340,0.007731,342577.938206,342577.930475
535,342577.954921,0.000366,342577.954737,342577.955104
