freq_hz,repeat,outcome,flight,log,heat_c,telemetry_samples
60.0,1,ok,/Volumes/UBUNTU 24_0/ESP32_PMW_flights/droneB/2026-09-11_004400,/Users/meli/Desktop/Kevin/UCB/FlyingRobotsLinLiweiLab/ESP32_PMW/results/tilt_sweep/20260911_004400_droneB/sweep.log,2.658,90
60.0,2,excluded:mistimed_drops,/Volumes/UBUNTU 24_0/ESP32_PMW_flights/droneB/2026-09-11_004555,/Users/meli/Desktop/Kevin/UCB/FlyingRobotsLinLiweiLab/ESP32_PMW/results/tilt_sweep/20260911_004555_droneB/sweep.log,2.638,90
60.0,3,ok,/Volumes/UBUNTU 24_0/ESP32_PMW_flights/droneB/2026-09-11_004754,/Users/meli/Desktop/Kevin/UCB/FlyingRobotsLinLiweiLab/ESP32_PMW/results/tilt_sweep/20260911_004754_droneB/sweep.log,2.714,90
60.0,4,ok,/Volumes/UBUNTU 24_0/ESP32_PMW_flights/droneB/2026-09-11_005030,/Users/meli/Desktop/Kevin/UCB/FlyingRobotsLinLiweiLab/ESP32_PMW/results/tilt_sweep/20260911_005030_droneB/sweep.log,2.672,90
60.0,5,excluded:mistimed_drops,/Volumes/UBUNTU 24_0/ESP32_PMW_flights/droneB/2026-09-11_005226,/Users/meli/Desktop/Kevin/UCB/FlyingRobotsLinLiweiLab/ESP32_PMW/results/tilt_sweep/20260911_005226_droneB/sweep.log,2.653,90
60.0,6,excluded:mistimed_drops,/Volumes/UBUNTU 24_0/ESP32_PMW_flights/droneB/2026-09-11_005431,/Users/meli/Desktop/Kevin/UCB/FlyingRobotsLinLiweiLab/ESP32_PMW/results/tilt_sweep/20260911_005431_droneB/sweep.log,2.445,90
60.0,7,excluded:mistimed_drops,/Volumes/UBUNTU 24_0/ESP32_PMW_flights/droneB/2026-09-11_005630,/Users/meli/Desktop/Kevin/UCB/FlyingRobotsLinLiweiLab/ESP32_PMW/results/tilt_sweep/20260911_005630_droneB/sweep.log,2.736,90
60.0,8,excluded:mistimed_drops,/Volumes/UBUNTU 24_0/ESP32_PMW_flights/droneB/2026-09-11_005825,/Users/meli/Desktop/Kevin/UCB/FlyingRobotsLinLiweiLab/ESP32_PMW/results/tilt_sweep/20260911_005825_droneB/sweep.log,2.604,90
60.0,9,excluded:mistimed_drops,/Volumes/UBUNTU 24_0/ESP32_PMW_flights/droneB/2026-09-11_010023,/Users/meli/Desktop/Kevin/UCB/FlyingRobotsLinLiweiLab/ESP32_PMW/results/tilt_sweep/20260911_010023_droneB/sweep.log,2.533,90
60.0,10,excluded:mistimed_drops,/Volumes/UBUNTU 24_0/ESP32_PMW_flights/droneB/2026-09-11_010225,/Users/meli/Desktop/Kevin/UCB/FlyingRobotsLinLiweiLab/ESP32_PMW/results/tilt_sweep/20260911_010224_droneB/sweep.log,2.664,90
60.0,11,ok,/Volumes/UBUNTU 24_0/ESP32_PMW_flights/droneB/2026-09-13_145125,/Users/meli/Desktop/Kevin/UCB/FlyingRobotsLinLiweiLab/ESP32_PMW/results/tilt_sweep/20260913_145125_droneB/sweep.log,2.685,90
60.0,12,ok,/Volumes/UBUNTU 24_0/ESP32_PMW_flights/droneB/2026-09-13_145255,/Users/meli/Desktop/Kevin/UCB/FlyingRobotsLinLiweiLab/ESP32_PMW/results/tilt_sweep/20260913_145255_droneB/sweep.log,2.792,90
60.0,13,ok,/Volumes/UBUNTU 24_0/ESP32_PMW_flights/droneB/2026-09-13_145422,/Users/meli/Desktop/Kevin/UCB/FlyingRobotsLinLiweiLab/ESP32_PMW/results/tilt_sweep/20260913_145422_droneB/sweep.log,2.797,90
60.0,14,ok,/Volumes/UBUNTU 24_0/ESP32_PMW_flights/droneB/2026-09-13_145717,/Users/meli/Desktop/Kevin/UCB/FlyingRobotsLinLiweiLab/ESP32_PMW/results/tilt_sweep/20260913_145717_droneB/sweep.log,2.473,90
60.0,15,ok,/Volumes/UBUNTU 24_0/ESP32_PMW_flights/droneB/2026-09-13_150107,/Users/meli/Desktop/Kevin/UCB/FlyingRobotsLinLiweiLab/ESP32_PMW/results/tilt_sweep/20260913_150107_droneB/sweep.log,2.271,90
60.0,16,ok,/Volumes/UBUNTU 24_0/ESP32_PMW_flights/droneB/2026-09-13_150444,/Users/meli/Desktop/Kevin/UCB/FlyingRobotsLinLiweiLab/ESP32_PMW/results/tilt_sweep/20260913_150444_droneB/sweep.log,2.413,90
60.0,17,ok,/Volumes/UBUNTU 24_0/ESP32_PMW_flights/droneB/2026-09-13_150832,/Users/meli/Desktop/Kevin/UCB/FlyingRobotsLinLiweiLab/ESP32_PMW/results/tilt_sweep/20260913_150832_droneB/sweep.log,2.381,90
