frame,t,theta_deg,area_px,cx,cy,d1,d2,ang_deg,rcx,rcy,rd1,rd2,rang
0,603956.894847,50.269,68,122.702,20.476,74.1,115.929,64.334,430.37,217.32,97.15,151.7,63.78
1,603956.899512,49.949,72,122.422,20.568,74.178,115.278,64.562,429.97,217.44,97.27,150.77,63.96
2,603956.902858,50.05,72,122.529,20.454,74.216,115.58,64.395,430.14,217.24,97.39,151.23,63.74
3,603956.907744,49.999,76,122.415,20.506,74.172,115.387,64.449,429.94,217.37,97.28,150.83,63.83
4,603956.913534,50.044,75,122.424,20.488,74.155,115.47,64.452,429.96,217.4,97.14,151.01,63.95
5,603956.917332,49.978,75,122.395,20.501,74.192,115.371,64.517,429.9,217.38,97.25,150.82,63.93
6,603956.922167,50.044,69,122.536,20.355,74.327,115.737,64.351,430.15,217.1,97.55,151.46,63.67
7,603956.925412,50.025,68,122.523,20.338,74.334,115.704,64.332,430.11,217.09,97.59,151.3,63.67
8,603956.929374,49.883,68,122.422,20.381,74.372,115.422,64.366,430.0,217.13,97.67,150.87,63.67
9,603956.933151,49.742,70,122.218,20.648,74.19,114.805,64.865,429.71,217.55,97.29,150.15,64.26
10,603956.941182,49.956,69,122.305,20.56,74.105,115.183,64.665,429.78,217.46,97.2,150.51,64.1
11,603956.945045,50.19,72,122.513,20.427,74.079,115.705,64.569,430.07,217.29,97.11,151.27,64.04
12,603956.949336,50.136,72,122.508,20.447,74.072,115.561,64.676,430.08,217.28,97.14,151.13,64.08
13,603956.95341,50.156,72,122.5,20.52,74.006,115.508,64.759,430.07,217.38,97.05,151.06,64.17
14,603956.957275,50.164,71,122.544,20.507,74.001,115.52,64.691,430.13,217.36,97.04,151.07,64.1
15,603956.965882,50.0,69,122.504,20.493,74.109,115.292,64.637,430.04,217.37,97.2,150.66,64.06
16,603956.970177,49.875,70,122.516,20.458,74.214,115.157,64.505,430.1,217.3,97.32,150.61,63.9
17,603956.974092,50.093,74,122.726,20.326,74.222,115.694,64.381,430.37,217.12,97.33,151.31,63.78
18,603956.977761,50.122,74,122.707,20.356,74.155,115.66,64.414,430.34,217.16,97.24,151.26,63.81
19,603956.985455,49.927,73,122.656,20.354,74.313,115.434,64.347,430.27,217.12,97.54,150.94,63.71
20,603956.993486,49.975,73,122.735,20.29,74.354,115.614,64.291,430.38,217.11,97.43,151.23,63.73
21,603956.998076,50.018,73,122.728,20.309,74.316,115.66,64.29,430.34,217.11,97.48,151.17,63.7
22,603957.001188,49.979,71,122.698,20.312,74.348,115.614,64.33,430.33,217.11,97.49,151.2,63.73
23,603957.005433,50.002,73,122.663,20.381,74.276,115.558,64.435,430.28,217.2,97.4,151.13,63.83
24,603957.009177,50.032,72,122.695,20.312,74.337,115.725,64.343,430.32,217.07,97.58,151.31,63.71
25,603957.017143,49.982,71,122.595,20.387,74.276,115.51,64.43,430.2,217.2,97.4,151.07,63.83
26,603957.021976,50.098,73,122.613,20.38,74.239,115.732,64.505,430.22,217.19,97.35,151.36,63.91
27,603957.025729,50.199,70,122.665,20.37,74.189,115.897,64.525,430.29,217.18,97.29,151.58,63.93
28,603957.029392,50.227,71,122.654,20.416,74.142,115.892,64.614,430.24,217.26,97.25,151.45,64.04
29,603957.03321,50.151,71,122.605,20.418,74.162,115.739,64.52,430.21,217.24,97.25,151.37,63.92
30,603957.04106,50.076,70,122.586,20.378,74.241,115.682,64.414,430.19,217.19,97.35,151.3,63.81
31,603957.045207,49.996,72,122.438,20.534,74.097,115.265,64.533,429.99,217.4,97.17,150.75,63.93
32,603957.049071,50.068,73,122.502,20.554,74.075,115.405,64.582,429.99,217.46,97.19,150.68,64.0
33,603957.05351,50.02,72,122.492,20.567,74.098,115.325,64.558,430.06,217.44,97.17,150.83,63.96
34,603957.057174,50.051,72,122.523,20.556,74.07,115.355,64.53,430.11,217.43,97.13,150.87,63.93
35,603957.061159,50.126,75,122.621,20.479,74.083,115.557,64.457,430.23,217.33,97.15,151.13,63.86
36,603957.073226,50.134,73,122.711,20.453,74.138,115.661,64.553,430.33,217.32,97.18,151.23,64.01
37,603957.077558,50.026,73,122.607,20.511,74.119,115.372,64.582,430.19,217.38,97.18,150.95,64.01
38,603957.081416,49.865,72,122.615,20.404,74.315,115.289,64.365,430.2,217.23,97.47,150.71,63.73
39,603957.085605,50.022,73,122.627,20.449,74.162,115.429,64.497,430.24,217.29,97.25,150.96,63.9
40,603957.093901,49.801,67,122.542,20.446,74.267,115.063,64.374,430.09,217.3,97.4,150.37,63.78
41,603957.097566,49.861,73,122.662,20.345,74.362,115.352,64.258,430.29,217.15,97.51,150.87,63.65
42,603957.101103,49.908,74,122.662,20.365,74.293,115.358,64.286,430.29,217.17,97.42,150.87,63.68
43,603957.105411,49.873,70,122.58,20.454,74.219,115.161,64.409,430.09,217.36,97.32,150.36,63.87
44,603957.10921,49.82,70,122.589,20.422,74.313,115.18,64.382,430.12,217.28,97.5,150.4,63.79
45,603957.117574,49.898,73,122.618,20.414,74.27,115.3,64.365,430.17,217.26,97.43,150.61,63.73
46,603957.121186,49.905,73,122.55,20.492,74.191,115.195,64.539,430.14,217.34,97.29,150.65,63.94
47,603957.125379,49.906,70,122.447,20.574,74.088,115.034,64.741,429.97,217.46,97.17,150.35,64.12
48,603957.129295,49.984,71,122.435,20.551,74.038,115.145,64.839,429.93,217.44,97.13,150.41,64.23
49,603957.133291,50.043,72,122.5,20.422,74.129,115.428,64.675,430.07,217.25,97.21,150.96,64.08
50,603957.136894,49.943,73,122.425,20.432,74.172,115.256,64.692,430.0,217.25,97.25,150.83,64.09
51,603957.146248,49.919,73,122.392,20.447,74.222,115.276,64.648,429.93,217.28,97.33,150.76,64.05
52,603957.158376,49.972,71,122.499,20.338,74.334,115.576,64.285,430.07,217.05,97.68,151.1,63.59
53,603957.162059,49.727,74,122.239,20.573,74.293,114.928,64.64,429.73,217.45,97.42,150.31,64.04
54,603957.169403,49.744,74,122.318,20.526,74.339,115.039,64.473,429.82,217.39,97.5,150.39,63.84
55,603957.173794,49.741,76,122.319,20.527,74.373,115.086,64.457,429.86,217.38,97.54,150.45,63.83
56,603957.176999,49.712,76,122.288,20.567,74.358,114.992,64.464,429.8,217.44,97.51,150.4,63.86
57,603957.181292,49.647,76,122.25,20.572,74.364,114.848,64.463,429.75,217.45,97.51,150.22,63.85
58,603957.185199,49.707,76,122.315,20.512,74.369,114.998,64.36,429.83,217.36,97.55,150.27,63.71
59,603957.193817,49.746,74,122.343,20.531,74.321,115.016,64.524,429.86,217.42,97.44,150.39,63.97
60,603957.197604,49.869,73,122.401,20.525,74.239,115.182,64.647,429.95,217.38,97.35,150.65,64.04
61,603957.201308,49.866,73,122.351,20.526,74.188,115.096,64.524,429.88,217.39,97.29,150.54,63.92
62,603957.205362,49.923,74,122.4,20.489,74.161,115.188,64.457,429.95,217.34,97.25,150.66,63.86
63,603957.209195,49.838,75,122.37,20.514,74.184,115.024,64.523,429.9,217.35,97.32,150.41,63.87
64,603957.213211,49.823,74,122.349,20.56,74.121,114.891,64.724,429.88,217.43,97.2,150.26,64.12
65,603957.222084,49.901,74,122.453,20.451,74.19,115.183,64.442,430.02,217.29,97.29,150.65,63.84
66,603957.224929,49.74,75,122.36,20.542,74.205,114.822,64.612,429.89,217.41,97.31,150.17,64.01
67,603957.230316,49.729,74,122.383,20.545,74.238,114.847,64.583,429.92,217.41,97.35,150.2,63.98
68,603957.238024,49.672,73,122.428,20.486,74.339,114.868,64.42,429.96,217.37,97.43,150.2,63.89
69,603957.250161,49.608,76,122.382,20.506,74.342,114.723,64.539,429.96,217.31,97.51,150.16,63.82
70,603957.25326,49.678,77,122.42,20.482,74.318,114.852,64.543,429.99,217.3,97.47,150.26,63.88
71,603957.256979,49.673,73,122.343,20.579,74.197,114.653,64.84,429.87,217.46,97.3,149.94,64.24
72,603957.261263,50.039,75,122.591,20.368,74.164,115.473,64.62,430.19,217.18,97.26,151.02,64.02
73,603957.269776,49.903,73,122.435,20.457,74.101,115.049,64.758,429.97,217.34,97.12,150.43,64.23
74,603957.273069,50.037,73,122.504,20.362,74.061,115.307,64.587,430.04,217.18,97.14,150.7,63.96
75,603957.276952,49.781,76,122.404,20.421,74.168,114.863,64.59,429.95,217.25,97.26,150.23,63.98
76,603957.281571,50.126,72,122.563,20.399,73.973,115.385,64.633,430.16,217.17,97.11,150.88,63.97
77,603957.285005,49.946,72,122.503,20.418,74.111,115.167,64.553,430.08,217.24,97.18,150.63,63.95
78,603957.289788,49.64,74,122.385,20.493,74.305,114.74,64.651,429.93,217.34,97.44,150.07,64.04
79,603957.298123,49.948,75,122.591,20.38,74.271,115.421,64.424,430.19,217.16,97.48,150.93,63.77
80,603957.301068,49.992,75,122.635,20.396,74.289,115.553,64.472,430.25,217.21,97.42,151.12,63.87
81,603957.305983,49.729,73,122.509,20.391,74.473,115.21,64.325,430.15,217.19,97.62,150.86,63.73
82,603957.309139,49.633,76,122.437,20.423,74.507,115.037,64.329,429.99,217.25,97.7,150.46,63.72
83,603957.313169,49.734,72,122.486,20.444,74.449,115.187,64.463,430.06,217.28,97.63,150.65,63.86
84,603957.321638,50.081,70,122.678,20.319,74.35,115.864,64.286,430.31,217.11,97.49,151.54,63.69
85,603957.334261,49.72,74,122.272,20.564,74.286,114.902,64.546,429.78,217.44,97.41,150.28,63.94
86,603957.337383,49.699,75,122.251,20.554,74.264,114.816,64.493,429.75,217.42,97.39,150.17,63.89
87,603957.345299,49.739,74,122.156,20.652,74.141,114.72,64.776,429.63,217.55,97.23,150.04,64.17
88,603957.349237,50.04,73,122.239,20.641,73.909,115.077,64.748,429.74,217.54,96.92,150.51,64.16
89,603957.353163,49.992,73,122.254,20.589,73.984,115.08,64.71,429.82,217.39,97.07,150.68,63.96
90,603957.357425,49.979,72,122.247,20.616,73.958,115.008,64.924,429.74,217.51,96.99,150.41,64.33
91,603957.361227,50.025,73,122.325,20.506,74.029,115.228,64.666,429.85,217.36,97.08,150.7,64.07
92,603957.365056,49.828,72,122.333,20.433,74.23,115.07,64.544,429.86,217.26,97.34,150.5,63.94
93,603957.373149,49.707,75,122.276,20.459,74.313,114.911,64.537,429.78,217.3,97.45,150.3,63.93
94,603957.37793,49.772,74,122.376,20.408,74.341,115.109,64.463,429.91,217.23,97.49,150.55,63.86
95,603957.381068,49.646,75,122.35,20.408,74.422,114.935,64.389,429.88,217.23,97.59,150.33,63.78
96,603957.385505,49.899,74,122.56,20.336,74.359,115.441,64.437,430.15,217.14,97.51,150.98,63.83
97,603957.389563,49.645,74,122.451,20.352,74.495,115.045,64.36,429.99,217.17,97.71,150.39,63.75
98,603957.397555,49.681,76,122.455,20.389,74.418,115.013,64.436,430.02,217.21,97.58,150.43,63.83
99,603957.401003,49.828,76,122.549,20.376,74.352,115.259,64.479,430.11,217.2,97.49,150.81,63.9
100,603957.405005,49.809,76,122.576,20.367,74.323,115.169,64.457,430.2,217.17,97.44,150.7,63.86
101,603957.413954,49.862,76,122.548,20.393,74.24,115.167,64.598,430.11,217.22,97.37,150.54,63.99
102,603957.425419,50.011,74,122.591,20.41,74.117,115.331,64.618,430.19,217.2,97.29,150.8,63.99
103,603957.429186,49.867,77,122.504,20.446,74.16,115.054,64.633,430.08,217.28,97.25,150.47,64.03
104,603957.433671,49.889,76,122.523,20.424,74.158,115.103,64.6,430.11,217.25,97.25,150.54,64.0
105,603957.437081,49.877,78,122.508,20.437,74.185,115.118,64.614,430.04,217.28,97.3,150.43,63.97
106,603957.441404,49.78,77,122.42,20.487,74.197,114.905,64.567,429.98,217.28,97.4,150.3,63.89
107,603957.44924,49.778,76,122.434,20.486,74.229,114.95,64.568,429.99,217.33,97.34,150.34,63.96
108,603957.453199,49.804,78,122.455,20.475,74.282,115.095,64.589,430.02,217.32,97.41,150.53,63.98
109,603957.457018,49.794,78,122.448,20.501,74.313,115.118,64.507,430.01,217.35,97.45,150.56,63.9
110,603957.461781,49.851,77,122.469,20.5,74.267,115.182,64.46,430.04,217.35,97.39,150.65,63.86
111,603957.4652,49.742,78,122.413,20.516,74.331,115.023,64.422,429.96,217.37,97.47,150.44,63.81
112,603957.473576,49.792,77,122.427,20.531,74.322,115.126,64.47,429.98,217.39,97.46,150.57,63.86
113,603957.476913,49.786,77,122.382,20.541,74.266,115.026,64.512,429.92,217.41,97.39,150.44,63.91
114,603957.481032,49.799,77,122.376,20.538,74.241,115.018,64.576,429.91,217.4,97.36,150.43,63.97
115,603957.485039,49.918,77,122.412,20.512,74.168,115.188,64.561,429.96,217.37,97.26,150.65,63.96
116,603957.489342,49.891,73,122.295,20.667,74.013,114.883,64.872,429.81,217.57,97.06,150.25,64.28
117,603957.502238,49.957,76,122.359,20.494,74.143,115.242,64.521,429.87,217.37,97.21,150.67,63.97
118,603957.504959,50.092,73,122.508,20.406,74.168,115.606,64.496,430.08,217.23,97.26,151.2,63.9
119,603957.509226,49.995,75,122.467,20.422,74.231,115.471,64.518,429.95,217.28,97.4,150.77,63.9
120,603957.513336,50.12,72,122.539,20.386,74.195,115.717,64.506,430.1,217.22,97.31,151.25,63.94
121,603957.517005,50.017,74,122.485,20.391,74.24,115.537,64.487,430.04,217.24,97.33,151.07,63.94
122,603957.525973,49.916,74,122.422,20.409,74.27,115.342,64.452,429.95,217.24,97.41,150.77,63.84
123,603957.528843,49.728,71,122.268,20.526,74.264,114.887,64.654,429.77,217.39,97.39,150.26,64.05
124,603957.533376,49.806,74,122.373,20.388,74.317,115.153,64.388,429.94,217.2,97.44,150.69,63.81
125,603957.53795,49.675,72,122.347,20.375,74.414,114.993,64.352,429.88,217.19,97.58,150.41,63.75
126,603957.541562,49.8,70,122.417,20.366,74.331,115.161,64.389,430.0,217.14,97.48,150.71,63.73
127,603957.549304,49.627,75,122.342,20.387,74.413,114.877,64.389,429.89,217.23,97.52,150.32,63.86
128,603957.55313,49.756,72,122.438,20.328,74.397,115.157,64.41,430.0,217.13,97.56,150.62,63.81
129,603957.557235,49.666,75,122.38,20.366,74.403,114.955,64.385,429.92,217.18,97.57,150.35,63.78
130,603957.561732,49.687,73,122.396,20.398,74.359,114.936,64.497,430.01,217.18,97.46,150.56,63.86
131,603957.565012,49.64,73,122.335,20.485,74.308,114.745,64.694,429.86,217.33,97.44,150.07,64.09
132,603957.569133,50.104,70,122.633,20.319,74.18,115.655,64.591,430.21,217.15,97.28,151.14,64.04
133,603957.577842,49.747,74,122.428,20.468,74.271,114.942,64.701,430.02,217.27,97.46,150.3,64.0
134,603957.589859,49.653,73,122.471,20.487,74.344,114.833,64.625,430.06,217.3,97.51,150.25,63.96
