frame,t,nx,ny,nz,agree_deg
0,603956.895955,0.48732,-0.70879,-0.51003,4.53
1,603956.8996,0.49026,-0.70829,-0.50792,4.82
2,603956.904062,0.48916,-0.70797,-0.50941,4.7
3,603956.907204,0.4897,-0.70805,-0.50878,4.74
4,603956.909791,0.48947,-0.70838,-0.50855,4.69
5,603956.917738,0.49003,-0.7086,-0.5077,4.74
6,603956.922343,0.48916,-0.70849,-0.50868,4.61
7,603956.926487,0.48942,-0.70824,-0.50878,4.6
8,603956.929913,0.49063,-0.70763,-0.50846,4.71
9,603956.933384,0.49263,-0.70892,-0.50472,5.02
10,603956.938084,0.49028,-0.70919,-0.50663,4.84
11,603956.945415,0.48832,-0.70985,-0.5076,4.65
12,603956.949963,0.48905,-0.7098,-0.50696,4.74
13,603956.953781,0.48848,-0.71008,-0.50711,4.87
14,603956.957916,0.48842,-0.70983,-0.50753,4.81
15,603956.961287,0.48938,-0.70853,-0.50841,4.95
16,603956.970348,0.49021,-0.70755,-0.50899,4.94
17,603956.974521,0.48837,-0.7082,-0.50984,4.72
18,603956.978149,0.4883,-0.70844,-0.50958,4.7
19,603956.985835,0.48981,-0.70718,-0.50989,4.79
20,603956.993846,0.48941,-0.70711,-0.51036,4.72
21,603956.998953,0.48922,-0.70727,-0.51033,4.68
22,603957.002005,0.48969,-0.7071,-0.5101,4.72
23,603957.006504,0.48975,-0.70766,-0.50928,4.74
24,603957.009518,0.48949,-0.70725,-0.51009,4.68
25,603957.013927,0.48977,-0.70771,-0.50919,4.76
26,603957.022352,0.48882,-0.70848,-0.50903,4.76
27,603957.02625,0.48825,-0.70898,-0.50889,4.69
28,603957.03011,0.48829,-0.70959,-0.50799,4.68
29,603957.033881,0.48861,-0.70912,-0.50835,4.67
30,603957.037763,0.48886,-0.7084,-0.5091,4.69
31,603957.045507,0.48948,-0.70862,-0.50821,4.82
32,603957.049726,0.48905,-0.70944,-0.50747,4.75
33,603957.05399,0.48951,-0.70937,-0.50712,4.73
34,603957.057575,0.48874,-0.7094,-0.50783,4.77
35,603957.061804,0.48813,-0.70964,-0.50807,4.65
36,603957.073642,0.48851,-0.7095,-0.5079,4.7
37,603957.077978,0.48937,-0.70898,-0.50781,4.8
38,603957.081833,0.49031,-0.70738,-0.50913,4.8
39,603957.086009,0.48942,-0.70826,-0.50876,4.77
40,603957.094327,0.49106,-0.70639,-0.50978,4.87
41,603957.098237,0.49018,-0.70653,-0.51044,4.79
42,603957.102011,0.48785,-0.70748,-0.51134,5.03
43,603957.106042,0.49013,-0.70739,-0.50929,4.86
44,603957.109879,0.4902,-0.70747,-0.5091,4.89
45,603957.113261,0.48973,-0.70786,-0.50902,4.79
46,603957.12182,0.48993,-0.70861,-0.50778,4.87
47,603957.125796,0.49026,-0.70933,-0.50646,4.98
48,603957.130661,0.4901,-0.70995,-0.50575,4.95
49,603957.133519,0.4894,-0.7099,-0.50649,4.8
50,603957.13725,0.49041,-0.70933,-0.50631,4.86
51,603957.146701,0.4908,-0.70873,-0.50677,4.84
52,603957.157622,0.49014,-0.70736,-0.50931,4.6
53,603957.162065,0.4924,-0.70697,-0.50767,5.02
54,603957.165157,0.49219,-0.70623,-0.50891,4.91
55,603957.174286,0.4921,-0.70635,-0.50882,4.9
56,603957.177655,0.49222,-0.70612,-0.50903,4.95
57,603957.182119,0.49248,-0.70612,-0.50878,5.0
58,603957.185367,0.49159,-0.70625,-0.50946,4.93
59,603957.189235,0.49146,-0.70705,-0.50848,5.0
60,603957.198271,0.49049,-0.70833,-0.50764,4.99
61,603957.202195,0.49028,-0.70821,-0.508,4.91
62,603957.206034,0.49028,-0.70853,-0.50755,4.72
63,603957.21017,0.49061,-0.70801,-0.50796,4.91
64,603957.213603,0.49126,-0.70851,-0.50663,5.0
65,603957.222381,0.49004,-0.70797,-0.50856,4.82
66,603957.225533,0.49136,-0.70775,-0.50759,5.05
67,603957.231205,0.49155,-0.70745,-0.50783,5.03
68,603957.242243,0.49187,-0.70634,-0.50906,4.99
69,603957.251164,0.49239,-0.70644,-0.50842,5.12
70,603957.253477,0.49185,-0.70688,-0.50833,5.07
71,603957.257788,0.49237,-0.70797,-0.50632,5.21
72,603957.261678,0.48926,-0.70917,-0.50764,4.83
73,603957.265242,0.49032,-0.70933,-0.5064,5.0
74,603957.273283,0.48897,-0.70966,-0.50724,4.8
75,603957.277369,0.49087,-0.70846,-0.50708,4.98
76,603957.282623,0.48844,-0.71023,-0.50695,4.75
77,603957.285401,0.4897,-0.70888,-0.50763,4.85
78,603957.290194,0.4924,-0.70748,-0.50696,5.1
79,603957.29855,0.48571,-0.70876,-0.51161,5.34
80,603957.301557,0.48955,-0.70867,-0.50807,4.73
81,603957.306724,0.49154,-0.70635,-0.50937,4.86
82,603957.309877,0.49234,-0.70584,-0.5093,4.92
83,603957.313883,0.49195,-0.70687,-0.50825,4.88
84,603957.317568,0.48876,-0.70761,-0.51029,4.63
85,603957.330426,0.49192,-0.70738,-0.50757,4.96
86,603957.335456,0.49205,-0.70746,-0.50734,4.91
87,603957.337705,0.49167,-0.70851,-0.50623,5.12
88,603957.341555,0.48932,-0.71017,-0.50618,4.88
89,603957.349438,0.48952,-0.70993,-0.50633,4.9
90,603957.353761,0.49006,-0.71049,-0.50503,5.01
91,603957.357969,0.48958,-0.70987,-0.50636,4.8
92,603957.361589,0.49096,-0.70843,-0.50704,4.86
93,603957.365562,0.49191,-0.7075,-0.50741,4.97
