frame,t,theta_deg,area_px,cx,cy,d1,d2,ang_deg,rcx,rcy,rd1,rd2,rang
0,607915.876732,54.937,75,-129.79,27.817,74.269,129.281,117.932,146.17,211.25,100.73,175.04,118.52
1,607915.879733,54.896,75,-129.796,27.744,74.354,129.296,117.946,146.16,211.15,100.84,175.06,118.54
2,607915.883698,54.858,74,-129.805,27.701,74.414,129.28,117.946,146.17,211.08,100.98,175.02,118.51
3,607915.887532,54.848,74,-129.815,27.687,74.422,129.26,117.953,146.14,211.08,100.94,175.01,118.54
4,607915.895648,54.806,74,-129.815,27.674,74.478,129.222,117.952,146.16,211.05,101.07,174.95,118.52
5,607915.900633,54.832,74,-129.827,27.633,74.426,129.218,117.976,146.19,210.95,101.14,174.87,118.55
6,607915.904103,54.827,75,-129.843,27.532,74.466,129.272,118.082,146.13,210.82,101.15,174.99,118.66
7,607915.907658,54.882,74,-129.858,27.544,74.349,129.242,118.076,146.11,210.87,100.9,174.99,118.63
8,607915.915984,54.802,68,-130.104,27.478,74.274,128.858,118.424,145.73,210.79,100.73,174.44,119.04
9,607915.916382,54.731,72,-129.873,27.403,74.601,129.199,118.087,146.15,210.64,101.37,174.98,118.63
10,607915.924345,54.819,74,-129.988,27.486,74.438,129.197,118.111,145.95,210.76,101.07,175.0,118.68
11,607915.927559,54.855,74,-129.908,27.492,74.467,129.362,118.017,146.0,210.78,101.05,175.15,118.65
12,607915.936074,54.773,74,-129.949,27.459,74.538,129.222,118.039,145.98,210.78,101.08,175.04,118.61
13,607915.936989,54.751,74,-129.932,27.445,74.606,129.271,118.087,146.04,210.74,101.25,175.1,118.63
14,607915.940175,54.653,73,-130.055,27.46,74.645,129.027,118.258,145.8,210.76,101.24,174.69,118.86
15,607915.948079,54.586,74,-129.916,27.468,74.866,129.196,118.055,146.0,210.77,101.55,174.93,118.65
16,607915.957027,54.551,74,-130.021,27.488,74.832,129.027,118.179,145.89,210.81,101.48,174.79,118.76
17,607915.968209,54.614,72,-129.963,27.538,74.717,129.027,118.13,145.93,210.87,101.34,174.69,118.73
18,607915.976892,54.404,71,-129.743,27.414,75.113,129.047,118.056,146.33,210.63,102.13,174.75,118.61
19,607915.979429,54.77,74,-129.831,27.574,74.524,129.189,118.048,146.14,210.88,101.2,174.92,118.64
20,607915.983443,54.752,72,-129.745,27.585,74.5,129.089,117.918,146.23,210.94,101.05,174.78,118.51
21,607915.98707,54.833,71,-129.751,27.604,74.405,129.185,117.885,146.25,210.97,100.94,174.82,118.47
22,607915.995517,54.952,68,-129.632,27.673,74.339,129.451,117.756,146.4,211.02,100.92,175.32,118.34
23,607915.999718,55.002,74,-129.783,27.703,74.136,129.257,117.896,146.18,211.1,100.55,175.01,118.48
24,607916.003259,55.028,73,-129.812,27.719,74.077,129.239,117.904,146.11,211.11,100.47,174.91,118.53
25,607916.008165,54.893,71,-129.696,27.665,74.344,129.269,117.777,146.33,210.96,101.07,174.95,118.4
26,607916.017093,55.08,75,-129.79,27.798,74.01,129.292,117.903,146.2,211.22,100.43,175.06,118.46
27,607916.017833,54.992,68,-130.019,27.829,73.936,128.878,118.218,145.84,211.27,100.27,174.47,118.83
28,607916.024231,55.028,71,-129.899,27.867,74.008,129.12,117.947,146.04,211.33,100.39,174.72,118.55
29,607916.028249,54.993,68,-130.026,27.902,73.913,128.842,118.198,145.83,211.37,100.24,174.42,118.81
30,607916.036222,55.096,75,-129.797,27.927,73.962,129.26,117.844,146.18,211.42,100.33,174.93,118.43
31,607916.037217,55.06,73,-129.736,27.928,74.019,129.24,117.804,146.27,211.35,100.53,174.98,118.39
32,607916.039358,55.052,72,-129.694,27.949,74.02,129.219,117.732,146.3,211.43,100.41,174.95,118.31
33,607916.056143,55.187,75,-129.758,28.026,73.779,129.231,117.77,146.21,211.54,100.07,174.97,118.35
34,607916.05693,55.21,75,-129.756,28.047,73.727,129.217,117.731,146.22,211.57,100.0,174.95,118.31
35,607916.059787,55.193,71,-129.855,28.058,73.657,129.039,117.852,146.07,211.58,99.9,174.69,118.45
36,607916.063787,55.142,71,-129.672,28.044,73.854,129.22,117.57,146.37,211.57,100.18,175.04,118.13
37,607916.067834,55.226,75,-129.75,28.09,73.706,129.232,117.716,146.28,211.6,100.1,174.96,118.24
