frame,t,nx,ny,nz,agree_deg
0,607915.876732,0.47341,-0.75577,-0.45244,0.92
1,607915.879733,0.47227,-0.75528,-0.45444,0.74
2,607915.883698,0.47453,-0.75277,-0.45624,1.07
3,607915.887532,0.47358,-0.75359,-0.45588,0.92
4,607915.895648,0.47201,-0.75395,-0.45691,0.73
5,607915.900633,0.47226,-0.75374,-0.45699,0.72
6,607915.904103,0.47303,-0.75352,-0.45657,0.63
7,607915.907658,0.47315,-0.75403,-0.45559,0.64
8,607915.915984,0.47445,-0.75349,-0.45514,0.3
9,607915.916382,0.47424,-0.7525,-0.45699,0.8
10,607915.924345,0.47346,-0.75348,-0.45618,0.63
11,607915.927559,0.4747,-0.75278,-0.45606,0.95
12,607915.936074,0.47499,-0.7512,-0.45835,1.01
13,607915.936989,0.47376,-0.7516,-0.45897,0.78
14,607915.940175,0.47507,-0.75027,-0.4598,0.67
15,607915.948079,0.47383,-0.75062,-0.46049,0.86
16,607915.957027,0.47372,-0.7498,-0.46194,0.68
17,607915.968209,0.4737,-0.7509,-0.46017,0.71
18,607915.976892,0.47323,-0.75086,-0.46072,0.86
19,607915.979429,0.47259,-0.75327,-0.45744,0.65
20,607915.983443,0.47064,-0.75402,-0.4582,0.63
21,607915.98707,0.47096,-0.75519,-0.45595,0.69
22,607915.995517,0.47173,-0.75571,-0.45429,0.99
23,607915.999718,0.47211,-0.75578,-0.45376,0.78
24,607916.003259,0.47246,-0.75554,-0.4538,0.81
25,607916.008165,0.47169,-0.75571,-0.45433,0.96
26,607916.017093,0.47224,-0.75612,-0.45306,0.77
27,607916.017833,0.47393,-0.75507,-0.45305,0.46
28,607916.024231,0.47197,-0.75563,-0.45417,0.68
29,607916.028249,0.47493,-0.75423,-0.45341,0.62
30,607916.036222,0.47272,-0.75635,-0.45219,0.92
31,607916.037217,0.47361,-0.7556,-0.45251,1.12
32,607916.039358,0.47136,-0.75673,-0.45297,0.95
33,607916.056143,0.47142,-0.75746,-0.45168,0.87
34,607916.05693,0.47183,-0.75732,-0.45149,0.99
35,607916.059787,0.47323,-0.75727,-0.4501,0.94
36,607916.063787,0.47059,-0.75813,-0.45142,1.1
37,607916.067834,0.47087,-0.75844,-0.45062,0.87
38,607916.076185,0.47239,-0.75718,-0.45114,1.11
39,607916.080309,0.46932,-0.75833,-0.4524,0.79
40,607916.084367,0.46994,-0.75818,-0.45203,0.74
41,607916.088538,0.4706,-0.75721,-0.45296,0.84
42,607916.09533,0.47116,-0.75708,-0.45258,0.63
