frame,t,theta_deg,area_px,cx,cy,d1,d2,ang_deg,rcx,rcy,rd1,rd2,rang
0,607362.247826,55.533,63,-130.046,27.609,73.254,129.44,118.538,145.87,210.98,99.36,175.32,119.06
1,607362.251873,54.531,63,-129.548,27.227,74.57,128.511,118.615,146.45,210.43,101.13,174.14,119.18
2,607362.254098,55.163,70,-129.702,27.419,73.852,129.282,118.319,146.28,210.65,100.33,174.9,118.92
3,607362.257616,55.438,66,-129.922,27.548,73.463,129.496,118.371,145.97,210.87,99.67,175.23,118.95
4,607362.261,54.974,70,-129.779,27.459,74.084,129.076,118.331,146.17,210.75,100.49,174.83,118.92
5,607362.269991,55.504,66,-130.11,27.754,73.027,128.945,118.631,145.73,211.18,99.03,174.58,119.21
6,607362.273336,55.501,66,-130.159,27.639,73.062,128.996,118.793,145.66,211.02,99.08,174.65,119.38
7,607362.278666,55.009,71,-129.87,27.292,74.035,129.107,118.631,146.04,210.54,100.41,174.77,119.25
8,607362.281505,54.904,67,-129.747,27.32,74.089,128.863,118.6,146.25,210.59,100.49,174.56,119.17
9,607362.28508,55.416,69,-130.023,27.625,73.352,129.227,118.59,145.93,211.05,99.46,174.96,119.05
10,607362.294303,55.337,70,-130.069,27.708,73.437,129.12,118.496,145.84,211.1,99.67,174.82,119.02
11,607362.297836,54.629,68,-129.904,27.322,74.622,128.911,118.546,146.02,210.57,101.24,174.54,119.14
12,607362.302362,55.126,71,-130.036,27.634,73.803,129.08,118.365,145.86,211.01,100.12,174.7,118.96
13,607362.305556,54.822,71,-129.928,27.43,74.331,129.022,118.407,145.99,210.72,100.84,174.68,118.99
14,607362.310442,54.886,69,-129.873,27.527,74.293,129.16,118.38,146.07,210.85,100.79,174.86,118.96
15,607362.313367,55.427,68,-130.184,27.755,73.431,129.404,118.632,145.7,211.17,99.64,175.28,119.17
16,607362.322497,54.875,71,-129.868,27.433,74.238,129.03,118.5,146.07,210.73,100.72,174.7,119.08
17,607362.326445,55.331,69,-129.948,27.586,73.46,129.141,118.587,145.96,210.94,99.64,174.85,119.16
18,607362.337205,54.993,71,-129.76,27.436,74.009,129.007,118.43,146.22,210.73,100.41,174.67,119.01
19,607362.345684,55.519,70,-130.007,27.734,73.116,129.149,118.535,145.87,211.15,99.16,174.86,119.11
20,607362.349383,55.18,68,-129.719,27.549,73.775,129.203,118.251,146.31,210.86,100.19,174.9,118.8
21,607362.353474,55.375,70,-129.834,27.647,73.397,129.174,118.297,146.1,211.02,99.58,174.76,118.9
22,607362.357497,55.476,69,-129.815,27.714,73.289,129.313,118.217,146.14,211.12,99.4,175.08,118.79
23,607362.360957,54.713,69,-129.64,27.291,74.59,129.123,118.191,146.38,210.52,101.22,174.82,118.78
24,607362.365838,55.088,70,-129.884,27.484,74.008,129.313,118.361,146.1,210.75,100.6,174.92,118.95
25,607362.373584,54.706,69,-129.723,27.333,74.605,129.125,118.356,146.27,210.58,101.23,174.83,118.95
26,607362.377579,55.321,70,-129.907,27.741,73.601,129.355,118.367,146.07,211.15,99.93,175.02,118.91
27,607362.38158,55.346,64,-130.218,27.777,73.408,129.097,118.76,145.58,211.21,99.54,174.78,119.35
28,607362.385231,55.408,68,-129.908,27.898,73.49,129.446,118.46,146.04,211.38,99.65,175.35,119.02
29,607362.390564,54.868,72,-129.893,27.568,74.249,129.025,118.509,146.04,210.91,100.72,174.69,119.1
30,607362.398034,55.351,66,-130.035,27.674,73.566,129.394,118.393,145.83,211.01,99.89,175.15,118.96
31,607362.403068,54.839,68,-129.979,27.259,74.356,129.119,118.517,145.94,210.45,100.96,174.89,119.07
32,607362.406227,55.405,70,-130.037,27.628,73.398,129.275,118.43,145.84,210.95,99.68,174.9,118.98
33,607362.410299,55.299,68,-129.943,27.578,73.566,129.223,118.373,145.97,210.93,99.8,174.95,118.95
34,607362.422046,55.398,67,-129.829,27.595,73.436,129.317,118.367,146.11,210.9,99.73,175.06,118.99
35,607362.427538,55.54,69,-129.925,27.671,73.2,129.367,118.468,146.0,211.1,99.23,175.13,118.99
36,607362.429641,55.076,69,-129.938,27.384,73.992,129.245,118.623,146.01,210.68,100.4,174.89,119.19
37,607362.433859,54.566,66,-129.662,27.327,74.636,128.734,118.664,146.3,210.6,101.16,174.34,119.3
38,607362.436955,54.791,71,-129.765,27.339,74.481,129.182,118.651,146.25,210.57,101.14,174.9,119.2
39,607362.441672,55.342,70,-129.971,27.511,73.692,129.584,118.653,145.9,210.79,100.0,175.54,119.27
40,607362.449885,55.025,69,-129.741,27.472,74.052,129.185,118.416,146.25,210.73,100.58,174.87,119.02
41,607362.453584,55.388,65,-130.079,27.71,73.371,129.171,118.726,145.81,211.13,99.51,174.8,119.3
42,607362.45753,55.542,63,-129.949,27.877,73.249,129.461,118.57,146.01,211.35,99.35,175.38,119.09
43,607362.46181,54.831,70,-129.65,27.531,74.327,129.043,118.327,146.37,210.86,100.84,174.72,118.91
44,607362.465039,55.429,69,-129.76,27.767,73.386,129.332,118.257,146.21,211.19,99.54,175.1,118.83
45,607362.47363,55.412,70,-129.812,27.752,73.306,129.133,118.14,146.14,211.17,99.43,174.83,118.71
46,607362.477712,55.258,73,-129.769,27.661,73.608,129.164,118.132,146.25,211.05,99.89,174.75,118.73
47,607362.481979,55.148,68,-129.81,27.508,73.994,129.482,118.207,146.18,210.84,100.42,175.2,118.78
48,607362.485253,55.053,68,-129.833,27.501,74.103,129.367,118.248,146.12,210.81,100.55,175.15,118.83
49,607362.488853,55.204,67,-129.814,27.513,73.936,129.561,118.278,146.12,210.82,100.33,175.32,118.86
50,607362.497317,55.523,69,-129.897,27.78,73.248,129.397,118.209,146.06,211.22,99.37,175.1,118.77
51,607362.510355,55.525,68,-130.249,27.769,73.251,129.407,118.763,145.55,211.19,99.33,175.22,119.34
52,607362.512812,55.437,67,-130.26,27.818,73.203,129.034,118.795,145.57,211.27,99.27,174.79,119.33
53,607362.517832,55.443,68,-130.234,27.785,73.219,129.082,118.799,145.69,211.23,99.4,174.76,119.25
54,607362.526262,54.795,67,-129.83,27.503,74.268,128.825,118.726,146.12,210.82,100.75,174.44,119.31
55,607362.529521,55.011,69,-129.914,27.553,74.083,129.195,118.631,146.09,210.93,100.53,174.84,119.11
56,607362.533494,54.878,71,-129.886,27.481,74.271,129.094,118.65,146.04,210.72,100.89,174.82,119.29
57,607362.537331,54.778,67,-129.79,27.447,74.281,128.794,118.728,146.17,210.74,100.77,174.41,119.31
58,607362.541722,55.163,71,-129.869,27.576,73.762,129.126,118.391,146.07,210.93,100.06,174.82,118.97
59,607362.549028,55.425,68,-129.907,27.683,73.381,129.309,118.346,146.01,211.08,99.53,175.07,118.92
60,607362.553705,54.862,68,-129.799,27.377,74.264,129.032,118.43,146.17,210.65,100.76,174.7,119.02
