frame,t,theta_deg,area_px,cx,cy,d1,d2,ang_deg,rcx,rcy,rd1,rd2,rang
0,573631.868525,65.5,59,-50.015,5.111,55.631,134.148,102.35,254.56,180.3,76.23,183.45,102.37
1,573631.873029,65.547,62,-50.149,5.111,55.558,134.216,102.427,254.46,180.29,76.22,183.54,102.38
2,573631.876676,65.465,64,-50.183,5.082,55.64,133.99,102.44,254.54,180.33,76.27,182.72,102.4
3,573631.885302,65.457,63,-50.15,5.099,55.627,133.921,102.399,254.51,180.32,76.26,182.8,102.4
4,573631.888543,65.529,63,-50.16,5.112,55.58,134.175,102.431,254.28,180.29,76.15,183.59,102.44
5,573631.892334,65.465,63,-50.108,5.137,55.636,133.981,102.434,254.37,180.33,76.21,183.46,102.44
6,573631.897399,65.512,61,-50.218,5.065,55.681,134.33,102.472,254.3,180.26,76.27,183.74,102.45
7,573631.90141,65.436,63,-50.115,5.131,55.683,133.948,102.444,254.34,180.32,76.29,183.3,102.45
8,573631.90886,64.601,59,-48.532,5.238,55.789,130.07,102.936,256.55,180.48,76.43,178.03,102.92
9,573631.913328,65.26,64,-50.153,5.023,55.887,133.541,102.382,254.23,180.13,76.55,182.59,102.32
10,573631.917132,65.267,66,-50.173,4.983,55.942,133.707,102.454,254.43,180.16,76.67,182.65,102.43
11,573631.920902,64.792,57,-49.233,5.116,56.065,131.637,102.51,255.63,180.29,76.86,180.37,102.45
12,573631.925114,65.391,64,-50.243,5.203,55.777,133.942,102.363,254.23,180.43,76.41,183.17,102.33
13,573631.929051,65.303,63,-50.178,5.242,55.86,133.697,102.387,254.41,180.49,76.57,182.53,102.37
14,573631.936666,65.349,63,-50.163,5.174,55.83,133.856,102.416,254.36,180.38,76.47,182.78,102.36
15,573631.941093,64.581,60,-48.623,5.127,55.838,130.087,102.966,256.39,180.32,76.49,178.14,102.97
16,573631.945034,65.335,68,-50.161,4.846,55.792,133.694,102.384,254.5,179.98,76.48,182.47,102.37
17,573631.960392,65.076,59,-49.629,5.301,55.691,132.154,102.668,255.13,180.6,76.38,180.68,102.56
18,573631.964483,64.906,60,-49.433,5.239,56.039,132.134,102.372,255.43,180.43,76.97,180.46,102.33
19,573631.968167,65.603,61,-50.325,5.054,55.571,134.538,102.461,253.99,180.19,76.12,184.41,102.5
20,573631.972749,65.358,62,-50.046,5.039,55.59,133.326,102.428,254.65,180.22,76.17,182.05,102.48
21,573631.976879,65.446,65,-50.304,4.916,55.669,133.965,102.449,254.24,180.06,76.29,183.04,102.45
22,573631.98464,65.563,61,-50.381,4.924,55.559,134.298,102.5,254.0,180.04,76.1,183.88,102.51
23,573631.988245,64.459,59,-48.744,5.163,56.126,130.173,102.464,256.21,180.37,76.89,178.07,102.4
24,573631.992485,65.507,64,-50.103,5.211,55.539,133.964,102.365,254.35,180.43,76.09,183.3,102.38
25,573631.997024,65.611,62,-50.289,5.197,55.435,134.25,102.493,254.12,180.41,75.93,183.82,102.5
26,573632.001224,65.639,58,-50.088,5.19,55.393,134.291,102.386,254.45,180.38,75.98,183.72,102.38
27,573632.005933,65.535,64,-50.286,4.909,55.422,133.826,102.453,254.26,180.0,76.05,182.87,102.46
28,573632.01265,65.501,65,-50.265,4.747,55.458,133.738,102.458,254.4,179.86,75.99,182.28,102.39
29,573632.016677,65.713,61,-50.5,4.768,55.344,134.556,102.54,253.82,179.82,75.83,184.11,102.54
30,573632.020351,65.515,63,-50.177,5.138,55.477,133.857,102.54,254.27,180.33,75.99,183.29,102.55
31,573632.025431,65.481,65,-50.205,5.167,55.544,133.842,102.511,254.34,180.4,76.14,182.76,102.48
32,573632.029014,65.442,65,-50.208,5.152,55.554,133.669,102.485,254.28,180.35,76.13,182.56,102.43
33,573632.03732,65.447,65,-50.319,5.047,55.616,133.842,102.428,254.21,180.23,76.22,182.89,102.43
34,573632.048959,65.307,59,-50.242,5.078,55.723,133.384,102.368,254.3,180.27,76.37,181.95,102.28
35,573632.052898,65.603,60,-50.34,5.062,55.588,134.577,102.51,254.02,180.22,76.16,184.12,102.53
36,573632.061758,64.692,60,-48.748,5.231,55.703,130.304,102.966,256.29,180.43,76.22,178.42,103.04
37,573632.064789,65.334,67,-50.087,5.128,55.719,133.517,102.451,254.59,180.34,76.34,182.34,102.49
38,573632.068545,65.596,61,-50.399,5.06,55.579,134.52,102.581,253.9,180.2,76.12,184.4,102.62
39,573632.072777,65.227,63,-49.961,5.102,55.776,133.112,102.466,254.65,180.28,76.39,182.09,102.51
40,573632.077296,65.492,62,-50.35,4.928,55.685,134.237,102.601,254.04,180.04,76.28,183.8,102.61
41,573632.081313,65.322,65,-50.17,4.973,55.785,133.609,102.538,254.43,180.13,76.47,182.6,102.5
42,573632.088302,65.553,61,-50.26,5.045,55.588,134.321,102.528,254.21,180.23,76.17,183.58,102.52
