frame,t,theta_deg,area_px,cx,cy,d1,d2,ang_deg,rcx,rcy,rd1,rd2,rang
0,577189.858954,64.305,63,42.257,10.392,61.89,142.741,66.61,324.86,204.08,81.86,188.04,66.54
1,577189.862903,64.223,63,42.341,10.332,61.948,142.45,66.376,324.97,204.04,81.88,188.14,66.4
2,577189.866562,64.498,66,42.212,10.516,61.724,143.364,66.528,324.88,204.21,81.74,188.55,66.53
3,577189.870316,64.56,65,42.189,10.516,61.605,143.411,66.479,324.79,204.26,81.42,189.05,66.44
4,577189.874429,64.559,64,42.221,10.544,61.623,143.446,66.477,324.95,204.23,81.51,188.52,66.47
5,577189.882884,64.605,66,42.227,10.563,61.543,143.505,66.486,324.76,204.35,81.32,189.43,66.46
6,577189.886201,64.64,64,42.176,10.581,61.466,143.508,66.557,324.56,204.43,81.24,189.29,66.57
7,577189.89032,64.596,63,42.309,10.529,61.443,143.224,66.406,325.11,204.22,81.37,188.26,66.34
8,577189.893934,64.656,65,42.172,10.581,61.383,143.399,66.648,324.66,204.38,81.12,189.17,66.63
9,577189.898754,64.671,66,42.081,10.638,61.409,143.541,66.633,324.61,204.39,81.23,189.37,66.57
10,577189.906867,64.686,67,42.0,10.703,61.389,143.575,66.691,324.5,204.48,81.21,189.41,66.63
11,577189.910312,64.757,63,41.805,10.838,61.271,143.675,66.761,324.11,204.74,80.99,189.26,66.71
12,577189.914481,64.95,63,41.632,10.872,61.09,144.284,66.804,323.97,204.76,80.72,190.47,66.78
13,577189.91929,64.859,64,41.612,10.869,61.15,143.937,66.939,323.94,204.76,80.8,190.02,66.92
14,577189.922171,64.807,64,41.59,10.843,61.142,143.639,66.96,324.0,204.6,81.01,189.19,66.94
15,577189.926174,64.947,62,41.225,11.044,61.072,144.222,67.048,323.45,204.98,80.68,190.5,67.03
16,577189.934777,64.61,61,41.208,11.044,61.138,142.588,66.985,323.67,204.89,80.83,187.66,66.87
17,577189.946371,64.781,65,41.006,11.166,61.014,143.199,67.215,323.17,205.14,80.61,189.15,67.2
18,577189.950534,64.865,65,40.662,11.305,60.85,143.26,67.32,322.8,205.26,80.47,188.84,67.3
19,577189.958834,65.034,66,40.649,11.364,60.697,143.803,67.407,322.68,205.41,80.2,189.84,67.39
20,577189.96247,65.056,65,40.476,11.455,60.653,143.821,67.455,322.4,205.55,80.13,190.03,67.42
21,577189.966104,64.982,66,40.436,11.468,60.648,143.41,67.462,322.41,205.52,80.21,189.16,67.45
22,577189.969754,65.076,66,40.36,11.5,60.614,143.833,67.436,322.27,205.59,80.07,190.12,67.43
23,577189.973978,65.093,64,40.346,11.56,60.535,143.74,67.471,322.21,205.69,80.0,189.77,67.47
24,577189.97819,65.085,63,40.091,11.666,60.582,143.81,67.531,321.83,205.85,80.08,189.69,67.57
25,577189.986989,64.955,67,40.246,11.584,60.647,143.264,67.492,322.06,205.72,80.16,188.79,67.45
26,577189.990082,65.002,67,40.337,11.475,60.669,143.566,67.448,322.22,205.57,80.19,189.28,67.43
27,577189.994668,64.92,68,40.36,11.502,60.701,143.202,67.415,322.4,205.57,80.17,188.74,67.39
28,577189.999513,64.604,65,40.537,11.356,61.036,142.315,67.361,322.63,205.35,80.68,187.46,67.36
29,577190.002271,64.947,66,40.304,11.566,60.771,143.511,67.439,322.22,205.67,80.3,189.46,67.42
30,577190.011813,65.05,66,40.314,11.563,60.709,143.918,67.472,322.18,205.69,80.21,190.16,67.47
31,577190.015416,64.669,62,40.742,11.303,60.994,142.563,67.228,322.93,205.3,80.67,187.87,67.2
32,577190.018341,64.859,64,40.581,11.379,60.937,143.434,67.331,322.59,205.43,80.52,189.36,67.31
33,577190.021816,64.914,67,40.548,11.402,60.807,143.42,67.39,322.58,205.44,80.47,189.1,67.36
34,577190.025923,64.464,64,40.834,11.137,61.255,142.096,67.146,323.09,205.03,80.99,187.1,67.13
35,577190.038505,64.353,67,41.372,10.917,61.28,141.583,66.86,323.66,204.83,81.02,186.88,66.86
36,577190.042803,64.642,67,41.108,11.044,61.237,142.984,67.063,323.36,204.98,80.96,188.87,67.07
37,577190.046156,64.554,67,41.327,10.969,61.315,142.707,67.027,323.78,204.82,81.04,187.85,66.96
38,577190.04999,64.766,66,41.339,11.106,61.156,143.452,67.071,323.59,205.07,80.8,189.37,67.05
39,577190.054813,64.47,62,41.686,10.855,61.464,142.612,66.899,324.19,204.66,81.34,187.65,66.85
40,577190.063005,64.813,62,41.505,10.929,61.127,143.637,66.857,323.79,204.84,80.78,189.48,66.83
41,577190.066441,64.956,63,41.591,10.874,61.055,144.228,66.804,323.91,204.76,80.67,190.41,66.78
42,577190.070194,64.924,63,41.685,10.837,61.114,144.199,66.791,324.1,204.68,80.77,190.16,66.79
43,577190.074236,64.904,64,41.729,10.802,61.119,144.103,66.68,324.15,204.63,80.77,190.04,66.68
44,577190.07804,64.639,62,42.023,10.696,61.183,142.844,66.554,324.92,204.38,80.99,187.71,66.5
45,577190.086112,64.793,64,41.927,10.753,61.248,143.813,66.684,324.39,204.56,81.01,189.7,66.64
46,577190.090243,64.942,62,41.739,10.775,61.21,144.521,66.687,324.15,204.59,80.96,190.63,66.64
47,577190.093961,64.889,64,41.842,10.709,61.192,144.194,66.601,324.37,204.47,81.04,189.88,66.59
48,577190.097765,64.119,63,42.205,10.395,61.867,141.732,66.336,324.85,204.05,81.73,186.8,66.38
49,577190.102232,64.789,64,41.746,10.7,61.401,144.15,66.626,324.19,204.49,81.14,190.07,66.62
50,577190.111142,64.741,65,41.822,10.676,61.41,143.916,66.601,324.24,204.46,81.22,189.87,66.56
51,577190.122921,64.706,67,41.701,10.733,61.479,143.893,66.601,324.11,204.54,81.25,189.77,66.6
52,577190.126533,64.879,62,41.63,10.766,61.192,144.138,66.582,323.96,204.62,80.85,190.28,66.56
53,577190.130328,64.87,63,41.64,10.761,61.218,144.154,66.641,323.93,204.63,80.88,190.2,66.62
54,577190.138456,64.49,60,42.172,10.504,61.37,142.498,66.617,324.93,204.2,81.07,187.53,66.52
55,577190.141719,64.446,62,41.814,10.586,61.629,142.871,66.531,324.23,204.34,81.55,188.09,66.5
56,577190.14594,64.82,65,41.599,10.816,61.214,143.878,66.731,323.93,204.68,80.88,189.93,66.71
57,577190.150069,64.931,65,41.441,10.902,61.057,144.103,66.742,323.77,204.78,80.69,190.07,66.71
58,577190.153753,64.98,65,41.327,10.975,61.005,144.241,66.765,323.65,204.83,80.68,190.17,66.74
59,577190.163687,64.992,64,41.276,11.015,60.965,144.215,66.803,323.49,204.87,80.77,190.33,66.81
60,577190.166079,64.965,63,41.186,11.086,60.945,144.02,66.867,323.38,205.04,80.53,190.13,66.85
61,577190.170279,64.897,66,41.152,11.059,61.052,143.907,66.907,323.44,204.92,80.76,189.72,66.87
62,577190.174192,64.911,66,41.109,11.106,61.018,143.901,66.962,323.28,205.07,80.62,189.98,66.94
63,577190.177918,64.906,67,41.063,11.149,61.029,143.9,67.03,323.22,205.12,80.64,189.98,67.01
64,577190.187375,64.786,63,41.075,11.145,61.12,143.475,67.064,323.42,205.0,81.03,188.45,67.01
65,577190.189845,64.541,64,41.248,11.08,61.299,142.6,67.076,323.58,204.99,81.17,187.64,67.03
66,577190.19397,64.805,66,41.043,11.151,60.968,143.217,67.128,323.22,205.12,80.58,189.07,67.12
67,577190.19801,64.694,65,40.998,11.145,61.031,142.78,67.149,323.37,205.05,80.74,187.85,67.11
68,577190.206556,64.809,65,40.96,11.15,60.95,143.196,67.29,323.44,205.06,80.71,188.15,67.25
69,577190.214238,64.749,63,40.874,11.145,61.054,143.122,67.258,323.08,205.09,80.69,188.81,67.23
70,577190.219161,64.972,63,40.644,11.373,60.847,143.823,67.421,322.74,205.38,80.42,189.65,67.42
71,577190.222061,64.933,64,40.732,11.261,60.876,143.685,67.443,322.77,205.24,80.53,189.49,67.41
72,577190.226139,64.716,63,40.969,11.163,61.068,142.979,67.395,323.37,205.05,80.74,188.03,67.31
73,577190.230129,64.735,63,40.922,11.219,60.982,142.882,67.36,322.97,205.22,80.69,188.14,67.33
74,577190.239702,65.01,62,40.654,11.413,60.785,143.885,67.485,322.75,205.43,80.34,189.73,67.48
75,577190.242167,65.019,63,40.662,11.362,60.713,143.762,67.52,322.75,205.34,80.31,189.75,67.45
76,577190.246267,64.927,63,40.757,11.282,60.831,143.544,67.416,322.87,205.23,80.51,189.32,67.36
77,577190.249774,64.97,63,40.725,11.352,60.769,143.632,67.424,322.81,205.36,80.34,189.57,67.38
78,577190.253985,64.866,63,40.825,11.247,60.878,143.332,67.373,323.16,205.2,80.51,188.62,67.29
79,577190.263423,65.038,61,40.657,11.458,60.68,143.787,67.452,322.71,205.51,80.19,189.87,67.41
80,577190.265788,65.136,63,40.631,11.454,60.539,143.98,67.457,322.68,205.5,80.0,190.15,67.41
81,577190.270848,65.067,64,40.637,11.38,60.655,143.882,67.445,322.66,205.43,80.14,189.95,67.42
82,577190.274115,65.017,63,40.68,11.32,60.748,143.835,67.387,322.83,205.26,80.38,189.67,67.3
83,577190.277916,64.948,64,40.732,11.293,60.844,143.691,67.315,322.83,205.32,80.46,189.56,67.34
84,577190.282056,64.92,63,40.751,11.275,60.906,143.686,67.237,322.76,205.31,80.45,189.99,67.24
85,577190.295006,64.892,67,40.821,11.198,61.036,143.843,67.134,322.9,205.19,80.65,189.9,67.11
86,577190.298324,64.88,66,40.888,11.178,61.076,143.875,67.106,323.01,205.16,80.69,190.05,67.09
87,577190.30203,64.825,66,40.997,11.103,61.157,143.769,66.999,323.11,205.08,80.8,189.75,67.0
88,577190.306535,64.804,66,41.056,11.058,61.207,143.772,66.933,323.21,205.0,80.87,189.81,66.91
89,577190.314675,64.78,63,41.097,11.069,61.236,143.714,66.916,323.24,205.03,80.93,189.6,66.9
90,577190.317755,64.429,61,41.767,10.846,61.392,142.234,66.695,324.34,204.7,81.22,187.48,66.68
91,577190.32216,64.861,66,41.412,10.858,61.177,144.007,66.875,323.68,204.74,80.83,190.11,66.85
92,577190.326045,64.849,63,41.386,10.919,61.177,143.942,66.768,323.62,204.83,80.81,190.25,66.76
93,577190.330173,64.816,66,41.499,10.862,61.226,143.883,66.776,323.79,204.74,80.9,189.95,66.76
94,577190.339018,64.807,64,41.648,10.792,61.208,143.795,66.725,323.97,204.66,80.88,189.74,66.69
95,577190.34198,64.85,63,41.609,10.821,61.222,144.056,66.676,323.94,204.69,80.89,190.18,66.66
96,577190.346221,64.819,63,41.665,10.773,61.224,143.897,66.65,324.01,204.63,80.89,189.97,66.63
97,577190.350292,64.83,64,41.69,10.754,61.224,143.954,66.628,324.11,204.57,80.91,189.83,66.63
98,577190.353687,64.847,65,41.692,10.732,61.194,143.974,66.598,324.05,204.58,80.86,190.07,66.58
99,577190.358291,64.587,64,41.817,10.606,61.473,143.249,66.5,324.43,204.25,81.49,188.18,66.44
100,577190.366484,64.445,69,41.825,10.651,61.629,142.865,66.583,324.18,204.5,81.45,188.37,66.59
101,577190.379262,64.553,65,42.061,10.577,61.399,142.895,66.489,324.73,204.25,81.34,187.83,66.39
102,577190.382578,64.493,67,42.167,10.49,61.559,142.954,66.658,324.89,204.2,81.35,188.16,66.56
103,577190.390867,64.492,68,42.162,10.513,61.561,142.952,66.695,324.85,204.21,81.4,188.25,66.59
104,577190.393808,64.631,65,41.981,10.609,61.498,143.537,66.769,324.58,204.35,81.3,189.01,66.74
105,577190.398136,64.394,65,42.083,10.569,61.504,142.312,66.646,324.82,204.33,81.32,186.96,66.51
106,577190.401797,64.657,67,41.878,10.677,61.382,143.403,66.755,324.3,204.5,81.1,189.31,66.73
107,577190.4059,64.909,65,41.496,10.865,61.152,144.205,66.817,323.84,204.72,80.83,190.07,66.82
108,577190.410117,65.001,66,41.486,10.872,60.992,144.325,66.854,323.9,204.64,80.75,190.08,66.82
109,577190.419153,64.972,64,41.422,10.942,61.013,144.218,66.923,323.78,204.79,80.62,190.1,66.94
110,577190.422624,64.926,65,41.31,10.993,61.021,143.988,66.934,323.54,204.92,80.63,190.09,66.91
111,577190.425838,64.884,67,41.2,11.045,61.063,143.863,67.007,323.5,204.91,80.77,189.66,66.97
112,577190.430015,64.952,68,41.102,11.118,60.967,144.004,67.006,323.27,205.09,80.55,190.12,66.98
113,577190.434059,64.954,66,41.033,11.121,60.948,143.967,67.099,323.18,205.09,80.53,190.07,67.08
114,577190.442752,64.968,66,40.964,11.159,60.935,144.013,67.182,323.09,205.14,80.51,190.13,67.16
115,577190.446891,64.957,67,40.919,11.157,60.875,143.811,67.23,323.12,205.05,80.66,189.21,67.25
116,577190.449843,65.035,66,40.825,11.242,60.74,143.914,67.256,322.9,205.24,80.46,189.38,67.25
