aborted_unsafe,cost,direction,feasible,overcurrent_frac,q_spread,r_duty,run_max_spread,sat_frac,trial
False,3.370285714285714,cw,True,0.14285714285714285,50.0,0.1,2.531,0.25,1
False,3.958571428571428,cw,True,0.2857142857142857,75.0,0.1,2.405,0.25,2
False,3.122285714285714,cw,True,0.14285714285714285,33.33333333333333,0.1,2.283,0.25,3
False,3.194285714285714,cw,True,0.14285714285714285,22.222222222222218,0.1,2.355,0.25,4
False,2.554,cw,True,0.0,33.33333333333333,0.15000000000000002,2.429,0.25,5
False,2.525,cw,True,0.0,33.33333333333333,0.22500000000000003,2.4,0.25,6
False,2.515,cw,True,0.0,33.33333333333333,0.22500000000000003,2.39,0.25,7
