design,freq_hz,n,t_s,delta_med,delta_q25,delta_q75,env_med,env_q25,env_q75
design 1,10.0,22,5.36,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.38,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.4,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.42,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.44,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.46,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.48,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.5,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.52,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.54,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.56,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.58,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.6,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.62,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.64,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.66,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.68,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.7,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.72,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.74,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.76,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.78,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.8,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.82,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.84,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.86,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.88,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.9,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.92,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.94,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.96,nan,nan,nan,nan,nan,nan
design 1,10.0,22,5.98,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.0,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.02,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.04,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.06,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.08,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.1,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.12,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.14,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.16,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.18,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.2,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.22,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.24,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.26,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.28,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.3,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.32,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.34,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.36,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.38,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.4,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.42,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.44,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.46,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.48,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.5,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.52,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.54,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.56,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.58,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.6,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.62,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.64,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.66,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.68,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.7,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.72,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.74,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.76,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.78,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.8,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.82,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.84,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.86,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.88,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.9,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.92,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.94,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.96,nan,nan,nan,nan,nan,nan
design 1,10.0,22,6.98,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.0,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.02,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.04,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.06,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.08,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.1,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.12,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.14,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.16,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.18,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.2,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.22,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.24,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.26,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.28,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.3,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.32,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.34,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.36,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.38,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.4,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.42,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.44,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.46,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.48,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.5,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.52,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.54,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.56,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.58,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.6,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.62,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.64,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.66,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.68,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.7,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.72,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.74,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.76,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.78,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.8,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.82,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.84,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.86,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.88,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.9,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.92,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.94,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.96,nan,nan,nan,nan,nan,nan
design 1,10.0,22,7.98,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.0,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.02,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.04,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.06,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.08,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.1,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.12,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.14,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.16,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.18,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.2,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.22,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.24,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.26,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.28,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.3,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.32,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.34,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.36,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.38,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.4,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.42,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.44,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.46,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.48,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.5,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.52,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.54,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.56,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.58,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.6,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.62,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.64,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.66,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.68,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.7,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.72,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.74,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.76,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.78,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.8,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.82,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.84,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.86,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.88,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.9,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.92,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.94,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.96,nan,nan,nan,nan,nan,nan
design 1,10.0,22,8.98,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.0,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.02,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.04,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.06,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.08,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.1,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.12,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.14,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.16,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.18,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.2,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.22,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.24,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.26,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.28,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.3,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.32,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.34,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.36,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.38,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.4,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.42,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.44,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.46,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.48,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.5,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.52,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.54,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.56,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.58,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.6,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.62,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.64,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.66,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.68,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.7,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.72,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.74,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.76,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.78,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.8,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.82,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.84,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.86,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.88,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.9,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.92,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.94,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.96,nan,nan,nan,nan,nan,nan
design 1,10.0,22,9.98,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.0,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.02,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.04,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.06,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.08,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.1,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.12,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.14,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.16,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.18,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.2,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.22,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.24,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.26,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.28,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.3,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.32,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.34,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.36,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.38,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.4,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.42,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.44,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.46,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.48,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.5,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.52,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.54,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.56,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.58,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.6,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.62,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.64,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.66,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.68,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.7,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.72,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.74,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.76,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.78,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.8,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.82,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.84,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.86,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.88,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.9,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.92,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.94,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.96,nan,nan,nan,nan,nan,nan
design 1,10.0,22,10.98,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.0,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.02,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.04,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.06,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.08,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.1,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.12,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.14,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.16,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.18,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.2,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.22,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.24,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.26,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.28,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.3,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.32,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.34,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.36,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.38,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.4,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.42,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.44,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.46,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.48,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.5,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.52,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.54,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.56,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.58,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.6,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.62,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.64,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.66,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.68,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.7,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.72,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.74,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.76,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.78,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.8,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.82,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.84,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.86,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.88,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.9,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.92,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.94,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.96,nan,nan,nan,nan,nan,nan
design 1,10.0,22,11.98,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.0,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.02,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.04,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.06,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.08,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.1,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.12,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.14,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.16,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.18,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.2,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.22,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.24,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.26,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.28,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.3,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.32,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.34,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.36,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.38,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.4,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.42,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.44,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.46,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.48,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.5,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.52,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.54,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.56,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.58,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.6,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.62,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.64,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.66,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.68,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.7,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.72,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.74,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.76,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.78,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.8,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.82,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.84,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.86,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.88,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.9,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.92,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.94,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.96,nan,nan,nan,nan,nan,nan
design 1,10.0,22,12.98,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.0,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.02,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.04,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.06,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.08,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.1,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.12,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.14,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.16,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.18,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.2,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.22,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.24,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.26,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.28,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.3,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.32,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.34,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.36,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.38,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.4,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.42,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.44,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.46,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.48,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.5,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.52,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.54,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.56,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.58,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.6,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.62,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.64,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.66,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.68,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.7,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.72,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.74,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.76,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.78,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.8,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.82,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.84,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.86,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.88,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.9,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.92,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.94,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.96,nan,nan,nan,nan,nan,nan
design 1,10.0,22,13.98,nan,nan,nan,nan,nan,nan
design 1,10.0,22,14.0,nan,nan,nan,nan,nan,nan
design 1,10.0,22,14.02,nan,nan,nan,nan,nan,nan
design 1,10.0,22,14.04,nan,nan,nan,nan,nan,nan
design 1,10.0,22,14.06,nan,nan,nan,nan,nan,nan
