index,t_capture,skew_s,t_a,t_b
0,585043.736769,0.000887,585043.736326,585043.737213
1,585043.755404,0.000195,585043.755502,585043.755307
2,585043.762514,0.000193,585043.762417,585043.762610
3,585043.766821,0.000175,585043.766734,585043.766909
4,585043.767622,0.000144,585043.767551,585043.767694
5,585043.768176,0.000539,585043.767906,585043.768445
6,585043.769804,0.000338,585043.769973,585043.769635
7,585043.770452,0.000402,585043.770653,585043.770251
8,585043.773891,0.001244,585043.774513,585043.773268
9,585043.777487,0.001184,585043.776895,585043.778079
10,585043.780366,0.000820,585043.779956,585043.780776
11,585043.783818,0.001046,585043.783296,585043.784341
12,585043.791650,0.000844,585043.791227,585043.792072
13,585043.795816,0.000762,585043.795435,585043.796197
14,585043.805308,0.000283,585043.805449,585043.805166
15,585043.807510,0.000313,585043.807353,585043.807666
16,585043.808577,0.000675,585043.808239,585043.808915
17,585043.815522,0.000723,585043.815161,585043.815884
18,585043.820744,0.000025,585043.820757,585043.820732
19,585043.822951,0.000702,585043.822601,585043.823302
20,585043.827555,0.000468,585043.827321,585043.827789
21,585043.841966,0.000139,585043.842035,585043.841896
22,585043.843547,0.000384,585043.843355,585043.843739
23,585043.844506,0.000679,585043.844167,585043.844846
24,585043.848852,0.000794,585043.849249,585043.848455
25,585043.857084,0.000582,585043.857375,585043.856793
26,585043.863071,0.000470,585043.862836,585043.863306
27,585043.864986,0.002018,585043.863977,585043.865995
28,585043.868710,0.000539,585043.868441,585043.868980
29,585043.871795,0.000726,585043.872158,585043.871432
30,585043.876412,0.000617,585043.876721,585043.876104
31,585043.881719,0.001824,585043.880807,585043.882631
32,585043.886721,0.000385,585043.886528,585043.886914
33,585043.902633,0.000153,585043.902556,585043.902709
34,585043.903138,0.000350,585043.902963,585043.903313
35,585043.905689,0.001776,585043.906577,585043.904800
36,585043.910494,0.006568,585043.913778,585043.907210
37,585043.913924,0.000184,585043.914016,585043.913832
38,585043.914442,0.000550,585043.914717,585043.914166
39,585043.922915,0.000246,585043.922791,585043.923038
40,585043.925719,0.000890,585043.925274,585043.926163
41,585043.927722,0.001983,585043.926730,585043.928713
42,585043.934430,0.000324,585043.934268,585043.934592
43,585043.935397,0.000857,585043.934969,585043.935826
44,585043.947540,0.000832,585043.947956,585043.947124
45,585043.952431,0.005845,585043.955353,585043.949508
46,585043.956090,0.000046,585043.956113,585043.956067
47,585043.957808,0.001382,585043.958499,585043.957117
48,585043.959341,0.000967,585043.959825,585043.958857
49,585043.967694,0.000820,585043.967283,585043.968104
50,585043.972578,0.002107,585043.971524,585043.973631
51,585043.978182,0.000117,585043.978124,585043.978241
52,585044.002281,0.000196,585044.002379,585044.002182
53,585044.002813,0.000248,585044.002937,585044.002689
54,585044.011884,0.016213,585044.019990,585044.003778
55,585044.021094,0.001462,585044.021825,585044.020363
56,585044.022962,0.000418,585044.023171,585044.022753
57,585044.027053,0.001755,585044.027930,585044.026175
58,585044.029475,0.003052,585044.031001,585044.027949
59,585044.031608,0.000343,585044.031779,585044.031437
60,585044.032921,0.000395,585044.032724,585044.033119
61,585044.042446,0.000761,585044.042826,585044.042066
62,585044.045974,0.002674,585044.044637,585044.047311
63,585044.048460,0.001282,585044.047819,585044.049101
64,585044.052767,0.000556,585044.052489,585044.053044
65,585044.056766,0.000715,585044.056408,585044.057123
66,585044.059987,0.000649,585044.059662,585044.060312
67,585044.065159,0.001852,585044.064233,585044.066085
68,585044.074398,0.000204,585044.074500,585044.074296
69,585044.078663,0.000175,585044.078751,585044.078575
70,585044.081457,0.000200,585044.081557,585044.081357
71,585044.084192,0.000916,585044.084650,585044.083734
72,585044.088515,0.000653,585044.088189,585044.088841
73,585044.104396,0.002908,585044.102942,585044.105850
74,585044.111977,0.000736,585044.111609,585044.112345
75,585044.114981,0.000845,585044.115404,585044.114559
76,585044.117984,0.000730,585044.118349,585044.117619
77,585044.118999,0.000736,585044.119367,585044.118631
78,585044.129201,0.001273,585044.129838,585044.128565
79,585044.131015,0.000172,585044.130929,585044.131100
80,585044.133205,0.000051,585044.133179,585044.133231
81,585044.139338,0.000389,585044.139533,585044.139144
82,585044.140599,0.000369,585044.140415,585044.140784
83,585044.147380,0.000948,585044.146906,585044.147854
84,585044.151306,0.000676,585044.150968,585044.151644
