frame,timestamp_sec,detected,line_point_x,line_point_y,line_dir_x,line_dir_y,line_angle_deg,longest_width_px
361,12.283411545623837,True,110.88,113.58,0.9985,0.054,3.1,139.31
362,12.317437616387338,True,111.17,112.75,0.9983,0.0578,3.32,158.59
363,12.351463687150838,True,111.04,113.56,0.9984,0.0562,3.22,140.98
364,12.385489757914339,True,110.41,112.71,0.9982,0.0604,3.46,156.33
365,12.41951582867784,True,109.52,113.54,0.9983,0.0587,3.36,140.26
366,12.45354189944134,True,108.35,113.63,0.9981,0.062,3.56,139.2
367,12.487567970204841,True,107.05,113.42,0.998,0.064,3.67,138.1
368,12.521594040968344,True,105.84,113.37,0.9979,0.0652,3.74,139.9
369,12.555620111731844,True,104.74,113.41,0.998,0.0639,3.66,138.15
370,12.589646182495345,True,104.07,113.4,0.9978,0.0659,3.78,139.42
371,12.623672253258846,True,103.93,113.44,0.9978,0.0664,3.8,139.96
372,12.657698324022347,True,104.27,113.29,0.998,0.0626,3.59,140.36
373,12.691724394785847,True,104.87,112.71,0.9962,0.0869,4.99,170.58
374,12.725750465549348,True,105.53,112.73,0.9961,0.088,5.05,170.28
375,12.759776536312849,True,106.69,112.79,0.9959,0.0903,5.18,174.85
376,12.793802607076351,True,108.02,113.42,0.9979,0.0646,3.7,140.44
377,12.827828677839852,True,109.09,113.54,0.9977,0.0672,3.85,139.73
378,12.861854748603353,True,109.49,113.69,0.9977,0.0675,3.87,140.93
379,12.895880819366853,True,111.0,113.62,0.9978,0.0667,3.82,138.75
380,12.929906890130354,True,111.31,112.88,0.9961,0.0887,5.09,169.42
381,12.963932960893855,True,111.99,113.76,0.9978,0.0667,3.83,140.22
382,12.997959031657356,True,111.97,113.61,0.9975,0.07,4.02,141.68
383,13.031985102420856,True,111.72,113.74,0.9975,0.0709,4.07,142.58
384,13.066011173184357,True,111.23,113.61,0.9974,0.0717,4.11,140.23
385,13.10003724394786,True,110.48,113.69,0.9975,0.0703,4.03,140.64
386,13.13406331471136,True,109.91,112.86,0.9956,0.0934,5.36,170.5
387,13.168089385474861,True,108.95,112.76,0.9955,0.0952,5.46,171.92
388,13.202115456238362,True,108.16,113.44,0.9972,0.0754,4.33,145.04
389,13.236141527001863,True,107.63,112.76,0.9948,0.1016,5.83,178.09
390,13.270167597765363,True,107.21,113.58,0.9972,0.0753,4.32,139.79
391,13.304193668528864,True,106.74,113.48,0.997,0.078,4.47,145.22
392,13.338219739292365,True,106.79,112.75,0.995,0.0999,5.73,171.61
393,13.372245810055865,True,106.83,113.52,0.997,0.078,4.47,145.61
394,13.406271880819368,True,107.05,113.5,0.997,0.077,4.42,145.52
395,13.440297951582869,True,107.96,113.54,0.997,0.0769,4.41,142.44
396,13.47432402234637,True,108.63,112.83,0.9942,0.1075,6.17,183.69
397,13.50835009310987,True,109.2,113.68,0.997,0.0777,4.45,138.5
398,13.54237616387337,True,109.98,113.34,0.9968,0.0801,4.59,145.1
399,13.576402234636872,True,110.99,112.97,0.995,0.0998,5.73,170.9
400,13.610428305400372,True,111.15,113.56,0.9972,0.0744,4.27,142.28
401,13.644454376163873,True,111.22,113.8,0.9972,0.0748,4.29,138.16
402,13.678480446927376,True,111.3,113.73,0.9976,0.0691,3.96,135.66
403,13.712506517690876,True,111.12,113.79,0.9986,0.0534,3.06,126.81
404,13.746532588454377,True,110.5,113.84,0.997,0.0772,4.43,141.97
405,13.780558659217878,True,110.07,113.03,0.9949,0.1012,5.81,175.03
406,13.814584729981378,True,109.28,113.61,0.9975,0.0705,4.05,140.83
407,13.84861080074488,True,108.53,113.7,0.9975,0.071,4.07,137.51
408,13.88263687150838,True,108.13,112.97,0.9965,0.0832,4.77,153.3
409,13.91666294227188,True,107.53,113.83,0.9969,0.0787,4.52,141.33
410,13.950689013035381,True,107.05,112.98,0.9941,0.1087,6.24,185.61
411,13.984715083798884,True,106.57,113.83,0.9972,0.075,4.3,138.99
412,14.018741154562385,True,106.76,113.08,0.9935,0.1134,6.51,201.82
413,14.052767225325885,True,107.08,113.81,0.9971,0.0761,4.36,139.3
414,14.086793296089386,True,107.57,113.11,0.9942,0.1079,6.19,196.74
415,14.120819366852887,True,108.14,113.72,0.9973,0.0728,4.17,143.14
416,14.154845437616387,True,108.51,113.1,0.9946,0.1036,5.95,186.55
417,14.188871508379888,True,108.92,113.88,0.9974,0.0714,4.09,137.12
418,14.222897579143389,True,109.23,113.14,0.9947,0.1031,5.92,186.27
419,14.25692364990689,True,109.59,113.93,0.9976,0.0687,3.94,139.75
420,14.290949720670392,True,109.65,113.16,0.9956,0.0937,5.38,173.79
421,14.324975791433893,True,109.29,113.92,0.9978,0.0664,3.81,136.59
422,14.359001862197394,True,108.79,113.17,0.9973,0.074,4.24,156.59
423,14.393027932960894,True,108.16,114.16,0.998,0.0637,3.65,131.93
424,14.427054003724395,True,107.46,113.16,0.9951,0.0993,5.7,191.25
425,14.461080074487896,True,106.25,113.92,0.9982,0.0604,3.46,136.66
426,14.495106145251397,True,105.54,113.92,0.9985,0.0556,3.19,134.75
427,14.529132216014897,True,105.05,113.85,0.9983,0.0579,3.32,134.11
428,14.5631582867784,True,104.45,113.1,0.9981,0.0618,3.54,153.95
429,14.5971843575419,True,104.37,113.54,0.9984,0.0572,3.28,142.0
430,14.631210428305401,True,104.68,112.96,0.9971,0.0761,4.36,171.98
431,14.665236499068902,True,105.17,113.08,0.9982,0.0598,3.43,155.27
432,14.699262569832403,True,105.42,113.81,0.9987,0.0516,2.96,134.11
433,14.733288640595903,True,106.85,114.09,0.9985,0.055,3.15,134.15
434,14.767314711359404,True,107.61,113.95,0.9988,0.0488,2.8,133.44
435,14.801340782122905,True,108.13,113.11,0.9986,0.052,2.98,154.94
436,14.835366852886406,True,108.29,113.11,0.9988,0.0499,2.86,154.45
437,14.869392923649908,True,108.16,113.05,0.9987,0.05,2.87,156.1
438,14.903418994413409,True,107.47,112.95,0.9978,0.066,3.79,179.27
439,14.93744506517691,True,106.69,113.83,0.9988,0.0483,2.77,133.66
440,14.97147113594041,True,105.6,113.82,0.999,0.0444,2.54,134.75
441,15.005497206703911,True,104.65,112.78,0.9991,0.0434,2.49,152.37
442,15.039523277467412,True,103.77,112.73,0.9991,0.0435,2.5,153.18
443,15.073549348230912,True,102.88,112.62,0.999,0.0443,2.54,156.33
444,15.107575418994413,True,102.21,112.57,0.9991,0.0428,2.45,158.71
445,15.141601489757916,True,101.79,113.43,0.999,0.0455,2.61,135.18
446,15.175627560521416,True,101.61,113.4,0.9989,0.0469,2.69,135.37
447,15.209653631284917,True,101.51,113.17,0.9991,0.0426,2.44,143.73
448,15.243679702048418,True,102.37,112.63,0.9993,0.0386,2.21,153.85
449,15.277705772811919,True,103.09,113.19,0.9992,0.0397,2.28,141.09
450,15.31173184357542,True,104.13,112.74,0.9992,0.0387,2.22,156.92
451,15.34575791433892,True,104.96,113.51,0.9993,0.0385,2.21,138.04
452,15.37978398510242,True,105.99,112.78,0.9992,0.0394,2.26,156.24
453,15.413810055865921,True,106.86,112.79,0.9993,0.0386,2.21,155.46
454,15.447836126629424,True,107.73,112.71,0.9992,0.0393,2.25,154.19
455,15.481862197392925,True,108.34,113.53,0.9991,0.0418,2.4,141.29
456,15.515888268156425,True,108.5,113.51,0.9991,0.0417,2.39,140.2
457,15.549914338919926,True,108.83,112.61,0.9992,0.0405,2.32,156.9
458,15.583940409683427,True,108.4,113.42,0.9992,0.041,2.35,140.63
459,15.617966480446928,True,107.94,112.59,0.9992,0.0409,2.35,155.27
460,15.651992551210428,True,107.16,112.35,0.9991,0.0416,2.39,157.09
461,15.686018621973929,True,106.38,113.22,0.999,0.0445,2.55,143.06
462,15.72004469273743,True,105.39,113.04,0.999,0.0446,2.56,141.67
463,15.754070763500932,True,104.23,113.14,0.999,0.0436,2.5,140.97
464,15.788096834264433,True,103.39,113.0,0.9989,0.0461,2.64,141.39
465,15.822122905027934,True,103.14,112.19,0.999,0.0448,2.57,157.36
466,15.856148975791434,True,102.65,112.21,0.999,0.0458,2.62,154.04
467,15.890175046554935,True,102.72,112.21,0.9989,0.0472,2.71,153.78
468,15.924201117318436,True,102.91,112.26,0.9989,0.0476,2.73,156.03
469,15.958227188081937,True,103.22,112.25,0.9989,0.0477,2.73,153.31
470,15.992253258845437,True,103.83,112.26,0.9985,0.0544,3.12,157.37
471,16.02627932960894,True,105.34,112.34,0.9987,0.0517,2.97,151.9
472,16.06030540037244,True,106.59,113.12,0.9986,0.0533,3.06,141.28
473,16.09433147113594,True,107.58,112.42,0.9986,0.0538,3.08,154.11
474,16.12835754189944,True,108.2,112.35,0.9985,0.0544,3.12,152.61
475,16.162383612662943,True,108.97,112.38,0.9985,0.0543,3.11,153.25
476,16.196409683426445,True,109.4,112.97,0.9986,0.0531,3.04,144.61
477,16.230435754189944,True,109.89,113.16,0.9985,0.0548,3.14,142.9
478,16.264461824953447,True,109.46,112.98,0.9985,0.0543,3.11,146.28
479,16.298487895716946,True,109.01,113.08,0.9984,0.0566,3.24,146.22
480,16.332513966480448,True,108.06,113.02,0.9984,0.0574,3.29,143.55
481,16.366540037243947,True,106.97,113.03,0.9982,0.0592,3.39,144.92
482,16.40056610800745,True,105.85,112.93,0.9982,0.0596,3.41,144.79
483,16.43459217877095,True,104.87,112.82,0.9982,0.0598,3.43,144.5
484,16.46861824953445,True,103.78,112.88,0.9981,0.0616,3.53,144.03
485,16.502644320297954,True,103.28,112.88,0.998,0.0628,3.6,147.1
486,16.536670391061453,True,102.83,112.87,0.9981,0.0618,3.54,142.63
487,16.570696461824955,True,102.57,112.18,0.9979,0.0652,3.74,153.05
488,16.604722532588454,True,102.84,112.1,0.9976,0.0691,3.96,159.35
489,16.638748603351956,True,103.36,112.2,0.9976,0.0687,3.94,155.14
490,16.672774674115455,True,104.47,113.17,0.9979,0.0641,3.67,139.24
491,16.706800744878958,True,105.56,113.18,0.9979,0.0642,3.68,142.69
492,16.740826815642457,True,107.24,113.18,0.9979,0.065,3.73,143.0
493,16.77485288640596,True,109.06,113.21,0.998,0.0638,3.66,143.8
494,16.808878957169462,True,110.39,113.13,0.9979,0.065,3.73,145.93
495,16.84290502793296,True,111.74,113.21,0.9978,0.0661,3.79,144.73
496,16.876931098696463,True,112.27,113.32,0.9979,0.0653,3.75,141.52
497,16.910957169459962,True,112.35,113.17,0.9978,0.0659,3.78,144.2
498,16.944983240223465,True,112.11,113.13,0.9977,0.0684,3.92,144.91
499,16.979009310986964,True,111.19,113.4,0.9976,0.0698,4.0,141.46
500,17.013035381750466,True,109.6,113.24,0.9975,0.0712,4.08,145.85
501,17.047061452513965,True,108.98,112.4,0.9977,0.0678,3.89,150.1
502,17.081087523277468,True,106.0,112.31,0.9974,0.0721,4.13,152.24
503,17.11511359404097,True,104.21,112.89,0.9975,0.0709,4.06,145.78
504,17.14913966480447,True,102.36,113.11,0.9973,0.074,4.24,140.01
505,17.18316573556797,True,101.56,113.03,0.9973,0.0729,4.18,141.42
506,17.21719180633147,True,101.22,112.81,0.9976,0.0699,4.01,141.34
507,17.251217877094973,True,100.9,112.86,0.9973,0.0732,4.2,145.26
508,17.285243947858472,True,101.48,113.25,0.9973,0.0741,4.25,139.16
509,17.319270018621975,True,102.67,113.23,0.9975,0.0702,4.03,141.35
510,17.353296089385477,True,104.0,113.22,0.9974,0.0714,4.1,144.98
511,17.387322160148976,True,106.19,113.52,0.9977,0.068,3.9,138.91
512,17.42134823091248,True,107.59,113.53,0.9977,0.0672,3.85,139.45
513,17.455374301675977,True,109.11,113.77,0.9975,0.0711,4.08,139.54
514,17.48940037243948,True,110.2,113.73,0.9977,0.0678,3.89,138.91
515,17.52342644320298,True,110.43,112.94,0.9954,0.0958,5.5,176.11
516,17.55745251396648,True,110.79,113.74,0.9976,0.0695,3.98,140.0
517,17.59147858472998,True,110.55,113.0,0.9954,0.0957,5.49,181.66
518,17.625504655493483,True,109.23,113.84,0.9978,0.0667,3.82,137.69
519,17.659530726256985,True,108.43,113.86,0.9977,0.0673,3.86,141.33
520,17.693556797020484,True,105.43,113.82,0.998,0.0634,3.63,140.37
521,17.727582867783987,True,103.23,113.6,0.9978,0.0662,3.8,142.39
522,17.761608938547486,True,101.35,113.4,0.998,0.0631,3.62,137.05
523,17.79563500931099,True,100.44,113.42,0.9981,0.0622,3.57,136.04
524,17.829661080074487,True,98.76,113.42,0.9982,0.0598,3.43,136.55
525,17.86368715083799,True,98.45,113.26,0.9983,0.0581,3.33,133.47
526,17.89771322160149,True,98.8,112.52,0.9982,0.0599,3.43,159.61
527,17.93173929236499,True,100.35,112.71,0.9985,0.054,3.1,155.72
528,17.965765363128494,True,102.02,113.77,0.9986,0.0526,3.02,130.57
529,17.999791433891993,True,104.29,113.62,0.9989,0.0476,2.73,140.56
530,18.033817504655495,True,107.13,113.68,0.999,0.0438,2.51,137.5
531,18.067843575418994,True,108.39,113.85,0.9989,0.0464,2.66,137.94
532,18.101869646182497,True,111.8,113.17,0.999,0.0451,2.59,156.37
533,18.135895716945996,True,113.75,113.05,0.999,0.0456,2.61,160.16
534,18.169921787709498,True,114.13,113.71,0.999,0.0452,2.59,145.17
535,18.203947858472997,True,114.13,113.67,0.999,0.0456,2.61,145.51
536,18.2379739292365,True,113.15,112.96,0.999,0.045,2.58,156.08
537,18.272000000000002,True,111.33,113.52,0.999,0.0443,2.54,144.45
538,18.3060260707635,True,108.82,112.64,0.9986,0.0529,3.03,164.02
539,18.340052141527003,True,107.49,112.64,0.999,0.0455,2.61,154.0
540,18.374078212290502,True,103.14,112.5,0.9989,0.0468,2.68,153.76
541,18.408104283054005,True,101.19,112.27,0.999,0.0455,2.61,155.48
542,18.442130353817504,True,99.74,113.13,0.9988,0.0482,2.76,138.92
543,18.476156424581006,True,97.6,113.03,0.9988,0.0483,2.77,139.47
544,18.510182495344505,True,97.28,112.03,0.9989,0.0459,2.63,154.15
545,18.544208566108008,True,97.26,112.75,0.9989,0.0472,2.7,141.5
546,18.57823463687151,True,98.28,113.1,0.999,0.0457,2.62,140.14
547,18.61226070763501,True,99.88,112.22,0.999,0.0449,2.57,157.27
548,18.646286778398512,True,101.48,112.42,0.9991,0.043,2.46,159.07
549,18.68031284916201,True,103.66,112.46,0.9991,0.0422,2.42,156.43
550,18.714338919925513,True,105.49,112.54,0.9992,0.0408,2.34,157.31
551,18.748364990689012,True,107.58,112.58,0.9992,0.041,2.35,156.85
552,18.782391061452515,True,109.65,112.73,0.9992,0.0399,2.29,158.59
553,18.816417132216017,True,110.19,112.74,0.9992,0.0407,2.33,153.32
554,18.850443202979516,True,110.86,112.66,0.9991,0.0423,2.43,156.32
555,18.88446927374302,True,111.23,113.19,0.9991,0.0417,2.39,144.37
556,18.918495344506518,True,110.94,113.19,0.999,0.0447,2.56,140.96
557,18.95252141527002,True,110.05,113.46,0.9989,0.0469,2.69,140.42
558,18.98654748603352,True,108.26,113.08,0.9989,0.046,2.64,146.93
559,19.02057355679702,True,106.7,113.02,0.9989,0.0473,2.71,146.9
560,19.05459962756052,True,105.07,113.07,0.9988,0.0493,2.83,143.6
561,19.088625698324023,True,103.43,112.73,0.9988,0.049,2.81,145.92
562,19.122651769087526,True,102.83,112.84,0.9987,0.0501,2.87,148.04
563,19.156677839851024,True,101.75,112.63,0.9986,0.0522,2.99,145.31
564,19.190703910614527,True,101.74,112.64,0.9986,0.0534,3.06,147.27
565,19.224729981378026,True,102.19,111.98,0.9983,0.0584,3.35,159.17
566,19.25875605214153,True,103.09,112.08,0.9982,0.06,3.44,156.13
567,19.292782122905027,True,104.29,112.22,0.9983,0.0583,3.34,151.71
568,19.32680819366853,True,105.47,112.94,0.9984,0.0566,3.24,142.82
569,19.36083426443203,True,106.56,112.98,0.9985,0.0556,3.19,143.2
570,19.39486033519553,True,108.02,112.88,0.9984,0.056,3.21,144.38
571,19.428886405959034,True,110.1,113.03,0.9985,0.0556,3.19,146.0
572,19.462912476722533,True,111.12,112.18,0.9985,0.0552,3.16,150.94
573,19.496938547486035,True,111.25,112.26,0.9984,0.0563,3.23,151.42
574,19.530964618249534,True,111.15,113.24,0.9983,0.0582,3.34,144.35
575,19.564990689013037,True,110.17,112.93,0.9984,0.0564,3.23,149.1
576,19.599016759776536,True,109.12,113.03,0.9982,0.0594,3.41,144.56
577,19.633042830540038,True,107.8,112.95,0.9982,0.0601,3.45,146.62
578,19.667068901303537,True,106.24,112.87,0.9981,0.0614,3.52,144.09
579,19.70109497206704,True,105.0,112.69,0.998,0.0634,3.63,147.19
580,19.735121042830542,True,104.0,112.61,0.9979,0.0646,3.7,145.19
581,19.76914711359404,True,103.27,112.87,0.9976,0.0693,3.97,141.13
582,19.803173184357544,True,103.09,112.62,0.9976,0.069,3.96,146.71
583,19.837199255121043,True,103.04,112.82,0.9974,0.0718,4.12,143.71
584,19.871225325884545,True,103.22,112.84,0.9973,0.073,4.18,142.73
585,19.905251396648044,True,103.63,112.19,0.9971,0.0765,4.39,158.11
586,19.939277467411546,True,104.42,113.08,0.9973,0.0735,4.21,142.11
587,19.973303538175045,True,105.11,113.13,0.9973,0.0738,4.23,144.4
588,20.007329608938548,True,105.99,113.04,0.9973,0.0734,4.21,144.0
589,20.04135567970205,True,107.3,113.15,0.9973,0.0729,4.18,145.64
590,20.07538175046555,True,108.59,113.13,0.9973,0.0729,4.18,143.93
591,20.109407821229052,True,110.26,113.32,0.9972,0.0742,4.25,142.33
592,20.14343389199255,True,111.72,112.59,0.9964,0.0852,4.89,162.33
593,20.177459962756053,True,112.77,113.29,0.9972,0.075,4.3,144.4
594,20.211486033519552,True,113.71,112.57,0.9964,0.0849,4.87,161.2
595,20.245512104283055,True,114.27,113.24,0.9971,0.0764,4.38,145.61
596,20.279538175046554,True,113.9,112.99,0.9967,0.0815,4.67,149.35
597,20.313564245810056,True,113.63,113.18,0.9967,0.0811,4.65,143.73
598,20.34759031657356,True,113.0,112.34,0.9962,0.087,4.99,161.81
599,20.381616387337058,True,111.72,113.04,0.9964,0.085,4.87,146.2
600,20.41564245810056,True,111.05,113.01,0.9964,0.0849,4.87,147.37
601,20.44966852886406,True,108.55,113.14,0.996,0.0891,5.11,143.98
602,20.48369459962756,True,107.0,113.23,0.9959,0.0901,5.17,142.84
603,20.51772067039106,True,105.99,113.28,0.9957,0.0925,5.31,144.63
604,20.551746741154563,True,105.47,113.06,0.9949,0.1006,5.78,149.37
605,20.585772811918066,True,105.27,113.14,0.9954,0.0958,5.5,150.12
606,20.619798882681565,True,105.67,113.49,0.9954,0.0955,5.48,142.89
607,20.653824953445067,True,106.65,113.5,0.9958,0.0916,5.25,142.93
608,20.687851024208566,True,107.73,113.69,0.9956,0.0934,5.36,141.17
609,20.72187709497207,True,110.39,113.79,0.9955,0.0951,5.46,140.02
610,20.755903165735567,True,112.37,112.99,0.9926,0.1211,6.96,183.98
611,20.78992923649907,True,114.26,112.92,0.9928,0.1201,6.9,181.22
612,20.82395530726257,True,115.93,113.59,0.9959,0.0908,5.21,142.5
613,20.85798137802607,True,116.68,113.48,0.9955,0.0949,5.45,142.89
614,20.892007448789574,True,117.17,112.86,0.993,0.1183,6.8,172.51
615,20.926033519553073,True,117.39,112.83,0.9926,0.1214,6.97,177.19
616,20.960059590316575,True,116.82,113.59,0.9951,0.0991,5.69,143.99
617,20.994085661080074,True,114.83,113.38,0.9946,0.1035,5.94,144.78
618,21.028111731843577,True,113.31,113.32,0.9943,0.1069,6.14,150.42
619,21.062137802607076,True,111.68,113.43,0.9944,0.1052,6.04,147.51
620,21.09616387337058,True,109.84,113.49,0.9942,0.1076,6.17,146.15
621,21.130189944134077,True,108.33,113.58,0.9944,0.1058,6.08,142.84
622,21.16421601489758,True,107.29,112.93,0.9903,0.1389,7.98,201.56
623,21.198242085661082,True,106.68,113.72,0.9949,0.1012,5.81,140.22
624,21.23226815642458,True,106.63,113.79,0.9948,0.1018,5.84,141.8
625,21.266294227188084,True,106.58,113.19,0.9891,0.1471,8.46,218.96
626,21.300320297951583,True,107.11,113.19,0.989,0.1481,8.52,229.9
627,21.334346368715085,True,108.37,114.02,0.9943,0.107,6.14,141.97
628,21.368372439478584,True,109.6,114.0,0.9955,0.0948,5.44,137.08
629,21.402398510242087,True,111.09,113.82,0.9956,0.094,5.39,137.97
630,21.436424581005586,True,112.76,114.16,0.9957,0.0923,5.3,135.62
631,21.470450651769088,True,114.48,114.03,0.9958,0.0917,5.26,134.87
632,21.50447672253259,True,115.73,113.11,0.991,0.1342,7.71,215.88
633,21.53850279329609,True,116.79,113.85,0.996,0.0895,5.13,135.09
634,21.572528864059592,True,117.57,113.6,0.9964,0.085,4.88,137.68
635,21.60655493482309,True,117.58,113.43,0.996,0.0898,5.15,139.03
636,21.640581005586593,True,117.02,113.61,0.9975,0.0702,4.02,126.63
637,21.674607076350092,True,115.97,113.62,0.9965,0.0834,4.78,132.18
638,21.708633147113595,True,115.41,113.53,0.9959,0.0909,5.22,139.65
639,21.742659217877094,True,114.2,113.7,0.9955,0.0948,5.44,141.04
640,21.776685288640596,True,112.28,113.04,0.9913,0.1318,7.58,191.94
641,21.8107113594041,True,110.86,113.96,0.9954,0.0953,5.47,137.62
642,21.844737430167598,True,110.33,113.11,0.9903,0.1388,7.98,201.81
643,21.8787635009311,True,109.28,113.88,0.9951,0.0987,5.67,139.87
644,21.9127895716946,True,108.77,113.87,0.9948,0.1015,5.82,141.1
645,21.946815642458102,True,108.64,114.04,0.9953,0.0971,5.57,137.42
646,21.9808417132216,True,108.88,113.91,0.9943,0.1066,6.12,145.97
647,22.014867783985103,True,109.6,113.96,0.9949,0.1012,5.81,145.8
648,22.048893854748602,True,111.11,114.12,0.9951,0.0991,5.69,141.89
649,22.082919925512105,True,112.46,113.83,0.9947,0.1031,5.92,147.93
650,22.116945996275607,True,114.23,113.85,0.9954,0.0958,5.5,145.87
651,22.150972067039106,True,115.9,113.92,0.9952,0.0979,5.62,143.33
652,22.18499813780261,True,117.4,113.14,0.9919,0.1272,7.31,192.62
653,22.219024208566108,True,118.26,113.65,0.9958,0.0912,5.23,141.07
654,22.25305027932961,True,119.13,113.77,0.9958,0.0911,5.23,139.72
655,22.28707635009311,True,119.06,113.73,0.9956,0.0937,5.38,143.64
656,22.32110242085661,True,118.44,113.57,0.9955,0.0943,5.41,140.94
657,22.355128491620114,True,117.21,113.78,0.9954,0.0956,5.49,139.97
658,22.389154562383613,True,115.18,113.64,0.9955,0.0944,5.41,143.05
659,22.423180633147116,True,113.11,113.68,0.9966,0.0828,4.75,134.62
660,22.457206703910614,True,110.87,113.68,0.9947,0.1025,5.88,143.37
661,22.491232774674117,True,109.31,112.94,0.9915,0.1301,7.47,181.5
662,22.525258845437616,True,108.46,113.82,0.9956,0.094,5.4,136.77
663,22.55928491620112,True,107.4,112.93,0.9908,0.135,7.76,188.76
664,22.593310986964617,True,107.09,113.84,0.9956,0.0934,5.36,139.82
665,22.62733705772812,True,107.54,113.81,0.9963,0.086,4.93,133.61
666,22.661363128491622,True,108.97,114.03,0.9956,0.0937,5.38,137.92
667,22.69538919925512,True,110.85,113.93,0.995,0.0997,5.72,145.89
668,22.729415270018624,True,112.92,113.91,0.9953,0.0964,5.53,145.47
669,22.763441340782123,True,115.34,114.15,0.9954,0.0958,5.5,141.4
670,22.797467411545625,True,119.15,113.9,0.9955,0.0949,5.45,145.72
671,22.831493482309124,True,120.1,113.25,0.992,0.1263,7.26,191.19
672,22.865519553072627,True,120.37,113.18,0.9923,0.1241,7.13,186.75
673,22.899545623836126,True,119.7,113.97,0.9956,0.0942,5.41,139.61
674,22.933571694599628,True,118.27,113.83,0.9952,0.0974,5.59,144.2
675,22.96759776536313,True,116.29,113.1,0.9927,0.121,6.95,182.54
676,23.00162383612663,True,113.73,113.91,0.9957,0.0929,5.33,142.59
677,23.035649906890132,True,112.46,113.89,0.996,0.0891,5.11,137.63
678,23.06967597765363,True,109.1,113.09,0.9924,0.123,7.07,183.08
679,23.103702048417134,True,107.26,113.78,0.9953,0.0963,5.53,148.04
680,23.137728119180633,True,106.15,113.89,0.996,0.0898,5.15,137.38
681,23.171754189944135,True,105.53,113.67,0.9956,0.0936,5.37,141.91
682,23.205780260707634,True,105.01,113.7,0.9958,0.0912,5.23,140.47
683,23.239806331471137,True,105.09,113.72,0.9961,0.0887,5.09,137.95
684,23.27383240223464,True,106.11,113.93,0.9961,0.0877,5.03,133.22
685,23.307858472998138,True,108.74,113.31,0.9924,0.1234,7.09,193.2
686,23.34188454376164,True,110.94,113.37,0.9918,0.1277,7.34,207.87
687,23.37591061452514,True,112.97,114.07,0.9968,0.0805,4.62,138.07
688,23.409936685288642,True,114.77,114.17,0.9969,0.0789,4.53,134.79
689,23.44396275605214,True,116.27,114.41,0.9981,0.0624,3.58,121.04
690,23.477988826815643,True,117.34,114.13,0.9968,0.0804,4.61,134.55
691,23.512014897579142,True,117.71,113.34,0.9935,0.1137,6.53,185.41
692,23.546040968342645,True,117.22,114.17,0.997,0.077,4.42,135.92
693,23.580067039106147,True,116.24,114.02,0.9972,0.0747,4.29,136.55
694,23.614093109869646,True,114.96,114.15,0.997,0.0779,4.47,139.22
695,23.64811918063315,True,112.99,114.0,0.997,0.0773,4.43,136.32
696,23.682145251396648,True,111.09,113.85,0.9973,0.0731,4.19,136.11
697,23.71617132216015,True,108.84,114.06,0.9984,0.056,3.21,126.33
698,23.75019739292365,True,107.99,113.14,0.9936,0.1126,6.46,189.02
699,23.78422346368715,True,106.47,114.06,0.9972,0.0741,4.25,137.39
700,23.818249534450654,True,105.66,113.9,0.9975,0.0711,4.07,134.6
701,23.852275605214153,True,105.58,113.94,0.9976,0.0697,4.0,134.01
702,23.886301675977656,True,106.2,113.89,0.9975,0.071,4.07,133.38
703,23.920327746741155,True,107.17,114.07,0.997,0.0776,4.45,137.85
704,23.954353817504657,True,108.77,113.38,0.9935,0.1138,6.54,208.94
705,23.988379888268156,True,110.43,113.42,0.9937,0.112,6.43,208.79
706,24.02240595903166,True,112.4,114.38,0.998,0.0629,3.6,133.03
707,24.056432029795157,True,113.19,114.41,0.998,0.0627,3.59,131.31
708,24.09045810055866,True,114.61,113.57,0.9941,0.1084,6.23,214.11
709,24.124484171322162,True,114.71,114.2,0.9981,0.061,3.5,132.83
710,24.15851024208566,True,114.9,113.45,0.9947,0.1028,5.9,193.57
711,24.192536312849164,True,114.75,113.39,0.9948,0.102,5.86,189.93
712,24.226562383612663,True,113.53,114.11,0.9979,0.065,3.73,132.95
713,24.260588454376165,True,113.18,114.06,0.9975,0.0704,4.04,142.19
714,24.294614525139664,True,112.2,114.09,0.9975,0.0701,4.02,136.9
715,24.328640595903167,True,111.0,113.97,0.9975,0.0701,4.02,141.12
716,24.362666666666666,True,109.28,113.86,0.9978,0.0668,3.83,137.87
717,24.39669273743017,True,108.38,113.88,0.9977,0.0679,3.89,138.7
718,24.43071880819367,True,107.55,113.84,0.9976,0.0697,4.0,139.28
719,24.46474487895717,True,107.17,113.82,0.9976,0.0688,3.95,136.7
720,24.498770949720672,True,107.03,113.76,0.9975,0.07,4.01,137.31
721,24.53279702048417,True,107.0,113.95,0.9976,0.0698,4.0,137.34
722,24.566823091247674,True,107.29,113.15,0.9942,0.1072,6.15,200.93
723,24.600849162011173,True,107.69,114.09,0.9973,0.073,4.19,140.36
724,24.634875232774675,True,109.0,114.15,0.9973,0.0733,4.2,141.75
725,24.668901303538174,True,110.01,114.22,0.9973,0.0728,4.18,139.3
726,24.702927374301677,True,111.51,113.48,0.995,0.0999,5.73,182.08
727,24.73695344506518,True,112.04,114.31,0.9975,0.0702,4.03,137.1
728,24.770979515828678,True,112.49,113.45,0.9951,0.0992,5.69,180.97
729,24.80500558659218,True,112.68,113.42,0.9947,0.1024,5.88,192.97
