frame,timestamp_sec,detected,line_point_x,line_point_y,line_dir_x,line_dir_y,line_angle_deg,longest_width_px
730,24.83903165735568,True,112.37,114.24,0.9979,0.0655,3.76,136.99
731,24.873057728119182,True,111.92,114.12,0.9977,0.0677,3.88,139.26
732,24.90708379888268,True,111.02,113.82,0.9977,0.0676,3.88,144.52
733,24.941109869646183,True,109.65,114.03,0.9978,0.0662,3.8,139.27
734,24.975135940409682,True,108.58,113.09,0.9961,0.0883,5.06,168.84
735,25.009162011173185,True,107.7,113.07,0.9952,0.0982,5.63,187.87
736,25.043188081936687,True,106.89,113.78,0.9978,0.0657,3.77,139.23
737,25.077214152700186,True,106.33,113.01,0.9974,0.0719,4.12,157.1
738,25.11124022346369,True,106.11,113.99,0.998,0.0629,3.61,134.07
739,25.145266294227188,True,106.28,114.13,0.9981,0.0611,3.5,132.84
740,25.17929236499069,True,106.93,114.0,0.998,0.0639,3.66,139.27
741,25.21331843575419,True,107.83,113.28,0.9952,0.0975,5.6,193.42
742,25.247344506517692,True,108.73,113.33,0.9957,0.0928,5.32,187.96
743,25.28137057728119,True,109.89,113.36,0.9965,0.0836,4.79,170.51
744,25.315396648044693,True,110.83,114.05,0.998,0.0635,3.64,141.11
745,25.349422718808196,True,111.61,113.33,0.9961,0.0887,5.09,183.16
746,25.383448789571695,True,112.05,113.28,0.9964,0.0843,4.84,176.52
747,25.417474860335197,True,112.59,113.29,0.9968,0.0798,4.58,170.02
748,25.451500931098696,True,112.54,113.24,0.998,0.0634,3.63,155.74
749,25.4855270018622,True,111.93,114.05,0.9983,0.0589,3.38,134.48
750,25.519553072625698,True,111.8,113.6,0.9981,0.061,3.5,143.13
751,25.5535791433892,True,111.12,113.91,0.9979,0.064,3.67,137.18
752,25.587605214152703,True,110.36,112.94,0.9967,0.0818,4.69,172.76
753,25.6216312849162,True,110.09,113.86,0.9978,0.066,3.78,139.09
754,25.655657355679704,True,109.46,112.91,0.9967,0.0809,4.64,167.52
755,25.689683426443203,True,108.64,112.9,0.9979,0.0651,3.73,149.99
756,25.723709497206706,True,108.37,113.7,0.9979,0.0648,3.72,140.64
757,25.757735567970204,True,108.26,113.69,0.9978,0.0663,3.8,141.57
758,25.791761638733707,True,108.19,113.69,0.9977,0.0676,3.87,143.07
759,25.825787709497206,True,108.26,113.72,0.9976,0.0686,3.94,141.56
760,25.85981378026071,True,108.38,112.9,0.9964,0.0853,4.89,166.74
761,25.89383985102421,True,108.9,113.75,0.9976,0.0692,3.97,142.48
762,25.92786592178771,True,109.62,113.65,0.9976,0.0695,3.99,141.77
763,25.961891992551212,True,110.22,113.85,0.9976,0.0699,4.01,138.15
764,25.99591806331471,True,110.68,113.66,0.9977,0.0672,3.85,138.22
765,26.029944134078214,True,111.1,113.73,0.9976,0.0698,4.0,140.71
766,26.063970204841713,True,111.25,113.72,0.9976,0.0699,4.01,139.9
767,26.097996275605215,True,111.34,113.61,0.9975,0.0708,4.06,140.11
768,26.132022346368714,True,111.32,113.74,0.9974,0.0714,4.09,140.5
769,26.166048417132217,True,111.31,113.63,0.9975,0.0712,4.08,140.56
770,26.20007448789572,True,111.07,113.67,0.9973,0.0733,4.2,143.75
771,26.234100558659218,True,110.61,113.92,0.9973,0.0731,4.19,137.72
772,26.26812662942272,True,110.33,113.77,0.9976,0.0694,3.98,138.22
773,26.30215270018622,True,110.17,113.65,0.9974,0.0725,4.16,141.13
774,26.336178770949722,True,110.04,113.71,0.9972,0.0749,4.3,142.82
775,26.37020484171322,True,110.06,112.99,0.9958,0.0919,5.27,165.25
776,26.404230912476724,True,109.9,113.01,0.9951,0.0988,5.67,176.39
777,26.438256983240223,True,109.99,112.98,0.9949,0.1011,5.8,179.69
778,26.472283054003725,True,110.1,112.99,0.9954,0.0955,5.48,168.98
779,26.506309124767228,True,110.16,112.99,0.9948,0.1015,5.83,177.79
780,26.540335195530727,True,110.18,113.83,0.9974,0.0722,4.14,138.18
781,26.57436126629423,True,110.3,113.91,0.9972,0.0742,4.26,141.29
782,26.608387337057728,True,110.42,113.08,0.9951,0.0988,5.67,176.43
783,26.64241340782123,True,110.61,113.07,0.995,0.1003,5.76,178.58
784,26.67643947858473,True,111.01,113.09,0.9951,0.0993,5.7,174.83
785,26.710465549348232,True,111.15,113.78,0.9971,0.0755,4.33,139.89
786,26.74449162011173,True,111.26,113.93,0.9971,0.0757,4.34,141.45
787,26.778517690875233,True,111.28,113.92,0.9971,0.0763,4.37,141.33
788,26.812543761638736,True,111.55,113.09,0.9948,0.1018,5.84,179.56
789,26.846569832402235,True,112.0,113.1,0.9951,0.0986,5.66,173.11
790,26.880595903165737,True,111.94,113.83,0.9973,0.0736,4.22,140.45
791,26.914621973929236,True,111.94,113.85,0.9973,0.0737,4.23,140.37
792,26.94864804469274,True,112.03,113.85,0.9973,0.0736,4.22,140.9
793,26.982674115456238,True,112.02,113.12,0.9943,0.1068,6.13,184.66
794,27.01670018621974,True,112.02,113.08,0.9942,0.1076,6.18,181.66
795,27.050726256983243,True,111.98,113.09,0.9944,0.1052,6.04,177.63
796,27.08475232774674,True,111.8,113.93,0.9969,0.0786,4.51,141.44
797,27.118778398510244,True,111.43,113.86,0.9969,0.0784,4.5,140.99
798,27.152804469273743,True,111.3,113.75,0.9975,0.0701,4.02,135.23
799,27.186830540037246,True,111.08,113.12,0.995,0.0999,5.74,168.53
800,27.220856610800745,True,110.6,113.88,0.9974,0.0721,4.14,137.55
801,27.254882681564247,True,110.29,113.75,0.9974,0.0715,4.1,135.03
802,27.288908752327746,True,109.82,113.68,0.9969,0.0788,4.52,138.13
803,27.32293482309125,True,109.86,113.8,0.997,0.0779,4.47,136.24
804,27.35696089385475,True,110.12,113.87,0.9974,0.0716,4.11,133.78
805,27.39098696461825,True,110.29,113.87,0.9974,0.0727,4.17,136.21
806,27.425013035381753,True,110.4,113.93,0.9974,0.0717,4.11,136.58
807,27.45903910614525,True,110.88,113.15,0.9943,0.1069,6.14,180.63
808,27.493065176908754,True,111.19,113.97,0.9976,0.069,3.96,134.43
809,27.527091247672253,True,111.38,114.09,0.9971,0.0756,4.34,136.56
810,27.561117318435755,True,111.97,113.16,0.9942,0.1079,6.2,182.03
811,27.595143389199254,True,112.09,113.99,0.9975,0.0714,4.09,133.11
812,27.629169459962757,True,112.08,113.98,0.9974,0.0714,4.1,135.16
813,27.66319553072626,True,112.1,114.0,0.9975,0.0712,4.08,135.03
814,27.69722160148976,True,112.11,113.98,0.9974,0.0715,4.1,134.9
815,27.73124767225326,True,111.88,113.17,0.9947,0.1026,5.89,174.16
816,27.76527374301676,True,111.41,113.98,0.9969,0.0787,4.52,141.47
817,27.799299813780262,True,111.08,114.0,0.9976,0.0699,4.01,134.87
818,27.83332588454376,True,110.99,113.12,0.9947,0.1026,5.89,177.23
819,27.867351955307264,True,110.24,113.94,0.997,0.077,4.42,141.15
820,27.901378026070763,True,110.16,113.86,0.9972,0.0748,4.29,138.47
821,27.935404096834265,True,110.05,113.13,0.9941,0.1088,6.25,185.31
822,27.969430167597768,True,109.69,113.94,0.997,0.0772,4.43,142.1
823,28.003456238361267,True,109.81,113.13,0.9951,0.0991,5.69,168.12
824,28.03748230912477,True,109.75,114.01,0.997,0.0773,4.43,142.21
825,28.071508379888268,True,109.96,113.2,0.9939,0.1101,6.32,195.73
826,28.10553445065177,True,110.06,114.04,0.9972,0.0748,4.29,137.75
827,28.13956052141527,True,110.46,114.26,0.9971,0.0767,4.4,136.94
828,28.173586592178772,True,110.9,114.08,0.9974,0.0716,4.11,133.9
829,28.20761266294227,True,111.79,113.97,0.9973,0.0729,4.18,137.12
830,28.241638733705773,True,112.6,114.15,0.9973,0.074,4.25,138.41
831,28.275664804469276,True,113.3,113.39,0.9931,0.1174,6.74,218.58
832,28.309690875232775,True,113.92,114.27,0.9972,0.0748,4.29,136.66
833,28.343716945996277,True,114.45,114.29,0.9972,0.0754,4.32,137.84
834,28.377743016759776,True,114.44,113.41,0.993,0.118,6.78,223.53
835,28.41176908752328,True,113.9,114.01,0.9973,0.073,4.19,137.48
836,28.445795158286778,True,112.96,114.23,0.9973,0.0735,4.21,131.99
837,28.47982122905028,True,111.82,114.25,0.9974,0.0716,4.11,132.76
838,28.51384729981378,True,110.36,113.36,0.9926,0.1214,6.97,236.97
839,28.547873370577282,True,108.77,113.93,0.9971,0.0757,4.34,138.7
840,28.581899441340784,True,107.38,113.28,0.9927,0.1207,6.93,236.4
841,28.615925512104283,True,106.67,113.42,0.996,0.0896,5.14,161.14
842,28.649951582867786,True,106.35,114.2,0.9989,0.0463,2.65,120.18
843,28.683977653631285,True,106.43,113.39,0.992,0.1262,7.25,307.48
844,28.718003724394787,True,107.2,113.46,0.9918,0.1274,7.32,321.92
845,28.752029795158286,True,107.86,114.29,0.9982,0.0594,3.41,125.14
846,28.78605586592179,True,109.27,113.67,0.9966,0.0826,4.74,158.61
847,28.82008193668529,True,112.16,114.56,0.9973,0.0728,4.18,137.84
848,28.85410800744879,True,113.94,113.76,0.9925,0.1222,7.02,327.25
849,28.888134078212293,True,115.83,113.74,0.9925,0.1222,7.02,353.05
850,28.92216014897579,True,116.99,113.73,0.9924,0.1233,7.08,406.81
851,28.956186219739294,True,117.74,114.54,0.9983,0.0582,3.34,118.12
852,28.990212290502793,True,117.76,113.67,0.9921,0.1256,7.21,468.18
853,29.024238361266296,True,118.14,114.74,0.9986,0.0533,3.06,119.76
854,29.058264432029794,True,116.4,114.59,0.9975,0.0709,4.07,136.62
855,29.092290502793297,True,114.63,113.84,0.9919,0.1269,7.29,345.12
856,29.1263165735568,True,112.51,113.81,0.9916,0.129,7.41,342.84
857,29.1603426443203,True,111.04,113.95,0.9973,0.0736,4.22,154.37
858,29.1943687150838,True,109.13,113.86,0.9982,0.0598,3.43,141.59
859,29.2283947858473,True,107.92,114.7,0.9991,0.0424,2.43,114.75
860,29.262420856610802,True,107.0,113.87,0.9976,0.0698,4.0,151.84
861,29.2964469273743,True,106.93,113.89,0.9976,0.0689,3.95,152.13
862,29.330472998137804,True,106.71,113.91,0.9977,0.0681,3.91,153.17
863,29.364499068901303,True,107.02,114.87,0.9983,0.0585,3.36,124.27
864,29.398525139664805,True,107.85,114.1,0.9987,0.0507,2.91,146.39
865,29.432551210428308,True,108.58,114.95,0.9986,0.0523,3.0,127.25
866,29.466577281191807,True,109.18,114.15,0.999,0.0441,2.53,142.89
867,29.50060335195531,True,110.37,114.07,0.9989,0.046,2.64,149.6
868,29.534629422718808,True,110.91,114.17,0.999,0.0458,2.63,143.9
869,29.56865549348231,True,112.44,113.94,0.9992,0.0411,2.35,147.45
870,29.60268156424581,True,113.64,113.85,0.9992,0.0411,2.36,148.43
871,29.636707635009312,True,114.4,113.78,0.9993,0.0386,2.21,147.24
872,29.67073370577281,True,114.22,113.64,0.999,0.0454,2.6,154.52
873,29.704759776536314,True,113.78,113.54,0.999,0.0443,2.54,152.64
874,29.738785847299816,True,113.04,113.48,0.999,0.0451,2.58,155.22
875,29.772811918063315,True,112.51,113.48,0.9989,0.0463,2.65,150.46
876,29.806837988826818,True,111.02,114.32,0.9988,0.0485,2.78,135.97
877,29.840864059590317,True,109.66,113.43,0.9989,0.0469,2.69,150.72
878,29.87489013035382,True,108.36,113.43,0.9989,0.0463,2.65,154.55
879,29.908916201117318,True,107.02,114.31,0.9991,0.0414,2.37,128.11
880,29.94294227188082,True,106.75,113.4,0.999,0.0448,2.57,152.88
881,29.97696834264432,True,105.88,113.46,0.999,0.0441,2.53,155.25
882,30.010994413407822,True,105.72,113.38,0.9991,0.0433,2.48,153.45
883,30.045020484171324,True,105.77,113.36,0.9991,0.0419,2.4,155.27
884,30.079046554934823,True,106.12,113.36,0.9992,0.0405,2.32,153.31
885,30.113072625698326,True,106.93,113.42,0.9992,0.0391,2.24,152.48
886,30.147098696461825,True,107.87,113.36,0.9993,0.0372,2.13,155.52
887,30.181124767225327,True,108.81,114.1,0.9993,0.0378,2.17,132.78
888,30.215150837988826,True,109.59,113.3,0.9994,0.0358,2.05,155.07
889,30.24917690875233,True,110.26,114.19,0.9992,0.0396,2.27,131.85
890,30.28320297951583,True,110.57,113.12,0.9993,0.038,2.18,156.83
891,30.31722905027933,True,110.57,114.2,0.999,0.0451,2.59,125.64
892,30.351255121042833,True,110.27,112.92,0.9991,0.0423,2.42,160.96
893,30.38528119180633,True,109.69,112.92,0.999,0.0436,2.5,156.49
894,30.419307262569834,True,109.37,113.75,0.9991,0.0435,2.49,133.08
895,30.453333333333333,True,108.87,112.95,0.9988,0.0488,2.8,157.08
896,30.487359404096836,True,108.15,113.06,0.9989,0.0475,2.72,154.06
897,30.521385474860335,True,107.67,113.85,0.9989,0.0471,2.7,135.78
898,30.555411545623837,True,107.05,113.13,0.9988,0.0498,2.86,155.27
899,30.58943761638734,True,106.88,113.06,0.9986,0.0533,3.05,159.9
900,30.62346368715084,True,106.71,113.94,0.999,0.0457,2.62,132.79
901,30.65748975791434,True,106.61,113.2,0.998,0.0628,3.6,164.09
902,30.69151582867784,True,107.08,113.29,0.9987,0.0515,2.95,156.46
903,30.725541899441343,True,107.82,114.06,0.9989,0.0472,2.71,134.3
904,30.75956797020484,True,108.69,113.24,0.9986,0.0523,3.0,156.72
905,30.793594040968344,True,109.68,114.18,0.9988,0.0494,2.83,128.48
906,30.827620111731843,True,110.51,113.97,0.9986,0.0535,3.07,135.27
907,30.861646182495345,True,111.36,113.12,0.9986,0.0536,3.07,156.98
908,30.895672253258848,True,111.48,113.93,0.9987,0.0518,2.97,134.19
909,30.929698324022347,True,111.67,112.92,0.9969,0.0784,4.49,184.52
910,30.96372439478585,True,111.56,112.94,0.9969,0.0791,4.54,185.39
911,30.99775046554935,True,111.46,113.8,0.9985,0.0549,3.15,136.27
912,31.03177653631285,True,111.25,113.11,0.9983,0.0591,3.39,156.29
913,31.06580260707635,True,110.73,114.04,0.9982,0.0602,3.45,134.99
914,31.099828677839852,True,110.17,113.89,0.9984,0.0567,3.25,137.7
915,31.13385474860335,True,109.04,114.12,0.9983,0.0575,3.3,133.66
916,31.167880819366854,True,108.12,113.41,0.9976,0.07,4.01,158.83
917,31.201906890130356,True,107.45,113.47,0.9975,0.0704,4.04,156.08
918,31.235932960893855,True,106.91,114.19,0.9983,0.0586,3.36,132.27
919,31.269959031657358,True,106.41,113.47,0.9975,0.07,4.01,154.45
920,31.303985102420857,True,106.4,113.46,0.9975,0.0701,4.02,155.6
921,31.33801117318436,True,106.5,113.49,0.9976,0.0689,3.95,156.8
922,31.372037243947858,True,107.14,113.52,0.9977,0.0671,3.85,153.58
923,31.40606331471136,True,107.87,113.51,0.9978,0.0665,3.81,156.37
924,31.44008938547486,True,109.2,113.49,0.9983,0.0575,3.3,149.0
925,31.474115456238362,True,110.34,113.48,0.9984,0.0571,3.27,149.92
926,31.508141527001865,True,111.68,114.36,0.9988,0.0493,2.82,131.44
927,31.542167597765363,True,112.83,113.47,0.9984,0.0566,3.25,151.88
928,31.576193668528866,True,113.42,113.36,0.9947,0.1024,5.88,255.61
929,31.610219739292365,True,114.02,113.35,0.9947,0.1032,5.92,244.56
930,31.644245810055867,True,114.19,113.35,0.9944,0.1053,6.04,273.11
931,31.678271880819366,True,114.16,113.37,0.9941,0.1082,6.21,249.91
932,31.71229795158287,True,113.62,114.24,0.998,0.0635,3.64,131.44
933,31.746324022346368,True,112.87,113.38,0.9939,0.11,6.32,255.55
934,31.78035009310987,True,111.82,113.45,0.9937,0.1117,6.42,266.08
935,31.814376163873373,True,110.91,114.62,0.9981,0.0618,3.54,123.76
936,31.848402234636872,True,110.23,114.43,0.9996,0.0287,1.65,116.28
937,31.882428305400374,True,109.46,113.74,0.9979,0.0641,3.68,154.25
938,31.916454376163873,True,108.94,114.69,0.9987,0.0504,2.89,126.16
939,31.950480446927376,True,108.27,113.65,0.998,0.0636,3.65,153.59
940,31.984506517690875,True,107.97,113.67,0.998,0.0636,3.64,155.75
941,32.01853258845438,True,107.6,114.68,0.9988,0.0497,2.85,126.57
942,32.05255865921788,True,107.68,113.66,0.9979,0.0651,3.73,159.86
943,32.08658472998138,True,107.73,113.65,0.9983,0.0584,3.35,152.22
944,32.12061080074488,True,108.42,114.59,0.9988,0.0483,2.77,124.8
945,32.15463687150838,True,109.34,113.64,0.9986,0.0538,3.08,146.53
946,32.18866294227188,True,109.73,113.64,0.9986,0.0531,3.04,148.29
947,32.222689013035385,True,111.46,113.61,0.9984,0.0557,3.19,150.29
948,32.25671508379888,True,112.43,113.62,0.9986,0.0528,3.03,146.84
949,32.29074115456238,True,113.05,113.61,0.9986,0.0529,3.03,146.88
950,32.324767225325886,True,113.61,114.39,0.9995,0.033,1.89,123.74
951,32.35879329608939,True,113.91,113.66,0.9983,0.0582,3.34,154.0
952,32.39281936685289,True,113.63,113.69,0.9982,0.0599,3.43,156.19
953,32.426845437616386,True,112.73,114.7,0.9988,0.0481,2.76,124.11
954,32.46087150837989,True,109.99,113.72,0.9981,0.0609,3.49,152.37
955,32.49489757914339,True,108.76,114.68,0.9986,0.0527,3.02,129.93
956,32.52892364990689,True,107.71,114.46,0.9984,0.0574,3.29,129.17
957,32.56294972067039,True,107.11,113.76,0.9981,0.0617,3.54,153.34
958,32.59697579143389,True,107.1,113.73,0.9978,0.0658,3.77,157.21
959,32.631001862197394,True,107.09,113.78,0.9979,0.0653,3.74,157.82
960,32.665027932960896,True,107.35,114.57,0.9986,0.0527,3.02,127.19
961,32.6990540037244,True,107.88,113.73,0.9989,0.0479,2.74,136.26
962,32.733080074487894,True,108.31,113.73,0.9983,0.0579,3.32,149.04
963,32.7671061452514,True,108.99,113.69,0.9989,0.0468,2.68,137.02
964,32.8011322160149,True,109.6,114.48,0.9987,0.05,2.87,124.85
965,32.8351582867784,True,110.01,113.73,0.9989,0.0472,2.7,136.85
966,32.8691843575419,True,110.04,113.72,0.9989,0.0471,2.7,136.16
967,32.9032104283054,True,110.4,113.73,0.9989,0.0467,2.68,136.15
968,32.9372364990689,True,110.58,113.74,0.9985,0.0543,3.11,146.16
969,32.971262569832405,True,110.59,113.73,0.9984,0.0571,3.28,146.91
970,33.00528864059591,True,110.65,113.71,0.9983,0.0577,3.31,145.7
971,33.0393147113594,True,110.98,113.68,0.9984,0.057,3.27,145.34
972,33.073340782122905,True,110.97,113.64,0.9984,0.0566,3.24,144.86
973,33.10736685288641,True,111.5,113.6,0.9985,0.0542,3.11,146.12
974,33.14139292364991,True,112.01,113.62,0.9982,0.0594,3.4,148.31
975,33.175418994413405,True,112.33,113.6,0.9982,0.0595,3.41,147.84
976,33.20944506517691,True,112.91,113.63,0.9982,0.0598,3.43,152.54
977,33.24347113594041,True,113.22,113.63,0.9982,0.0593,3.4,149.07
978,33.27749720670391,True,112.92,113.58,0.9929,0.1192,6.84,443.5
979,33.311523277467415,True,112.54,114.3,0.9982,0.0601,3.44,129.13
980,33.34554934823091,True,112.23,113.56,0.9926,0.1213,6.97,398.08
981,33.37957541899441,True,111.7,114.32,0.998,0.0628,3.6,132.38
982,33.413601489757916,True,110.23,113.73,0.997,0.077,4.42,156.92
983,33.44762756052142,True,109.81,114.48,0.9978,0.0656,3.76,130.12
984,33.481653631284914,True,109.04,114.96,0.9975,0.0701,4.02,129.69
985,33.515679702048416,True,108.87,113.89,0.9905,0.1373,7.89,644.14
986,33.54970577281192,True,108.46,113.97,0.9915,0.1303,7.49,335.42
987,33.58373184357542,True,108.81,115.02,0.9991,0.0428,2.45,121.16
988,33.617757914338924,True,108.81,114.09,0.9977,0.0681,3.9,142.68
989,33.65178398510242,True,109.07,114.67,0.999,0.0451,2.58,116.72
990,33.68581005586592,True,109.55,113.89,0.9973,0.0731,4.19,150.38
991,33.719836126629424,True,109.9,113.73,0.9907,0.1359,7.81,806.38
992,33.75386219739293,True,110.97,113.73,0.9904,0.138,7.93,1700.62
993,33.78788826815642,True,111.7,114.54,0.9982,0.0591,3.39,110.89
994,33.821914338919925,True,112.84,113.63,0.9906,0.1369,7.87,1569.98
995,33.85594040968343,True,113.49,113.61,0.99,0.1411,8.11,37577.71
996,33.88996648044693,True,113.74,114.63,0.9973,0.0732,4.2,118.01
997,33.92399255121043,True,113.75,114.47,0.9978,0.0669,3.84,123.76
998,33.95801862197393,True,113.7,113.63,0.9902,0.14,8.05,1341.02
999,33.99204469273743,True,112.31,113.68,0.9901,0.1403,8.07,1176.24
1000,34.02607076350093,True,111.07,113.77,0.9888,0.1495,8.6,2213.93
1001,34.060096834264435,True,110.11,114.51,0.9971,0.0756,4.34,131.14
1002,34.09412290502793,True,109.01,114.82,0.9978,0.0658,3.77,122.38
1003,34.12814897579143,True,108.29,113.87,0.9901,0.1404,8.07,1449.76
1004,34.162175046554935,True,107.77,113.88,0.0,-1.0,-90.0,362.41
1005,34.19620111731844,True,108.03,113.99,0.9976,0.0686,3.93,143.08
1006,34.23022718808194,True,107.98,113.97,0.9973,0.073,4.18,140.54
1007,34.264253258845436,True,108.85,113.99,0.9972,0.0744,4.26,143.52
1008,34.29827932960894,True,109.56,114.79,0.999,0.0456,2.61,112.03
1009,34.33230540037244,True,111.28,114.9,0.9986,0.0527,3.02,108.77
1010,34.36633147113594,True,112.87,113.99,0.9979,0.0648,3.72,142.72
1011,34.400357541899446,True,114.01,114.74,0.999,0.0455,2.61,120.43
1012,34.43438361266294,True,115.08,113.93,0.998,0.0631,3.62,147.95
1013,34.468409683426444,True,115.52,114.75,0.9991,0.0435,2.49,122.28
1014,34.502435754189946,True,115.94,114.36,0.9986,0.052,2.98,115.12
1015,34.53646182495345,True,115.96,114.49,0.9989,0.0462,2.65,109.85
1016,34.570487895716944,True,115.64,114.6,0.9993,0.037,2.12,113.6
1017,34.60451396648045,True,114.85,113.72,0.9989,0.0479,2.75,129.84
1018,34.63854003724395,True,113.69,113.71,0.9987,0.0505,2.9,134.86
1019,34.67256610800745,True,112.06,114.57,0.9988,0.0485,2.78,124.18
1020,34.706592178770954,True,111.35,114.7,0.9992,0.0394,2.26,120.19
1021,34.74061824953445,True,109.43,113.79,0.9986,0.0538,3.08,145.35
1022,34.77464432029795,True,108.23,114.84,0.9986,0.0523,3.0,121.66
1023,34.808670391061455,True,107.39,113.74,0.9986,0.0528,3.02,144.56
1024,34.84269646182496,True,107.37,113.91,0.9994,0.0336,1.93,137.4
1025,34.87672253258845,True,107.25,114.75,0.9999,0.0166,0.95,114.92
1026,34.910748603351955,True,107.22,114.57,0.9998,0.0189,1.08,118.0
1027,34.94477467411546,True,107.28,114.8,0.9999,0.0123,0.7,116.34
1028,34.97880074487896,True,107.69,113.54,0.9996,0.0284,1.63,140.16
1029,35.01282681564246,True,108.94,114.17,0.9999,0.0133,0.76,117.13
1030,35.04685288640596,True,109.97,113.27,0.9995,0.032,1.84,155.84
1031,35.08087895716946,True,111.16,114.14,1.0,0.0081,0.46,110.06
1032,35.11490502793296,True,112.28,113.1,0.9999,0.0163,0.93,140.43
1033,35.148931098696465,True,112.45,113.05,0.9993,0.0372,2.13,151.88
1034,35.18295716945996,True,113.57,114.24,1.0,-0.0051,-0.29,110.22
1035,35.21698324022346,True,113.43,114.25,1.0,-0.0004,-0.02,110.46
1036,35.251009310986966,True,113.41,113.42,0.9996,0.0292,1.67,151.66
1037,35.28503538175047,True,112.01,113.77,0.9995,0.0328,1.88,149.48
1038,35.31906145251397,True,111.21,114.97,1.0,-0.0054,-0.31,109.65
1039,35.353087523277466,True,109.33,113.97,1.0,0.0091,0.52,138.18
1040,35.38711359404097,True,107.92,115.13,0.9999,-0.011,-0.63,109.66
1041,35.42113966480447,True,106.05,113.91,0.9998,0.0212,1.22,149.18
1042,35.455165735567974,True,104.16,113.82,0.9997,0.0243,1.39,149.5
1043,35.48919180633147,True,103.18,113.73,0.9998,0.0216,1.23,143.26
1044,35.52321787709497,True,102.18,113.57,1.0,-0.0024,-0.14,135.38
1045,35.557243947858474,True,102.21,114.45,0.9999,0.0152,0.87,107.48
1046,35.59127001862198,True,102.41,114.24,1.0,0.0093,0.53,106.41
1047,35.62529608938548,True,103.34,113.14,0.9999,-0.0119,-0.68,133.57
1048,35.659322160148974,True,104.78,113.06,1.0,0.0061,0.35,143.91
1049,35.69334823091248,True,106.2,114.12,0.9998,-0.0203,-1.16,109.88
1050,35.72737430167598,True,108.13,113.09,1.0,0.0075,0.43,145.2
1051,35.76140037243948,True,109.55,113.13,0.9999,0.0125,0.72,147.37
1052,35.79542644320298,True,110.31,114.19,0.9988,-0.0489,-2.8,111.3
1053,35.82945251396648,True,111.73,113.38,1.0,0.0095,0.54,138.94
1054,35.86347858472998,True,111.66,114.57,0.9993,0.0367,2.1,102.37
1055,35.897504655493485,True,112.21,113.92,0.9999,0.0124,0.71,137.19
1056,35.93153072625699,True,110.98,114.0,1.0,0.0056,0.32,142.66
1057,35.96555679702048,True,109.5,114.09,0.9999,0.0114,0.65,139.61
1058,35.999582867783985,True,108.64,114.12,0.9999,0.0112,0.64,140.03
1059,36.03360893854749,True,106.61,114.11,0.9999,0.0129,0.74,142.57
1060,36.06763500931099,True,103.83,114.9,1.0,0.0045,0.26,118.63
1061,36.101661080074486,True,102.06,113.89,1.0,0.0087,0.5,139.43
1062,36.13568715083799,True,101.0,114.71,0.9986,0.0535,3.07,116.3
1063,36.16971322160149,True,100.45,114.51,1.0,0.0056,0.32,114.27
1064,36.20373929236499,True,100.3,114.65,0.0,-1.0,-90.0,48.31
1065,36.237765363128496,True,100.27,113.57,1.0,-0.0004,-0.03,135.59
1066,36.27179143389199,True,100.68,113.48,1.0,0.0005,0.03,139.92
1067,36.305817504655494,True,101.75,114.25,0.9993,0.0373,2.14,111.66
1068,36.339843575418996,True,105.2,114.23,1.0,-0.0019,-0.11,115.91
1069,36.3738696461825,True,107.04,114.04,1.0,-0.0088,-0.5,121.23
1070,36.407895716945994,True,109.22,113.24,1.0,-0.0064,-0.37,146.02
1071,36.4419217877095,True,111.4,113.26,1.0,-0.0078,-0.45,147.57
1072,36.475947858473,True,112.79,114.33,0.9999,-0.0134,-0.77,118.21
1073,36.5099739292365,True,113.38,113.35,1.0,-0.0047,-0.27,144.37
1074,36.544000000000004,True,113.64,113.35,1.0,-0.0035,-0.2,143.4
1075,36.5780260707635,True,112.8,114.39,1.0,0.0084,0.48,120.89
1076,36.612052141527,True,111.26,113.15,1.0,-0.0014,-0.08,154.39
1077,36.646078212290504,True,109.23,113.12,1.0,0.0014,0.08,151.41
1078,36.68010428305401,True,106.67,113.93,1.0,0.0005,0.03,123.64
1079,36.7141303538175,True,103.85,113.83,1.0,0.006,0.34,123.86
1080,36.748156424581005,True,101.59,112.74,1.0,0.005,0.29,154.62
1081,36.78218249534451,True,99.56,112.61,1.0,0.0054,0.31,152.16
1082,36.81620856610801,True,98.72,113.44,1.0,0.0069,0.39,132.08
1083,36.85023463687151,True,97.84,113.39,1.0,0.0062,0.36,129.83
1084,36.88426070763501,True,97.72,113.52,1.0,0.0069,0.4,126.95
1085,36.91828677839851,True,98.67,113.41,1.0,0.0084,0.48,128.92
1086,36.95231284916201,True,100.37,112.65,1.0,0.0057,0.33,153.69
1087,36.986338919925515,True,102.74,112.92,1.0,0.0071,0.41,148.96
1088,37.02036499068901,True,103.83,113.93,0.9999,0.0143,0.82,124.66
1089,37.05439106145251,True,107.48,113.05,1.0,0.0092,0.52,152.46
1090,37.088417132216016,True,109.69,113.96,0.9999,0.012,0.69,129.23
1091,37.12244320297952,True,111.52,112.9,0.9999,0.0107,0.61,161.92
1092,37.15646927374302,True,112.87,113.87,0.9999,0.0152,0.87,130.87
1093,37.190495344506516,True,113.47,112.87,0.9999,0.0158,0.9,158.93
1094,37.22452141527002,True,113.64,112.84,0.9999,0.017,0.98,159.25
1095,37.25854748603352,True,112.94,112.84,0.9998,0.0191,1.09,157.74
