frame,timestamp_sec,detected,line_point_x,line_point_y,line_dir_x,line_dir_y,line_angle_deg_major,line_angle_deg_minor,longest_width_px,contour_area_px,final_combined_angle_deg,minor_len_px,top_ellipse_major_len_px,top_ellipse_minor_len_px,axis_x,axis_y,axis_z
899,30.58943761638734,True,269.63,405.04,0.9987,0.0511,2.93,84.94,135.44,2803.0,84.94,28.39,135.44,11.94,0.088,0.0045,0.9961
900,30.62346368715084,True,269.51,405.1,0.9987,0.0514,2.95,84.95,135.44,2800.0,84.95,28.42,135.44,11.93,0.0879,0.0045,0.9961
901,30.65748975791434,True,269.66,405.16,0.9987,0.0501,2.87,85.49,135.43,2776.0,85.49,26.63,135.43,10.65,0.0785,0.0039,0.9969
902,30.69151582867784,True,269.76,405.16,0.9987,0.0508,2.91,85.0,135.44,2795.0,85.0,28.62,135.44,11.8,0.087,0.0044,0.9962
903,30.725541899441343,True,270.72,405.15,0.9987,0.0502,2.88,85.03,135.43,2791.0,85.03,28.59,135.43,11.74,0.0866,0.0043,0.9962
904,30.75956797020484,True,271.51,405.11,0.9987,0.0517,2.96,84.97,135.44,2807.0,84.97,28.55,135.44,11.88,0.0876,0.0045,0.9961
905,30.793594040968344,True,272.51,405.06,0.9986,0.0528,3.02,84.97,135.45,2805.0,84.97,28.44,135.45,11.87,0.0875,0.0046,0.9961
906,30.827620111731843,True,273.24,404.97,0.9986,0.0532,3.05,85.02,136.45,2821.0,85.02,28.29,136.45,11.84,0.0866,0.0046,0.9962
907,30.861646182495345,True,274.13,404.98,0.9986,0.0534,3.06,85.2,136.45,2824.0,85.2,28.22,136.45,11.42,0.0836,0.0045,0.9965
908,30.895672253258848,True,274.15,404.91,0.9985,0.055,3.15,85.66,136.51,2830.0,85.66,28.2,136.51,10.34,0.0756,0.0042,0.9971
909,30.929698324022347,True,274.25,404.87,0.9985,0.0554,3.18,85.64,136.51,2829.0,85.64,28.11,136.51,10.37,0.0759,0.0042,0.9971
910,30.96372439478585,True,274.18,404.9,0.9984,0.0567,3.25,85.55,136.52,2828.0,85.55,28.19,136.52,10.59,0.0775,0.0044,0.997
911,30.99775046554935,True,274.14,404.97,0.9984,0.057,3.27,85.56,136.52,2829.0,85.56,28.34,136.52,10.56,0.0773,0.0044,0.997
912,31.03177653631285,True,273.93,404.94,0.9982,0.0598,3.43,85.42,136.53,2820.0,85.42,28.2,136.53,10.89,0.0796,0.0048,0.9968
913,31.06580260707635,True,273.18,405.01,0.998,0.0629,3.61,85.19,136.55,2825.0,85.19,28.45,136.55,11.44,0.0837,0.0053,0.9965
914,31.099828677839852,True,272.74,405.06,0.9979,0.0646,3.7,85.13,135.56,2808.0,85.13,28.48,135.56,11.5,0.0847,0.0055,0.9964
915,31.13385474860335,True,271.73,405.18,0.9979,0.0642,3.68,85.29,135.56,2777.0,85.29,28.73,135.56,11.14,0.082,0.0053,0.9966
916,31.167880819366854,True,270.8,405.22,0.9979,0.0648,3.71,85.46,135.56,2769.0,85.46,28.79,135.56,10.73,0.079,0.0051,0.9969
917,31.201906890130356,True,270.18,405.31,0.9979,0.0644,3.69,84.9,136.49,2765.0,84.9,27.06,136.49,12.14,0.0887,0.0057,0.996
918,31.235932960893855,True,269.62,405.33,0.9979,0.0651,3.73,86.0,135.56,2728.0,86.0,27.04,135.56,9.45,0.0696,0.0045,0.9976
919,31.269959031657358,True,269.42,405.32,0.9979,0.0646,3.7,86.0,135.56,2721.0,86.0,27.05,135.56,9.44,0.0695,0.0045,0.9976
920,31.303985102420857,True,269.37,405.33,0.9979,0.064,3.67,86.04,135.56,2713.0,86.04,27.06,135.56,9.36,0.0689,0.0044,0.9976
921,31.33801117318436,True,269.35,405.34,0.998,0.0636,3.64,86.07,135.55,2698.0,86.07,27.09,135.55,9.29,0.0684,0.0044,0.9977
922,31.372037243947858,True,269.88,405.39,0.998,0.0633,3.63,86.09,136.55,2703.0,86.09,27.12,136.55,9.32,0.0681,0.0043,0.9977
923,31.40606331471136,True,270.49,405.38,0.998,0.0627,3.6,85.5,135.49,2683.0,85.5,27.15,135.49,10.62,0.0783,0.0049,0.9969
924,31.44008938547486,True,271.61,405.42,0.9982,0.0603,3.46,85.44,135.48,2664.0,85.44,27.19,135.48,10.78,0.0794,0.0048,0.9968
925,31.474115456238362,True,272.63,405.37,0.9981,0.0616,3.53,85.53,135.48,2666.0,85.53,27.11,135.48,10.56,0.0778,0.0048,0.997
926,31.508141527001865,True,273.96,405.38,0.9981,0.0613,3.52,85.7,136.48,2679.0,85.7,27.09,136.48,10.23,0.0748,0.0046,0.9972
927,31.542167597765363,True,275.2,405.33,0.9982,0.0607,3.48,86.38,135.54,2652.0,86.38,26.95,135.54,8.55,0.063,0.0038,0.998
928,31.576193668528866,True,275.93,405.32,0.998,0.0626,3.59,86.27,136.55,2681.0,86.27,26.98,136.55,8.88,0.0649,0.0041,0.9979
929,31.610219739292365,True,276.79,405.34,0.998,0.0634,3.63,86.2,136.55,2674.0,86.2,27.03,136.55,9.04,0.0661,0.0042,0.9978
930,31.644245810055867,True,276.91,405.34,0.998,0.0632,3.62,86.26,136.55,2684.0,86.26,27.01,136.55,8.91,0.0651,0.0041,0.9979
931,31.678271880819366,True,276.84,405.36,0.998,0.0639,3.66,86.18,136.55,2678.0,86.18,27.06,136.55,9.1,0.0665,0.0043,0.9978
932,31.71229795158287,True,276.49,405.39,0.9979,0.0654,3.75,86.09,135.56,2664.0,86.09,27.18,135.56,9.25,0.0681,0.0045,0.9977
933,31.746324022346368,True,275.55,405.37,0.9979,0.0652,3.74,86.1,135.56,2663.0,86.1,27.14,135.56,9.22,0.0679,0.0044,0.9977
934,31.78035009310987,True,274.56,405.46,0.9977,0.0671,3.85,85.98,135.57,2661.0,85.98,27.33,135.57,9.51,0.07,0.0047,0.9975
935,31.814376163873373,True,273.59,405.49,0.9977,0.0672,3.85,86.0,135.57,2663.0,86.0,27.38,135.57,9.47,0.0697,0.0047,0.9976
936,31.848402234636872,True,272.62,405.56,0.9978,0.0661,3.79,86.08,135.56,2644.0,86.08,27.51,135.56,9.27,0.0682,0.0045,0.9977
937,31.882428305400374,True,272.02,405.58,0.9979,0.0648,3.72,86.14,134.56,2636.0,86.14,27.48,134.56,9.05,0.0671,0.0044,0.9977
938,31.916454376163873,True,271.89,405.66,0.9981,0.0618,3.55,85.6,134.49,2628.0,85.6,27.54,134.49,10.31,0.0765,0.0047,0.9971
939,31.950480446927376,True,271.16,405.64,0.9982,0.0604,3.46,85.59,134.48,2611.0,85.59,27.57,134.48,10.33,0.0767,0.0046,0.997
940,31.984506517690875,True,270.98,405.74,0.9982,0.06,3.44,85.87,134.48,2601.0,85.87,25.8,134.48,9.68,0.0719,0.0043,0.9974
941,32.01853258845438,True,270.58,405.79,0.9981,0.0608,3.49,85.99,135.48,2612.0,85.99,25.95,135.48,9.47,0.0697,0.0043,0.9976
942,32.05255865921788,True,270.56,405.7,0.9983,0.0591,3.39,86.11,135.47,2594.0,86.11,25.77,135.47,9.19,0.0677,0.004,0.9977
943,32.08658472998138,True,270.62,405.71,0.9983,0.0588,3.37,86.35,135.47,2590.0,86.35,25.78,135.47,8.62,0.0635,0.0037,0.998
944,32.12061080074488,True,271.48,405.67,0.9983,0.0585,3.35,85.87,135.47,2601.0,85.87,27.6,135.47,9.77,0.072,0.0042,0.9974
945,32.15463687150838,True,272.45,405.67,0.9984,0.0574,3.29,85.85,135.47,2601.0,85.85,27.59,135.47,9.81,0.0723,0.0042,0.9974
946,32.18866294227188,True,272.63,405.71,0.9983,0.0587,3.36,86.13,135.47,2606.0,86.13,27.76,135.47,9.14,0.0673,0.004,0.9977
947,32.222689013035385,True,274.29,405.62,0.9982,0.0594,3.41,85.91,132.48,2553.0,85.91,27.52,132.48,9.46,0.0713,0.0042,0.9974
948,32.25671508379888,True,275.5,405.55,0.9984,0.0568,3.26,86.32,135.46,2586.0,86.32,27.34,135.46,8.69,0.0641,0.0036,0.9979
949,32.29074115456238,True,276.16,405.54,0.9983,0.0575,3.3,86.46,134.47,2570.0,86.46,27.37,134.47,8.3,0.0616,0.0035,0.9981
950,32.324767225325886,True,276.53,405.61,0.9983,0.0582,3.34,86.26,135.47,2591.0,86.26,27.46,135.47,8.83,0.0651,0.0038,0.9979
951,32.35879329608939,True,276.91,405.61,0.9983,0.0576,3.3,86.48,134.47,2572.0,86.48,27.41,134.47,8.26,0.0613,0.0035,0.9981
952,32.39281936685289,True,276.48,405.63,0.9983,0.0585,3.35,86.37,135.47,2590.0,86.37,27.51,135.47,8.57,0.0632,0.0037,0.998
953,32.426845437616386,True,275.91,405.85,0.9983,0.0584,3.35,86.47,134.47,2587.0,86.47,26.02,134.47,8.27,0.0614,0.0036,0.9981
954,32.46087150837989,True,273.31,405.84,0.9983,0.0583,3.34,86.56,133.47,2569.0,86.56,25.94,133.47,8.01,0.0599,0.0035,0.9982
955,32.49489757914339,True,271.96,405.92,0.9982,0.0606,3.48,86.39,134.48,2576.0,86.39,26.16,134.48,8.47,0.0629,0.0038,0.998
956,32.52892364990689,True,271.25,405.84,0.9983,0.0584,3.35,86.53,133.47,2543.0,86.53,25.95,133.47,8.08,0.0604,0.0035,0.9982
957,32.56294972067039,True,270.48,405.94,0.9983,0.0577,3.31,86.55,133.47,2536.0,86.55,26.12,133.47,8.02,0.06,0.0035,0.9982
958,32.59697579143389,True,270.69,405.87,0.9983,0.0579,3.32,86.6,132.47,2517.0,86.6,25.97,132.47,7.85,0.0592,0.0034,0.9982
959,32.631001862197394,True,270.4,405.89,0.9983,0.0581,3.33,86.59,133.47,2533.0,86.59,26.03,133.47,7.94,0.0594,0.0035,0.9982
960,32.665027932960896,True,269.96,405.8,0.9981,0.0617,3.54,86.41,129.49,2470.0,86.41,26.04,129.49,8.11,0.0625,0.0039,0.998
961,32.6990540037244,True,270.78,405.83,0.9981,0.061,3.5,86.45,131.49,2497.0,86.45,26.01,131.49,8.13,0.0617,0.0038,0.9981
962,32.733080074487894,True,270.84,405.84,0.9981,0.0612,3.51,86.44,131.49,2496.0,86.44,26.01,131.49,8.17,0.062,0.0038,0.9981
963,32.7671061452514,True,271.8,405.88,0.9982,0.0603,3.46,86.53,129.49,2470.0,86.53,26.11,129.49,7.85,0.0605,0.0037,0.9982
964,32.8011322160149,True,272.83,405.82,0.9983,0.0583,3.34,86.5,131.48,2482.0,86.5,25.96,131.48,8.02,0.0609,0.0036,0.9981
965,32.8351582867784,True,273.23,405.83,0.9983,0.0577,3.31,86.54,130.48,2469.0,86.54,25.95,130.48,7.89,0.0603,0.0035,0.9982
966,32.8691843575419,True,273.88,405.93,0.9984,0.0557,3.19,86.61,132.46,2510.0,86.61,26.05,132.46,7.84,0.0591,0.0033,0.9982
967,32.9032104283054,True,274.25,405.87,0.9985,0.055,3.15,86.61,133.46,2514.0,86.61,25.89,133.46,7.88,0.059,0.0032,0.9983
968,32.9372364990689,True,274.34,405.86,0.9985,0.0549,3.14,86.65,133.46,2518.0,86.65,25.87,133.46,7.81,0.0584,0.0032,0.9983
969,32.971262569832405,True,274.33,405.85,0.9985,0.0545,3.13,86.66,133.46,2516.0,86.66,25.84,133.46,7.78,0.0582,0.0032,0.9983
970,33.00528864059591,True,274.39,405.77,0.9985,0.0554,3.18,86.58,133.46,2515.0,86.58,25.8,133.46,7.96,0.0595,0.0033,0.9982
971,33.0393147113594,True,274.37,405.72,0.9984,0.0564,3.23,86.74,133.47,2532.0,86.74,25.7,133.47,7.59,0.0568,0.0032,0.9984
972,33.073340782122905,True,274.66,405.65,0.9984,0.0561,3.22,86.51,132.47,2533.0,86.51,27.52,132.47,8.07,0.0608,0.0034,0.9981
973,33.10736685288641,True,275.19,405.63,0.9984,0.0562,3.22,86.08,133.46,2552.0,86.08,27.41,133.46,9.13,0.0683,0.0038,0.9977
974,33.14139292364991,True,275.3,405.62,0.9983,0.0581,3.33,86.27,133.47,2542.0,86.27,25.51,133.47,8.68,0.0649,0.0038,0.9979
975,33.175418994413405,True,275.54,405.55,0.9983,0.0584,3.35,86.28,132.48,2549.0,86.28,27.34,132.48,8.59,0.0647,0.0038,0.9979
976,33.20944506517691,True,276.34,405.54,0.9982,0.0606,3.47,86.03,132.48,2557.0,86.03,27.24,132.48,9.17,0.0691,0.0042,0.9976
977,33.24347113594041,True,275.65,405.54,0.9979,0.0646,3.7,86.45,135.56,2602.0,86.45,27.45,135.56,8.39,0.0617,0.004,0.9981
978,33.27749720670391,True,275.54,405.5,0.9978,0.0664,3.81,86.2,135.57,2610.0,86.2,27.39,135.57,8.98,0.0661,0.0044,0.9978
979,33.311523277467415,True,275.43,405.55,0.9977,0.0674,3.87,86.5,135.57,2597.0,86.5,25.52,135.57,8.28,0.0609,0.0041,0.9981
980,33.34554934823091,True,274.71,405.5,0.9976,0.0693,3.98,86.04,135.58,2603.0,86.04,27.39,135.58,9.35,0.0688,0.0048,0.9976
981,33.37957541899441,True,274.24,405.54,0.9976,0.0697,4.0,86.01,134.58,2594.0,86.01,27.53,134.58,9.38,0.0695,0.0049,0.9976
982,33.413601489757916,True,272.16,405.68,0.9971,0.0766,4.39,86.53,131.61,2562.0,86.53,26.02,131.61,7.96,0.0603,0.0046,0.9982
983,33.44762756052142,True,272.75,405.7,0.9972,0.0744,4.26,86.09,135.67,2600.0,86.09,25.81,135.67,9.24,0.0679,0.0051,0.9977
984,33.481653631284914,True,271.91,405.84,0.9972,0.0745,4.27,86.46,135.67,2594.0,86.46,26.22,135.67,8.38,0.0616,0.0046,0.9981
985,33.515679702048416,True,271.73,405.83,0.9973,0.0736,4.22,86.52,135.66,2582.0,86.52,26.06,135.66,8.24,0.0606,0.0045,0.9982
986,33.54970577281192,True,271.53,405.95,0.9973,0.0733,4.2,86.55,135.66,2567.0,86.55,26.18,135.66,8.16,0.06,0.0044,0.9982
987,33.58373184357542,True,271.19,405.92,0.9972,0.0745,4.27,86.45,136.67,2580.0,86.45,26.34,136.67,8.45,0.0617,0.0046,0.9981
988,33.617757914338924,True,271.17,405.93,0.9972,0.0749,4.3,86.46,136.67,2569.0,86.46,26.22,136.67,8.45,0.0616,0.0046,0.9981
989,33.65178398510242,True,271.69,405.86,0.9972,0.0753,4.32,86.45,135.67,2544.0,86.45,26.14,135.67,8.4,0.0618,0.0047,0.9981
990,33.68581005586592,True,270.1,405.96,0.9964,0.0853,4.89,86.75,127.73,2464.0,86.75,26.83,127.73,7.25,0.0565,0.0048,0.9984
991,33.719836126629424,True,271.01,405.81,0.9966,0.082,4.7,86.88,126.64,2408.0,86.88,26.36,126.64,6.88,0.0542,0.0045,0.9985
992,33.75386219739293,True,272.68,405.82,0.9969,0.0791,4.54,87.14,126.63,2402.0,87.14,26.23,126.63,6.33,0.0498,0.004,0.9988
993,33.78788826815642,True,274.05,405.77,0.9971,0.0767,4.4,86.5,127.62,2419.0,86.5,26.07,127.62,7.8,0.061,0.0047,0.9981
994,33.821914338919925,True,275.03,405.75,0.9971,0.0759,4.35,86.55,127.62,2424.0,86.55,26.03,127.62,7.68,0.06,0.0046,0.9982
995,33.85594040968343,True,275.87,405.67,0.997,0.0769,4.41,86.65,127.62,2426.0,86.65,25.91,127.62,7.45,0.0582,0.0045,0.9983
996,33.88996648044693,True,276.25,405.67,0.9971,0.0764,4.38,86.65,128.62,2446.0,86.65,25.84,128.62,7.53,0.0583,0.0045,0.9983
997,33.92399255121043,True,276.55,405.69,0.9971,0.0755,4.33,86.74,127.62,2434.0,86.74,25.82,127.62,7.27,0.0568,0.0043,0.9984
998,33.95801862197393,True,275.86,405.74,0.9969,0.0789,4.52,86.49,127.63,2448.0,86.49,26.06,127.63,7.82,0.061,0.0048,0.9981
999,33.99204469273743,True,274.29,405.88,0.9969,0.0789,4.53,87.13,125.64,2406.0,87.13,26.42,125.64,6.3,0.05,0.004,0.9987
1000,34.02607076350093,True,272.61,405.95,0.9965,0.0838,4.81,86.8,123.66,2375.0,86.8,26.71,123.66,6.9,0.0556,0.0047,0.9984
1001,34.060096834264435,True,271.6,405.94,0.9963,0.0856,4.91,86.81,121.67,2327.0,86.81,26.54,121.67,6.76,0.0554,0.0048,0.9985
1002,34.09412290502793,True,270.32,406.03,0.9961,0.0878,5.04,86.78,120.77,2314.0,86.78,26.79,120.77,6.79,0.056,0.0049,0.9984
1003,34.12814897579143,True,269.61,406.02,0.9962,0.0872,5.0,86.97,119.68,2284.0,86.97,26.88,119.68,6.33,0.0527,0.0046,0.9986
1004,34.162175046554935,True,269.23,406.09,0.9963,0.0858,4.92,87.55,119.68,2265.0,87.55,24.91,119.68,5.13,0.0427,0.0037,0.9991
1005,34.19620111731844,True,268.85,406.05,0.9963,0.0857,4.92,87.5,120.67,2265.0,87.5,24.89,120.67,5.27,0.0435,0.0037,0.999
1006,34.23022718808194,True,268.84,406.08,0.9963,0.086,4.93,87.47,120.67,2270.0,87.47,24.96,120.67,5.32,0.0439,0.0038,0.999
1007,34.264253258845436,True,269.14,406.02,0.9961,0.0886,5.08,87.48,120.68,2268.0,87.48,26.8,120.68,5.3,0.0437,0.0039,0.999
1008,34.29827932960894,True,271.0,406.07,0.9969,0.0789,4.53,87.23,123.64,2308.0,87.23,26.68,123.64,5.97,0.0481,0.0038,0.9988
1009,34.33230540037244,True,272.78,406.08,0.9971,0.0761,4.36,88.31,126.62,2322.0,88.31,24.74,126.62,3.74,0.0294,0.0022,0.9996
1010,34.36633147113594,True,274.6,405.92,0.9974,0.0718,4.12,87.59,130.6,2379.0,87.59,26.26,130.6,5.5,0.042,0.003,0.9991
1011,34.400357541899446,True,276.69,405.98,0.9978,0.0663,3.8,87.72,133.57,2429.0,87.72,26.2,133.57,5.32,0.0397,0.0026,0.9992
1012,34.43438361266294,True,277.41,405.82,0.9977,0.067,3.84,87.63,136.57,2461.0,87.63,25.93,136.57,5.66,0.0413,0.0028,0.9991
1013,34.468409683426444,True,278.07,405.72,0.9978,0.0667,3.82,87.22,136.56,2474.0,87.22,25.78,136.56,6.62,0.0484,0.0032,0.9988
1014,34.502435754189946,True,278.85,405.66,0.9979,0.0645,3.7,87.33,134.56,2430.0,87.33,25.67,134.56,6.26,0.0464,0.003,0.9989
1015,34.53646182495345,True,275.72,405.64,0.9967,0.0813,4.66,87.18,125.64,2343.0,87.18,26.21,125.64,6.18,0.049,0.004,0.9988
1016,34.570487895716944,True,275.52,405.62,0.9968,0.0794,4.55,87.29,125.64,2345.0,87.29,26.04,125.64,5.95,0.0472,0.0038,0.9989
1017,34.60451396648045,True,274.4,405.64,0.9968,0.0797,4.57,87.21,125.56,2343.0,87.21,26.09,125.56,6.12,0.0486,0.0039,0.9988
1018,34.63854003724395,True,273.34,405.65,0.9969,0.0791,4.54,87.0,125.56,2347.0,87.0,26.11,125.56,6.56,0.0521,0.0041,0.9986
1019,34.67256610800745,True,271.8,405.74,0.997,0.0772,4.43,87.43,127.55,2359.0,87.43,26.36,127.55,5.73,0.0448,0.0035,0.999
1020,34.706592178770954,True,271.04,405.74,0.997,0.0778,4.46,85.95,127.63,2363.0,85.95,26.33,127.63,9.0,0.0703,0.0055,0.9975
1021,34.74061824953445,True,269.5,405.72,0.9973,0.0735,4.21,87.37,127.54,2365.0,87.37,26.17,127.54,5.85,0.0458,0.0034,0.9989
1022,34.77464432029795,True,269.96,405.94,0.998,0.0629,3.61,87.15,124.45,2339.0,87.15,26.33,124.45,6.19,0.0496,0.0031,0.9988
1023,34.808670391061455,True,269.51,405.84,0.9983,0.0589,3.38,86.62,126.43,2355.0,86.62,26.04,126.43,7.46,0.0589,0.0035,0.9983
1024,34.84269646182496,True,268.39,405.82,0.9982,0.0603,3.46,87.24,129.43,2403.0,87.24,26.14,129.43,6.23,0.0481,0.0029,0.9988
1025,34.87672253258845,True,269.14,405.76,0.9986,0.053,3.04,86.99,133.4,2452.0,86.99,25.9,133.4,7.01,0.0525,0.0028,0.9986
1026,34.910748603351955,True,269.47,405.66,0.9988,0.0494,2.83,87.09,136.38,2489.0,87.09,25.55,136.38,6.92,0.0507,0.0025,0.9987
1027,34.94477467411546,True,269.52,405.65,0.9988,0.0486,2.79,87.16,136.37,2492.0,87.16,25.52,136.37,6.76,0.0495,0.0024,0.9988
1028,34.97880074487896,True,268.07,405.51,0.9984,0.0567,3.25,87.51,131.41,2456.0,87.51,25.54,131.41,5.71,0.0434,0.0025,0.9991
1029,35.01282681564246,True,270.52,405.3,0.999,0.0455,2.61,87.08,134.32,2490.0,87.08,26.89,134.32,6.83,0.0508,0.0023,0.9987
1030,35.04685288640596,True,272.11,405.27,0.9991,0.0415,2.38,87.14,136.3,2517.0,87.14,26.76,136.3,6.79,0.0498,0.0021,0.9988
1031,35.08087895716946,True,273.38,405.09,0.9992,0.0394,2.26,87.31,136.29,2517.0,87.31,26.37,136.29,6.4,0.0469,0.0019,0.9989
1032,35.11490502793296,True,274.47,405.06,0.9992,0.0395,2.26,87.32,136.29,2513.0,87.32,26.31,136.29,6.37,0.0467,0.0018,0.9989
1033,35.148931098696465,True,274.39,405.08,0.9991,0.0427,2.45,87.82,135.3,2497.0,87.82,26.45,135.3,5.15,0.038,0.0016,0.9993
1034,35.18295716945996,True,275.86,405.28,0.9993,0.0384,2.2,87.75,137.28,2518.0,87.75,24.78,137.28,5.39,0.0392,0.0015,0.9992
1035,35.21698324022346,True,277.58,405.61,0.9996,0.0278,1.59,87.26,132.2,2442.0,87.26,25.29,132.2,6.32,0.0478,0.0013,0.9989
1036,35.251009310986966,True,277.5,405.7,0.9996,0.0271,1.55,87.3,132.2,2445.0,87.3,25.47,132.2,6.23,0.0471,0.0013,0.9989
1037,35.28503538175047,True,275.42,405.81,0.9995,0.0326,1.87,87.56,135.22,2477.0,87.56,25.77,135.22,5.76,0.0426,0.0014,0.9991
1038,35.31906145251397,True,273.37,405.85,0.9994,0.0348,1.99,87.49,136.23,2469.0,87.49,25.87,136.23,5.96,0.0437,0.0015,0.999
1039,35.353087523277466,True,271.65,406.0,0.9995,0.033,1.89,88.01,136.22,2447.0,88.01,24.21,136.22,4.73,0.0347,0.0011,0.9994
1040,35.38711359404097,True,270.51,405.9,0.9995,0.0315,1.8,87.74,136.22,2452.0,87.74,25.95,136.22,5.37,0.0394,0.0012,0.9992
1041,35.42113966480447,True,268.29,405.83,0.9995,0.0314,1.8,87.81,135.22,2429.0,87.81,25.82,135.22,5.17,0.0382,0.0012,0.9993
1042,35.455165735567974,True,264.85,405.84,0.9992,0.0402,2.3,87.73,130.26,2369.0,87.73,26.07,130.26,5.16,0.0396,0.0016,0.9992
1043,35.48919180633147,True,263.02,405.83,0.9991,0.0423,2.42,87.68,127.27,2347.0,87.68,26.15,127.27,5.15,0.0404,0.0017,0.9992
1044,35.52321787709497,True,264.65,405.59,0.9997,0.0239,1.37,88.08,136.15,2450.0,88.08,25.34,136.15,4.56,0.0335,0.0008,0.9994
1045,35.557243947858474,True,264.55,405.44,0.9998,0.022,1.26,87.41,136.14,2464.0,87.41,26.98,136.14,6.15,0.0451,0.001,0.999
1046,35.59127001862198,True,262.52,405.2,0.9995,0.0324,1.86,87.38,130.19,2411.0,87.38,26.68,130.19,5.95,0.0457,0.0015,0.999
1047,35.62529608938548,True,263.19,405.16,0.9995,0.032,1.83,87.4,129.19,2400.0,87.4,26.61,129.19,5.86,0.0454,0.0015,0.999
1048,35.659322160148974,True,266.15,404.92,0.9998,0.0203,1.16,88.08,135.11,2452.0,88.08,26.0,135.11,4.54,0.0336,0.0007,0.9994
1049,35.69334823091248,True,270.75,405.36,1.0,0.0037,0.21,88.24,127.02,2365.0,88.24,26.71,127.02,3.91,0.0308,0.0001,0.9995
1050,35.72737430167598,True,272.2,405.35,1.0,0.0032,0.18,88.3,130.02,2408.0,88.3,26.7,130.02,3.86,0.0297,0.0001,0.9996
1051,35.76140037243948,True,273.92,405.38,1.0,0.0016,0.09,88.3,131.01,2401.0,88.3,26.76,131.01,3.89,0.0297,0.0,0.9996
1052,35.79542644320298,True,274.51,405.36,1.0,0.0027,0.15,88.29,132.02,2417.0,88.29,26.72,132.02,3.94,0.0298,0.0001,0.9996
1053,35.82945251396648,True,272.29,405.8,0.9997,0.0249,1.43,88.35,121.14,2294.0,88.35,27.83,121.14,3.49,0.0288,0.0007,0.9996
1054,35.86347858472998,True,272.34,405.82,0.9996,0.0278,1.59,87.81,126.15,2333.0,87.81,25.95,126.15,4.82,0.0382,0.0011,0.9993
1055,35.897504655493485,True,272.31,406.01,0.9996,0.0267,1.53,87.52,130.14,2364.0,87.52,26.27,130.14,5.63,0.0432,0.0012,0.9991
1056,35.93153072625699,True,275.47,406.32,1.0,0.0022,0.13,88.22,126.01,2311.0,88.22,26.65,126.01,3.9,0.031,0.0001,0.9995
1057,35.96555679702048,True,273.31,406.35,1.0,0.0053,0.3,88.05,127.03,2336.0,88.05,26.73,127.03,4.33,0.0341,0.0002,0.9994
1058,35.999582867783985,True,272.98,406.49,1.0,0.0018,0.1,88.23,127.01,2352.0,88.23,26.99,127.01,3.91,0.0308,0.0001,0.9995
1059,36.03360893854749,True,270.6,406.41,1.0,0.0035,0.2,88.14,126.02,2331.0,88.14,26.84,126.02,4.09,0.0325,0.0001,0.9995
1060,36.06763500931099,True,266.69,406.35,1.0,0.0084,0.48,87.73,123.05,2293.0,87.73,26.74,123.05,4.88,0.0396,0.0003,0.9992
1061,36.101661080074486,True,264.69,406.23,1.0,0.0088,0.5,87.54,120.05,2253.0,87.54,26.52,120.05,5.15,0.0429,0.0004,0.9991
1062,36.13568715083799,True,263.28,406.2,1.0,0.0074,0.42,87.87,118.04,2240.0,87.87,26.45,118.04,4.38,0.0371,0.0003,0.9993
1063,36.16971322160149,True,265.13,405.96,0.9999,-0.0101,-0.58,88.31,127.04,2347.0,88.31,26.05,127.04,3.75,0.0295,-0.0003,0.9996
1064,36.20373929236499,True,262.55,405.71,1.0,0.0037,0.21,87.31,123.02,2324.0,87.31,27.43,123.02,5.78,0.047,0.0002,0.9989
1065,36.237765363128496,True,262.29,405.81,1.0,0.006,0.34,87.1,120.03,2300.0,87.1,27.66,120.03,6.07,0.0506,0.0003,0.9987
1066,36.27179143389199,True,262.07,405.79,1.0,0.0072,0.41,86.79,119.03,2297.0,86.79,27.64,119.03,6.66,0.056,0.0004,0.9984
1067,36.305817504655494,True,263.16,405.58,1.0,0.0043,0.25,86.59,120.02,2329.0,86.59,27.18,120.02,7.13,0.0594,0.0003,0.9982
1068,36.339843575418996,True,268.02,405.22,1.0,-0.0093,-0.53,87.71,132.05,2478.0,87.71,26.51,132.05,5.28,0.0399,-0.0004,0.9992
1069,36.3738696461825,True,269.35,405.27,1.0,-0.0057,-0.33,87.71,134.03,2516.0,87.71,26.57,134.03,5.35,0.0399,-0.0002,0.9992
1070,36.407895716945994,True,270.86,405.29,1.0,-0.0022,-0.13,87.67,134.01,2522.0,87.67,26.6,134.01,5.45,0.0406,-0.0001,0.9992
1071,36.4419217877095,True,273.11,405.29,1.0,-0.0034,-0.2,87.69,135.02,2559.0,87.69,26.6,135.02,5.43,0.0402,-0.0001,0.9992
1072,36.475947858473,True,273.87,405.37,1.0,-0.0012,-0.07,87.58,132.01,2526.0,87.58,26.74,132.01,5.57,0.0422,-0.0001,0.9991
1073,36.5099739292365,True,274.65,405.41,1.0,0.0003,0.02,87.56,133.0,2557.0,87.56,26.82,133.0,5.65,0.0425,0.0,0.9991
1074,36.544000000000004,True,275.44,405.36,1.0,-0.0002,-0.01,87.36,135.0,2597.0,87.36,26.72,135.0,6.22,0.046,-0.0,0.9989
1075,36.5780260707635,True,274.85,405.19,1.0,0.0006,0.04,87.0,135.0,2650.0,87.0,28.39,135.0,7.07,0.0523,0.0,0.9986
