t,state,f_hz,x_mm,y_mm,z_mm,mag,az,armed,spin,lost,i_a,i_b,i_c,i_d
1.7069,,0.0,-1.106,0.354,147.105,,,0,,0,0.0,0.0,0.0,0.0
1.7527,,0.0,-1.071,0.409,147.044,,,0,,0,0.0,0.0,0.0,0.0
1.8437,,0.0,-1.109,0.365,147.038,,,0,,0,0.0,0.0,0.0,0.0
1.9219,,0.0,-1.107,0.371,147.084,,,0,,0,0.0,0.0,0.0,0.0
1.9704,,0.0,-1.114,0.101,147.107,,,0,,0,0.0,0.0,0.0,0.0
2.0147,,0.0,-1.019,0.377,147.157,,,0,,0,0.0,0.0,0.0,0.0
2.0579,,0.0,-1.088,0.366,146.995,,,0,,0,0.0,0.0,0.0,0.0
2.1038,,0.0,-1.125,0.380,147.093,,,0,,0,0.0,0.0,0.0,0.0
2.1386,,0.0,-1.111,0.365,147.104,,,0,,0,0.0,0.0,0.0,0.0
2.1817,,0.0,-1.103,0.376,147.046,,,0,,0,0.0,0.0,0.0,0.0
2.2249,,0.0,-1.113,0.380,147.076,,,0,,0,0.0,0.0,0.0,0.0
2.2682,,0.0,-1.118,0.357,147.109,,,0,,0,0.0,0.0,0.0,0.0
2.3166,,0.0,0.060,-0.026,0.192,,,0,,0,0.0,0.0,0.0,0.0
2.3605,,0.0,0.020,0.002,-0.039,,,0,,0,0.0,0.0,0.0,0.0
2.4100,,0.0,-0.016,0.012,-0.023,,,0,,0,0.0,0.0,0.0,0.0
2.4521,1,2.0,-0.026,-0.058,0.051,,,0,stopped,0,0.0,0.0,0.0,0.0
2.4936,1,2.0,-0.002,0.133,-0.002,,,0,stopped,0,0.0,0.0,0.0,0.0
2.5280,1,2.0,0.031,-0.000,-0.081,,,0,stopped,0,0.0,0.0,0.0,0.0
2.5744,1,2.0,0.095,-0.013,0.094,,,0,stopped,0,0.0,0.0,0.0,0.0
2.6178,1,2.0,0.143,-0.016,0.025,,,0,stopped,0,0.0,0.0,0.0,0.0
2.6649,1,2.0,0.054,-0.016,0.125,,,0,stopped,0,0.0,0.0,0.0,0.0
2.7078,1,2.0,0.072,0.004,0.113,,,0,stopped,0,0.0,0.0,0.0,0.0
2.7500,1,2.0,0.080,-0.066,0.081,,,0,turning,0,0.0,0.0,0.0,0.0
2.7897,1,2.0,-0.090,-0.114,0.019,,,0,turning,0,0.0,0.0,0.0,0.0
2.8260,1,2.0,0.035,-0.107,-0.081,,,0,turning,0,0.0,0.0,0.0,0.0
2.8726,1,2.1,-0.043,-0.174,-0.047,,,0,turning,0,0.16,0.17,0.01,0.01
2.9126,1,2.1,0.065,-0.090,-0.026,,,0,turning,0,0.16,0.17,0.01,0.01
2.9634,1,2.1,0.137,0.161,0.024,,,0,turning,0,0.16,0.17,0.01,0.01
2.9991,1,2.1,-0.025,-0.006,0.009,,,0,turning,0,0.16,0.17,0.01,0.01
3.0498,1,2.1,-0.034,0.165,0.023,,,0,turning,0,0.16,0.17,0.01,0.01
3.0903,1,2.1,0.074,-0.029,-0.088,,,0,turning,0,0.16,0.17,0.01,0.01
3.1319,1,2.1,0.044,-0.033,-0.105,,,0,turning,0,0.16,0.17,0.01,0.01
3.1803,1,2.1,-0.058,-0.045,0.020,,,0,turning,0,0.16,0.17,0.01,0.01
3.2272,1,2.1,-0.068,-0.001,0.064,,,0,turning,0,0.16,0.17,0.01,0.01
3.2729,1,2.1,0.203,-0.161,0.104,,,0,turning,0,0.16,0.17,0.01,0.01
3.3221,1,2.1,0.054,-0.047,0.000,,,0,turning,0,0.16,0.17,0.01,0.01
3.3674,1,3.0,0.177,-0.018,-0.115,,,0,turning,0,0.04,0.04,0.25,0.22
3.4182,1,3.0,0.002,0.035,0.028,,,0,turning,0,0.04,0.04,0.25,0.22
3.4552,1,3.0,-0.051,-0.063,-0.008,,,0,turning,0,0.04,0.04,0.25,0.22
3.4934,1,3.0,0.029,-0.081,-0.071,,,0,turning,0,0.04,0.04,0.25,0.22
3.5375,1,3.0,0.231,-0.073,-0.061,,,0,turning,0,0.04,0.04,0.25,0.22
3.6169,1,3.0,0.178,-0.222,0.201,,,0,turning,0,0.04,0.04,0.25,0.22
3.6692,1,3.0,0.071,-0.167,-0.016,,,0,turning,0,0.04,0.04,0.25,0.22
3.7061,1,3.0,0.050,-0.095,-0.030,,,0,turning,0,0.04,0.04,0.25,0.22
3.7475,1,3.0,0.316,-0.011,0.098,,,0,turning,0,0.04,0.04,0.25,0.22
3.7843,1,3.0,-0.028,-0.101,0.060,,,0,turning,0,0.04,0.04,0.25,0.22
3.8333,1,4.5,-0.021,-0.196,-0.042,,,0,turning,0,0.2,0.2,0.06,0.05
3.8745,1,4.5,0.053,-0.053,-0.013,,,0,turning,0,0.2,0.2,0.06,0.05
3.9192,1,4.5,0.150,0.223,-0.120,,,0,turning,0,0.2,0.2,0.06,0.05
3.9599,1,4.5,0.228,0.037,0.084,,,0,turning,0,0.2,0.2,0.06,0.05
4.0189,1,4.5,-0.018,0.165,0.064,,,0,turning,0,0.2,0.2,0.06,0.05
4.0633,1,4.5,-0.043,-0.234,0.012,,,0,turning,0,0.2,0.2,0.06,0.05
4.0985,1,4.5,0.155,-0.086,-0.160,,,0,turning,0,0.2,0.2,0.06,0.05
4.1442,1,4.5,0.063,-0.018,0.044,,,0,turning,0,0.2,0.2,0.06,0.05
4.1872,1,4.5,0.071,-0.048,-0.078,,,0,turning,0,0.2,0.2,0.06,0.05
4.2309,1,4.5,0.127,-0.036,-0.146,,,0,turning,0,0.2,0.2,0.06,0.05
4.2726,1,4.5,0.052,-0.145,0.041,,,0,turning,0,0.2,0.2,0.06,0.05
4.3170,1,4.5,0.246,-0.072,0.082,,,0,turning,0,0.2,0.2,0.06,0.05
4.3684,1,5.6,0.072,-0.118,0.019,,,0,turning,0,0.2,0.2,0.09,0.08
4.4208,1,5.6,0.017,-0.145,-0.015,,,0,turning,0,0.2,0.2,0.09,0.08
4.4674,1,5.6,0.036,-0.068,0.015,,,0,turning,0,0.2,0.2,0.09,0.08
4.5492,1,5.6,0.023,0.025,-0.002,,,0,turning,0,0.2,0.2,0.09,0.08
4.5937,1,5.6,0.109,-0.094,-0.213,,,0,turning,0,0.2,0.2,0.09,0.08
4.6328,1,5.6,0.065,-0.124,0.030,,,0,turning,0,0.2,0.2,0.09,0.08
4.6889,1,5.6,0.029,0.086,0.004,,,0,turning,0,0.2,0.2,0.09,0.08
4.7388,1,5.6,-0.035,-0.124,0.033,,,0,turning,0,0.2,0.2,0.09,0.08
4.7811,1,5.6,0.125,-0.112,0.036,,,0,turning,0,0.2,0.2,0.09,0.08
4.8249,1,5.6,0.089,0.003,-0.038,,,0,turning,0,0.2,0.2,0.09,0.08
4.8724,1,6.0,0.018,-0.095,-0.049,,,0,turning,0,0.27,0.27,0.12,0.12
4.9188,1,6.0,0.077,-0.096,0.108,,,0,turning,0,0.27,0.27,0.12,0.12
4.9682,1,6.0,0.052,-0.167,-0.020,,,0,turning,0,0.27,0.27,0.12,0.12
5.0100,1,6.0,0.356,0.013,-0.039,,,0,turning,0,0.27,0.27,0.12,0.12
5.0526,1,6.0,-0.009,-0.074,0.064,,,0,turning,0,0.27,0.27,0.12,0.12
5.0906,1,6.0,0.151,-0.169,0.135,,,0,turning,0,0.27,0.27,0.12,0.12
5.1354,1,6.0,0.104,-0.099,0.056,,,0,turning,0,0.27,0.27,0.12,0.12
5.1791,1,6.0,-0.030,-0.059,-0.018,,,0,turning,0,0.27,0.27,0.12,0.12
5.2202,1,6.0,0.048,-0.101,-0.014,,,0,turning,0,0.27,0.27,0.12,0.12
5.2637,1,6.0,0.052,-0.012,-0.041,,,0,turning,0,0.27,0.27,0.12,0.12
5.2981,1,6.0,0.140,-0.119,-0.081,,,0,turning,0,0.27,0.27,0.12,0.12
5.3440,1,13.2,0.060,-0.039,0.044,,,0,turning,0,0.26,0.25,0.39,0.37
5.3886,1,13.2,0.244,-0.056,-0.055,,,0,turning,0,0.26,0.25,0.39,0.37
5.4284,1,13.2,-0.002,-0.034,0.049,,,0,turning,0,0.26,0.25,0.39,0.37
5.4773,1,13.2,0.156,-0.185,0.164,,,0,turning,0,0.26,0.25,0.39,0.37
5.5206,1,13.2,0.046,-0.025,0.110,,,0,turning,0,0.26,0.25,0.39,0.37
5.5633,1,13.2,-0.043,-0.126,0.103,,,0,turning,0,0.26,0.25,0.39,0.37
5.6069,1,13.2,0.225,-0.058,0.133,,,0,turning,0,0.26,0.25,0.39,0.37
5.6495,1,13.2,0.182,0.138,-0.048,,,0,turning,0,0.26,0.25,0.39,0.37
5.6899,1,13.2,0.306,-0.078,-0.070,,,0,turning,0,0.26,0.25,0.39,0.37
5.7326,1,13.2,0.091,-0.063,-0.067,,,0,turning,0,0.26,0.25,0.39,0.37
5.7805,1,13.2,0.164,-0.053,0.053,,,0,turning,0,0.26,0.25,0.39,0.37
5.8304,1,22.1,0.078,-0.064,0.041,,,0,turning,0,0.72,0.67,0.58,0.55
