t,state,f_hz,x_mm,y_mm,z_mm,mag,az,armed,spin,lost,i_a,i_b,i_c,i_d
1.4841,,0.0,-1.181,0.406,147.038,,,0,,0,0.0,0.0,0.0,0.0
1.5264,,0.0,-1.182,0.366,147.111,,,0,,0,0.0,0.0,0.0,0.0
1.6106,,0.0,-1.152,0.410,147.014,,,0,,0,0.0,0.0,0.0,0.0
1.6968,,0.0,-1.010,0.411,147.047,,,0,,0,0.0,0.0,0.0,0.0
1.7540,,0.0,-1.086,0.356,147.030,,,0,,0,0.0,0.0,0.0,0.0
1.7957,,0.0,-1.165,0.427,147.222,,,0,,0,0.0,0.0,0.0,0.0
1.8362,,0.0,-1.171,0.349,147.070,,,0,,0,0.0,0.0,0.0,0.0
1.8777,,0.0,-1.171,0.425,147.047,,,0,,0,0.0,0.0,0.0,0.0
1.9220,,0.0,-1.168,0.415,147.184,,,0,,0,0.0,0.0,0.0,0.0
1.9601,,0.0,-1.181,0.416,147.202,,,0,,0,0.0,0.0,0.0,0.0
2.0029,,0.0,-1.122,0.400,147.014,,,0,,0,0.0,0.0,0.0,0.0
2.0470,,0.0,-1.168,0.429,147.019,,,0,,0,0.0,0.0,0.0,0.0
2.0941,,0.0,-0.036,0.003,-0.009,,,0,,0,0.0,0.0,0.0,0.0
2.1354,,0.0,0.053,0.007,-0.091,,,0,,0,0.0,0.0,0.0,0.0
2.1835,,0.0,0.051,-0.007,0.113,,,0,,0,0.0,0.0,0.0,0.0
2.2292,1,2.0,-0.032,-0.029,0.009,,,0,stopped,0,0.0,0.0,0.0,0.0
2.2731,1,2.0,0.049,-0.005,-0.075,,,0,stopped,0,0.0,0.0,0.0,0.0
2.3163,1,2.0,-0.039,-0.044,0.049,,,0,stopped,0,0.0,0.0,0.0,0.0
2.3739,1,2.0,-0.035,0.270,0.068,,,0,stopped,0,0.27,0.25,0.01,0.0
2.4143,1,2.0,0.110,-0.024,0.154,,,0,stopped,0,0.27,0.25,0.01,0.0
2.4583,1,2.0,0.020,0.005,0.039,,,0,stopped,0,0.27,0.25,0.01,0.0
2.5083,1,2.0,0.041,0.056,0.045,,,0,stopped,0,0.27,0.25,0.01,0.0
2.5540,1,2.0,0.015,0.060,0.036,,,0,stopped,0,0.27,0.25,0.01,0.0
2.5923,1,2.0,0.027,0.044,-0.021,,,0,stopped,0,0.27,0.25,0.01,0.0
2.6364,1,2.0,0.048,-0.014,0.071,,,0,turning,0,0.27,0.25,0.01,0.0
2.6778,1,2.0,0.077,0.017,-0.123,,,0,turning,0,0.27,0.25,0.01,0.0
2.7192,1,2.0,-0.030,-0.028,0.003,,,0,turning,0,0.27,0.25,0.01,0.0
2.7540,1,2.0,-0.016,-0.035,0.013,,,0,turning,0,0.27,0.25,0.01,0.0
2.8011,1,2.0,-0.026,-0.010,0.023,,,0,turning,0,0.27,0.25,0.01,0.0
2.8424,1,2.4,0.088,0.013,-0.084,,,0,turning,0,0.16,0.16,0.02,0.02
2.8823,1,2.4,-0.002,0.025,0.038,,,0,turning,0,0.16,0.16,0.02,0.02
2.9272,1,2.4,0.264,0.067,0.121,,,0,turning,0,0.16,0.16,0.02,0.02
2.9916,1,2.4,0.012,0.062,-0.002,,,0,turning,0,0.16,0.16,0.02,0.02
