# ramp: 2->210Hz/30s/EASE/k2
# trim: resultant weak direction 0 deg (coil A), strength 0.00 (off)
t,state,f_hz,x_mm,y_mm,z_mm,tilt_deg,tilt_az_deg,acc_tilt_x,acc_tilt_y,cmd_tilt_x,cmd_tilt_y,mag,az,armed,spin,lost,i_a,i_b,i_c,i_d
0.0000,2,,10.000,0.000,10.000,,,,,0.0000,0.0000,,,0,,0,,,,
1.4833,2,,9.999,0.000,10.000,,,,,0.0000,0.0000,,,0,,0,,,,
1.4857,2,,9.997,0.000,10.000,,,,,0.0000,0.0000,,,0,,0,,,,
1.4875,2,,9.994,0.000,10.000,,,,,0.0000,0.0000,,,0,,0,,,,
1.4896,2,,9.990,0.000,10.000,,,,,0.0000,0.0000,,,0,,0,,,,
1.4915,2,,9.984,0.000,10.000,,,,,0.0000,0.0000,,,0,,0,,,,
1.4936,2,,9.977,0.000,9.999,,,,,0.0000,0.0000,,,0,,0,,,,
1.4956,2,,9.968,0.000,9.998,,,,,0.0000,0.0000,,,0,,0,,,,
1.4976,2,,9.959,0.000,9.997,,,,,0.0000,0.0000,,,0,,0,,,,
1.4996,2,,9.948,0.000,9.994,,,,,0.0000,0.0000,,,0,,0,,,,
1.5015,2,,9.935,0.000,9.991,,,,,0.0000,0.0000,,,0,,0,,,,
1.5036,2,,9.922,0.000,9.987,,,,,0.0000,0.0000,,,0,,0,,,,
1.5056,2,,9.907,0.000,9.982,,,,,0.0000,0.0000,,,0,,0,,,,
1.5077,2,,9.891,0.000,9.975,,,,,0.0000,0.0000,,,0,,0,,,,
1.5096,2,,9.874,0.000,9.968,,,,,0.0000,0.0000,,,0,,0,,,,
1.5114,2,,9.856,0.000,9.959,,,,,0.0000,0.0000,,,0,,0,,,,
1.5136,2,,9.836,0.000,9.948,,,,,0.0000,0.0000,,,0,,0,,,,
1.5156,2,,9.816,0.000,9.937,,,,,0.0000,0.0000,,,0,,0,,,,
1.5176,2,,9.794,0.000,9.924,,,,,0.0000,0.0000,,,0,,0,,,,
1.5196,2,,9.771,0.000,9.910,,,,,0.0000,0.0000,,,0,,0,,,,
1.5216,2,,9.747,0.000,9.895,,,,,0.0000,0.0000,,,0,,0,,,,
1.5235,2,,9.722,0.000,9.880,,,,,0.0000,0.0000,,,0,,0,,,,
1.5256,2,,9.695,0.000,9.863,,,,,0.0000,0.0000,,,0,,0,,,,
1.5275,2,,9.668,0.000,9.846,,,,,0.0000,0.0000,,,0,,0,,,,
1.5296,2,,9.639,0.000,9.829,,,,,0.0000,0.0000,,,0,,0,,,,
1.5316,2,,9.610,0.000,9.812,,,,,0.0000,0.0000,,,0,,0,,,,
1.5336,2,,9.579,0.000,9.794,,,,,0.0000,0.0000,,,0,,0,,,,
1.5356,2,,9.548,0.000,9.777,,,,,0.0000,0.0000,,,0,,0,,,,
1.5376,2,,9.515,0.000,9.759,,,,,0.0000,0.0000,,,0,,0,,,,
1.5396,2,,9.482,0.000,9.742,,,,,0.0000,0.0000,,,0,,0,,,,
1.5416,2,,9.448,0.000,9.724,,,,,0.0000,0.0000,,,0,,0,,,,
1.5436,2,,9.412,0.000,9.706,,,,,0.0000,0.0000,,,0,,0,,,,
1.5456,2,,9.376,0.000,9.688,,,,,0.0000,0.0000,,,0,,0,,,,
1.5476,2,,9.339,0.000,9.670,,,,,0.0000,0.0000,,,0,,0,,,,
1.5496,2,,9.301,0.000,9.652,,,,,0.0000,0.0000,,,0,,0,,,,
1.5516,2,,9.262,0.000,9.632,,,,,0.0000,0.0000,,,0,,0,,,,
1.5536,2,,9.223,0.000,9.613,,,,,0.0000,0.0000,,,0,,0,,,,
1.5556,2,,9.182,0.000,9.592,,,,,0.0000,0.0000,,,0,,0,,,,
1.5576,2,,9.141,0.000,9.571,,,,,0.0000,0.0000,,,0,,0,,,,
1.5596,2,,9.099,0.000,9.548,,,,,0.0000,0.0000,,,0,,0,,,,
1.5616,2,,9.056,0.000,9.525,,,,,0.0000,0.0000,,,0,,0,,,,
1.5636,2,,9.013,0.000,9.500,,,,,0.0000,0.0000,,,0,,0,,,,
1.5656,2,,8.969,0.000,9.475,,,,,0.0000,0.0000,,,0,,0,,,,
1.5676,2,,8.924,0.000,9.448,,,,,0.0000,0.0000,,,0,,0,,,,
1.5696,2,,8.879,0.000,9.421,,,,,0.0000,0.0000,,,0,,0,,,,
1.5716,2,,8.833,0.000,9.392,,,,,0.0000,0.0000,,,0,,0,,,,
1.5736,2,,8.786,0.000,9.363,,,,,0.0000,0.0000,,,0,,0,,,,
1.5756,2,,8.739,0.000,9.334,,,,,0.0000,0.0000,,,0,,0,,,,
1.5776,2,,8.691,0.000,9.304,,,,,0.0000,0.0000,,,0,,0,,,,
1.5796,2,,8.642,0.000,9.273,,,,,0.0000,0.0000,,,0,,0,,,,
1.5816,2,,8.593,0.000,9.242,,,,,0.0000,0.0000,,,0,,0,,,,
1.5836,2,,8.544,0.000,9.211,,,,,0.0000,0.0000,,,0,,0,,,,
1.5856,2,,8.494,0.000,9.180,,,,,0.0000,0.0000,,,0,,0,,,,
1.5876,2,,8.443,0.000,9.150,,,,,0.0000,0.0000,,,0,,0,,,,
1.5896,2,,8.392,0.000,9.119,,,,,0.0000,0.0000,,,0,,0,,,,
1.5916,2,,8.341,0.000,9.088,,,,,0.0000,0.0000,,,0,,0,,,,
1.5936,2,,8.289,0.000,9.058,,,,,0.0000,0.0000,,,0,,0,,,,
1.5956,2,,8.237,0.000,9.027,,,,,0.0000,0.0000,,,0,,0,,,,
1.5976,2,,8.184,0.000,8.997,,,,,0.0000,0.0000,,,0,,0,,,,
1.5996,2,,8.131,0.000,8.966,,,,,0.0000,0.0000,,,0,,0,,,,
1.6016,2,,8.078,0.000,8.935,,,,,0.0000,0.0000,,,0,,0,,,,
1.6036,2,,8.024,0.000,8.904,,,,,0.0000,0.0000,,,0,,0,,,,
1.6056,2,,7.970,0.000,8.873,,,,,0.0000,0.0000,,,0,,0,,,,
1.6076,2,,7.916,0.000,8.840,,,,,0.0000,0.0000,,,0,,0,,,,
1.6096,2,,7.861,0.000,8.808,,,,,0.0000,0.0000,,,0,,0,,,,
1.6116,2,,7.806,0.000,8.774,,,,,0.0000,0.0000,,,0,,0,,,,
1.6136,2,,7.751,0.000,8.740,,,,,0.0000,0.0000,,,0,,0,,,,
1.6156,2,,7.696,0.000,8.705,,,,,0.0000,0.0000,,,0,,0,,,,
1.6175,2,,7.640,0.000,8.670,,,,,0.0000,0.0000,,,0,,0,,,,
1.6196,2,,7.584,0.000,8.633,,,,,0.0000,0.0000,,,0,,0,,,,
1.6216,2,,7.528,0.000,8.596,,,,,0.0000,0.0000,,,0,,0,,,,
1.6236,2,,7.472,0.000,8.558,,,,,0.0000,0.0000,,,0,,0,,,,
1.6256,2,,7.415,0.000,8.520,,,,,0.0000,0.0000,,,0,,0,,,,
1.6276,2,,7.359,0.000,8.481,,,,,0.0000,0.0000,,,0,,0,,,,
1.6296,2,,7.302,0.000,8.442,,,,,0.0000,0.0000,,,0,,0,,,,
1.6316,2,,7.245,0.000,8.403,,,,,0.0000,0.0000,,,0,,0,,,,
1.6336,2,,7.188,0.000,8.363,,,,,0.0000,0.0000,,,0,,0,,,,
1.6356,2,,7.131,0.000,8.324,,,,,0.0000,0.0000,,,0,,0,,,,
1.6376,2,,7.074,0.000,8.285,,,,,0.0000,0.0000,,,0,,0,,,,
1.6396,2,,7.017,0.000,8.246,,,,,0.0000,0.0000,,,0,,0,,,,
1.6416,2,,6.959,0.000,8.207,,,,,0.0000,0.0000,,,0,,0,,,,
1.6436,2,,6.902,0.000,8.168,,,,,0.0000,0.0000,,,0,,0,,,,
1.6456,2,,6.845,0.000,8.129,,,,,0.0000,0.0000,,,0,,0,,,,
1.6476,2,,6.787,0.000,8.091,,,,,0.0000,0.0000,,,0,,0,,,,
1.6496,2,,6.730,0.000,8.053,,,,,0.0000,0.0000,,,0,,0,,,,
1.6516,2,,6.672,0.000,8.015,,,,,0.0000,0.0000,,,0,,0,,,,
1.6536,2,,6.615,0.000,7.977,,,,,0.0000,0.0000,,,0,,0,,,,
1.6556,2,,6.557,0.000,7.938,,,,,0.0000,0.0000,,,0,,0,,,,
1.6576,2,,6.500,0.000,7.900,,,,,0.0000,0.0000,,,0,,0,,,,
1.6596,2,,6.442,0.000,7.861,,,,,0.0000,0.0000,,,0,,0,,,,
1.6616,2,,6.385,0.000,7.822,,,,,0.0000,0.0000,,,0,,0,,,,
1.6636,2,,6.327,0.000,7.782,,,,,0.0000,0.0000,,,0,,0,,,,
1.6656,2,,6.270,0.000,7.742,,,,,0.0000,0.0000,,,0,,0,,,,
1.6676,2,,6.213,0.000,7.701,,,,,0.0000,0.0000,,,0,,0,,,,
1.6696,2,,6.156,0.000,7.660,,,,,0.0000,0.0000,,,0,,0,,,,
1.6716,2,,6.098,0.000,7.618,,,,,0.0000,0.0000,,,0,,0,,,,
1.6736,2,,6.041,0.000,7.575,,,,,0.0000,0.0000,,,0,,0,,,,
1.6756,2,,5.985,0.000,7.533,,,,,0.0000,0.0000,,,0,,0,,,,
1.6776,2,,5.928,0.000,7.489,,,,,0.0000,0.0000,,,0,,0,,,,
1.6796,2,,5.871,0.000,7.446,,,,,0.0000,0.0000,,,0,,0,,,,
1.6816,2,,5.814,0.000,7.402,,,,,0.0000,0.0000,,,0,,0,,,,
1.6836,2,,5.758,0.000,7.359,,,,,0.0000,0.0000,,,0,,0,,,,
1.6856,2,,5.702,0.000,7.315,,,,,0.0000,0.0000,,,0,,0,,,,
1.6876,2,,5.646,0.000,7.271,,,,,0.0000,0.0000,,,0,,0,,,,
1.6896,2,,5.590,0.000,7.228,,,,,0.0000,0.0000,,,0,,0,,,,
1.6916,2,,5.534,0.000,7.185,,,,,0.0000,0.0000,,,0,,0,,,,
1.6936,2,,5.478,0.000,7.142,,,,,0.0000,0.0000,,,0,,0,,,,
1.6956,2,,5.422,0.000,7.099,,,,,0.0000,0.0000,,,0,,0,,,,
1.6976,2,,5.367,0.000,7.057,,,,,0.0000,0.0000,,,0,,0,,,,
1.6997,2,,5.312,0.000,7.015,,,,,0.0000,0.0000,,,0,,0,,,,
1.7016,2,,5.257,0.000,6.973,,,,,0.0000,0.0000,,,0,,0,,,,
1.7037,2,,5.202,0.000,6.931,,,,,0.0000,0.0000,,,0,,0,,,,
1.7056,2,,5.148,0.000,6.890,,,,,0.0000,0.0000,,,0,,0,,,,
1.7076,2,,5.093,0.000,6.848,,,,,0.0000,0.0000,,,0,,0,,,,
1.7096,2,,5.039,0.000,6.806,,,,,0.0000,0.0000,,,0,,0,,,,
1.7116,2,,4.985,0.000,6.765,,,,,0.0000,0.0000,,,0,,0,,,,
1.7137,2,,4.931,0.000,6.722,,,,,0.0000,0.0000,,,0,,0,,,,
1.7156,2,,4.878,0.000,6.680,,,,,0.0000,0.0000,,,0,,0,,,,
1.7176,2,,4.824,0.000,6.637,,,,,0.0000,0.0000,,,0,,0,,,,
1.7196,2,,4.771,0.000,6.594,,,,,0.0000,0.0000,,,0,,0,,,,
1.7216,2,,4.718,0.000,6.551,,,,,0.0000,0.0000,,,0,,0,,,,
1.7236,2,,4.666,0.000,6.507,,,,,0.0000,0.0000,,,0,,0,,,,
1.7256,2,,4.613,0.000,6.463,,,,,0.0000,0.0000,,,0,,0,,,,
1.7276,2,,4.561,0.000,6.419,,,,,0.0000,0.0000,,,0,,0,,,,
1.7296,2,,4.509,0.000,6.374,,,,,0.0000,0.0000,,,0,,0,,,,
1.7316,2,,4.458,0.000,6.329,,,,,0.0000,0.0000,,,0,,0,,,,
1.7357,2,,4.406,0.000,6.284,,,-0.530,0.000,0.0000,0.0000,,,0,,0,,,,
1.7377,2,,4.355,0.000,6.239,,,-0.530,0.000,0.0000,0.0000,,,0,,0,,,,
1.7397,2,,4.304,0.000,6.194,,,-0.530,0.000,0.0000,0.0000,,,0,,0,,,,
1.7418,2,,4.253,0.000,6.150,,,-0.508,0.000,0.0000,0.0000,,,0,,0,,,,
1.7437,2,,4.203,0.000,6.105,,,-0.508,0.000,0.0000,0.0000,,,0,,0,,,,
1.7457,2,,4.153,0.000,6.061,,,-0.481,0.000,0.0000,0.0000,,,0,,0,,,,
1.7477,2,,4.103,0.000,6.017,,,-0.481,0.000,0.0000,0.0000,,,0,,0,,,,
1.7497,2,,4.053,0.000,5.974,,,-0.481,0.000,0.0000,0.0000,,,0,,0,,,,
1.7517,2,,4.004,0.000,5.931,,,-0.454,0.000,0.0000,0.0000,,,0,,0,,,,
1.7537,2,,3.955,0.000,5.888,,,-0.454,0.000,0.0000,0.0000,,,0,,0,,,,
1.7558,2,,3.906,0.000,5.845,,,-0.427,0.000,0.0000,0.0000,,,0,,0,,,,
1.7578,2,,3.858,0.000,5.803,,,-0.427,0.000,0.0000,0.0000,,,0,,0,,,,
1.7597,2,,3.810,0.000,5.761,,,-0.427,0.000,0.0000,0.0000,,,0,,0,,,,
1.7618,2,,3.762,0.000,5.719,,,-0.401,0.000,0.0000,0.0000,,,0,,0,,,,
1.7637,2,,3.714,0.000,5.677,,,-0.401,0.000,0.0000,0.0000,,,0,,0,,,,
1.7657,2,,3.667,0.000,5.635,,,-0.375,0.000,0.0000,0.0000,,,0,,0,,,,
1.7677,2,,3.619,0.000,5.593,,,-0.375,0.000,0.0000,0.0000,,,0,,0,,,,
1.7697,2,,3.573,0.000,5.550,,,-0.375,0.000,0.0000,0.0000,,,0,,0,,,,
1.7717,2,,3.526,0.000,5.508,,,-0.350,0.000,0.0000,0.0000,,,0,,0,,,,
1.7737,2,,3.480,0.000,5.465,,,-0.350,0.000,0.0000,0.0000,,,0,,0,,,,
1.7757,2,,3.434,0.000,5.422,,,-0.325,0.000,0.0000,0.0000,,,0,,0,,,,
1.7777,2,,3.388,0.000,5.379,,,-0.325,0.000,0.0000,0.0000,,,0,,0,,,,
1.7797,2,,3.343,0.000,5.335,,,-0.325,0.000,0.0000,0.0000,,,0,,0,,,,
1.7817,2,,3.298,0.000,5.292,,,-0.301,0.000,0.0000,0.0000,,,0,,0,,,,
1.7837,2,,3.253,0.000,5.248,,,-0.301,0.000,0.0000,0.0000,,,0,,0,,,,
1.7863,2,,3.208,0.000,5.204,,,-0.276,0.000,0.0000,0.0000,,,0,,0,,,,
1.7877,2,,3.164,0.000,5.160,,,-0.276,0.000,0.0000,0.0000,,,0,,0,,,,
1.7897,2,,3.120,0.000,5.116,,,-0.276,0.000,0.0000,0.0000,,,0,,0,,,,
1.7917,2,,3.076,0.000,5.073,,,-0.253,0.000,0.0000,0.0000,,,0,,0,,,,
1.7938,2,,3.033,0.000,5.029,,,-0.253,0.000,0.0000,0.0000,,,0,,0,,,,
1.7987,2,,2.990,0.000,4.986,,,-0.230,0.000,0.0000,0.0000,,,0,,0,,,,
1.8012,2,,2.947,0.000,4.943,,,-0.207,0.000,0.0000,0.0000,,,0,,0,,,,
1.8028,2,,2.905,0.000,4.900,,,-0.207,0.000,0.0000,0.0000,,,0,,0,,,,
1.8047,2,,2.862,0.000,4.858,,,-0.207,0.000,0.0000,0.0000,,,0,,0,,,,
1.8067,2,,2.821,0.000,4.816,,,-0.185,0.000,0.0000,0.0000,,,0,,0,,,,
1.8087,2,,2.779,0.000,4.775,,,-0.185,0.000,0.0000,0.0000,,,0,,0,,,,
1.8107,2,,2.738,0.000,4.734,,,-0.163,0.000,0.0000,0.0000,,,0,,0,,,,
1.8128,2,,2.696,0.000,4.693,,,-0.163,0.000,0.0000,0.0000,,,0,,0,,,,
1.8147,2,,2.656,0.000,4.652,,,-0.163,0.000,0.0000,0.0000,,,0,,0,,,,
1.8167,2,,2.615,0.000,4.611,,,-0.142,0.000,0.0000,0.0000,,,0,,0,,,,
1.8187,2,,2.575,0.000,4.571,,,-0.142,0.000,0.0000,0.0000,,,0,,0,,,,
1.8207,2,,2.535,0.000,4.531,,,-0.121,0.000,0.0000,0.0000,,,0,,0,,,,
1.8227,2,,2.496,0.000,4.490,,,-0.121,0.000,0.0000,0.0000,,,0,,0,,,,
1.8247,2,,2.456,0.000,4.450,,,-0.121,0.000,0.0000,0.0000,,,0,,0,,,,
1.8267,2,,2.417,0.000,4.409,,,-0.101,0.000,0.0000,0.0000,,,0,,0,,,,
1.8299,2,,2.378,0.000,4.368,,,-0.101,0.000,0.0000,0.0000,,,0,,0,,,,
1.8311,2,,2.340,0.000,4.327,,,-0.081,0.000,0.0000,0.0000,,,0,,0,,,,
1.8328,2,,2.302,0.000,4.286,,,-0.081,0.000,0.0000,0.0000,,,0,,0,,,,
1.8347,2,,2.264,0.000,4.245,,,-0.081,0.000,0.0000,0.0000,,,0,,0,,,,
1.8367,2,,2.226,0.000,4.204,,,-0.062,0.000,0.0000,0.0000,,,0,,0,,,,
1.8387,2,,2.189,0.000,4.163,,,-0.062,0.000,0.0000,0.0000,,,0,,0,,,,
1.8407,2,,2.152,0.000,4.121,,,-0.043,0.000,0.0000,0.0000,,,0,,0,,,,
1.8427,2,,2.115,0.000,4.080,,,-0.043,0.000,0.0000,0.0000,,,0,,0,,,,
1.8447,2,,2.079,0.000,4.039,,,-0.043,0.000,0.0000,0.0000,,,0,,0,,,,
1.8467,2,,2.042,0.000,3.998,,,-0.025,0.000,0.0000,0.0000,,,0,,0,,,,
1.8487,2,,2.007,0.000,3.957,,,-0.025,0.000,0.0000,0.0000,,,0,,0,,,,
1.8507,2,,1.971,0.000,3.916,,,-0.007,0.000,0.0000,0.0000,,,0,,0,,,,
1.8527,2,,1.936,0.000,3.876,,,-0.007,0.000,0.0000,0.0000,,,0,,0,,,,
1.8547,2,,1.900,0.000,3.836,,,-0.007,0.000,0.0000,0.0000,,,0,,0,,,,
1.8568,2,,1.866,0.000,3.797,,,0.010,0.000,0.0000,0.0000,,,0,,0,,,,
1.8587,2,,1.831,0.000,3.757,,,0.010,0.000,0.0000,0.0000,,,0,,0,,,,
1.8607,2,,1.797,0.000,3.719,,,0.030,0.000,0.0000,0.0000,,,0,,0,,,,
1.8628,2,,1.763,0.000,3.680,,,0.030,0.000,0.0000,0.0000,,,0,,0,,,,
1.8661,2,,1.729,0.000,3.642,,,0.049,0.000,0.0000,0.0000,,,0,,0,,,,
1.8672,2,,1.695,0.000,3.604,,,0.049,0.000,0.0000,0.0000,,,0,,0,,,,
1.8688,2,,1.662,0.000,3.566,,,0.049,0.000,0.0000,0.0000,,,0,,0,,,,
1.8707,2,,1.629,0.000,3.528,,,0.068,0.000,0.0000,0.0000,,,0,,0,,,,
1.8727,2,,1.597,0.000,3.491,,,0.068,0.000,0.0000,0.0000,,,0,,0,,,,
1.8748,2,,1.564,0.000,3.453,,,0.068,0.000,0.0000,0.0000,,,0,,0,,,,
1.8767,2,,1.532,0.000,3.416,,,0.086,0.000,0.0000,0.0000,,,0,,0,,,,
1.8788,2,,1.500,0.000,3.378,,,0.086,0.000,0.0000,0.0000,,,0,,0,,,,
1.8807,2,,1.469,0.000,3.341,,,0.103,0.000,0.0000,0.0000,,,0,,0,,,,
1.8827,2,,1.437,0.000,3.303,,,0.103,0.000,0.0000,0.0000,,,0,,0,,,,
1.8848,2,,1.406,0.000,3.265,,,0.103,0.000,0.0000,0.0000,,,0,,0,,,,
1.8868,2,,1.375,0.000,3.228,,,0.120,0.000,0.0000,0.0000,,,0,,0,,,,
1.8887,2,,1.345,0.000,3.190,,,0.132,0.000,0.0000,0.0000,,,0,,0,,,,
1.8908,2,,1.314,0.000,3.152,,,0.145,0.000,0.0000,0.0000,,,0,,0,,,,
1.8927,2,,1.284,0.000,3.114,,,0.157,0.000,0.0000,0.0000,,,0,,0,,,,
1.8948,2,,1.254,0.000,3.076,,,0.169,0.000,0.0000,0.0000,,,0,,0,,,,
1.8967,2,,1.225,0.000,3.038,,,0.180,0.000,0.0000,0.0000,,,0,,0,,,,
1.8988,2,,1.195,0.000,3.001,,,0.191,0.000,0.0000,0.0000,,,0,,0,,,,
1.9008,2,,1.166,0.000,2.963,,,0.202,0.000,0.0000,0.0000,,,0,,0,,,,
1.9027,2,,1.137,0.000,2.926,,,0.212,0.000,0.0000,0.0000,,,0,,0,,,,
1.9048,2,,1.109,0.000,2.890,,,0.222,0.000,0.0000,0.0000,,,0,,0,,,,
1.9068,2,,1.080,0.000,2.853,,,0.232,0.000,0.0000,0.0000,,,0,,0,,,,
1.9087,2,,1.052,0.000,2.817,,,0.241,0.000,0.0000,0.0000,,,0,,0,,,,
1.9107,2,,1.024,0.000,2.781,,,0.251,0.000,0.0000,0.0000,,,0,,0,,,,
1.9127,2,,0.997,0.000,2.746,,,0.257,0.000,0.0000,0.0000,,,0,,0,,,,
1.9147,2,,0.969,0.000,2.711,,,0.267,0.000,0.0000,0.0000,,,0,,0,,,,
1.9168,2,,0.942,0.000,2.676,,,0.275,0.000,0.0000,0.0000,,,0,,0,,,,
1.9188,2,,0.915,0.000,2.642,,,0.281,0.000,0.0000,0.0000,,,0,,0,,,,
1.9209,2,,0.888,0.000,2.607,,,0.289,0.000,0.0000,0.0000,,,0,,0,,,,
1.9227,2,,0.862,0.000,2.573,,,0.295,0.000,0.0000,0.0000,,,0,,0,,,,
1.9249,2,,0.835,0.000,2.539,,,0.302,0.000,0.0000,0.0000,,,0,,0,,,,
1.9278,2,,0.809,0.000,2.505,,,0.308,0.000,0.0000,0.0000,,,0,,0,,,,
1.9287,2,,0.784,0.000,2.472,,,0.320,0.000,0.0000,0.0000,,,0,,0,,,,
1.9307,2,,0.758,0.000,2.438,,,0.320,0.000,0.0000,0.0000,,,0,,0,,,,
1.9328,2,,0.733,0.000,2.404,,,0.324,0.000,0.0000,0.0000,,,0,,0,,,,
1.9348,2,,0.707,0.000,2.370,,,0.330,0.000,0.0000,0.0000,,,0,,0,,,,
1.9367,2,,0.682,0.000,2.336,,,0.335,0.000,0.0000,0.0000,,,0,,0,,,,
1.9387,2,,0.658,0.000,2.302,,,0.339,0.000,0.0000,0.0000,,,0,,0,,,,
1.9408,2,,0.633,0.000,2.268,,,0.345,0.000,0.0000,0.0000,,,0,,0,,,,
1.9428,2,,0.609,0.000,2.234,,,0.348,0.000,0.0000,0.0000,,,0,,0,,,,
1.9447,2,,0.585,0.000,2.200,,,0.353,0.000,0.0000,0.0000,,,0,,0,,,,
1.9467,2,,0.561,0.000,2.166,,,0.357,0.000,0.0000,0.0000,,,0,,0,,,,
1.9488,2,,0.537,0.000,2.133,,,0.359,0.000,0.0000,0.0000,,,0,,0,,,,
1.9508,2,,0.514,0.000,2.099,,,0.363,0.000,0.0000,0.0000,,,0,,0,,,,
1.9527,2,,0.491,0.000,2.066,,,0.365,0.000,0.0000,0.0000,,,0,,0,,,,
1.9551,2,,0.468,0.000,2.033,,,0.368,0.000,0.0000,0.0000,,,0,,0,,,,
1.9567,2,,0.445,0.000,2.000,,,0.368,0.000,0.0000,0.0000,,,0,,0,,,,
1.9587,2,,0.422,0.000,1.967,,,0.368,0.000,0.0000,0.0000,,,0,,0,,,,
1.9607,2,,0.400,0.000,1.935,,,0.366,0.000,0.0000,0.0000,,,0,,0,,,,
1.9627,2,,0.378,0.000,1.903,,,0.365,0.000,0.0000,0.0000,,,0,,0,,,,
1.9648,2,,0.356,0.000,1.872,,,0.363,0.000,0.0000,0.0000,,,0,,0,,,,
1.9671,2,,0.334,0.000,1.841,,,0.361,0.000,0.0000,0.0000,,,0,,0,,,,
1.9696,2,,0.312,0.000,1.810,,,0.361,0.000,0.0000,0.0000,,,0,,0,,,,
1.9708,2,,0.291,0.000,1.779,,,0.358,0.000,0.0000,0.0000,,,0,,0,,,,
1.9728,2,,0.270,0.000,1.749,,,0.358,0.000,0.0000,0.0000,,,0,,0,,,,
1.9747,2,,0.249,0.000,1.718,,,0.357,0.000,0.0000,0.0000,,,0,,0,,,,
1.9767,2,,0.228,0.000,1.688,,,0.355,0.000,0.0000,0.0000,,,0,,0,,,,
1.9787,2,,0.207,0.000,1.658,,,0.354,0.000,0.0000,0.0000,,,0,,0,,,,
1.9808,2,,0.187,0.000,1.628,,,0.352,0.000,0.0000,0.0000,,,0,,0,,,,
1.9828,2,,0.167,0.000,1.598,,,0.351,0.000,0.0000,0.0000,,,0,,0,,,,
1.9848,2,,0.146,0.000,1.569,,,0.350,0.000,0.0000,0.0000,,,0,,0,,,,
1.9868,2,,0.127,0.000,1.539,,,0.348,0.000,0.0000,0.0000,,,0,,0,,,,
1.9887,2,,0.107,0.000,1.509,,,0.348,0.000,0.0000,0.0000,,,0,,0,,,,
1.9912,2,,0.087,0.000,1.479,,,0.346,0.000,0.0000,0.0000,,,0,,0,,,,
1.9928,2,,0.068,0.000,1.449,,,0.345,0.000,0.0000,0.0000,,,0,,0,,,,
1.9947,2,,0.049,0.000,1.419,,,0.344,0.000,0.0000,0.0000,,,0,,0,,,,
1.9968,2,,0.030,0.000,1.390,,,0.342,0.000,0.0000,0.0000,,,0,,0,,,,
1.9988,2,,0.011,0.000,1.360,,,0.341,0.000,0.0000,0.0000,,,0,,0,,,,
2.0007,2,,-0.008,0.000,1.330,,,0.340,0.000,0.0000,0.0000,,,0,,0,,,,
2.0027,2,,-0.026,0.000,1.301,,,0.339,0.000,0.0000,0.0000,,,0,,0,,,,
2.0048,2,,-0.044,0.000,1.272,,,0.337,0.000,0.0000,0.0000,,,0,,0,,,,
2.0083,2,,-0.062,0.000,1.243,,,0.336,0.000,0.0000,0.0000,,,0,,0,,,,
2.0092,2,,-0.080,0.000,1.214,,,0.338,0.000,0.0000,0.0000,,,0,,0,,,,
2.0107,2,,-0.098,0.000,1.185,,,0.338,0.000,0.0000,0.0000,,,0,,0,,,,
2.0127,2,,-0.116,0.000,1.157,,,0.342,0.000,0.0000,0.0000,,,0,,0,,,,
2.0147,2,,-0.133,0.000,1.129,,,0.348,0.000,0.0000,0.0000,,,0,,0,,,,
2.0173,2,,-0.150,0.000,1.102,,,0.352,0.000,0.0000,0.0000,,,0,,0,,,,
2.0187,2,,-0.167,0.000,1.075,,,0.355,0.000,0.0000,0.0000,,,0,,0,,,,
2.0207,2,,-0.184,0.000,1.048,,,0.359,0.000,0.0000,0.0000,,,0,,0,,,,
2.0227,2,,-0.201,0.000,1.021,,,0.362,0.000,0.0000,0.0000,,,0,,0,,,,
2.0247,2,,-0.218,0.000,0.995,,,0.365,0.000,0.0000,0.0000,,,0,,0,,,,
2.0267,2,,-0.234,0.000,0.968,,,0.367,0.000,0.0000,0.0000,,,0,,0,,,,
2.0288,2,,-0.251,0.000,0.942,,,0.369,0.000,0.0000,0.0000,,,0,,0,,,,
2.0316,2,,-0.267,0.000,0.916,,,0.367,0.000,0.0000,0.0000,,,0,,0,,,,
2.0327,2,,-0.283,0.000,0.890,,,0.365,0.000,0.0000,0.0000,,,0,,0,,,,
2.0347,2,,-0.298,0.000,0.864,,,0.365,0.000,0.0000,0.0000,,,0,,0,,,,
2.0368,2,,-0.314,0.000,0.838,,,0.363,0.000,0.0000,0.0000,,,0,,0,,,,
2.0387,2,,-0.330,0.000,0.813,,,0.362,0.000,0.0000,0.0000,,,0,,0,,,,
2.0407,2,,-0.345,0.000,0.787,,,0.360,0.000,0.0000,0.0000,,,0,,0,,,,
2.0427,2,,-0.360,0.000,0.761,,,0.359,0.000,0.0000,0.0000,,,0,,0,,,,
2.0448,2,,-0.375,0.000,0.735,,,0.358,0.000,0.0000,0.0000,,,0,,0,,,,
2.0500,2,,-0.390,0.000,0.709,,,0.356,0.000,0.0000,0.0000,,,0,,0,,,,
2.0521,2,,-0.405,0.000,0.684,,,0.352,0.000,0.0000,0.0000,,,0,,0,,,,
2.0541,2,,-0.420,0.000,0.658,,,0.351,0.000,0.0000,0.0000,,,0,,0,,,,
2.0561,2,,-0.434,0.000,0.633,,,0.349,0.000,0.0000,0.0000,,,0,,0,,,,
