t,state,f_hz,x_mm,y_mm,z_mm,mag,az,armed,spin,lost,i_a,i_b,i_c,i_d
1.6899,,0.0,5.222,-2.570,136.842,,,0,,0,0.0,0.0,0.0,0.0
1.7402,,0.0,5.351,-2.550,136.826,,,0,,0,0.0,0.0,0.0,0.0
1.9014,,0.0,5.355,-2.684,136.834,,,0,,0,0.0,0.0,0.0,0.0
1.9620,,0.0,5.370,-2.665,136.852,,,0,,0,0.0,0.0,0.0,0.0
2.0069,,0.0,5.328,-2.620,136.851,,,0,,0,0.0,0.0,0.0,0.0
2.0626,,0.0,5.491,-2.590,136.809,,,0,,0,0.0,0.0,0.0,0.0
2.1054,,0.0,5.341,-2.537,136.734,,,0,,0,0.0,0.0,0.0,0.0
2.1635,,0.0,5.317,-2.580,136.817,,,0,,0,0.0,0.0,0.0,0.0
2.2129,,0.0,5.511,-2.647,136.830,,,0,,0,0.0,0.0,0.0,0.0
2.2562,,0.0,5.365,-2.606,136.819,,,0,,0,0.0,0.0,0.0,0.0
2.2919,,0.0,5.296,-2.638,136.998,,,0,,0,0.0,0.0,0.0,0.0
2.3361,,0.0,5.433,-2.648,136.801,,,0,,0,0.0,0.0,0.0,0.0
2.3813,,0.0,0.090,-0.014,0.082,,,0,,0,0.0,0.0,0.0,0.0
2.4169,,0.0,-0.071,0.243,0.002,,,0,,0,0.0,0.0,0.0,0.0
2.4676,,0.0,-0.060,-0.069,-0.023,,,0,,0,0.0,0.0,0.0,0.0
2.5227,1,2.0,-0.037,-0.061,0.001,,,0,stopped,0,0.0,0.0,0.0,0.0
2.5628,1,2.0,-0.059,-0.109,-0.156,,,0,stopped,0,0.0,0.0,0.0,0.0
2.6285,1,2.0,0.031,-0.121,0.083,,,0,stopped,0,0.0,0.0,0.0,0.0
2.6867,1,2.0,0.019,-0.013,-0.025,,,0,stopped,0,0.0,0.0,0.0,0.0
2.7296,1,2.0,0.074,-0.015,0.076,,,0,stopped,0,0.0,0.0,0.0,0.0
2.7730,1,2.0,0.097,0.018,-0.026,,,0,stopped,0,0.0,0.0,0.0,0.0
2.8159,1,2.0,-0.089,0.060,-0.105,,,0,stopped,0,0.0,0.0,0.0,0.0
2.8724,1,2.0,0.034,0.068,0.006,,,0,stopped,0,0.01,0.01,0.08,0.08
2.9258,1,2.0,-0.035,0.172,-0.024,,,0,stopped,0,0.01,0.01,0.08,0.08
2.9805,1,2.0,-0.009,-0.123,-0.003,,,0,turning,0,0.01,0.01,0.08,0.08
3.0309,1,2.0,0.011,-0.257,-0.030,,,0,turning,0,0.01,0.01,0.08,0.08
3.0773,1,2.0,-0.011,-0.077,0.012,,,0,turning,0,0.01,0.01,0.08,0.08
3.1432,1,2.0,0.059,-0.105,0.046,,,0,turning,0,0.01,0.01,0.08,0.08
3.1926,1,2.0,-0.075,-0.115,0.036,,,0,turning,0,0.01,0.01,0.08,0.08
3.2373,1,2.0,-0.108,-0.057,-0.090,,,0,turning,0,0.01,0.01,0.08,0.08
