t,state,f_hz,x_mm,y_mm,z_mm,mag,az,armed,spin,lost,i_a,i_b,i_c,i_d
1.4303,,0.0,6.078,-2.927,135.601,,,0,,0,0.0,0.0,0.0,0.0
1.4716,,0.0,5.891,-2.956,135.559,,,0,,0,0.0,0.0,0.0,0.0
1.5426,,0.0,6.064,-2.971,135.579,,,0,,0,0.0,0.0,0.0,0.0
1.6440,,0.0,6.057,-2.934,135.537,,,0,,0,0.0,0.0,0.0,0.0
1.6973,,0.0,6.042,-2.960,135.605,,,0,,0,0.0,0.0,0.0,0.0
1.7510,,0.0,6.049,-2.963,135.601,,,0,,0,0.0,0.0,0.0,0.0
1.8074,,0.0,6.076,-3.051,135.619,,,0,,0,0.0,0.0,0.0,0.0
1.8461,,0.0,6.051,-2.923,135.576,,,0,,0,0.0,0.0,0.0,0.0
1.8868,,0.0,6.023,-2.967,135.594,,,0,,0,0.0,0.0,0.0,0.0
1.9398,,0.0,6.095,-2.950,135.593,,,0,,0,0.0,0.0,0.0,0.0
1.9831,,0.0,6.034,-2.935,135.615,,,0,,0,0.0,0.0,0.0,0.0
2.0563,,0.0,6.049,-2.900,135.576,,,0,,0,0.0,0.0,0.0,0.0
2.1070,,0.0,0.065,0.023,0.052,,,0,,0,0.0,0.0,0.0,0.0
2.1563,,0.0,-0.039,-0.084,-0.047,,,0,,0,0.0,0.0,0.0,0.0
2.2110,,0.0,0.035,-0.080,0.015,,,0,,0,0.0,0.0,0.0,0.0
2.2566,1,2.0,0.225,0.030,-0.049,,,0,stopped,0,0.0,0.0,0.0,0.0
2.3026,1,2.0,0.052,-0.059,-0.002,,,0,stopped,0,0.0,0.0,0.0,0.0
2.3561,1,2.0,-0.034,-0.019,-0.012,,,0,stopped,0,0.0,0.03,0.02,0.0
2.4182,1,2.0,0.036,0.072,-0.034,,,0,stopped,0,0.0,0.03,0.02,0.0
2.4775,1,2.0,0.017,0.037,-0.013,,,0,stopped,0,0.0,0.03,0.02,0.0
2.5255,1,2.0,-0.021,-0.026,-0.018,,,0,stopped,0,0.0,0.03,0.02,0.0
2.5693,1,2.0,-0.056,-0.026,-0.049,,,0,stopped,0,0.0,0.03,0.02,0.0
2.6122,1,2.0,-0.083,-0.067,-0.084,,,0,stopped,0,0.0,0.03,0.02,0.0
2.6630,1,2.0,0.058,-0.218,0.087,,,0,turning,0,0.0,0.03,0.02,0.0
2.7123,1,2.0,0.043,-0.222,0.028,,,0,turning,0,0.0,0.03,0.02,0.0
2.7622,1,2.0,0.125,-0.215,0.015,,,0,turning,0,0.0,0.03,0.02,0.0
2.8279,1,2.0,0.105,-0.066,-0.021,,,0,turning,0,0.0,0.03,0.02,0.0
2.8714,1,2.2,-0.011,0.142,0.021,,,0,turning,0,0.01,0.01,0.06,0.06
2.9313,1,2.2,-0.111,-0.140,-0.086,,,0,turning,0,0.01,0.01,0.06,0.06
2.9871,1,2.2,0.050,-0.175,0.015,,,0,turning,0,0.01,0.01,0.06,0.06
3.0410,1,2.2,0.018,-0.199,-0.017,,,0,turning,0,0.01,0.01,0.06,0.06
3.0927,1,2.2,-0.009,-0.205,-0.017,,,0,turning,0,0.01,0.01,0.06,0.06
3.1357,1,2.2,0.083,-0.169,-0.059,,,0,turning,0,0.01,0.01,0.06,0.06
3.2028,1,2.2,0.004,-0.219,-0.041,,,0,turning,0,0.01,0.01,0.06,0.06
3.2502,1,2.2,0.072,-0.041,-0.049,,,0,turning,0,0.01,0.01,0.06,0.06
3.2881,1,2.2,0.142,-0.098,-0.047,,,0,turning,0,0.01,0.01,0.06,0.06
3.3481,1,2.7,0.076,-0.068,-0.009,,,0,turning,0,0.13,0.13,0.02,0.02
3.4041,1,2.7,0.001,-0.150,0.034,,,0,turning,0,0.13,0.13,0.02,0.02
3.4550,1,2.7,0.117,-0.100,0.064,,,0,turning,0,0.13,0.13,0.02,0.02
3.5192,1,2.7,0.180,-0.143,0.015,,,0,turning,0,0.13,0.13,0.02,0.02
3.5651,1,2.7,0.106,-0.113,-0.045,,,0,turning,0,0.13,0.13,0.02,0.02
3.6158,1,2.7,0.410,-0.003,-0.004,,,0,turning,0,0.13,0.13,0.02,0.02
3.6650,1,2.7,0.114,0.080,-0.027,,,0,turning,0,0.13,0.13,0.02,0.02
3.7163,1,2.7,0.012,-0.084,-0.021,,,0,turning,0,0.13,0.13,0.02,0.02
3.7867,1,2.7,0.014,-0.017,-0.015,,,0,turning,0,0.13,0.13,0.02,0.02
3.8387,1,3.8,0.013,0.070,0.031,,,0,turning,0,0.11,0.11,0.02,0.03
3.8891,1,3.8,0.101,-0.107,-0.012,,,0,turning,0,0.11,0.11,0.02,0.03
3.9634,1,3.8,0.102,-0.060,0.059,,,0,turning,0,0.11,0.11,0.02,0.03
4.0206,1,3.8,-0.016,-0.204,-0.003,,,0,turning,0,0.11,0.11,0.02,0.03
4.0670,1,3.8,-0.018,-0.174,-0.034,,,0,turning,0,0.11,0.11,0.02,0.03
4.1146,1,3.8,0.111,-0.140,-0.087,,,0,turning,0,0.11,0.11,0.02,0.03
4.1581,1,3.8,0.027,-0.070,-0.055,,,0,turning,0,0.11,0.11,0.02,0.03
4.2078,1,3.8,0.033,-0.145,-0.009,,,0,turning,0,0.11,0.11,0.02,0.03
4.2680,1,3.8,-0.050,-0.017,-0.067,,,0,turning,0,0.11,0.11,0.02,0.03
4.3357,1,5.2,0.030,-0.033,-0.077,,,0,turning,0,0.06,0.07,0.18,0.18
4.3882,1,5.2,-0.061,0.037,-0.079,,,0,turning,0,0.06,0.07,0.18,0.18
4.4490,1,5.2,0.004,0.163,0.073,,,0,turning,0,0.06,0.07,0.18,0.18
4.5065,1,5.2,-0.005,-0.070,-0.023,,,0,turning,0,0.06,0.07,0.18,0.18
4.5658,1,5.2,0.091,-0.066,0.039,,,0,turning,0,0.06,0.07,0.18,0.18
4.6221,1,5.2,-0.028,-0.001,-0.000,,,0,turning,0,0.06,0.07,0.18,0.18
4.6686,1,5.2,0.136,-0.129,0.095,,,0,turning,0,0.06,0.07,0.18,0.18
4.7198,1,5.2,0.077,-0.010,0.025,,,0,turning,0,0.06,0.07,0.18,0.18
4.7746,1,5.2,0.026,-0.041,0.030,,,0,turning,0,0.06,0.07,0.18,0.18
4.8357,1,6.6,-0.038,-0.211,-0.017,,,0,turning,0,0.12,0.13,0.27,0.28
4.8988,1,6.6,0.018,-0.092,0.045,,,0,turning,0,0.12,0.13,0.27,0.28
4.9490,1,6.6,-0.009,-0.078,0.017,,,0,turning,0,0.12,0.13,0.27,0.28
4.9922,1,6.6,0.027,-0.082,-0.048,,,0,turning,0,0.12,0.13,0.27,0.28
5.0392,1,6.6,-0.072,0.005,-0.065,,,0,turning,0,0.12,0.13,0.27,0.28
5.0972,1,6.6,0.004,-0.075,0.025,,,0,turning,0,0.12,0.13,0.27,0.28
5.1393,1,6.6,0.020,-0.140,-0.071,,,0,turning,0,0.12,0.13,0.27,0.28
5.1880,1,6.6,-0.021,0.282,-0.029,,,0,turning,0,0.12,0.13,0.27,0.28
5.2343,1,6.6,-0.054,-0.066,-0.017,,,0,turning,0,0.12,0.13,0.27,0.28
5.2714,1,6.6,0.091,-0.024,-0.212,,,0,turning,0,0.12,0.13,0.27,0.28
5.3199,1,6.6,-0.029,0.257,0.069,,,0,turning,0,0.12,0.13,0.27,0.28
5.3636,1,7.5,0.035,-0.069,0.074,,,0,turning,0,0.13,0.15,0.26,0.25
5.4313,1,7.5,0.120,0.009,0.066,,,0,turning,0,0.13,0.15,0.26,0.25
5.4861,1,7.5,-0.077,-0.033,0.099,,,0,turning,0,0.13,0.15,0.26,0.25
5.5348,1,7.5,0.016,-0.144,-0.010,,,0,turning,0,0.13,0.15,0.26,0.25
5.5828,1,7.5,-0.032,0.009,-0.007,,,0,turning,0,0.13,0.15,0.26,0.25
5.6406,1,7.5,-0.115,-0.111,-0.021,,,0,turning,0,0.13,0.15,0.26,0.25
5.6819,1,7.5,-0.053,0.103,-0.016,,,0,turning,0,0.13,0.15,0.26,0.25
5.7243,1,7.5,-0.048,0.046,0.071,,,0,turning,0,0.13,0.15,0.26,0.25
5.7753,1,7.5,-0.141,-0.117,-0.030,,,0,turning,0,0.13,0.15,0.26,0.25
5.8209,1,7.5,-0.023,-0.040,0.007,,,0,turning,0,0.13,0.15,0.26,0.25
5.8631,1,7.9,-0.152,-0.022,0.017,,,0,turning,0,0.2,0.22,0.43,0.41
5.9034,1,7.9,-0.047,-0.183,-0.014,,,0,turning,0,0.2,0.22,0.43,0.41
5.9526,1,7.9,-0.013,-0.002,-0.032,,,0,turning,0,0.2,0.22,0.43,0.41
6.0339,1,7.9,-0.069,-0.042,0.016,,,0,turning,0,0.2,0.22,0.43,0.41
6.0742,1,7.9,0.034,0.071,-0.092,,,0,turning,0,0.2,0.22,0.43,0.41
6.1321,1,7.9,-0.065,-0.115,-0.007,,,0,turning,0,0.2,0.22,0.43,0.41
6.1900,1,7.9,-0.012,0.049,0.059,,,0,turning,0,0.2,0.22,0.43,0.41
6.2408,1,7.9,-0.123,-0.008,-0.056,,,0,turning,0,0.2,0.22,0.43,0.41
6.3065,1,7.9,0.029,-0.270,0.094,,,0,turning,0,0.2,0.22,0.43,0.41
6.3588,1,8.0,-0.104,0.041,-0.014,,,0,turning,0,0.22,0.23,0.4,0.42
6.4050,1,8.0,-0.051,0.059,-0.150,,,0,turning,0,0.22,0.23,0.4,0.42
6.4590,1,8.0,-0.111,-0.066,0.026,,,0,turning,0,0.22,0.23,0.4,0.42
6.5073,1,8.0,-0.198,-0.007,-0.079,,,0,turning,0,0.22,0.23,0.4,0.42
6.5744,1,8.0,-0.010,0.025,0.084,,,0,turning,0,0.22,0.23,0.4,0.42
6.6701,1,8.0,-0.093,-0.044,0.075,,,0,turning,0,0.22,0.23,0.4,0.42
6.7124,1,8.0,-0.196,0.055,-0.080,,,0,turning,0,0.22,0.23,0.4,0.42
