t,state,f_hz,x_mm,y_mm,z_mm,mag,az,armed,spin,lost,i_a,i_b,i_c,i_d
1.4840,,0.0,5.086,-2.368,137.126,,,0,,0,0.0,0.0,0.0,0.0
1.5435,,0.0,4.987,-2.370,137.073,,,0,,0,0.0,0.0,0.0,0.0
1.6279,,0.0,5.002,-2.384,137.111,,,0,,0,0.0,0.0,0.0,0.0
1.6979,,0.0,4.987,-2.414,137.130,,,0,,0,0.0,0.0,0.0,0.0
1.7435,,0.0,4.960,-2.293,137.086,,,0,,0,0.0,0.0,0.0,0.0
1.7942,,0.0,5.110,-2.342,137.085,,,0,,0,0.0,0.0,0.0,0.0
1.8307,,0.0,4.922,-2.306,137.263,,,0,,0,0.0,0.0,0.0,0.0
1.8760,,0.0,4.903,-2.440,137.147,,,0,,0,0.0,0.0,0.0,0.0
1.9164,,0.0,5.007,-2.490,137.108,,,0,,0,0.0,0.0,0.0,0.0
1.9671,,0.0,5.017,-2.433,137.110,,,0,,0,0.0,0.0,0.0,0.0
2.0021,,0.0,4.936,-2.377,137.322,,,0,,0,0.0,0.0,0.0,0.0
2.0456,,0.0,5.012,-2.415,137.100,,,0,,0,0.0,0.0,0.0,0.0
2.1009,,0.0,0.078,0.049,0.084,,,0,,0,0.0,0.0,0.0,0.0
2.1485,,0.0,-0.011,0.111,0.016,,,0,,0,0.0,0.0,0.0,0.0
2.1854,,0.0,0.056,0.088,-0.168,,,0,,0,0.0,0.0,0.0,0.0
2.2458,1,2.0,0.068,0.068,0.073,,,0,stopped,0,0.0,0.0,0.0,0.0
2.2905,1,2.0,-0.019,0.210,0.026,,,0,stopped,0,0.0,0.0,0.0,0.0
2.3350,1,2.0,-0.032,0.054,0.019,,,0,stopped,0,0.0,0.01,0.01,0.0
2.3870,1,2.0,0.033,0.137,0.045,,,0,stopped,0,0.0,0.01,0.01,0.0
2.4456,1,2.0,0.048,0.088,0.056,,,0,stopped,0,0.0,0.01,0.01,0.0
2.4854,1,2.0,0.020,0.032,0.043,,,0,stopped,0,0.0,0.01,0.01,0.0
2.5398,1,2.0,0.013,0.121,0.048,,,0,stopped,0,0.0,0.01,0.01,0.0
2.5890,1,2.0,0.026,0.090,0.063,,,0,stopped,0,0.0,0.01,0.01,0.0
2.6456,1,2.0,-0.005,-0.073,0.076,,,0,turning,0,0.0,0.01,0.01,0.0
2.6944,1,2.0,-0.031,-0.138,0.013,,,0,turning,0,0.0,0.01,0.01,0.0
2.7488,1,2.0,0.122,-0.070,0.099,,,0,turning,0,0.0,0.01,0.01,0.0
2.7966,1,2.0,0.104,0.007,0.043,,,0,turning,0,0.0,0.01,0.01,0.0
2.8356,1,2.2,-0.038,0.061,0.047,,,0,turning,0,0.0,0.0,0.04,0.04
2.8808,1,2.2,0.076,0.008,0.143,,,0,turning,0,0.0,0.0,0.04,0.04
2.9285,1,2.2,-0.038,-0.074,0.026,,,0,turning,0,0.0,0.0,0.04,0.04
2.9728,1,2.2,-0.054,-0.058,0.016,,,0,turning,0,0.0,0.0,0.04,0.04
3.0219,1,2.2,-0.049,-0.117,0.013,,,0,turning,0,0.0,0.0,0.04,0.04
3.0761,1,2.2,-0.011,-0.082,0.047,,,0,turning,0,0.0,0.0,0.04,0.04
3.1305,1,2.2,0.002,-0.087,0.057,,,0,turning,0,0.0,0.0,0.04,0.04
3.1698,1,2.2,0.044,-0.139,0.016,,,0,turning,0,0.0,0.0,0.04,0.04
3.3034,1,2.2,0.105,-0.085,-0.012,,,0,turning,0,0.0,0.0,0.04,0.04
3.3961,1,2.7,0.109,0.300,0.002,,,0,turning,0,0.08,0.08,0.01,0.01
3.4719,1,2.7,-0.031,-0.055,0.040,,,0,turning,0,0.08,0.08,0.01,0.01
3.5216,1,2.7,0.093,0.018,0.099,,,0,turning,0,0.08,0.08,0.01,0.01
3.5695,1,2.7,0.178,-0.107,0.091,,,0,turning,0,0.08,0.08,0.01,0.01
3.6405,1,2.7,0.035,0.009,0.027,,,0,turning,0,0.08,0.08,0.01,0.01
3.6984,1,2.7,-0.084,0.206,0.012,,,0,turning,0,0.08,0.08,0.01,0.01
3.7452,1,2.7,-0.097,0.123,0.017,,,0,turning,0,0.08,0.08,0.01,0.01
3.8048,1,2.7,0.022,0.066,0.002,,,0,turning,0,0.08,0.08,0.01,0.01
3.8495,1,3.8,0.035,0.107,-0.013,,,0,turning,0,0.07,0.07,0.25,0.29
3.9048,1,3.8,-0.060,0.230,-0.010,,,0,turning,0,0.07,0.07,0.25,0.29
3.9890,1,3.8,0.028,0.367,0.006,,,0,turning,0,0.07,0.07,0.25,0.29
4.0516,1,3.8,0.090,0.084,0.152,,,0,turning,0,0.07,0.07,0.25,0.29
4.1137,1,3.8,0.113,0.245,0.075,,,0,turning,0,0.07,0.07,0.25,0.29
4.1604,1,3.8,-0.008,0.279,0.001,,,0,turning,0,0.07,0.07,0.25,0.29
4.2221,1,3.8,-0.128,0.102,-0.002,,,0,turning,0,0.07,0.07,0.25,0.29
4.2806,1,3.8,0.026,0.080,0.030,,,0,turning,0,0.07,0.07,0.25,0.29
4.3363,1,5.2,0.086,0.268,0.065,,,0,turning,0,0.3,0.33,0.11,0.12
4.3929,1,5.2,-0.043,0.253,0.036,,,0,turning,0,0.3,0.33,0.11,0.12
4.4490,1,5.2,-0.007,0.174,0.036,,,0,turning,0,0.3,0.33,0.11,0.12
4.5000,1,5.2,0.050,0.018,-0.041,,,0,turning,0,0.3,0.33,0.11,0.12
4.5515,1,5.2,-0.003,0.270,0.021,,,0,turning,0,0.3,0.33,0.11,0.12
4.6139,1,5.2,-0.099,0.260,-0.009,,,0,turning,0,0.3,0.33,0.11,0.12
4.6618,1,5.2,-0.006,0.174,-0.012,,,0,turning,0,0.3,0.33,0.11,0.12
4.7162,1,5.2,0.027,0.369,-0.016,,,0,turning,0,0.3,0.33,0.11,0.12
4.7534,1,5.2,0.011,0.294,-0.185,,,0,turning,0,0.3,0.33,0.11,0.12
4.8005,1,5.2,0.064,0.167,0.032,,,0,turning,0,0.3,0.33,0.11,0.12
4.8607,1,6.6,0.026,0.291,-0.002,,,0,turning,0,0.37,0.4,0.16,0.18
4.9126,1,6.6,-0.062,0.392,0.038,,,0,turning,0,0.37,0.4,0.16,0.18
4.9680,1,6.6,0.034,0.135,0.043,,,0,turning,0,0.37,0.4,0.16,0.18
5.0027,1,6.6,0.123,0.423,-0.169,,,0,turning,0,0.37,0.4,0.16,0.18
5.0567,1,6.6,-0.013,0.331,0.043,,,0,turning,0,0.37,0.4,0.16,0.18
5.1046,1,6.6,-0.032,0.172,0.028,,,0,turning,0,0.37,0.4,0.16,0.18
5.1505,1,6.6,-0.033,0.231,0.068,,,0,turning,0,0.37,0.4,0.16,0.18
5.1992,1,6.6,-0.091,0.158,0.028,,,0,turning,0,0.37,0.4,0.16,0.18
5.2425,1,6.6,-0.023,0.095,-0.036,,,0,turning,0,0.37,0.4,0.16,0.18
5.2881,1,6.6,0.263,0.172,0.065,,,0,turning,0,0.37,0.4,0.16,0.18
5.3379,1,7.5,-0.108,0.161,-0.026,,,0,turning,0,0.32,0.37,0.17,0.18
5.3893,1,7.5,0.136,0.036,0.176,,,0,turning,0,0.32,0.37,0.17,0.18
5.4495,1,7.5,-0.081,0.175,-0.029,,,0,turning,0,0.32,0.37,0.17,0.18
5.4999,1,7.5,-0.050,0.096,0.050,,,0,turning,0,0.32,0.37,0.17,0.18
5.5510,1,7.5,0.041,0.112,0.031,,,0,turning,0,0.32,0.37,0.17,0.18
5.5962,1,7.5,-0.126,0.119,-0.001,,,0,turning,0,0.32,0.37,0.17,0.18
5.6504,1,7.5,0.010,0.065,0.082,,,0,turning,0,0.32,0.37,0.17,0.18
5.6897,1,7.5,-0.054,0.212,0.035,,,0,turning,0,0.32,0.37,0.17,0.18
5.7485,1,7.5,-0.141,0.067,0.027,,,0,turning,0,0.32,0.37,0.17,0.18
5.8145,1,7.5,-0.028,0.116,0.034,,,0,turning,0,0.32,0.37,0.17,0.18
5.8614,1,7.9,-0.087,-0.073,0.085,,,0,turning,0,0.13,0.15,0.26,0.28
5.9083,1,7.9,0.132,0.168,0.149,,,0,turning,0,0.13,0.15,0.26,0.28
5.9538,1,7.9,0.006,0.177,0.074,,,0,turning,0,0.13,0.15,0.26,0.28
6.0023,1,7.9,-0.042,0.240,0.029,,,0,turning,0,0.13,0.15,0.26,0.28
