# ramp: 2->210Hz/30s/EASE/k2
# trim: resultant weak direction 0 deg (coil A), strength 0.00 (off)
t,state,f_hz,x_mm,y_mm,z_mm,tilt_deg,tilt_az_deg,acc_tilt_x,acc_tilt_y,cmd_tilt_x,cmd_tilt_y,mag,az,armed,spin,lost,i_a,i_b,i_c,i_d
1.5801,2,,8.786,0.000,9.363,,,,,0.0000,0.0000,,,0,,0,,,,
1.5822,2,,8.739,0.000,9.334,,,,,0.0000,0.0000,,,0,,0,,,,
1.5842,2,,8.691,0.000,9.304,,,,,0.0000,0.0000,,,0,,0,,,,
1.5861,2,,8.642,0.000,9.273,,,,,0.0000,0.0000,,,0,,0,,,,
1.5881,2,,8.593,0.000,9.242,,,,,0.0000,0.0000,,,0,,0,,,,
1.5901,2,,8.544,0.000,9.211,,,,,0.0000,0.0000,,,0,,0,,,,
1.5921,2,,8.494,0.000,9.180,,,,,0.0000,0.0000,,,0,,0,,,,
1.5942,2,,8.443,0.000,9.150,,,,,0.0000,0.0000,,,0,,0,,,,
1.5963,2,,8.392,0.000,9.119,,,,,0.0000,0.0000,,,0,,0,,,,
1.5981,2,,8.341,0.000,9.088,,,,,0.0000,0.0000,,,0,,0,,,,
1.6002,2,,8.289,0.000,9.058,,,,,0.0000,0.0000,,,0,,0,,,,
1.6022,2,,8.237,0.000,9.027,,,,,0.0000,0.0000,,,0,,0,,,,
1.6042,2,,8.184,0.000,8.997,,,,,0.0000,0.0000,,,0,,0,,,,
1.6061,2,,8.131,0.000,8.966,,,,,0.0000,0.0000,,,0,,0,,,,
1.6082,2,,8.078,0.000,8.935,,,,,0.0000,0.0000,,,0,,0,,,,
1.6102,2,,8.024,0.000,8.904,,,,,0.0000,0.0000,,,0,,0,,,,
1.6122,2,,7.970,0.000,8.873,,,,,0.0000,0.0000,,,0,,0,,,,
1.6141,2,,7.916,0.000,8.840,,,,,0.0000,0.0000,,,0,,0,,,,
1.6162,2,,7.861,0.000,8.808,,,,,0.0000,0.0000,,,0,,0,,,,
1.6182,2,,7.806,0.000,8.774,,,,,0.0000,0.0000,,,0,,0,,,,
1.6202,2,,7.751,0.000,8.740,,,,,0.0000,0.0000,,,0,,0,,,,
1.6222,2,,7.696,0.000,8.705,,,,,0.0000,0.0000,,,0,,0,,,,
1.6241,2,,7.640,0.000,8.670,,,,,0.0000,0.0000,,,0,,0,,,,
1.6263,2,,7.584,0.000,8.633,,,,,0.0000,0.0000,,,0,,0,,,,
1.6281,2,,7.528,0.000,8.596,,,,,0.0000,0.0000,,,0,,0,,,,
1.6301,2,,7.472,0.000,8.558,,,,,0.0000,0.0000,,,0,,0,,,,
1.6322,2,,7.415,0.000,8.520,,,,,0.0000,0.0000,,,0,,0,,,,
1.6341,2,,7.359,0.000,8.481,,,,,0.0000,0.0000,,,0,,0,,,,
1.6362,2,,7.302,0.000,8.442,,,,,0.0000,0.0000,,,0,,0,,,,
1.6381,2,,7.245,0.000,8.403,,,,,0.0000,0.0000,,,0,,0,,,,
1.6402,2,,7.188,0.000,8.363,,,,,0.0000,0.0000,,,0,,0,,,,
1.6422,2,,7.131,0.000,8.324,,,,,0.0000,0.0000,,,0,,0,,,,
1.6442,2,,7.074,0.000,8.285,,,,,0.0000,0.0000,,,0,,0,,,,
1.6461,2,,7.017,0.000,8.246,,,,,0.0000,0.0000,,,0,,0,,,,
1.6481,2,,6.959,0.000,8.207,,,,,0.0000,0.0000,,,0,,0,,,,
1.6502,2,,6.902,0.000,8.168,,,,,0.0000,0.0000,,,0,,0,,,,
1.6521,2,,6.845,0.000,8.129,,,,,0.0000,0.0000,,,0,,0,,,,
1.6541,2,,6.787,0.000,8.091,,,,,0.0000,0.0000,,,0,,0,,,,
1.6562,2,,6.730,0.000,8.053,,,,,0.0000,0.0000,,,0,,0,,,,
1.6582,2,,6.672,0.000,8.015,,,,,0.0000,0.0000,,,0,,0,,,,
1.6602,2,,6.615,0.000,7.977,,,,,0.0000,0.0000,,,0,,0,,,,
1.6622,2,,6.557,0.000,7.938,,,,,0.0000,0.0000,,,0,,0,,,,
1.6641,2,,6.500,0.000,7.900,,,,,0.0000,0.0000,,,0,,0,,,,
1.6662,2,,6.442,0.000,7.861,,,,,0.0000,0.0000,,,0,,0,,,,
1.6682,2,,6.385,0.000,7.822,,,,,0.0000,0.0000,,,0,,0,,,,
1.6702,2,,6.327,0.000,7.782,,,,,0.0000,0.0000,,,0,,0,,,,
1.6721,2,,6.270,0.000,7.742,,,,,0.0000,0.0000,,,0,,0,,,,
1.6742,2,,6.213,0.000,7.701,,,,,0.0000,0.0000,,,0,,0,,,,
1.6762,2,,6.156,0.000,7.660,,,,,0.0000,0.0000,,,0,,0,,,,
1.6781,2,,6.098,0.000,7.618,,,,,0.0000,0.0000,,,0,,0,,,,
1.6802,2,,6.041,0.000,7.575,,,,,0.0000,0.0000,,,0,,0,,,,
1.6822,2,,5.985,0.000,7.533,,,,,0.0000,0.0000,,,0,,0,,,,
1.6841,2,,5.928,0.000,7.489,,,,,0.0000,0.0000,,,0,,0,,,,
1.6861,2,,5.871,0.000,7.446,,,,,0.0000,0.0000,,,0,,0,,,,
1.6882,2,,5.814,0.000,7.402,,,,,0.0000,0.0000,,,0,,0,,,,
1.6901,2,,5.758,0.000,7.359,,,,,0.0000,0.0000,,,0,,0,,,,
1.6922,2,,5.702,0.000,7.315,,,,,0.0000,0.0000,,,0,,0,,,,
1.6942,2,,5.646,0.000,7.271,,,,,0.0000,0.0000,,,0,,0,,,,
1.6961,2,,5.590,0.000,7.228,,,,,0.0000,0.0000,,,0,,0,,,,
1.6982,2,,5.534,0.000,7.185,,,,,0.0000,0.0000,,,0,,0,,,,
1.7001,2,,5.478,0.000,7.142,,,,,0.0000,0.0000,,,0,,0,,,,
1.7021,2,,5.422,0.000,7.099,,,,,0.0000,0.0000,,,0,,0,,,,
1.7041,2,,5.367,0.000,7.057,,,,,0.0000,0.0000,,,0,,0,,,,
1.7062,2,,5.312,0.000,7.015,,,,,0.0000,0.0000,,,0,,0,,,,
1.7082,2,,5.257,0.000,6.973,,,,,0.0000,0.0000,,,0,,0,,,,
1.7101,2,,5.202,0.000,6.931,,,,,0.0000,0.0000,,,0,,0,,,,
1.7122,2,,5.148,0.000,6.890,,,,,0.0000,0.0000,,,0,,0,,,,
1.7142,2,,5.093,0.000,6.848,,,,,0.0000,0.0000,,,0,,0,,,,
1.7162,2,,5.039,0.000,6.806,,,,,0.0000,0.0000,,,0,,0,,,,
1.7181,2,,4.985,0.000,6.765,,,,,0.0000,0.0000,,,0,,0,,,,
1.7201,2,,4.931,0.000,6.722,,,,,0.0000,0.0000,,,0,,0,,,,
1.7226,2,,4.878,0.000,6.680,,,,,0.0000,0.0000,,,0,,0,,,,
1.7241,2,,4.824,0.000,6.637,,,,,0.0000,0.0000,,,0,,0,,,,
1.7262,2,,4.771,0.000,6.594,,,,,0.0000,0.0000,,,0,,0,,,,
1.7282,2,,4.718,0.000,6.551,,,,,0.0000,0.0000,,,0,,0,,,,
1.7306,2,,4.666,0.000,6.507,,,,,0.0000,0.0000,,,0,,0,,,,
1.7324,2,,4.613,0.000,6.463,,,,,0.0000,0.0000,,,0,,0,,,,
1.7343,2,,4.561,0.000,6.419,,,,,0.0000,0.0000,,,0,,0,,,,
1.7363,2,,4.509,0.000,6.374,,,,,0.0000,0.0000,,,0,,0,,,,
1.7381,2,,4.458,0.000,6.329,,,,,0.0000,0.0000,,,0,,0,,,,
1.7430,2,,4.406,0.000,6.284,,,-0.531,0.000,0.0000,0.0000,,,0,,0,,,,
1.7452,2,,4.355,0.000,6.239,,,-0.531,0.000,0.0000,0.0000,,,0,,0,,,,
1.7472,2,,4.304,0.000,6.194,,,-0.507,0.000,0.0000,0.0000,,,0,,0,,,,
1.7491,2,,4.253,0.000,6.150,,,-0.507,0.000,0.0000,0.0000,,,0,,0,,,,
1.7511,2,,4.203,0.000,6.105,,,-0.507,0.000,0.0000,0.0000,,,0,,0,,,,
1.7532,2,,4.153,0.000,6.061,,,-0.479,0.000,0.0000,0.0000,,,0,,0,,,,
1.7551,2,,4.103,0.000,6.017,,,-0.479,0.000,0.0000,0.0000,,,0,,0,,,,
1.7574,2,,4.053,0.000,5.974,,,-0.451,0.000,0.0000,0.0000,,,0,,0,,,,
1.7591,2,,4.004,0.000,5.931,,,-0.451,0.000,0.0000,0.0000,,,0,,0,,,,
1.7611,2,,3.955,0.000,5.888,,,-0.451,0.000,0.0000,0.0000,,,0,,0,,,,
1.7631,2,,3.906,0.000,5.845,,,-0.423,0.000,0.0000,0.0000,,,0,,0,,,,
1.7652,2,,3.858,0.000,5.803,,,-0.423,0.000,0.0000,0.0000,,,0,,0,,,,
1.7671,2,,3.810,0.000,5.761,,,-0.396,0.000,0.0000,0.0000,,,0,,0,,,,
1.7691,2,,3.762,0.000,5.719,,,-0.396,0.000,0.0000,0.0000,,,0,,0,,,,
1.7715,2,,3.714,0.000,5.677,,,-0.396,0.000,0.0000,0.0000,,,0,,0,,,,
1.7731,2,,3.667,0.000,5.635,,,-0.369,0.000,0.0000,0.0000,,,0,,0,,,,
1.7750,2,,3.619,0.000,5.593,,,-0.369,0.000,0.0000,0.0000,,,0,,0,,,,
1.7772,2,,3.573,0.000,5.550,,,-0.344,0.000,0.0000,0.0000,,,0,,0,,,,
1.7792,2,,3.526,0.000,5.508,,,-0.344,0.000,0.0000,0.0000,,,0,,0,,,,
1.7811,2,,3.480,0.000,5.465,,,-0.344,0.000,0.0000,0.0000,,,0,,0,,,,
1.7831,2,,3.434,0.000,5.422,,,-0.318,0.000,0.0000,0.0000,,,0,,0,,,,
1.7852,2,,3.388,0.000,5.379,,,-0.318,0.000,0.0000,0.0000,,,0,,0,,,,
1.7878,2,,3.343,0.000,5.335,,,-0.293,0.000,0.0000,0.0000,,,0,,0,,,,
1.7898,2,,3.298,0.000,5.292,,,-0.293,0.000,0.0000,0.0000,,,0,,0,,,,
1.7911,2,,3.253,0.000,5.248,,,-0.268,0.000,0.0000,0.0000,,,0,,0,,,,
1.7931,2,,3.208,0.000,5.204,,,-0.268,0.000,0.0000,0.0000,,,0,,0,,,,
1.7951,2,,3.164,0.000,5.160,,,-0.268,0.000,0.0000,0.0000,,,0,,0,,,,
1.7971,2,,3.120,0.000,5.116,,,-0.244,0.000,0.0000,0.0000,,,0,,0,,,,
1.7991,2,,3.076,0.000,5.073,,,-0.244,0.000,0.0000,0.0000,,,0,,0,,,,
1.8011,2,,3.033,0.000,5.029,,,-0.244,0.000,0.0000,0.0000,,,0,,0,,,,
1.8033,2,,2.990,0.000,4.986,,,-0.220,0.000,0.0000,0.0000,,,0,,0,,,,
1.8052,2,,2.947,0.000,4.943,,,-0.220,0.000,0.0000,0.0000,,,0,,0,,,,
1.8072,2,,2.905,0.000,4.900,,,-0.198,0.000,0.0000,0.0000,,,0,,0,,,,
1.8091,2,,2.862,0.000,4.858,,,-0.198,0.000,0.0000,0.0000,,,0,,0,,,,
1.8111,2,,2.821,0.000,4.816,,,-0.198,0.000,0.0000,0.0000,,,0,,0,,,,
1.8131,2,,2.779,0.000,4.775,,,-0.175,0.000,0.0000,0.0000,,,0,,0,,,,
1.8151,2,,2.738,0.000,4.734,,,-0.175,0.000,0.0000,0.0000,,,0,,0,,,,
1.8172,2,,2.696,0.000,4.693,,,-0.154,0.000,0.0000,0.0000,,,0,,0,,,,
1.8191,2,,2.656,0.000,4.652,,,-0.154,0.000,0.0000,0.0000,,,0,,0,,,,
1.8211,2,,2.615,0.000,4.611,,,-0.154,0.000,0.0000,0.0000,,,0,,0,,,,
1.8231,2,,2.575,0.000,4.571,,,-0.132,0.000,0.0000,0.0000,,,0,,0,,,,
1.8251,2,,2.535,0.000,4.531,,,-0.132,0.000,0.0000,0.0000,,,0,,0,,,,
1.8272,2,,2.496,0.000,4.490,,,-0.111,0.000,0.0000,0.0000,,,0,,0,,,,
1.8291,2,,2.456,0.000,4.450,,,-0.111,0.000,0.0000,0.0000,,,0,,0,,,,
1.8318,2,,2.417,0.000,4.409,,,-0.111,0.000,0.0000,0.0000,,,0,,0,,,,
1.8331,2,,2.378,0.000,4.368,,,-0.091,0.000,0.0000,0.0000,,,0,,0,,,,
1.8351,2,,2.340,0.000,4.327,,,-0.091,0.000,0.0000,0.0000,,,0,,0,,,,
1.8371,2,,2.302,0.000,4.286,,,-0.070,0.000,0.0000,0.0000,,,0,,0,,,,
1.8392,2,,2.264,0.000,4.245,,,-0.070,0.000,0.0000,0.0000,,,0,,0,,,,
1.8411,2,,2.226,0.000,4.204,,,-0.070,0.000,0.0000,0.0000,,,0,,0,,,,
1.8432,2,,2.189,0.000,4.163,,,-0.050,0.000,0.0000,0.0000,,,0,,0,,,,
1.8452,2,,2.152,0.000,4.121,,,-0.050,0.000,0.0000,0.0000,,,0,,0,,,,
1.8471,2,,2.115,0.000,4.080,,,-0.032,0.000,0.0000,0.0000,,,0,,0,,,,
1.8491,2,,2.079,0.000,4.039,,,-0.032,0.000,0.0000,0.0000,,,0,,0,,,,
1.8511,2,,2.042,0.000,3.998,,,-0.032,0.000,0.0000,0.0000,,,0,,0,,,,
1.8531,2,,2.007,0.000,3.957,,,-0.014,0.000,0.0000,0.0000,,,0,,0,,,,
1.8551,2,,1.971,0.000,3.916,,,-0.014,0.000,0.0000,0.0000,,,0,,0,,,,
1.8579,2,,1.936,0.000,3.876,,,0.004,0.000,0.0000,0.0000,,,0,,0,,,,
1.8592,2,,1.900,0.000,3.836,,,0.004,0.000,0.0000,0.0000,,,0,,0,,,,
1.8611,2,,1.866,0.000,3.797,,,0.004,0.000,0.0000,0.0000,,,0,,0,,,,
1.8632,2,,1.831,0.000,3.757,,,0.021,0.000,0.0000,0.0000,,,0,,0,,,,
1.8652,2,,1.797,0.000,3.719,,,0.021,0.000,0.0000,0.0000,,,0,,0,,,,
1.8672,2,,1.763,0.000,3.680,,,0.037,0.000,0.0000,0.0000,,,0,,0,,,,
1.8691,2,,1.729,0.000,3.642,,,0.037,0.000,0.0000,0.0000,,,0,,0,,,,
1.8712,2,,1.695,0.000,3.604,,,0.037,0.000,0.0000,0.0000,,,0,,0,,,,
1.8731,2,,1.662,0.000,3.566,,,0.054,0.000,0.0000,0.0000,,,0,,0,,,,
1.8752,2,,1.629,0.000,3.528,,,0.054,0.000,0.0000,0.0000,,,0,,0,,,,
1.8771,2,,1.597,0.000,3.491,,,0.069,0.000,0.0000,0.0000,,,0,,0,,,,
1.8791,2,,1.564,0.000,3.453,,,0.069,0.000,0.0000,0.0000,,,0,,0,,,,
1.8812,2,,1.532,0.000,3.416,,,0.069,0.000,0.0000,0.0000,,,0,,0,,,,
1.8831,2,,1.500,0.000,3.378,,,0.084,0.000,0.0000,0.0000,,,0,,0,,,,
1.8852,2,,1.469,0.000,3.341,,,0.084,0.000,0.0000,0.0000,,,0,,0,,,,
1.8872,2,,1.437,0.000,3.303,,,0.099,0.000,0.0000,0.0000,,,0,,0,,,,
1.8891,2,,1.406,0.000,3.265,,,0.099,0.000,0.0000,0.0000,,,0,,0,,,,
1.8911,2,,1.375,0.000,3.228,,,0.099,0.000,0.0000,0.0000,,,0,,0,,,,
1.8932,2,,1.345,0.000,3.190,,,0.112,0.000,0.0000,0.0000,,,0,,0,,,,
1.8952,2,,1.314,0.000,3.152,,,0.123,0.000,0.0000,0.0000,,,0,,0,,,,
1.8971,2,,1.284,0.000,3.114,,,0.133,0.000,0.0000,0.0000,,,0,,0,,,,
1.8992,2,,1.254,0.000,3.076,,,0.144,0.000,0.0000,0.0000,,,0,,0,,,,
1.9011,2,,1.225,0.000,3.038,,,0.154,0.000,0.0000,0.0000,,,0,,0,,,,
1.9032,2,,1.195,0.000,3.001,,,0.163,0.000,0.0000,0.0000,,,0,,0,,,,
1.9055,2,,1.166,0.000,2.963,,,0.173,0.000,0.0000,0.0000,,,0,,0,,,,
1.9071,2,,1.137,0.000,2.926,,,0.182,0.000,0.0000,0.0000,,,0,,0,,,,
1.9091,2,,1.109,0.000,2.890,,,0.191,0.000,0.0000,0.0000,,,0,,0,,,,
1.9112,2,,1.080,0.000,2.853,,,0.200,0.000,0.0000,0.0000,,,0,,0,,,,
1.9132,2,,1.052,0.000,2.817,,,0.209,0.000,0.0000,0.0000,,,0,,0,,,,
1.9151,2,,1.024,0.000,2.781,,,0.217,0.000,0.0000,0.0000,,,0,,0,,,,
1.9171,2,,0.997,0.000,2.746,,,0.224,0.000,0.0000,0.0000,,,0,,0,,,,
1.9191,2,,0.969,0.000,2.711,,,0.232,0.000,0.0000,0.0000,,,0,,0,,,,
1.9211,2,,0.942,0.000,2.676,,,0.239,0.000,0.0000,0.0000,,,0,,0,,,,
1.9231,2,,0.915,0.000,2.642,,,0.246,0.000,0.0000,0.0000,,,0,,0,,,,
1.9251,2,,0.888,0.000,2.607,,,0.253,0.000,0.0000,0.0000,,,0,,0,,,,
1.9271,2,,0.862,0.000,2.573,,,0.260,0.000,0.0000,0.0000,,,0,,0,,,,
1.9291,2,,0.835,0.000,2.539,,,0.266,0.000,0.0000,0.0000,,,0,,0,,,,
1.9311,2,,0.809,0.000,2.505,,,0.273,0.000,0.0000,0.0000,,,0,,0,,,,
1.9331,2,,0.784,0.000,2.472,,,0.278,0.000,0.0000,0.0000,,,0,,0,,,,
1.9351,2,,0.758,0.000,2.438,,,0.284,0.000,0.0000,0.0000,,,0,,0,,,,
1.9371,2,,0.733,0.000,2.404,,,0.290,0.000,0.0000,0.0000,,,0,,0,,,,
1.9391,2,,0.707,0.000,2.370,,,0.295,0.000,0.0000,0.0000,,,0,,0,,,,
1.9411,2,,0.682,0.000,2.336,,,0.300,0.000,0.0000,0.0000,,,0,,0,,,,
1.9431,2,,0.658,0.000,2.302,,,0.305,0.000,0.0000,0.0000,,,0,,0,,,,
1.9451,2,,0.633,0.000,2.268,,,0.310,0.000,0.0000,0.0000,,,0,,0,,,,
1.9471,2,,0.609,0.000,2.234,,,0.314,0.000,0.0000,0.0000,,,0,,0,,,,
1.9491,2,,0.585,0.000,2.200,,,0.319,0.000,0.0000,0.0000,,,0,,0,,,,
1.9511,2,,0.561,0.000,2.166,,,0.323,0.000,0.0000,0.0000,,,0,,0,,,,
1.9531,2,,0.537,0.000,2.133,,,0.327,0.000,0.0000,0.0000,,,0,,0,,,,
1.9551,2,,0.514,0.000,2.099,,,0.330,0.000,0.0000,0.0000,,,0,,0,,,,
1.9571,2,,0.491,0.000,2.066,,,0.334,0.000,0.0000,0.0000,,,0,,0,,,,
1.9591,2,,0.468,0.000,2.033,,,0.337,0.000,0.0000,0.0000,,,0,,0,,,,
1.9611,2,,0.445,0.000,2.000,,,0.341,0.000,0.0000,0.0000,,,0,,0,,,,
1.9631,2,,0.422,0.000,1.967,,,0.343,0.000,0.0000,0.0000,,,0,,0,,,,
1.9651,2,,0.400,0.000,1.935,,,0.347,0.000,0.0000,0.0000,,,0,,0,,,,
1.9671,2,,0.378,0.000,1.903,,,0.350,0.000,0.0000,0.0000,,,0,,0,,,,
1.9691,2,,0.356,0.000,1.872,,,0.352,0.000,0.0000,0.0000,,,0,,0,,,,
1.9711,2,,0.334,0.000,1.841,,,0.355,0.000,0.0000,0.0000,,,0,,0,,,,
1.9731,2,,0.312,0.000,1.810,,,0.357,0.000,0.0000,0.0000,,,0,,0,,,,
1.9752,2,,0.291,0.000,1.779,,,0.359,0.000,0.0000,0.0000,,,0,,0,,,,
1.9772,2,,0.270,0.000,1.749,,,0.361,0.000,0.0000,0.0000,,,0,,0,,,,
1.9791,2,,0.249,0.000,1.718,,,0.363,0.000,0.0000,0.0000,,,0,,0,,,,
1.9811,2,,0.228,0.000,1.688,,,0.366,0.000,0.0000,0.0000,,,0,,0,,,,
1.9831,2,,0.207,0.000,1.658,,,0.366,0.000,0.0000,0.0000,,,0,,0,,,,
1.9851,2,,0.187,0.000,1.628,,,0.369,0.000,0.0000,0.0000,,,0,,0,,,,
1.9871,2,,0.167,0.000,1.598,,,0.371,0.000,0.0000,0.0000,,,0,,0,,,,
1.9891,2,,0.146,0.000,1.569,,,0.371,0.000,0.0000,0.0000,,,0,,0,,,,
1.9911,2,,0.127,0.000,1.539,,,0.374,0.000,0.0000,0.0000,,,0,,0,,,,
1.9931,2,,0.107,0.000,1.509,,,0.374,0.000,0.0000,0.0000,,,0,,0,,,,
1.9951,2,,0.087,0.000,1.479,,,0.376,0.000,0.0000,0.0000,,,0,,0,,,,
1.9971,2,,0.068,0.000,1.449,,,0.377,0.000,0.0000,0.0000,,,0,,0,,,,
1.9991,2,,0.049,0.000,1.419,,,0.377,0.000,0.0000,0.0000,,,0,,0,,,,
2.0011,2,,0.030,0.000,1.390,,,0.379,0.000,0.0000,0.0000,,,0,,0,,,,
2.0031,2,,0.011,0.000,1.360,,,0.378,0.000,0.0000,0.0000,,,0,,0,,,,
2.0051,2,,-0.008,0.000,1.330,,,0.378,0.000,0.0000,0.0000,,,0,,0,,,,
2.0071,2,,-0.026,0.000,1.301,,,0.377,0.000,0.0000,0.0000,,,0,,0,,,,
2.0090,2,,-0.044,0.000,1.272,,,0.376,0.000,0.0000,0.0000,,,0,,0,,,,
2.0111,2,,-0.062,0.000,1.243,,,0.374,0.000,0.0000,0.0000,,,0,,0,,,,
2.0131,2,,-0.080,0.000,1.214,,,0.373,0.000,0.0000,0.0000,,,0,,0,,,,
2.0151,2,,-0.098,0.000,1.185,,,0.371,0.000,0.0000,0.0000,,,0,,0,,,,
2.0171,2,,-0.116,0.000,1.157,,,0.369,0.000,0.0000,0.0000,,,0,,0,,,,
2.0191,2,,-0.133,0.000,1.129,,,0.368,0.000,0.0000,0.0000,,,0,,0,,,,
2.0211,2,,-0.150,0.000,1.102,,,0.366,0.000,0.0000,0.0000,,,0,,0,,,,
2.0231,2,,-0.167,0.000,1.075,,,0.365,0.000,0.0000,0.0000,,,0,,0,,,,
2.0251,2,,-0.184,0.000,1.048,,,0.363,0.000,0.0000,0.0000,,,0,,0,,,,
2.0271,2,,-0.201,0.000,1.021,,,0.361,0.000,0.0000,0.0000,,,0,,0,,,,
2.0291,2,,-0.218,0.000,0.995,,,0.360,0.000,0.0000,0.0000,,,0,,0,,,,
2.0311,2,,-0.234,0.000,0.968,,,0.358,0.000,0.0000,0.0000,,,0,,0,,,,
2.0331,2,,-0.251,0.000,0.942,,,0.356,0.000,0.0000,0.0000,,,0,,0,,,,
2.0351,2,,-0.267,0.000,0.916,,,0.355,0.000,0.0000,0.0000,,,0,,0,,,,
2.0371,2,,-0.283,0.000,0.890,,,0.352,0.000,0.0000,0.0000,,,0,,0,,,,
2.0391,2,,-0.298,0.000,0.864,,,0.352,0.000,0.0000,0.0000,,,0,,0,,,,
2.0411,2,,-0.314,0.000,0.838,,,0.351,0.000,0.0000,0.0000,,,0,,0,,,,
2.0431,2,,-0.330,0.000,0.813,,,0.353,0.000,0.0000,0.0000,,,0,,0,,,,
2.0451,2,,-0.345,0.000,0.787,,,0.356,0.000,0.0000,0.0000,,,0,,0,,,,
2.0471,2,,-0.360,0.000,0.761,,,0.358,0.000,0.0000,0.0000,,,0,,0,,,,
2.0491,2,,-0.375,0.000,0.735,,,0.360,0.000,0.0000,0.0000,,,0,,0,,,,
2.0511,2,,-0.390,0.000,0.709,,,0.363,0.000,0.0000,0.0000,,,0,,0,,,,
