t,state,f_hz,x_mm,y_mm,z_mm,mag,az,armed,spin,lost,i_a,i_b,i_c,i_d
0.1338,2,,10.000,0.000,10.000,,,0,,0,,,,
0.1676,2,,9.841,0.000,9.931,,,0,,0,,,,
0.2011,2,,9.375,0.000,9.662,,,0,,0,,,,
0.2341,2,,8.643,0.000,9.226,,,0,,0,,,,
0.2676,2,,7.719,0.000,8.679,,,0,,0,,,,
0.3009,2,,6.684,0.000,8.008,,,0,,0,,,,
0.3341,2,,5.617,0.000,7.276,,,0,,0,,,,
0.3675,2,,4.582,0.000,6.515,,,0,,0,,,,
0.4008,2,,3.626,0.000,5.725,,,0,,0,,,,
0.4342,2,,2.776,0.000,4.956,,,0,,0,,,,
0.4675,2,,2.045,0.000,4.215,,,0,,0,,,,
0.5008,2,,1.432,0.000,3.501,,,0,,0,,,,
0.5341,2,,0.929,0.000,2.845,,,0,,0,,,,
0.5676,2,,0.522,0.000,2.236,,,0,,0,,,,
0.6007,2,,0.193,0.000,1.676,,,0,,0,,,,
0.6341,2,,-0.073,0.000,1.178,,,0,,0,,,,
0.6675,2,,-0.290,0.000,0.726,,,0,,0,,,,
0.7008,2,,-0.472,0.000,0.325,,,0,,0,,,,
0.7341,2,,-0.626,0.000,-0.025,,,0,,0,,,,
0.7676,2,,-0.760,0.000,-0.337,,,0,,0,,,,
0.8008,2,,-0.879,0.000,-0.608,,,0,,0,,,,
0.8343,2,,-0.984,0.000,-0.840,,,0,,0,,,,
0.8677,2,,-1.078,0.000,-1.044,,,0,,0,,,,
0.9008,2,,-1.161,0.000,-1.216,,,0,,0,,,,
0.9341,2,,-1.233,0.000,-1.362,,,0,,0,,,,
0.9677,2,,-1.295,0.000,-1.487,,,0,,0,,,,
1.0011,2,,-1.346,0.000,-1.589,,,0,,0,,,,
1.0344,2,,-1.388,0.000,-1.674,,,0,,0,,,,
1.0675,2,,-1.419,0.000,-1.743,,,0,,0,,,,
1.1010,2,,-1.442,0.000,-1.797,,,0,,0,,,,
1.1342,2,,-1.457,0.000,-1.840,,,1,,0,,,,
1.1675,2,,-1.465,0.000,-1.871,0.000,360,1,,0,,,,
1.2007,2,,-1.466,0.000,-1.892,0.000,360,1,,0,,,,
1.2342,2,,-1.462,0.000,-1.905,0.000,360,1,,0,,,,
1.2674,2,,-1.454,0.000,-1.910,0.000,360,1,,0,,,,
1.3008,2,,-1.441,0.000,-1.909,0.000,360,1,,0,,,,
1.3342,2,,-1.426,0.000,-1.902,0.000,360,1,,0,,,,
1.3674,2,,-1.407,0.000,-1.889,0.000,360,1,,0,,,,
1.4012,2,,-1.386,0.000,-1.873,0.000,360,1,,0,,,,
1.4342,2,,-1.364,0.000,-1.853,0.000,360,1,,0,,,,
1.4675,2,,-1.340,0.000,-1.829,0.000,360,1,,0,,,,
1.5015,2,,-1.314,0.000,-1.802,0.000,360,1,,0,,,,
1.5341,2,,-1.288,0.000,-1.774,0.000,360,1,,0,,,,
1.5675,2,,-1.261,0.000,-1.742,0.000,360,1,,0,,,,
1.6010,2,,-1.233,0.000,-1.710,0.000,360,1,,0,,,,
1.6341,2,,-1.205,0.000,-1.676,0.000,360,1,,0,,,,
1.6675,2,,-1.176,0.000,-1.641,0.000,360,1,,0,,,,
1.7009,2,,-1.147,0.000,-1.605,0.000,360,1,,0,,,,
1.7342,2,,-1.118,0.000,-1.568,0.000,360,1,,0,,,,
1.7675,2,,-1.089,0.000,-1.531,0.000,180,1,,0,,,,
1.8008,2,,-1.060,0.000,-1.494,0.000,180,1,,0,,,,
1.8343,2,,-1.031,0.000,-1.456,0.000,180,1,,0,,,,
1.8675,2,,-1.003,0.000,-1.419,0.000,180,1,,0,,,,
1.9013,2,,-0.975,0.000,-1.381,0.000,180,1,,0,,,,
1.9342,2,,-0.947,0.000,-1.344,0.000,180,1,,0,,,,
1.9678,2,,-0.919,0.000,-1.307,0.000,180,1,,0,,,,
2.0011,2,,-0.892,0.000,-1.271,0.000,180,1,,0,,,,
2.0341,2,,-0.866,0.000,-1.234,0.000,180,1,,0,,,,
2.0674,2,,-0.840,0.000,-1.199,0.000,180,1,,0,,,,
2.1017,2,,-0.814,0.000,-1.164,0.000,180,1,,0,,,,
2.1341,2,,-0.789,0.000,-1.129,0.000,180,1,,0,,,,
2.1675,2,,-0.765,0.000,-1.096,0.000,180,1,,0,,,,
2.2008,2,,-0.741,0.000,-1.062,0.000,180,1,,0,,,,
2.2343,2,,-0.718,0.000,-1.030,0.000,180,1,,0,,,,
2.2675,2,,-0.695,0.000,-0.998,0.000,180,1,,0,,,,
2.3009,2,,-0.673,0.000,-0.967,0.000,180,1,,0,,,,
2.3341,2,,-0.652,0.000,-0.937,0.000,180,1,,0,,,,
2.3675,2,,-0.631,0.000,-0.907,0.000,180,1,,0,,,,
2.4008,2,,-0.610,0.000,-0.878,0.000,180,1,,0,,,,
2.4339,2,,-0.591,0.000,-0.850,0.000,180,1,,0,,,,
2.4676,2,,-0.571,0.000,-0.823,0.000,180,1,,0,,,,
2.5008,2,,-0.553,0.000,-0.796,0.000,180,1,,0,,,,
2.5341,2,,-0.535,0.000,-0.770,0.000,180,1,,0,,,,
2.5675,2,,-0.517,0.000,-0.745,0.000,180,1,,0,,,,
2.6011,2,,-0.500,0.000,-0.721,0.000,180,1,,0,,,,
2.6341,2,,-0.483,0.000,-0.697,0.000,180,1,,0,,,,
2.6676,2,,-0.467,0.000,-0.674,0.000,180,1,,0,,,,
2.7008,2,,-0.452,0.000,-0.652,0.000,180,1,,0,,,,
2.7345,2,,-0.437,0.000,-0.630,0.000,180,1,,0,,,,
2.7672,2,,-0.422,0.000,-0.609,0.000,180,1,,0,,,,
2.8010,2,,-0.408,0.000,-0.588,0.000,180,1,,0,,,,
2.8341,2,,-0.394,0.000,-0.569,0.000,180,1,,0,,,,
2.8677,2,,-0.381,0.000,-0.549,0.000,180,1,,0,,,,
2.9008,2,,-0.368,0.000,-0.531,0.000,180,1,,0,,,,
2.9341,2,,-0.355,0.000,-0.513,0.000,180,1,,0,,,,
2.9675,2,,-0.343,0.000,-0.495,0.000,180,1,,0,,,,
3.0010,2,,-0.332,0.000,-0.479,0.000,180,1,,0,,,,
3.0341,2,,-0.320,0.000,-0.462,0.000,180,1,,0,,,,
3.0677,2,,-0.310,0.000,-0.446,0.000,180,1,,0,,,,
3.1007,2,,-0.299,0.000,-0.431,0.000,180,1,,0,,,,
3.1342,2,,-0.289,0.000,-0.416,0.000,180,1,,0,,,,
3.1675,2,,-0.279,0.000,-0.402,0.000,180,1,,0,,,,
3.2009,2,,-0.269,0.000,-0.388,0.000,180,1,,0,,,,
3.2344,2,,-0.260,0.000,-0.375,0.000,180,1,,0,,,,
3.2678,2,,-0.251,0.000,-0.362,0.000,180,1,,0,,,,
3.3009,2,,-0.243,0.000,-0.349,0.000,180,1,,0,,,,
3.3341,2,,-0.234,0.000,-0.337,0.000,180,1,,0,,,,
3.3675,2,,-0.226,0.000,-0.326,0.000,180,1,,0,,,,
3.4008,2,,-0.219,0.000,-0.314,0.000,180,1,,0,,,,
3.4341,2,,-0.211,0.000,-0.303,0.000,180,1,,0,,,,
3.4675,2,,-0.204,0.000,-0.293,0.000,180,1,,0,,,,
3.5008,2,,-0.197,0.000,-0.283,0.000,180,1,,0,,,,
3.5343,2,,-0.190,0.000,-0.273,0.000,180,1,,0,,,,
3.5674,2,,-0.184,0.000,-0.263,0.000,180,1,,0,,,,
3.6011,2,,-0.177,0.000,-0.254,0.000,180,1,,0,,,,
3.6340,2,,-0.171,0.000,-0.245,0.000,180,1,,0,,,,
3.6680,2,,-0.165,0.000,-0.237,0.000,180,1,,0,,,,
3.7009,2,,-0.160,0.000,-0.229,0.000,180,1,,0,,,,
3.7342,2,,-0.154,0.000,-0.221,0.000,180,1,,0,,,,
3.7675,2,,-0.149,0.000,-0.213,0.000,180,1,,0,,,,
3.8011,2,,-0.144,0.000,-0.205,0.000,180,1,,0,,,,
