t,state,f_hz,x_mm,y_mm,z_mm,mag,az,armed,spin,lost,i_a,i_b,i_c,i_d
1.5104,,0.0,-6.392,0.934,148.815,,,0,,0,0.0,0.0,0.0,0.0
1.5704,,0.0,-6.563,0.873,148.874,,,0,,0,0.0,0.0,0.0,0.0
1.6666,,0.0,-6.583,0.620,148.927,,,0,,0,0.0,0.0,0.0,0.0
1.7568,,0.0,-6.534,0.869,148.818,,,0,,0,0.0,0.0,0.0,0.0
1.7972,,0.0,-6.611,0.883,148.910,,,0,,0,0.0,0.0,0.0,0.0
1.8438,,0.0,-6.528,0.738,148.936,,,0,,0,0.0,0.0,0.0,0.0
1.8797,,0.0,-6.611,0.870,148.924,,,0,,0,0.0,0.0,0.0,0.0
1.9304,,0.0,-6.550,0.879,148.835,,,0,,0,0.0,0.0,0.0,0.0
1.9661,,0.0,-6.622,0.873,148.949,,,0,,0,0.0,0.0,0.0,0.0
2.0160,,0.0,-6.466,0.736,148.870,,,0,,0,0.0,0.0,0.0,0.0
2.0553,,0.0,-6.490,0.819,148.894,,,0,,0,0.0,0.0,0.0,0.0
2.0947,,0.0,-6.593,0.879,148.916,,,0,,0,0.0,0.0,0.0,0.0
2.1384,,0.0,0.026,-0.065,0.083,,,0,,0,0.0,0.0,0.0,0.0
2.1741,,0.0,-0.006,-0.014,-0.122,,,0,,0,0.0,0.0,0.0,0.0
2.2109,,0.0,0.013,-0.014,-0.139,,,0,,0,0.0,0.0,0.0,0.0
2.2649,1,2.0,0.092,-0.100,0.111,,,0,stopped,0,0.0,0.0,0.0,0.0
2.3090,1,2.0,-0.015,-0.045,0.015,,,0,stopped,0,0.0,0.0,0.0,0.0
2.3561,1,2.0,-0.030,-0.037,-0.085,,,0,stopped,0,0.0,0.03,0.02,0.01
2.4115,1,2.0,0.026,0.101,0.098,,,0,stopped,0,0.0,0.03,0.02,0.01
2.4495,1,2.0,0.045,-0.019,0.006,,,0,stopped,0,0.0,0.03,0.02,0.01
2.4983,1,2.0,0.048,-0.004,-0.045,,,0,stopped,0,0.0,0.03,0.02,0.01
2.5365,1,2.0,-0.056,0.054,-0.063,,,0,stopped,0,0.0,0.03,0.02,0.01
2.5917,1,2.0,-0.056,-0.032,-0.048,,,0,stopped,0,0.0,0.03,0.02,0.01
2.6416,1,2.0,0.017,-0.009,0.057,,,0,stopped,0,0.0,0.03,0.02,0.01
2.7005,1,2.0,0.075,-0.042,-0.039,,,0,stopped,0,0.0,0.03,0.02,0.01
2.7507,1,2.0,-0.036,-0.100,-0.030,,,0,turning,0,0.0,0.03,0.02,0.01
2.7938,1,2.0,0.113,-0.056,-0.231,,,0,turning,0,0.0,0.03,0.02,0.01
2.8403,1,2.2,0.159,0.036,-0.047,,,0,turning,0,0.01,0.01,0.06,0.06
2.9008,1,2.2,0.169,-0.015,0.049,,,0,turning,0,0.01,0.01,0.06,0.06
2.9501,1,2.2,0.225,0.027,0.107,,,0,turning,0,0.01,0.01,0.06,0.06
2.9893,1,2.2,0.168,0.042,-0.085,,,0,turning,0,0.01,0.01,0.06,0.06
3.0362,1,2.2,0.078,0.037,-0.013,,,0,turning,0,0.01,0.01,0.06,0.06
3.0923,1,2.2,0.153,0.173,-0.124,,,0,turning,0,0.01,0.01,0.06,0.06
3.1511,1,2.2,0.227,0.115,-0.015,,,0,turning,0,0.01,0.01,0.06,0.06
3.1901,1,2.2,0.126,0.051,-0.009,,,0,turning,0,0.01,0.01,0.06,0.06
3.2324,1,2.2,0.165,0.036,0.059,,,0,turning,0,0.01,0.01,0.06,0.06
3.2745,1,2.2,0.139,0.039,-0.024,,,0,turning,0,0.01,0.01,0.06,0.06
3.3194,1,2.2,0.174,0.342,-0.096,,,0,turning,0,0.01,0.01,0.06,0.06
3.3661,1,2.7,0.130,0.114,-0.248,,,0,turning,0,0.12,0.12,0.02,0.02
3.4154,1,2.7,-0.014,0.083,-0.115,,,0,turning,0,0.12,0.12,0.02,0.02
3.4591,1,2.7,0.121,0.050,-0.014,,,0,turning,0,0.12,0.12,0.02,0.02
3.5057,1,2.7,0.067,-0.020,0.119,,,0,turning,0,0.12,0.12,0.02,0.02
3.5537,1,2.7,0.171,-0.053,0.113,,,0,turning,0,0.12,0.12,0.02,0.02
3.6066,1,2.7,0.177,-0.107,-0.090,,,0,turning,0,0.12,0.12,0.02,0.02
3.6439,1,2.7,0.158,0.032,-0.123,,,0,turning,0,0.12,0.12,0.02,0.02
3.6922,1,2.7,-0.060,0.381,-0.018,,,0,turning,0,0.12,0.12,0.02,0.02
3.7613,1,2.7,0.052,0.026,0.005,,,0,turning,0,0.12,0.12,0.02,0.02
3.8036,1,2.7,0.287,-0.023,-0.008,,,0,turning,0,0.12,0.12,0.02,0.02
3.8531,1,3.8,0.190,0.039,-0.146,,,0,turning,0,0.09,0.1,0.02,0.02
3.8972,1,3.8,0.092,0.067,-0.019,,,0,turning,0,0.09,0.1,0.02,0.02
3.9551,1,3.8,0.131,-0.038,-0.039,,,0,turning,0,0.09,0.1,0.02,0.02
4.0017,1,3.8,0.016,0.100,0.011,,,0,turning,0,0.09,0.1,0.02,0.02
4.0584,1,3.8,0.055,-0.218,0.070,,,0,turning,0,0.09,0.1,0.02,0.02
4.0953,1,3.8,0.088,-0.025,-0.098,,,0,turning,0,0.09,0.1,0.02,0.02
4.1592,1,3.8,0.147,-0.028,-0.058,,,0,turning,0,0.09,0.1,0.02,0.02
4.2489,1,3.8,0.074,-0.036,0.024,,,0,turning,0,0.09,0.1,0.02,0.02
4.2948,1,3.8,0.039,-0.121,-0.009,,,0,turning,0,0.09,0.1,0.02,0.02
4.3430,1,5.2,0.272,0.069,0.107,,,0,turning,0,0.05,0.06,0.17,0.15
4.3802,1,5.2,-0.013,0.027,-0.170,,,0,turning,0,0.05,0.06,0.17,0.15
4.4153,1,5.2,0.130,-0.049,-0.266,,,0,turning,0,0.05,0.06,0.17,0.15
4.4662,1,5.2,0.216,-0.120,0.130,,,0,turning,0,0.05,0.06,0.17,0.15
4.5262,1,5.2,0.158,0.022,-0.041,,,0,turning,0,0.05,0.06,0.17,0.15
4.5765,1,5.2,0.047,0.064,-0.052,,,0,turning,0,0.05,0.06,0.17,0.15
4.6389,1,5.2,0.138,0.014,0.051,,,0,turning,0,0.05,0.06,0.17,0.15
4.6808,1,5.2,0.090,-0.046,0.004,,,0,turning,0,0.05,0.06,0.17,0.15
4.7247,1,5.2,0.094,-0.030,0.105,,,0,turning,0,0.05,0.06,0.17,0.15
4.7665,1,5.2,0.078,0.080,-0.055,,,0,turning,0,0.05,0.06,0.17,0.15
4.8134,1,5.2,0.225,-0.086,0.110,,,0,turning,0,0.05,0.06,0.17,0.15
4.8614,1,6.6,0.113,0.406,-0.196,,,0,turning,0,0.1,0.12,0.25,0.23
4.9072,1,6.6,0.010,0.002,-0.029,,,0,turning,0,0.1,0.12,0.25,0.23
4.9521,1,6.6,0.111,-0.030,-0.034,,,0,turning,0,0.1,0.12,0.25,0.23
4.9931,1,6.6,0.152,0.069,-0.021,,,0,turning,0,0.1,0.12,0.25,0.23
5.0579,1,6.6,0.055,0.324,0.094,,,0,turning,0,0.1,0.12,0.25,0.23
5.0966,1,6.6,0.078,-0.001,-0.078,,,0,turning,0,0.1,0.12,0.25,0.23
5.1474,1,6.6,0.063,-0.124,-0.028,,,0,turning,0,0.1,0.12,0.25,0.23
5.1933,1,6.6,0.019,0.291,-0.105,,,0,turning,0,0.1,0.12,0.25,0.23
5.2401,1,6.6,0.210,-0.052,0.073,,,0,turning,0,0.1,0.12,0.25,0.23
5.3049,1,6.6,0.034,0.111,-0.006,,,0,turning,0,0.1,0.12,0.25,0.23
5.3500,1,7.5,0.083,-0.103,-0.028,,,0,turning,0,0.13,0.12,0.26,0.27
5.3906,1,7.5,0.191,-0.033,-0.129,,,0,turning,0,0.13,0.12,0.26,0.27
5.4378,1,7.5,0.207,0.030,-0.040,,,0,turning,0,0.13,0.12,0.26,0.27
5.4790,1,7.5,0.052,0.015,-0.098,,,0,turning,0,0.13,0.12,0.26,0.27
5.5435,1,7.5,0.111,-0.078,-0.107,,,0,turning,0,0.13,0.12,0.26,0.27
5.5875,1,7.5,0.059,0.050,-0.131,,,0,turning,0,0.13,0.12,0.26,0.27
5.6443,1,7.5,0.028,-0.088,-0.035,,,0,turning,0,0.13,0.12,0.26,0.27
5.6931,1,7.5,0.040,0.565,-0.151,,,0,turning,0,0.13,0.12,0.26,0.27
5.7439,1,7.5,0.098,-0.085,0.093,,,0,turning,0,0.13,0.12,0.26,0.27
5.7856,1,7.5,0.165,-0.062,-0.036,,,0,turning,0,0.13,0.12,0.26,0.27
5.8316,1,7.5,0.150,0.016,-0.002,,,0,turning,0,0.13,0.12,0.26,0.27
5.8733,1,7.9,0.100,-0.142,-0.142,,,0,turning,0,0.19,0.2,0.35,0.37
5.9260,1,7.9,0.193,-0.016,0.043,,,0,turning,0,0.19,0.2,0.35,0.37
5.9701,1,7.9,0.078,0.030,-0.130,,,0,turning,0,0.19,0.2,0.35,0.37
6.0055,1,7.9,0.138,-0.014,-0.147,,,0,turning,0,0.19,0.2,0.35,0.37
6.0624,1,7.9,0.203,0.061,0.085,,,0,turning,0,0.19,0.2,0.35,0.37
6.1107,1,7.9,0.083,-0.195,0.026,,,0,turning,0,0.19,0.2,0.35,0.37
6.1489,1,7.9,0.121,-0.034,-0.182,,,0,turning,0,0.19,0.2,0.35,0.37
6.2079,1,7.9,0.146,0.079,-0.042,,,0,turning,0,0.19,0.2,0.35,0.37
6.2531,1,7.9,0.021,-0.014,-0.110,,,0,turning,0,0.19,0.2,0.35,0.37
6.3144,1,7.9,0.245,0.115,0.037,,,0,turning,0,0.19,0.2,0.35,0.37
6.3535,1,8.0,0.033,0.048,-0.120,,,0,turning,0,0.2,0.22,0.38,0.37
6.4021,1,8.0,0.120,0.018,-0.066,,,0,turning,0,0.2,0.22,0.38,0.37
6.4607,1,8.0,0.054,0.257,-0.004,,,0,turning,0,0.2,0.22,0.38,0.37
6.5146,1,8.0,0.195,-0.011,-0.058,,,0,turning,0,0.2,0.22,0.38,0.37
6.5598,1,8.0,0.105,-0.030,-0.038,,,0,turning,0,0.2,0.22,0.38,0.37
6.6113,1,8.0,0.088,0.086,-0.079,,,0,turning,0,0.2,0.22,0.38,0.37
6.6839,1,8.0,0.047,-0.054,-0.106,,,0,turning,0,0.2,0.22,0.38,0.37
6.7556,1,8.0,0.085,0.004,0.025,,,0,turning,0,0.2,0.22,0.38,0.37
6.8480,1,9.1,0.139,0.005,0.092,,,0,turning,0,0.24,0.31,0.26,0.26
6.9059,1,9.1,0.183,-0.011,0.018,,,0,turning,0,0.24,0.31,0.26,0.26
6.9701,1,9.1,0.103,0.093,-0.117,,,0,turning,0,0.24,0.31,0.26,0.26
7.0438,1,9.1,0.080,-0.021,-0.001,,,0,turning,0,0.24,0.31,0.26,0.26
