t,state,f_hz,x_mm,y_mm,z_mm,mag,az,armed,spin,lost,i_a,i_b,i_c,i_d
2.5921,,0.0,-1.143,2.471,143.567,,,0,,0,0.0,0.0,0.0,0.0
2.6263,,0.0,-1.143,2.471,143.567,,,0,,0,0.0,0.0,0.0,0.0
2.6316,,0.0,-1.115,2.563,143.251,,,0,,0,0.0,0.0,0.0,0.0
2.6368,,0.0,-1.115,2.563,143.251,,,0,,0,0.0,0.0,0.0,0.0
2.6419,,0.0,-1.115,2.563,143.251,,,0,,0,0.0,0.0,0.0,0.0
2.6464,,0.0,-1.115,2.563,143.251,,,0,,0,0.0,0.0,0.0,0.0
2.6515,,0.0,-1.115,2.563,143.251,,,0,,0,0.0,0.0,0.0,0.0
2.6601,,0.0,-1.115,2.563,143.251,,,0,,0,0.0,0.0,0.0,0.0
2.6615,,0.0,-1.115,2.563,143.251,,,0,,0,0.0,0.0,0.0,0.0
2.6664,,0.0,-1.115,2.563,143.251,,,0,,0,0.0,0.0,0.0,0.0
2.6721,,0.0,-1.072,2.532,143.242,,,0,,0,0.0,0.0,0.0,0.0
2.6786,,0.0,-1.072,2.532,143.242,,,0,,0,0.0,0.0,0.0,0.0
2.6862,,0.0,-1.072,2.532,143.242,,,0,,0,0.0,0.0,0.0,0.0
2.6867,,0.0,-1.072,2.532,143.242,,,0,,0,0.0,0.0,0.0,0.0
2.6916,,0.0,-1.072,2.532,143.242,,,0,,0,0.0,0.0,0.0,0.0
2.6972,,0.0,-1.072,2.532,143.242,,,0,,0,0.0,0.0,0.0,0.0
2.7126,,0.0,-1.072,2.532,143.242,,,0,,0,0.0,0.0,0.0,0.0
2.7178,,0.0,-1.072,2.532,143.242,,,0,,0,0.0,0.0,0.0,0.0
2.7233,,0.0,-1.072,2.532,143.242,,,0,,0,0.0,0.0,0.0,0.0
2.7288,,0.0,-1.072,2.532,143.242,,,0,,0,0.0,0.0,0.0,0.0
2.7331,,0.0,-1.052,2.527,143.277,,,0,,0,0.0,0.0,0.0,0.0
2.7381,,0.0,-1.052,2.527,143.277,,,0,,0,0.0,0.0,0.0,0.0
2.7470,,0.0,-1.052,2.527,143.277,,,0,,0,0.0,0.0,0.0,0.0
2.7490,,0.0,-1.052,2.527,143.277,,,0,,0,0.0,0.0,0.0,0.0
2.7552,,0.0,-1.052,2.527,143.277,,,0,,0,0.0,0.0,0.0,0.0
2.7582,,0.0,-1.052,2.527,143.277,,,0,,0,0.0,0.0,0.0,0.0
2.7637,,0.0,-1.052,2.527,143.277,,,0,,0,0.0,0.0,0.0,0.0
2.7700,,0.0,-1.052,2.527,143.277,,,0,,0,0.0,0.0,0.0,0.0
2.7794,,0.0,-1.052,2.527,143.277,,,0,,0,0.0,0.0,0.0,0.0
2.7848,,0.0,-1.052,2.527,143.277,,,0,,0,0.0,0.0,0.0,0.0
2.7899,,0.0,-1.052,2.527,143.277,,,0,,0,0.0,0.0,0.0,0.0
2.7987,,0.0,-1.052,2.527,143.277,,,0,,0,0.0,0.0,0.0,0.0
2.8003,,0.0,-1.052,2.527,143.277,,,0,,0,0.0,0.0,0.0,0.0
2.8060,,0.0,-1.052,2.527,143.277,,,0,,0,0.0,0.0,0.0,0.0
2.8099,,0.0,-1.052,2.527,143.277,,,0,,0,0.0,0.0,0.0,0.0
2.8150,,0.0,-1.052,2.527,143.277,,,0,,0,0.0,0.0,0.0,0.0
2.8208,,0.0,-0.962,2.494,143.523,,,0,,0,0.0,0.0,0.0,0.0
2.8249,,0.0,-0.962,2.494,143.523,,,0,,0,0.0,0.0,0.0,0.0
2.8325,,0.0,-0.962,2.494,143.523,,,0,,0,0.0,0.0,0.0,0.0
2.8347,,0.0,-0.962,2.494,143.523,,,0,,0,0.0,0.0,0.0,0.0
2.8399,,0.0,-0.962,2.494,143.523,,,0,,0,0.0,0.0,0.0,0.0
2.8452,,0.0,-0.962,2.494,143.523,,,0,,0,0.0,0.0,0.0,0.0
2.8502,,0.0,-1.146,2.488,143.267,,,0,,0,0.0,0.0,0.0,0.0
2.8546,,0.0,-1.146,2.488,143.267,,,0,,0,0.0,0.0,0.0,0.0
2.8597,,0.0,-1.146,2.488,143.267,,,0,,0,0.0,0.0,0.0,0.0
2.8661,,0.0,-1.116,2.499,143.263,,,0,,0,0.0,0.0,0.0,0.0
2.8715,,0.0,-1.116,2.499,143.263,,,0,,0,0.0,0.0,0.0,0.0
2.8754,,0.0,-1.116,2.499,143.263,,,0,,0,0.0,0.0,0.0,0.0
2.8820,,0.0,-1.116,2.499,143.263,,,0,,0,0.0,0.0,0.0,0.0
2.8860,,0.0,-1.116,2.499,143.263,,,0,,0,0.0,0.0,0.0,0.0
2.8897,,0.0,-1.116,2.499,143.263,,,0,,0,0.0,0.0,0.0,0.0
2.8946,,0.0,-1.201,2.466,143.350,,,0,,0,0.0,0.0,0.0,0.0
2.9010,,0.0,-1.201,2.466,143.350,,,0,,0,0.0,0.0,0.0,0.0
2.9063,,0.0,-1.201,2.466,143.350,,,0,,0,0.0,0.0,0.0,0.0
2.9115,,0.0,-1.201,2.466,143.350,,,0,,0,0.0,0.0,0.0,0.0
2.9148,,0.0,-1.201,2.466,143.350,,,0,,0,0.0,0.0,0.0,0.0
2.9200,,0.0,-1.242,2.495,143.560,,,0,,0,0.0,0.0,0.0,0.0
2.9250,,0.0,-1.242,2.495,143.560,,,0,,0,0.0,0.0,0.0,0.0
2.9298,,0.0,-1.242,2.495,143.560,,,0,,0,0.0,0.0,0.0,0.0
2.9350,,0.0,-1.242,2.495,143.560,,,0,,0,0.0,0.0,0.0,0.0
2.9399,,0.0,-1.110,2.525,143.295,,,0,,0,0.0,0.0,0.0,0.0
2.9455,,0.0,-1.110,2.525,143.295,,,0,,0,0.0,0.0,0.0,0.0
2.9498,,0.0,-1.110,2.525,143.295,,,0,,0,0.0,0.0,0.0,0.0
2.9553,,0.0,-1.000,2.500,143.518,,,0,,0,0.0,0.0,0.0,0.0
2.9598,,0.0,-1.000,2.500,143.518,,,0,,0,0.0,0.0,0.0,0.0
2.9650,,0.0,-1.000,2.500,143.518,,,0,,0,0.0,0.0,0.0,0.0
2.9701,,0.0,-1.000,2.500,143.518,,,0,,0,0.0,0.0,0.0,0.0
2.9749,,0.0,-1.259,2.514,143.409,,,0,,0,0.0,0.0,0.0,0.0
2.9812,,0.0,-1.259,2.514,143.409,,,0,,0,0.0,0.0,0.0,0.0
2.9850,,0.0,-1.259,2.514,143.409,,,0,,0,0.0,0.0,0.0,0.0
2.9901,,0.0,-1.259,2.514,143.409,,,0,,0,0.0,0.0,0.0,0.0
