t,state,f_hz,x_mm,y_mm,z_mm,mag,az,armed,spin,lost,i_a,i_b,i_c,i_d
1.5991,,0.0,-4.390,1.942,148.410,,,0,,0,0.0,0.0,0.0,0.0
1.6637,,0.0,-3.842,2.993,147.349,,,0,,0,0.0,0.0,0.0,0.0
1.9258,,0.0,-3.036,3.423,147.573,,,0,,0,0.0,0.0,0.0,0.0
1.9659,,0.0,4.226,0.330,140.618,,,0,,0,0.0,0.0,0.0,0.0
2.0071,,0.0,5.668,-0.622,138.225,,,0,,0,0.0,0.0,0.0,0.0
2.0655,,0.0,2.519,-0.497,143.452,,,0,,0,0.0,0.0,0.0,0.0
2.1251,,0.0,-1.164,-0.780,145.077,,,0,,0,0.0,0.0,0.0,0.0
2.1729,,0.0,-3.731,-0.060,145.269,,,0,,0,0.0,0.0,0.0,0.0
2.2179,,0.0,-4.462,0.678,144.646,,,0,,0,0.0,0.0,0.0,0.0
2.2629,,0.0,-5.134,1.001,144.532,,,0,,0,0.0,0.0,0.0,0.0
2.3058,,0.0,-5.667,1.316,144.685,,,0,,0,0.0,0.0,0.0,0.0
2.3493,,0.0,-5.966,1.295,145.035,,,0,,0,0.0,0.0,0.0,0.0
2.4013,,0.0,-2.321,0.176,-3.207,,,0,,0,0.0,0.0,0.0,0.0
2.4509,,0.0,-1.957,0.281,-3.309,,,0,,0,0.0,0.0,0.0,0.0
2.5239,,0.0,-1.396,0.526,-3.129,,,0,,0,0.0,0.0,0.0,0.0
2.5833,1,2.0,-1.242,0.836,-3.240,,,0,stopped,0,0.0,0.0,0.0,0.0
2.6252,1,2.0,-1.209,0.733,-3.488,,,0,stopped,0,0.0,0.0,0.0,0.0
2.6661,1,2.0,-1.411,0.796,-3.500,,,0,stopped,0,0.0,0.0,0.0,0.0
2.7113,1,2.0,-1.288,0.562,-3.224,,,0,stopped,0,0.0,0.0,0.0,0.0
2.7664,1,2.0,-1.358,0.564,-3.344,,,0,stopped,0,0.0,0.0,0.0,0.0
2.8158,1,2.0,-1.417,0.696,-3.505,,,0,stopped,0,0.0,0.0,0.0,0.0
2.8573,1,2.0,-1.564,0.716,-3.472,,,0,stopped,0,0.02,0.02,0.24,0.24
2.9023,1,2.0,-1.306,0.636,-3.374,,,0,stopped,0,0.02,0.02,0.24,0.24
2.9503,1,2.0,-1.540,0.533,-3.459,,,0,stopped,0,0.02,0.02,0.24,0.24
2.9969,1,2.0,-1.444,0.569,-3.441,,,0,stopped,0,0.02,0.02,0.24,0.24
3.0453,1,2.0,-1.586,0.547,-3.520,,,0,turning,0,0.02,0.02,0.24,0.24
3.0956,1,2.0,-1.591,0.715,-3.548,,,0,turning,0,0.02,0.02,0.24,0.24
3.1543,1,2.0,-1.544,0.536,-3.444,,,0,turning,0,0.02,0.02,0.24,0.24
3.1945,1,2.0,-1.478,0.459,-3.500,,,0,turning,0,0.02,0.02,0.24,0.24
3.2352,1,2.0,-1.293,0.531,-3.520,,,0,turning,0,0.02,0.02,0.24,0.24
3.2740,1,2.0,-1.267,0.565,-3.576,,,0,turning,0,0.02,0.02,0.24,0.24
3.3383,1,2.3,-1.347,0.601,-3.470,,,0,turning,0,0.01,0.01,0.14,0.14
3.3904,1,2.3,-1.259,0.553,-3.419,,,0,turning,0,0.01,0.01,0.14,0.14
3.4362,1,2.3,-1.223,0.584,-3.633,,,0,turning,0,0.01,0.01,0.14,0.14
3.4808,1,2.3,-0.923,0.778,-3.607,,,0,turning,0,0.01,0.01,0.14,0.14
3.5325,1,2.3,-0.866,0.805,-3.744,,,0,turning,0,0.01,0.01,0.14,0.14
3.5805,1,2.3,-0.978,0.798,-3.685,,,0,turning,0,0.01,0.01,0.14,0.14
3.6336,1,2.3,-1.029,0.726,-3.598,,,0,turning,0,0.01,0.01,0.14,0.14
3.6765,1,2.3,-0.907,0.846,-3.545,,,0,turning,0,0.01,0.01,0.14,0.14
3.7230,1,2.3,-0.876,0.782,-3.506,,,0,turning,0,0.01,0.01,0.14,0.14
3.7699,1,2.3,-0.942,0.818,-3.801,,,0,turning,0,0.01,0.01,0.14,0.14
3.8149,1,2.3,-0.950,0.789,-3.783,,,0,turning,0,0.01,0.01,0.14,0.14
3.8859,1,3.0,-0.761,0.807,-3.623,,,0,turning,0,0.12,0.13,0.02,0.02
3.9476,1,3.0,-1.021,0.899,-3.545,,,0,turning,0,0.12,0.13,0.02,0.02
4.0144,1,3.0,-0.967,0.729,-3.671,,,0,turning,0,0.12,0.13,0.02,0.02
4.0665,1,3.0,-1.010,1.280,-3.850,,,0,turning,0,0.12,0.13,0.02,0.02
4.1198,1,3.0,-1.026,0.767,-3.495,,,0,turning,0,0.12,0.13,0.02,0.02
4.1877,1,3.0,-1.003,0.862,-3.596,,,0,turning,0,0.12,0.13,0.02,0.02
4.2358,1,3.0,-0.895,0.875,-3.523,,,0,turning,0,0.12,0.13,0.02,0.02
4.2900,1,3.0,-1.046,0.936,-3.643,,,0,turning,0,0.12,0.13,0.02,0.02
4.3442,1,4.3,-1.076,0.932,-3.735,,,0,turning,0,0.04,0.04,0.13,0.12
4.4281,1,4.3,-1.050,1.051,-3.654,,,0,turning,0,0.04,0.04,0.13,0.12
4.5935,1,4.3,-1.040,0.895,-3.666,,,0,turning,0,0.04,0.04,0.13,0.12
4.6561,1,4.3,-0.913,0.883,-3.522,,,0,turning,0,0.04,0.04,0.13,0.12
4.7202,1,4.3,-1.065,0.861,-3.750,,,0,turning,0,0.04,0.04,0.13,0.12
4.7745,1,4.3,-0.978,1.069,-3.658,,,0,turning,0,0.04,0.04,0.13,0.12
4.8210,1,4.3,-0.982,0.934,-3.812,,,0,turning,0,0.04,0.04,0.13,0.12
4.8635,1,5.7,-0.906,0.926,-3.814,,,0,turning,0,0.06,0.08,0.17,0.17
4.9275,1,5.7,-0.947,0.930,-3.654,,,0,turning,0,0.06,0.08,0.17,0.17
4.9847,1,5.7,-1.002,1.156,-3.675,,,0,turning,0,0.06,0.08,0.17,0.17
