t,state,f_hz,x_mm,y_mm,z_mm,mag,az,armed,spin,lost,i_a,i_b,i_c,i_d
1.4905,,0.0,-3.100,0.125,145.396,,,0,,0,0.0,0.0,0.0,0.0
1.5427,,0.0,-3.178,0.140,145.408,,,0,,0,0.0,0.0,0.0,0.0
1.5923,,0.0,-3.287,0.137,145.477,,,0,,0,0.0,0.0,0.0,0.0
1.7155,,0.0,-3.144,0.131,145.404,,,0,,0,0.0,0.0,0.0,0.0
1.7638,,0.0,-3.064,-0.035,145.397,,,0,,0,0.0,0.0,0.0,0.0
1.8074,,0.0,-3.282,-0.105,145.519,,,0,,0,0.0,0.0,0.0,0.0
1.8503,,0.0,-3.305,0.135,145.506,,,0,,0,0.0,0.0,0.0,0.0
1.8981,,0.0,-3.190,0.119,145.366,,,0,,0,0.0,0.0,0.0,0.0
1.9449,,0.0,-3.212,0.128,145.479,,,0,,0,0.0,0.0,0.0,0.0
1.9896,,0.0,-3.281,-0.007,145.501,,,0,,0,0.0,0.0,0.0,0.0
2.0336,,0.0,-3.302,0.016,145.517,,,0,,0,0.0,0.0,0.0,0.0
2.0738,,0.0,-3.283,0.123,145.546,,,0,,0,0.0,0.0,0.0,0.0
2.1298,,0.0,-0.053,0.003,0.031,,,0,,0,0.0,0.0,0.0,0.0
2.1762,,0.0,-0.062,0.203,-0.055,,,0,,0,0.0,0.0,0.0,0.0
2.2268,,0.0,-0.016,-0.034,0.107,,,0,,0,0.0,0.0,0.0,0.0
2.2704,0,0.0,-0.009,-0.035,0.114,,,0,,0,0.0,0.0,0.0,0.0
2.3093,1,2.0,-0.029,0.069,-0.088,,,0,stopped,0,0.0,0.0,0.0,0.0
2.3558,1,2.0,-0.077,-0.075,-0.008,,,0,stopped,0,0.0,0.05,0.03,0.0
2.4004,1,2.0,-0.093,0.359,-0.031,,,0,stopped,0,0.0,0.05,0.03,0.0
2.4481,1,2.0,-0.058,0.033,-0.066,,,0,stopped,0,0.0,0.05,0.03,0.0
2.5061,1,2.0,-0.123,-0.045,0.055,,,0,stopped,0,0.0,0.05,0.03,0.0
2.5530,1,2.0,0.059,-0.004,-0.002,,,0,stopped,0,0.0,0.05,0.03,0.0
2.6009,1,2.0,0.109,-0.044,0.255,,,0,stopped,0,0.0,0.05,0.03,0.0
2.6449,1,2.0,-0.007,-0.052,-0.116,,,0,stopped,0,0.0,0.05,0.03,0.0
2.6850,1,2.0,0.065,-0.056,-0.112,,,0,stopped,0,0.0,0.05,0.03,0.0
2.7298,1,2.0,0.090,-0.084,-0.209,,,0,turning,0,0.0,0.05,0.03,0.0
2.7800,1,2.0,0.021,0.020,0.082,,,0,turning,0,0.0,0.05,0.03,0.0
2.8159,1,2.0,0.137,-0.081,-0.028,,,0,turning,0,0.0,0.05,0.03,0.0
2.8630,1,2.1,0.080,-0.129,0.065,,,0,turning,0,0.01,0.01,0.09,0.09
2.9147,1,2.1,0.065,-0.009,0.005,,,0,turning,0,0.01,0.01,0.09,0.09
2.9578,1,2.1,0.000,-0.013,-0.084,,,0,turning,0,0.01,0.01,0.09,0.09
3.0007,1,2.1,-0.008,-0.028,-0.110,,,0,turning,0,0.01,0.01,0.09,0.09
3.0417,1,2.1,0.082,-0.076,-0.141,,,0,turning,0,0.01,0.01,0.09,0.09
3.0860,1,2.1,0.147,-0.088,0.084,,,0,turning,0,0.01,0.01,0.09,0.09
3.1328,1,2.1,0.206,-0.057,0.098,,,0,turning,0,0.01,0.01,0.09,0.09
3.1878,1,2.1,0.138,-0.076,0.156,,,0,turning,0,0.01,0.01,0.09,0.09
3.2372,1,2.1,0.001,0.099,0.118,,,0,turning,0,0.01,0.01,0.09,0.09
3.2820,1,2.1,0.038,0.013,-0.121,,,0,turning,0,0.01,0.01,0.09,0.09
3.3197,1,2.1,-0.043,-0.008,0.011,,,0,turning,0,0.01,0.01,0.09,0.09
3.3694,1,2.7,-0.077,0.020,-0.025,,,0,turning,0,0.17,0.18,0.03,0.02
3.4148,1,2.7,0.182,-0.014,0.053,,,0,turning,0,0.17,0.18,0.03,0.02
3.4684,1,2.7,-0.022,-0.071,0.020,,,0,turning,0,0.17,0.18,0.03,0.02
3.5064,1,2.7,-0.074,-0.119,0.027,,,0,turning,0,0.17,0.18,0.03,0.02
3.5535,1,2.7,0.105,0.098,-0.166,,,0,turning,0,0.17,0.18,0.03,0.02
3.6068,1,2.7,0.116,-0.128,-0.009,,,0,turning,0,0.17,0.18,0.03,0.02
3.6632,1,2.7,0.111,0.147,-0.055,,,0,turning,0,0.17,0.18,0.03,0.02
3.7229,1,2.7,0.018,0.014,0.034,,,0,turning,0,0.17,0.18,0.03,0.02
3.7900,1,2.7,-0.057,-0.110,-0.042,,,0,turning,0,0.17,0.18,0.03,0.02
3.8449,1,3.7,0.125,-0.011,0.052,,,0,turning,0,0.14,0.17,0.03,0.03
3.8942,1,3.7,0.111,0.360,0.127,,,0,turning,0,0.14,0.17,0.03,0.03
3.9448,1,3.7,0.058,0.041,0.036,,,0,turning,0,0.14,0.17,0.03,0.03
3.9912,1,3.7,0.011,0.022,-0.129,,,0,turning,0,0.14,0.17,0.03,0.03
4.0355,1,3.7,0.081,-0.079,0.126,,,0,turning,0,0.14,0.17,0.03,0.03
4.0816,1,3.7,-0.041,-0.153,-0.040,,,0,turning,0,0.14,0.17,0.03,0.03
