t,state,f_hz,x_mm,y_mm,z_mm,mag,az,armed,spin,lost,i_a,i_b,i_c,i_d
1.5998,,0.0,-1.190,0.433,146.952,,,0,,0,0.0,0.0,0.0,0.0
1.7419,,0.0,-1.175,0.436,146.955,,,0,,0,0.0,0.0,0.0,0.0
1.8167,,0.0,-1.155,0.439,146.943,,,0,,0,0.0,0.0,0.0,0.0
1.9300,,0.0,-1.168,0.432,146.931,,,0,,0,0.0,0.0,0.0,0.0
1.9706,,0.0,-1.171,0.193,146.992,,,0,,0,0.0,0.0,0.0,0.0
2.0245,,0.0,-1.128,0.424,146.929,,,0,,0,0.0,0.0,0.0,0.0
2.0684,,0.0,-1.181,0.246,147.082,,,0,,0,0.0,0.0,0.0,0.0
2.1164,,0.0,-0.981,0.453,147.003,,,0,,0,0.0,0.0,0.0,0.0
2.1707,,0.0,-1.181,0.452,147.030,,,0,,0,0.0,0.0,0.0,0.0
2.2176,,0.0,-1.133,0.444,146.925,,,0,,0,0.0,0.0,0.0,0.0
2.2605,,0.0,-1.051,0.442,147.069,,,0,,0,0.0,0.0,0.0,0.0
2.3126,,0.0,-1.196,0.437,146.943,,,0,,0,0.0,0.0,0.0,0.0
2.3640,,0.0,0.034,-0.063,-0.003,,,0,,0,0.0,0.0,0.0,0.0
2.4203,,0.0,0.022,-0.102,0.075,,,0,,0,0.0,0.0,0.0,0.0
2.4688,,0.0,0.167,-0.057,0.219,,,0,,0,0.0,0.0,0.0,0.0
2.5150,1,2.0,-0.026,0.008,-0.011,,,0,stopped,0,0.0,0.0,0.0,0.0
2.5541,1,2.0,-0.031,-0.033,0.000,,,0,stopped,0,0.0,0.0,0.0,0.0
2.6021,1,2.0,-0.050,-0.068,0.002,,,0,stopped,0,0.0,0.0,0.0,0.0
2.6482,1,2.0,-0.033,-0.065,0.021,,,0,stopped,0,0.0,0.0,0.0,0.0
2.6931,1,2.0,0.277,-0.001,0.069,,,0,stopped,0,0.0,0.0,0.0,0.0
2.7372,1,2.0,0.163,0.050,-0.011,,,0,stopped,0,0.0,0.0,0.0,0.0
2.7814,1,2.0,0.027,0.069,0.022,,,0,stopped,0,0.0,0.0,0.0,0.0
2.8333,1,2.1,0.019,0.056,-0.001,,,0,stopped,0,0.0,0.0,0.04,0.04
2.8758,1,2.1,0.157,0.066,-0.018,,,0,stopped,0,0.0,0.0,0.04,0.04
2.9150,1,2.1,0.121,0.021,0.042,,,0,turning,0,0.0,0.0,0.04,0.04
2.9617,1,2.1,0.088,-0.012,0.104,,,0,turning,0,0.0,0.0,0.04,0.04
3.0069,1,2.1,0.008,0.251,-0.001,,,0,turning,0,0.0,0.0,0.04,0.04
3.0559,1,2.1,0.068,0.073,0.026,,,0,turning,0,0.0,0.0,0.04,0.04
3.1012,1,2.1,0.200,0.223,-0.090,,,0,turning,0,0.0,0.0,0.04,0.04
3.1582,1,2.1,0.026,0.057,0.052,,,0,turning,0,0.0,0.0,0.04,0.04
3.1961,1,2.1,0.131,-0.025,-0.053,,,0,turning,0,0.0,0.0,0.04,0.04
3.2401,1,2.1,0.087,-0.051,-0.002,,,0,turning,0,0.0,0.0,0.04,0.04
3.2805,1,2.1,0.185,-0.022,-0.056,,,0,turning,0,0.0,0.0,0.04,0.04
3.3254,1,2.1,0.210,-0.017,-0.028,,,0,turning,0,0.0,0.0,0.04,0.04
3.3688,1,2.8,0.096,-0.062,-0.014,,,0,turning,0,0.11,0.13,0.02,0.01
3.4056,1,2.8,0.161,-0.135,0.044,,,0,turning,0,0.11,0.13,0.02,0.01
3.4518,1,2.8,0.097,-0.149,0.028,,,0,turning,0,0.11,0.13,0.02,0.01
3.4994,1,2.8,0.118,-0.144,-0.027,,,0,turning,0,0.11,0.13,0.02,0.01
3.5408,1,2.8,0.200,-0.112,-0.099,,,0,turning,0,0.11,0.13,0.02,0.01
3.5808,1,2.8,0.111,-0.135,0.031,,,0,turning,0,0.11,0.13,0.02,0.01
