t,state,f_hz,x_mm,y_mm,z_mm,mag,az,armed,spin,lost,i_a,i_b,i_c,i_d
1.4998,,0.0,-6.386,0.926,148.925,,,0,,0,0.0,0.0,0.0,0.0
1.5416,,0.0,-6.660,0.893,149.060,,,0,,0,0.0,0.0,0.0,0.0
1.6252,,0.0,-6.575,0.914,148.961,,,0,,0,0.0,0.0,0.0,0.0
1.7060,,0.0,-6.658,0.903,149.003,,,0,,0,0.0,0.0,0.0,0.0
1.7569,,0.0,-6.498,1.078,148.859,,,0,,0,0.0,0.0,0.0,0.0
1.8024,,0.0,-6.597,0.901,149.050,,,0,,0,0.0,0.0,0.0,0.0
1.8507,,0.0,-6.559,0.930,148.983,,,0,,0,0.0,0.0,0.0,0.0
1.8937,,0.0,-6.568,1.009,148.961,,,0,,0,0.0,0.0,0.0,0.0
1.9708,,0.0,-6.547,0.900,148.967,,,0,,0,0.0,0.0,0.0,0.0
2.0202,,0.0,-6.599,0.458,148.932,,,0,,0,0.0,0.0,0.0,0.0
2.0574,,0.0,-6.658,0.895,149.026,,,0,,0,0.0,0.0,0.0,0.0
2.1179,,0.0,-6.484,0.933,148.896,,,0,,0,0.0,0.0,0.0,0.0
2.1579,,0.0,-0.026,0.012,-0.100,,,0,,0,0.0,0.0,0.0,0.0
2.2145,,0.0,-0.035,0.099,0.011,,,0,,0,0.0,0.0,0.0,0.0
2.2601,,0.0,-0.042,0.012,-0.101,,,0,,0,0.0,0.0,0.0,0.0
2.3026,0,0.0,-0.100,-0.001,-0.063,,,0,,0,0.0,0.0,0.0,0.0
2.3548,1,2.0,-0.049,-0.003,-0.046,,,0,stopped,0,0.0,0.03,0.06,0.07
2.4125,1,2.0,-0.009,0.211,0.093,,,0,stopped,0,0.0,0.03,0.06,0.07
2.4570,1,2.0,0.019,0.017,0.082,,,0,stopped,0,0.0,0.03,0.06,0.07
2.5059,1,2.0,0.086,0.047,-0.030,,,0,stopped,0,0.0,0.03,0.06,0.07
2.5554,1,2.0,0.076,0.002,0.092,,,0,stopped,0,0.0,0.03,0.06,0.07
2.6034,1,2.0,0.040,-0.004,0.062,,,0,stopped,0,0.0,0.03,0.06,0.07
2.6469,1,2.0,-0.056,-0.011,-0.041,,,0,stopped,0,0.0,0.03,0.06,0.07
2.6896,1,2.0,0.017,-0.011,0.030,,,0,stopped,0,0.0,0.03,0.06,0.07
2.7310,1,2.0,0.050,0.001,-0.015,,,0,stopped,0,0.0,0.03,0.06,0.07
2.7737,1,2.0,0.051,0.060,-0.004,,,0,stopped,0,0.0,0.03,0.06,0.07
2.8252,1,2.0,0.022,0.041,0.076,,,0,stopped,0,0.0,0.03,0.06,0.07
2.8759,1,2.1,-0.007,-0.134,0.078,,,0,stopped,0,0.16,0.02,0.16,0.02
2.9315,1,2.1,0.069,0.143,0.087,,,0,stopped,0,0.16,0.02,0.16,0.02
2.9798,1,2.1,0.194,0.005,0.166,,,0,stopped,0,0.16,0.02,0.16,0.02
3.0252,1,2.1,0.052,0.041,0.004,,,0,stopped,0,0.16,0.02,0.16,0.02
3.0689,1,2.1,0.045,0.132,-0.097,,,0,stopped,0,0.16,0.02,0.16,0.02
3.1194,1,2.1,0.063,-0.013,0.069,,,0,stopped,0,0.16,0.02,0.16,0.02
3.1560,1,2.1,0.050,-0.003,-0.087,,,0,stopped,0,0.16,0.02,0.16,0.02
3.1982,1,2.1,0.017,-0.048,-0.008,,,0,stopped,0,0.16,0.02,0.16,0.02
3.2484,1,2.1,-0.011,-0.001,-0.004,,,0,stopped,0,0.16,0.02,0.16,0.02
3.2972,1,2.1,0.138,0.005,0.040,,,0,stopped,0,0.16,0.02,0.16,0.02
3.3394,1,2.6,-0.005,-0.020,0.026,,,0,stopped,0,0.05,0.01,0.05,0.01
3.3839,1,2.6,-0.012,0.189,-0.065,,,0,stopped,0,0.05,0.01,0.05,0.01
3.4433,1,2.6,-0.070,-0.028,0.079,,,0,stopped,0,0.05,0.01,0.05,0.01
3.4910,1,2.6,0.077,-0.091,0.146,,,0,,0,0.05,0.01,0.05,0.01
3.5624,1,2.6,0.045,0.045,0.053,,,0,turning,0,0.05,0.01,0.05,0.01
3.6193,1,2.6,-0.016,0.147,0.017,,,0,turning,0,0.05,0.01,0.05,0.01
3.6703,1,2.6,0.004,-0.017,-0.023,,,0,turning,0,0.05,0.01,0.05,0.01
3.7191,1,2.6,0.038,0.096,-0.089,,,0,turning,0,0.05,0.01,0.05,0.01
3.7686,1,2.6,0.068,0.005,-0.078,,,0,turning,0,0.05,0.01,0.05,0.01
3.8194,1,2.6,0.059,-0.002,-0.082,,,0,turning,0,0.05,0.01,0.05,0.01
3.8625,1,3.7,0.103,-0.180,0.011,,,0,,0,0.07,0.32,0.07,0.32
3.9115,1,3.7,0.055,-0.013,-0.056,,,0,,0,0.07,0.32,0.07,0.32
3.9654,1,3.7,0.011,-0.017,0.014,,,0,,0,0.07,0.32,0.07,0.32
4.0244,1,3.7,-0.005,0.124,0.001,,,0,,0,0.07,0.32,0.07,0.32
4.0772,1,3.7,0.002,0.092,-0.020,,,0,,0,0.07,0.32,0.07,0.32
4.1233,1,3.7,0.038,-0.025,0.005,,,0,,0,0.07,0.32,0.07,0.32
4.1624,1,3.7,0.059,-0.000,-0.026,,,0,,0,0.07,0.32,0.07,0.32
4.2139,1,3.7,0.075,0.002,-0.103,,,0,,0,0.07,0.32,0.07,0.32
4.2673,1,3.7,0.139,0.067,0.052,,,0,,0,0.07,0.32,0.07,0.32
4.3052,1,3.7,0.053,0.025,-0.062,,,0,,0,0.07,0.32,0.07,0.32
4.3573,1,5.1,0.015,0.093,0.018,,,0,,0,0.06,0.2,0.06,0.18
4.4028,1,5.1,0.043,0.010,-0.038,,,0,,0,0.06,0.2,0.06,0.18
4.4480,1,5.1,0.074,-0.002,0.024,,,0,,0,0.06,0.2,0.06,0.18
4.5123,1,5.1,0.015,-0.016,0.007,,,0,,0,0.06,0.2,0.06,0.18
4.5553,1,5.1,0.067,0.015,-0.083,,,0,,0,0.06,0.2,0.06,0.18
4.6004,1,5.1,0.028,-0.006,-0.039,,,0,,0,0.06,0.2,0.06,0.18
4.6362,1,5.1,0.064,0.064,-0.054,,,0,,0,0.06,0.2,0.06,0.18
4.6789,1,5.1,-0.057,0.001,-0.046,,,0,,0,0.06,0.2,0.06,0.18
4.7254,1,5.1,-0.032,0.005,-0.014,,,0,turning,0,0.06,0.2,0.06,0.18
4.7803,1,5.1,0.007,-0.034,0.020,,,0,turning,0,0.06,0.2,0.06,0.18
4.8141,1,5.1,-0.000,0.006,-0.092,,,0,turning,0,0.06,0.2,0.06,0.18
4.8746,1,6.5,-0.028,0.002,-0.010,,,0,turning,0,0.15,0.38,0.15,0.35
4.9131,1,6.5,0.069,0.016,-0.070,,,0,turning,0,0.15,0.38,0.15,0.35
4.9695,1,6.5,-0.011,0.141,-0.005,,,0,turning,0,0.15,0.38,0.15,0.35
5.0189,1,6.5,-0.037,0.008,-0.016,,,0,turning,0,0.15,0.38,0.15,0.35
