t,state,f_hz,x_mm,y_mm,z_mm,mag,az,armed,spin,lost,i_a,i_b,i_c,i_d
2.2297,,0.0,-1.133,0.438,147.017,,,0,,0,0.0,0.0,0.0,0.0
2.3654,,0.0,-1.127,0.157,147.050,,,0,,0,0.0,0.0,0.0,0.0
2.5171,,0.0,-1.132,0.382,146.970,,,0,,0,0.0,0.0,0.0,0.0
2.5917,,0.0,-1.139,0.391,146.965,,,0,,0,0.0,0.0,0.0,0.0
2.6345,,0.0,-1.149,0.297,147.025,,,0,,0,0.0,0.0,0.0,0.0
2.6746,,0.0,-1.147,0.401,147.149,,,0,,0,0.0,0.0,0.0,0.0
2.7310,,0.0,-1.138,0.381,147.034,,,0,,0,0.0,0.0,0.0,0.0
2.7659,,0.0,-1.130,0.397,146.986,,,0,,0,0.0,0.0,0.0,0.0
2.8018,,0.0,-1.144,0.406,147.145,,,0,,0,0.0,0.0,0.0,0.0
2.8532,,0.0,-1.026,0.399,146.984,,,0,,0,0.0,0.0,0.0,0.0
2.8972,,0.0,-1.151,0.395,146.986,,,0,,0,0.0,0.0,0.0,0.0
2.9339,,0.0,-1.162,0.389,147.010,,,0,,0,0.0,0.0,0.0,0.0
2.9859,,0.0,-0.002,0.031,0.020,,,0,,0,0.0,0.0,0.0,0.0
3.0233,,0.0,-0.017,-0.031,0.024,,,0,,0,0.0,0.0,0.0,0.0
3.0673,,0.0,-0.010,-0.030,-0.007,,,0,,0,0.0,0.0,0.0,0.0
3.1171,1,2.0,0.042,-0.050,0.128,,,0,,0,0.0,0.0,0.0,0.0
3.1689,1,2.0,0.006,-0.034,0.026,,,0,,0,0.0,0.0,0.0,0.0
3.2129,1,2.0,0.054,-0.062,0.148,,,0,,0,0.0,0.0,0.0,0.0
3.2585,1,2.0,0.007,-0.058,0.014,,,0,,0,0.0,0.0,0.0,0.0
3.3011,1,2.0,0.108,0.032,0.019,,,0,,0,0.0,0.0,0.0,0.0
3.3555,1,4.5,0.032,0.129,-0.004,,,0,,0,0.29,0.31,0.08,0.08
3.4017,1,4.5,-0.043,-0.053,0.038,,,0,,0,0.29,0.31,0.08,0.08
3.4390,1,4.5,0.080,-0.129,0.084,,,0,,0,0.29,0.31,0.08,0.08
3.4804,1,4.5,0.255,-0.118,0.036,,,0,turning,0,0.29,0.31,0.08,0.08
3.5215,1,4.5,0.019,-0.117,0.060,,,0,turning,0,0.29,0.31,0.08,0.08
3.5613,1,4.5,0.127,-0.076,-0.160,,,0,turning,0,0.29,0.31,0.08,0.08
3.6120,1,4.5,0.209,-0.110,0.184,,,0,turning,0,0.29,0.31,0.08,0.08
3.6586,1,4.5,0.035,-0.148,0.081,,,0,turning,0,0.29,0.31,0.08,0.08
3.7121,1,4.5,-0.033,-0.102,-0.020,,,0,turning,0,0.29,0.31,0.08,0.08
3.7512,1,4.5,0.037,-0.141,0.046,,,0,turning,0,0.29,0.31,0.08,0.08
3.8051,1,4.5,0.053,-0.102,0.048,,,0,turning,0,0.29,0.31,0.08,0.08
