t,state,f_hz,x_mm,y_mm,z_mm,mag,az,armed,spin,lost,i_a,i_b,i_c,i_d
1.5284,,0.0,-2.160,0.781,148.025,,,0,,0,0.0,0.0,0.0,0.0
1.5785,,0.0,-2.175,0.764,148.041,,,0,,0,0.0,0.0,0.0,0.0
1.6550,,0.0,-2.128,0.774,147.992,,,0,,0,0.0,0.0,0.0,0.0
1.7303,,0.0,-2.050,0.768,148.016,,,0,,0,0.0,0.0,0.0,0.0
1.7737,,0.0,-2.144,0.738,148.082,,,0,,0,0.0,0.0,0.0,0.0
1.8422,,0.0,-2.173,0.787,148.065,,,0,,0,0.0,0.0,0.0,0.0
1.8863,,0.0,-2.099,0.758,148.047,,,0,,0,0.0,0.0,0.0,0.0
1.9359,,0.0,-1.986,0.634,148.049,,,0,,0,0.0,0.0,0.0,0.0
1.9884,,0.0,-2.140,0.756,147.994,,,0,,0,0.0,0.0,0.0,0.0
2.0266,,0.0,-2.165,0.728,148.053,,,0,,0,0.0,0.0,0.0,0.0
2.0690,,0.0,-2.115,0.752,148.034,,,0,,0,0.0,0.0,0.0,0.0
2.1094,,0.0,-2.171,0.797,147.944,,,0,,0,0.0,0.0,0.0,0.0
2.1600,,0.0,0.007,-0.002,0.003,,,0,,0,0.0,0.0,0.0,0.0
2.2046,,0.0,-0.025,0.136,-0.009,,,0,,0,0.0,0.0,0.0,0.0
2.2498,,0.0,0.271,0.056,0.051,,,0,,0,0.0,0.0,0.0,0.0
2.3025,1,2.0,0.032,0.006,0.013,,,0,stopped,0,0.0,0.0,0.0,0.0
2.3540,1,2.0,0.078,0.217,0.102,,,0,stopped,0,0.0,0.07,0.05,0.01
2.3945,1,2.0,0.010,0.022,-0.085,,,0,stopped,0,0.0,0.07,0.05,0.01
2.4373,1,2.0,0.044,0.038,-0.154,,,0,stopped,0,0.0,0.07,0.05,0.01
2.4733,1,2.0,0.080,0.015,-0.157,,,0,stopped,0,0.0,0.07,0.05,0.01
2.5178,1,2.0,-0.004,0.057,-0.080,,,0,stopped,0,0.0,0.07,0.05,0.01
2.5629,1,2.0,0.025,0.078,0.058,,,0,stopped,0,0.0,0.07,0.05,0.01
