frame,t,nx,ny,nz,agree_deg
0,606089.789214,0.47206,-0.71121,-0.5209,5.29
1,606089.793729,0.46891,-0.71179,-0.52295,5.57
2,606089.795391,0.47114,-0.71123,-0.52171,5.39
3,606089.798702,0.46896,-0.71203,-0.52257,5.36
4,606089.802581,0.46849,-0.7151,-0.5188,5.01
5,606089.811688,0.46973,-0.71482,-0.51806,5.14
6,606089.815137,0.47057,-0.71374,-0.51878,5.3
7,606089.818906,0.47148,-0.71516,-0.516,5.15
8,606089.823377,0.47034,-0.71669,-0.51491,4.94
9,606089.828022,0.47088,-0.71407,-0.51805,5.14
10,606089.834808,0.47006,-0.71541,-0.51694,5.13
11,606089.839314,0.47049,-0.71323,-0.51956,5.12
12,606089.843129,0.47208,-0.71523,-0.51535,5.2
13,606089.847865,0.46973,-0.71236,-0.52144,5.02
14,606089.85115,0.46989,-0.71128,-0.52277,5.29
15,606089.855837,0.46981,-0.71144,-0.52261,5.15
16,606089.86382,0.46864,-0.71228,-0.52252,5.16
17,606089.867393,0.47026,-0.71027,-0.5238,5.59
18,606089.878551,0.46875,-0.71296,-0.5215,5.35
19,606089.88702,0.46956,-0.71366,-0.51982,5.23
20,606089.891565,0.47044,-0.71347,-0.51927,5.3
21,606089.89529,0.47082,-0.71555,-0.51606,5.11
22,606089.898632,0.47129,-0.7121,-0.52039,5.47
23,606089.902543,0.47207,-0.71271,-0.51884,5.65
24,606089.91073,0.46917,-0.71397,-0.51973,5.38
25,606089.915238,0.46927,-0.71374,-0.51997,5.32
26,606089.92026,0.47053,-0.71511,-0.51694,5.06
27,606089.92313,0.47021,-0.71406,-0.51866,5.06
28,606089.927956,0.46746,-0.71523,-0.51954,5.18
29,606089.935839,0.4685,-0.7139,-0.52044,5.19
30,606089.939269,0.4676,-0.7143,-0.5207,5.24
31,606089.943174,0.46865,-0.71222,-0.5226,5.29
32,606089.948626,0.46863,-0.71365,-0.52067,5.26
33,606089.951123,0.46912,-0.71072,-0.52422,5.4
34,606089.963258,0.46761,-0.71088,-0.52534,5.55
35,606089.968192,0.46924,-0.71223,-0.52205,5.34
36,606089.971974,0.46685,-0.71317,-0.52292,5.19
37,606089.975981,0.47095,-0.71202,-0.52081,5.64
38,606089.979506,0.46974,-0.713,-0.52055,5.2
39,606089.987284,0.46971,-0.71137,-0.5228,5.24
40,606089.991284,0.46877,-0.71473,-0.51906,5.02
41,606089.996053,0.46856,-0.71476,-0.5192,5.14
42,606089.999281,0.4697,-0.70974,-0.52503,5.42
43,606090.003591,0.47095,-0.71371,-0.51848,5.03
44,606090.00686,0.46848,-0.71451,-0.51962,5.25
45,606090.015588,0.46779,-0.71401,-0.52093,5.11
46,606090.019587,0.47153,-0.71173,-0.52067,5.29
47,606090.023223,0.47029,-0.71242,-0.52085,5.27
48,606090.027385,0.47015,-0.71318,-0.51993,5.56
49,606090.030282,0.47068,-0.71251,-0.52037,5.32
50,606090.040716,0.4713,-0.7157,-0.51541,5.71
51,606090.052018,0.46914,-0.7146,-0.51889,5.35
52,606090.055236,0.46875,-0.71324,-0.52112,5.3
53,606090.062896,0.46879,-0.71303,-0.52137,5.4
54,606090.067938,0.4688,-0.71167,-0.52322,5.42
55,606090.071314,0.46596,-0.71434,-0.52211,5.27
56,606090.074403,0.46904,-0.71249,-0.52188,5.06
57,606090.079068,0.46911,-0.71081,-0.5241,5.57
58,606090.082423,0.46857,-0.71015,-0.52548,5.42
59,606090.091674,0.47103,-0.70827,-0.52582,5.42
60,606090.095761,0.4699,-0.7111,-0.52301,5.07
61,606090.098544,0.46879,-0.71232,-0.52234,5.26
62,606090.103795,0.47099,-0.71146,-0.52153,5.51
63,606090.106557,0.46921,-0.71465,-0.51876,5.2
64,606090.116107,0.47143,-0.71246,-0.51976,5.32
65,606090.11911,0.47029,-0.71334,-0.51959,5.19
66,606090.123903,0.47043,-0.71287,-0.52011,5.38
67,606090.126621,0.46997,-0.71529,-0.5172,5.49
68,606090.139571,0.4691,-0.71533,-0.51793,5.45
69,606090.143307,0.47018,-0.71448,-0.51813,5.1
70,606090.147527,0.47033,-0.70966,-0.52457,5.17
71,606090.150881,0.46683,-0.71343,-0.52258,5.08
72,606090.154734,0.46895,-0.71053,-0.52462,5.25
73,606090.158969,0.47078,-0.70812,-0.52624,5.19
74,606090.1671,0.47082,-0.7101,-0.52354,5.27
75,606090.170901,0.4711,-0.70941,-0.52421,5.5
76,606090.175632,0.46885,-0.71152,-0.52337,5.29
