frame,t,theta_deg,area_px,cx,cy,d1,d2,ang_deg,rcx,rcy,rd1,rd2,rang
0,606392.267043,55.998,63,-124.852,32.124,73.258,131.0,114.099,152.86,217.12,99.45,177.45,114.63
1,606392.275738,55.744,67,-124.718,32.276,73.388,130.376,114.06,153.07,217.33,99.63,176.53,114.62
2,606392.279511,55.648,66,-124.598,32.313,73.404,130.086,114.094,153.16,217.35,99.67,176.11,114.61
3,606392.282063,55.614,63,-124.497,32.303,73.37,129.912,114.052,153.33,217.36,99.6,176.0,114.58
4,606392.285438,55.813,66,-124.685,32.191,73.277,130.41,113.862,153.16,217.24,99.53,176.23,114.34
5,606392.290379,55.991,65,-124.618,32.193,73.2,130.874,113.919,153.18,217.21,99.38,177.28,114.45
6,606392.298112,55.912,65,-124.569,32.248,73.206,130.615,113.844,153.21,217.26,99.41,176.8,114.36
7,606392.302847,55.795,66,-124.435,32.31,73.254,130.309,113.771,153.46,217.39,99.45,176.29,114.24
8,606392.306079,55.792,66,-124.358,32.319,73.259,130.307,113.818,153.52,217.38,99.46,176.53,114.35
9,606392.310147,56.294,60,-124.121,32.371,73.077,131.686,113.732,153.87,217.46,99.25,178.21,114.26
10,606392.314488,55.685,63,-124.169,32.295,73.3,130.025,113.789,153.78,217.33,99.55,175.93,114.33
11,606392.318119,55.713,64,-124.103,32.357,73.289,130.097,113.71,153.87,217.43,99.5,176.24,114.24
12,606392.326113,55.781,63,-124.025,32.395,73.262,130.277,113.826,153.97,217.44,99.58,176.41,114.37
13,606392.33006,56.127,61,-124.278,32.289,73.057,131.077,113.882,153.64,217.34,99.19,177.57,114.41
14,606392.334311,55.916,66,-124.074,32.312,73.161,130.551,113.551,153.91,217.37,99.34,176.84,114.08
15,606392.338636,55.784,62,-123.94,32.312,73.197,130.17,113.724,154.11,217.4,99.37,176.3,114.22
16,606392.342456,55.834,67,-124.224,32.268,73.165,130.282,113.626,153.57,217.27,99.39,175.96,114.25
17,606392.349756,55.957,64,-124.185,32.335,73.137,130.643,113.675,153.76,217.4,99.34,176.73,114.17
18,606392.35479,55.939,64,-124.189,32.323,73.253,130.791,113.612,153.69,217.32,99.45,176.97,114.06
