frame,t,nx,ny,nz,agree_deg
0,573909.460548,0.1851,-0.91333,-0.36272,1.2
1,573909.464586,0.18891,-0.91213,-0.36377,1.37
2,573909.467135,0.19726,-0.90912,-0.36687,1.66
3,573909.472362,0.18972,-0.91222,-0.36313,1.44
4,573909.480128,0.18982,-0.90887,-0.37138,0.57
5,573909.484288,0.1894,-0.91203,-0.36377,1.3
6,573909.488025,0.19816,-0.90618,-0.37359,1.53
7,573909.492457,0.19602,-0.90994,-0.36548,1.42
8,573909.495704,0.1867,-0.91173,-0.36592,0.85
9,573909.50084,0.19321,-0.90752,-0.37292,0.97
10,573909.507644,0.19171,-0.90864,-0.37098,0.93
11,573909.512092,0.19665,-0.90834,-0.36912,1.39
12,573909.515701,0.19135,-0.91141,-0.36431,1.37
13,573909.519205,0.19202,-0.90895,-0.37005,0.91
14,573909.524042,0.1952,-0.90834,-0.36989,1.18
15,573909.532368,0.18942,-0.90872,-0.37195,0.96
16,573909.536429,0.19153,-0.90871,-0.37091,1.19
17,573909.540086,0.19535,-0.90725,-0.37246,1.08
18,573909.547675,0.19377,-0.90811,-0.3712,1.22
19,573909.555852,0.19197,-0.90857,-0.37101,1.47
20,573909.559491,0.19039,-0.90922,-0.37024,1.02
21,573909.563801,0.19116,-0.9091,-0.37013,1.29
22,573909.567789,0.18979,-0.90924,-0.3705,1.28
23,573909.571082,0.19043,-0.90875,-0.37137,1.16
24,573909.575739,0.19254,-0.90771,-0.37283,0.97
25,573909.583988,0.1891,-0.90992,-0.36916,1.56
26,573909.587388,0.19056,-0.90928,-0.36999,1.28
27,573909.592207,0.19164,-0.90901,-0.3701,1.36
28,573909.595985,0.18912,-0.90959,-0.36996,1.28
29,573909.600097,0.19159,-0.90955,-0.36879,1.17
30,573909.608013,0.18436,-0.91081,-0.36938,0.92
31,573909.612147,0.18517,-0.91028,-0.37027,1.26
32,573909.615581,0.18468,-0.91083,-0.36916,0.96
33,573909.620309,0.18563,-0.91022,-0.3702,1.24
34,573909.637152,0.19607,-0.90807,-0.3701,0.43
35,573909.640412,0.18929,-0.90957,-0.36993,1.28
36,573909.644438,0.18775,-0.90991,-0.36989,1.11
37,573909.647715,0.18631,-0.91039,-0.36942,1.17
38,573909.652248,0.18872,-0.90975,-0.36979,0.95
39,573909.6604,0.18518,-0.91005,-0.37083,1.07
40,573909.664757,0.1843,-0.91115,-0.36856,1.23
41,573909.667649,0.1848,-0.91053,-0.36984,1.16
42,573909.671728,0.1862,-0.90879,-0.3734,0.79
43,573909.675837,0.18715,-0.90963,-0.37087,1.04
44,573909.683525,0.18671,-0.90868,-0.37342,0.86
45,573909.687891,0.18251,-0.90981,-0.37273,0.57
46,573909.691929,0.18462,-0.90919,-0.37321,0.81
47,573909.695372,0.18668,-0.90887,-0.37297,0.92
48,573909.700932,0.18685,-0.90894,-0.37271,1.0
49,573909.704092,0.18342,-0.90897,-0.37434,0.5
50,573909.711804,0.18957,-0.90812,-0.37333,0.98
51,573909.724106,0.18959,-0.90914,-0.37085,1.21
