frame,t,theta_deg,area_px,cx,cy,d1,d2,ang_deg,rcx,rcy,rd1,rd2,rang
0,577150.924738,63.969,54,40.964,9.908,61.826,140.878,65.511,323.18,203.45,81.71,185.78,65.48
1,577150.930585,63.806,56,40.86,9.749,62.112,140.711,65.566,323.01,203.26,82.06,185.94,65.55
2,577150.934534,63.773,57,41.009,9.671,62.12,140.567,65.591,323.2,203.19,82.07,185.51,65.51
3,577150.943042,64.003,55,40.958,9.772,61.682,140.719,65.517,323.09,203.3,81.51,185.81,65.51
4,577150.946739,64.088,57,41.065,9.808,61.604,140.973,65.7,323.29,203.36,81.5,186.15,65.75
5,577150.950333,65.729,51,42.342,10.066,59.806,145.498,66.044,324.77,203.69,79.17,192.03,66.09
6,577150.954304,64.262,50,40.737,9.95,61.276,141.106,65.648,322.76,203.55,80.97,186.44,65.66
7,577150.959193,65.711,53,42.573,9.84,60.093,146.094,65.879,325.12,203.45,79.44,192.28,65.93
8,577150.966247,64.439,51,41.127,10.064,60.724,140.735,65.224,323.32,203.69,80.24,185.82,65.21
9,577150.970258,65.071,53,41.427,9.926,61.004,144.735,66.331,323.7,203.51,80.62,191.06,66.31
10,577150.974001,64.466,55,41.785,9.861,60.317,139.932,65.001,324.19,203.42,79.7,184.76,64.98
11,577150.979113,64.488,56,41.731,9.833,60.108,139.558,64.789,324.12,203.39,79.42,184.26,64.77
12,577150.983409,64.62,47,41.443,9.867,60.821,141.902,65.676,323.9,203.37,80.44,187.39,65.67
13,577150.991875,64.989,55,41.661,9.976,60.937,144.132,66.114,324.13,203.54,80.53,190.39,66.15
14,577150.99553,65.152,55,42.214,9.978,60.75,144.568,65.922,324.67,203.61,80.29,190.66,65.93
15,577150.999153,65.061,57,41.765,9.993,60.805,144.207,66.037,324.16,203.52,80.75,189.89,66.14
16,577151.002572,64.364,57,41.584,9.908,60.479,139.788,65.083,323.93,203.48,79.91,184.57,65.07
17,577151.006084,65.59,51,43.154,9.251,60.118,145.468,65.48,326.02,202.61,79.46,191.73,65.45
18,577151.01893,65.0,57,42.587,9.951,60.288,142.653,65.635,325.28,203.57,79.56,188.4,65.61
19,577151.022522,64.545,61,41.088,10.187,60.693,141.212,65.896,323.26,203.85,80.21,186.25,65.85
20,577151.026415,64.394,59,41.193,10.059,60.907,140.932,65.863,323.4,203.68,80.48,186.1,65.85
21,577151.030458,64.669,57,41.433,9.947,61.061,142.717,66.388,323.7,203.51,80.6,188.52,66.37
22,577151.035232,65.28,61,42.916,9.773,60.001,143.481,65.765,325.71,203.34,79.4,189.32,65.78
23,577151.043018,64.65,59,41.699,10.13,60.028,140.203,65.315,324.08,203.78,79.32,185.11,65.3
24,577151.046686,65.47,57,42.762,9.826,59.678,143.747,65.956,325.44,203.38,78.82,189.73,65.91
25,577151.050352,65.129,59,42.145,9.807,60.247,143.25,66.23,324.56,203.37,79.64,188.89,66.2
26,577151.054524,65.401,62,42.635,9.735,59.849,143.774,66.069,325.3,203.28,79.14,189.72,66.06
27,577151.05943,64.969,61,41.542,10.061,60.197,142.27,66.327,323.85,203.69,79.54,187.85,66.31
