frame,t,nx,ny,nz,agree_deg
0,577150.926483,0.2999,-0.85315,-0.42683,1.4
1,577150.930901,0.30081,-0.8542,-0.4241,1.78
2,577150.934846,0.30022,-0.85137,-0.43015,1.36
3,577150.943327,0.29886,-0.85423,-0.42541,1.59
4,577150.946854,0.29809,-0.85618,-0.42201,1.65
5,577150.950577,0.28486,-0.8608,-0.42177,0.96
6,577150.954666,0.29623,-0.85562,-0.42445,1.36
7,577150.95958,0.28379,-0.86048,-0.42313,0.98
8,577150.966614,0.29372,-0.85466,-0.42812,1.54
9,577150.970802,0.28914,-0.86039,-0.41967,0.43
10,577150.974356,0.29274,-0.8539,-0.43031,1.7
11,577150.978656,0.29264,-0.85313,-0.4319,1.85
12,577150.983025,0.29354,-0.85622,-0.42512,1.03
13,577150.991415,0.29046,-0.85866,-0.4223,0.48
14,577150.995999,0.28926,-0.85954,-0.42133,0.97
15,577150.99956,0.28995,-0.8585,-0.42298,0.52
16,577151.002749,0.29402,-0.85218,-0.43283,1.28
17,577151.006444,0.28345,-0.85741,-0.42954,0.87
18,577151.019792,0.28793,-0.85804,-0.42528,1.06
19,577151.022866,0.29245,-0.85737,-0.42355,1.03
20,577151.02693,0.29364,-0.85689,-0.42369,1.18
21,577151.030846,0.29206,-0.85927,-0.41995,0.7
22,577151.035408,0.28573,-0.85967,-0.42347,1.02
23,577151.0434,0.28347,-0.8559,-0.43253,1.56
24,577151.047075,0.28354,-0.86064,-0.42298,0.71
25,577151.050603,0.28656,-0.86107,-0.42005,0.66
26,577151.054706,0.28386,-0.86046,-0.42312,0.48
27,577151.058786,0.28768,-0.85986,-0.42177,0.54
28,577151.063116,0.28499,-0.85989,-0.42353,0.68
29,577151.071132,0.28993,-0.85904,-0.42188,0.93
30,577151.07453,0.2845,-0.86071,-0.42218,0.52
31,577151.078614,0.28809,-0.85953,-0.42214,0.49
32,577151.082684,0.28342,-0.86153,-0.42123,0.63
33,577151.086734,0.28851,-0.86141,-0.41802,0.59
34,577151.094733,0.28313,-0.86128,-0.42195,1.06
35,577151.107516,0.28781,-0.85857,-0.4243,0.72
36,577151.110884,0.28826,-0.86231,-0.41633,0.33
37,577151.120123,0.28597,-0.86266,-0.41719,0.33
38,577151.123945,0.28036,-0.86317,-0.41992,0.88
39,577151.126485,0.2832,-0.86237,-0.41966,0.79
40,577151.131604,0.28755,-0.86395,-0.41341,0.64
41,577151.135086,0.28062,-0.86387,-0.4183,1.11
42,577151.139062,0.28805,-0.86442,-0.41207,0.73
43,577151.146803,0.2826,-0.86352,-0.4177,0.52
44,577151.150683,0.28503,-0.86468,-0.41362,0.52
45,577151.154529,0.28225,-0.86409,-0.41675,1.3
46,577151.158969,0.28837,-0.86292,-0.41499,0.48
47,577151.162963,0.28678,-0.8636,-0.41467,0.3
48,577151.171478,0.29037,-0.86325,-0.41289,0.77
49,577151.174958,0.28445,-0.86445,-0.4145,1.59
50,577151.178278,0.29253,-0.86245,-0.41304,0.82
51,577151.18826,0.28581,-0.86469,-0.41306,0.84
52,577151.194677,0.28596,-0.86316,-0.41616,1.49
53,577151.199473,0.2852,-0.86415,-0.41462,1.34
54,577151.202286,0.28385,-0.86471,-0.41438,0.95
55,577151.207057,0.28501,-0.86409,-0.41486,1.42
56,577151.210721,0.29001,-0.86368,-0.41226,0.68
57,577151.215207,0.28445,-0.8673,-0.40852,1.31
58,577151.222956,0.28937,-0.86382,-0.41241,0.68
59,577151.226997,0.28945,-0.86373,-0.41254,0.74
60,577151.230863,0.2814,-0.86865,-0.40775,1.53
61,577151.235218,0.28046,-0.86732,-0.41122,1.32
62,577151.238475,0.28835,-0.86399,-0.41276,0.68
63,577151.247584,0.27259,-0.87027,-0.41026,1.15
64,577151.25078,0.27907,-0.86874,-0.40915,1.65
65,577151.254395,0.27555,-0.87106,-0.4066,1.28
66,577151.25984,0.27175,-0.87193,-0.4073,1.09
67,577151.262684,0.2835,-0.86284,-0.41849,0.54
68,577151.271754,0.27489,-0.87029,-0.4087,0.12
69,577151.276066,0.27181,-0.87289,-0.40519,0.44
70,577151.278252,0.27273,-0.87283,-0.4047,0.68
71,577151.282906,0.27282,-0.87319,-0.40386,0.38
72,577151.286994,0.27295,-0.87196,-0.40643,0.74
73,577151.289965,0.28013,-0.86717,-0.41175,0.54
74,577151.298606,0.27274,-0.87286,-0.40464,0.69
75,577151.302479,0.27209,-0.87189,-0.40715,0.52
76,577151.306725,0.27764,-0.87136,-0.40453,0.1
77,577151.31186,0.27093,-0.8726,-0.40641,0.61
78,577151.314208,0.2741,-0.87267,-0.40412,0.51
79,577151.324716,0.27361,-0.87307,-0.40359,0.57
80,577151.326572,0.27472,-0.87171,-0.40576,0.44
81,577151.331447,0.27506,-0.87242,-0.404,0.57
82,577151.334159,0.27966,-0.86823,-0.40984,0.4
83,577151.338721,0.27618,-0.87099,-0.40633,0.46
84,577151.346618,0.27766,-0.87194,-0.40326,0.22
85,577151.35491,0.28238,-0.8675,-0.40952,0.87
86,577151.359865,0.2785,-0.87245,-0.40159,0.41
87,577151.362339,0.28114,-0.86906,-0.40706,0.74
88,577151.367535,0.28175,-0.86934,-0.40604,0.66
89,577151.375071,0.26959,-0.87322,-0.40598,1.0
90,577151.379025,0.27043,-0.87461,-0.4024,1.02
91,577151.382394,0.27224,-0.87122,-0.40848,1.38
92,577151.386707,0.27512,-0.87062,-0.40783,1.61
93,577151.39095,0.27659,-0.87231,-0.4032,1.51
94,577151.399524,0.27819,-0.87154,-0.40377,1.62
95,577151.40309,0.27709,-0.86947,-0.40895,1.71
96,577151.406765,0.27734,-0.86995,-0.40776,1.5
97,577151.410709,0.27589,-0.87083,-0.40687,1.4
98,577151.414951,0.28182,-0.86874,-0.40727,2.05
99,577151.423032,0.27549,-0.86881,-0.41144,1.28
100,577151.427541,0.27712,-0.86781,-0.41245,1.15
101,577151.443437,0.27996,-0.87203,-0.40149,1.38
102,577151.451731,0.28448,-0.86818,-0.40661,1.61
103,577151.454534,0.28175,-0.87126,-0.40189,1.05
104,577151.459309,0.27819,-0.86775,-0.41185,1.08
105,577151.462384,0.28608,-0.86737,-0.40723,1.54
106,577151.466953,0.27828,-0.86815,-0.41094,0.58
107,577151.475667,0.27921,-0.86619,-0.41444,1.02
108,577151.478293,0.275,-0.86909,-0.41116,0.2
109,577151.482668,0.27859,-0.86477,-0.4178,0.89
110,577151.486322,0.27636,-0.86672,-0.41524,0.25
111,577151.491038,0.27768,-0.865,-0.41793,0.55
112,577151.493986,0.28105,-0.86425,-0.41724,0.54
113,577151.503006,0.27881,-0.86377,-0.41972,0.33
114,577151.506926,0.27655,-0.86572,-0.41718,0.19
115,577151.510454,0.27411,-0.86547,-0.41931,0.31
116,577151.514512,0.27614,-0.86525,-0.41844,0.35
117,577151.526776,0.27407,-0.8655,-0.41929,0.67
118,577151.531181,0.27305,-0.861,-0.42911,0.99
119,577151.534865,0.2829,-0.85985,-0.425,0.46
120,577151.538657,0.27611,-0.86286,-0.42336,0.74
121,577151.542557,0.28746,-0.86072,-0.42016,0.72
122,577151.552257,0.27784,-0.86216,-0.42365,0.68
123,577151.554636,0.27596,-0.85826,-0.4327,0.49
124,577151.55951,0.28075,-0.8564,-0.43332,0.35
125,577151.562355,0.28262,-0.85712,-0.43067,0.73
126,577151.56737,0.27845,-0.85748,-0.43265,1.24
127,577151.570851,0.28396,-0.85492,-0.43413,0.8
128,577151.579366,0.28079,-0.8533,-0.43937,0.24
129,577151.582746,0.28739,-0.85188,-0.43784,0.73
130,577151.586643,0.28908,-0.85179,-0.43691,0.56
131,577151.590514,0.28811,-0.85173,-0.43766,0.43
132,577151.594714,0.28929,-0.8513,-0.43772,0.48
133,577151.603854,0.29017,-0.85049,-0.43872,0.45
134,577151.61565,0.29308,-0.84978,-0.43814,0.63
135,577151.619868,0.29456,-0.84757,-0.44142,0.86
136,577151.627628,0.29377,-0.84958,-0.43807,0.5
137,577151.630315,0.2932,-0.8508,-0.43609,1.03
138,577151.634522,0.29261,-0.85125,-0.43561,0.97
139,577151.638578,0.29341,-0.85156,-0.43446,1.0
140,577151.642622,0.29272,-0.85162,-0.4348,1.09
141,577151.646598,0.29249,-0.8517,-0.4348,1.07
142,577151.654725,0.29486,-0.85165,-0.4333,1.09
143,577151.659247,0.29241,-0.85246,-0.43336,1.16
144,577151.662418,0.29278,-0.85168,-0.43466,1.17
145,577151.667152,0.29164,-0.85449,-0.42987,1.6
146,577151.67093,0.29208,-0.85443,-0.42969,1.41
147,577151.679133,0.29242,-0.85409,-0.43014,1.28
148,577151.683206,0.28835,-0.85319,-0.43465,1.06
149,577151.686308,0.29407,-0.85112,-0.43488,1.53
150,577151.690845,0.29382,-0.85431,-0.42874,1.25
151,577151.703376,0.2925,-0.85325,-0.43175,1.25
152,577151.706511,0.2964,-0.84879,-0.43783,1.41
153,577151.710709,0.2888,-0.85689,-0.42701,1.41
154,577151.714474,0.28577,-0.85404,-0.43468,0.72
155,577151.718561,0.29451,-0.85065,-0.43551,0.91
156,577151.72765,0.29444,-0.85217,-0.43257,1.17
157,577151.730706,0.28257,-0.84842,-0.44758,1.17
158,577151.734951,0.28996,-0.85534,-0.42933,1.05
159,577151.738721,0.28518,-0.85611,-0.43099,1.05
160,577151.742547,0.28795,-0.8548,-0.43174,0.82
161,577151.746683,0.29264,-0.85456,-0.42906,1.03
162,577151.755428,0.27796,-0.85149,-0.44463,1.19
163,577151.758528,0.28043,-0.85241,-0.44131,0.93
164,577151.762613,0.28081,-0.85357,-0.43882,0.77
165,577151.767694,0.27772,-0.85168,-0.44442,1.46
166,577151.770434,0.27776,-0.8525,-0.44283,1.29
167,577151.779426,0.28387,-0.85624,-0.43159,0.89
168,577151.792241,0.27922,-0.85155,-0.44373,1.25
169,577151.795443,0.28027,-0.85184,-0.44252,1.01
170,577151.79937,0.29231,-0.8557,-0.427,1.75
171,577151.80761,0.28053,-0.85009,-0.4457,1.51
172,577151.810885,0.28182,-0.84979,-0.44546,1.47
173,577151.814679,0.29077,-0.85556,-0.42833,1.05
174,577151.818961,0.28476,-0.85174,-0.43983,0.55
175,577151.822314,0.28663,-0.84904,-0.44381,0.98
176,577151.832272,0.29259,-0.84837,-0.4412,0.62
177,577151.835114,0.28667,-0.85624,-0.42974,1.09
178,577151.838795,0.27283,-0.85464,-0.44177,2.19
179,577151.842986,0.29311,-0.85516,-0.42753,0.99
180,577151.846694,0.28352,-0.85035,-0.44331,1.47
181,577151.856018,0.28498,-0.85165,-0.43987,0.9
182,577151.859213,0.2841,-0.85051,-0.44262,1.33
183,577151.862627,0.28371,-0.85861,-0.42696,0.84
184,577151.867503,0.27665,-0.8535,-0.44159,1.8
185,577151.875979,0.28572,-0.85855,-0.42573,1.05
186,577151.882687,0.27343,-0.8552,-0.4403,2.29
187,577151.887195,0.28389,-0.85698,-0.43011,0.46
188,577151.890183,0.27792,-0.85197,-0.44374,1.72
189,577151.894919,0.28524,-0.8557,-0.43175,0.59
190,577151.898959,0.27802,-0.85217,-0.4433,1.76
191,577151.906645,0.27863,-0.85163,-0.44395,1.68
192,577151.910391,0.28662,-0.85155,-0.43898,0.59
193,577151.915019,0.28247,-0.85242,-0.43998,0.97
194,577151.918381,0.28098,-0.85143,-0.44285,1.37
195,577151.922978,0.28908,-0.84957,-0.44121,0.89
196,577151.931309,0.28091,-0.85143,-0.44289,1.5
