frame,t,nx,ny,nz,agree_deg
0,606179.014167,0.48139,-0.7101,-0.51383,5.07
1,606179.023179,0.47803,-0.71182,-0.51459,4.72
2,606179.027202,0.48042,-0.70987,-0.51506,4.96
3,606179.03088,0.4813,-0.70866,-0.5159,5.06
4,606179.035384,0.48291,-0.70681,-0.51692,5.18
5,606179.039978,0.48037,-0.70884,-0.51653,4.84
6,606179.047701,0.48133,-0.70786,-0.51697,4.87
7,606179.051112,0.48484,-0.70762,-0.51401,5.43
8,606179.055063,0.48295,-0.70836,-0.51477,5.12
9,606179.058696,0.47949,-0.70979,-0.51603,4.77
10,606179.063044,0.48069,-0.7102,-0.51435,4.93
11,606179.067002,0.48105,-0.71024,-0.51395,4.96
12,606179.075988,0.48149,-0.71186,-0.5113,5.2
13,606179.079253,0.48136,-0.71083,-0.51284,5.13
14,606179.082894,0.48249,-0.71015,-0.51273,5.28
15,606179.088777,0.48289,-0.70892,-0.51406,5.19
16,606179.090968,0.48233,-0.70791,-0.51597,5.04
17,606179.100139,0.48144,-0.70893,-0.5154,5.0
18,606179.111175,0.48263,-0.7077,-0.51597,5.28
19,606179.114497,0.48264,-0.70777,-0.51587,5.21
20,606179.122339,0.48633,-0.70655,-0.51406,5.65
21,606179.126903,0.48166,-0.70897,-0.51513,5.07
22,606179.13115,0.48095,-0.70937,-0.51526,4.89
23,606179.134245,0.4798,-0.71019,-0.51519,4.72
24,606179.138729,0.47936,-0.71169,-0.51353,4.76
25,606179.143089,0.48037,-0.71154,-0.51279,4.88
26,606179.151389,0.47923,-0.71179,-0.51351,5.46
27,606179.154768,0.48182,-0.71108,-0.51206,5.1
28,606179.160089,0.48416,-0.71065,-0.51046,5.34
29,606179.162831,0.48361,-0.70984,-0.5121,5.21
30,606179.166747,0.48122,-0.71075,-0.51308,4.93
31,606179.17476,0.48106,-0.7108,-0.51317,5.03
32,606179.17945,0.48007,-0.71091,-0.51394,4.9
33,606179.183778,0.47982,-0.71046,-0.51479,4.94
34,606179.188548,0.48139,-0.70899,-0.51536,5.11
35,606179.199013,0.48061,-0.70823,-0.51713,5.06
36,606179.203747,0.48047,-0.70856,-0.5168,5.06
37,606179.208358,0.47943,-0.70894,-0.51725,4.84
38,606179.21131,0.48036,-0.70898,-0.51633,4.96
39,606179.215239,0.48051,-0.70936,-0.51568,5.02
40,606179.219211,0.48174,-0.70922,-0.51472,5.11
41,606179.228001,0.48031,-0.71002,-0.51494,4.98
42,606179.230669,0.48019,-0.71127,-0.51334,5.12
43,606179.235538,0.47994,-0.71159,-0.51312,5.0
