frame,t,nx,ny,nz,agree_deg
0,608315.818935,0.41691,-0.77162,-0.4804,0.65
1,608315.82636,0.4178,-0.76843,-0.48473,1.44
2,608315.829749,0.41758,-0.7702,-0.48209,1.41
3,608315.834156,0.41878,-0.77128,-0.47932,0.46
4,608315.837955,0.41826,-0.77163,-0.47921,0.28
5,608315.841627,0.42258,-0.76952,-0.47882,0.91
6,608315.845086,0.42314,-0.76921,-0.47883,0.9
7,608315.853786,0.42307,-0.76923,-0.47884,0.94
8,608315.858242,0.42356,-0.76876,-0.47917,1.0
9,608315.86176,0.42479,-0.76821,-0.47895,1.1
10,608315.865857,0.42102,-0.76935,-0.48046,0.88
11,608315.869483,0.41837,-0.77002,-0.48169,0.52
12,608315.877416,0.41748,-0.76961,-0.48313,0.53
13,608315.881787,0.41724,-0.77028,-0.48226,0.44
14,608315.886439,0.41663,-0.77112,-0.48146,0.37
15,608315.889897,0.41557,-0.76938,-0.48513,1.24
16,608315.894145,0.41635,-0.77129,-0.48142,0.66
17,608315.902351,0.42148,-0.76863,-0.48121,0.79
18,608315.913806,0.41871,-0.77128,-0.47939,0.38
19,608315.917181,0.42401,-0.77001,-0.47677,0.88
20,608315.921306,0.42112,-0.76927,-0.4805,0.66
21,608315.929894,0.42193,-0.7698,-0.47894,0.76
22,608315.933482,0.41473,-0.77002,-0.48483,1.07
23,608315.937557,0.4189,-0.76948,-0.4821,0.51
24,608315.941669,0.42222,-0.76786,-0.48179,0.78
25,608315.945169,0.42143,-0.76848,-0.4815,0.75
26,608315.953986,0.42011,-0.76896,-0.48188,0.64
27,608315.958292,0.41764,-0.76938,-0.48336,0.3
28,608315.961794,0.42134,-0.76806,-0.48224,0.74
29,608315.96607,0.41793,-0.76877,-0.48408,0.4
30,608315.970033,0.41837,-0.76924,-0.48294,0.39
31,608315.978503,0.4183,-0.76908,-0.48327,0.42
32,608315.982195,0.41863,-0.76847,-0.48394,0.45
33,608315.986362,0.418,-0.76927,-0.48322,0.35
34,608315.997812,0.41443,-0.76809,-0.48813,1.07
35,608316.006166,0.41538,-0.76846,-0.48675,0.92
36,608316.010311,0.41599,-0.76936,-0.4848,0.64
37,608316.013739,0.4194,-0.7687,-0.48291,0.52
38,608316.019812,0.41824,-0.76928,-0.483,0.54
39,608316.022656,0.41456,-0.76807,-0.48807,1.14
40,608316.030203,0.41765,-0.76914,-0.48372,0.25
41,608316.034347,0.41429,-0.76792,-0.48852,1.04
42,608316.038023,0.41855,-0.76876,-0.48355,0.48
43,608316.041359,0.41681,-0.76994,-0.48318,0.19
44,608316.045644,0.41941,-0.76881,-0.48273,0.51
45,608316.053716,0.42129,-0.76861,-0.4814,0.65
46,608316.058099,0.41913,-0.76961,-0.48169,0.3
47,608316.061678,0.41935,-0.76899,-0.48249,0.33
48,608316.066272,0.41899,-0.7683,-0.48391,1.02
49,608316.069716,0.42114,-0.76864,-0.48149,0.53
50,608316.081868,0.42139,-0.76808,-0.48217,0.7
51,608316.085706,0.42031,-0.76878,-0.48199,0.61
52,608316.089766,0.41448,-0.76881,-0.48697,1.2
53,608316.09323,0.41989,-0.76944,-0.48131,0.53
54,608316.097782,0.4202,-0.76965,-0.4807,0.74
55,608316.105498,0.41673,-0.77126,-0.48115,0.18
56,608316.110023,0.41158,-0.7706,-0.4866,0.89
57,608316.114605,0.41673,-0.77025,-0.48275,1.38
58,608316.118256,0.41963,-0.77099,-0.47905,0.55
59,608316.121479,0.41815,-0.7711,-0.48017,1.04
60,608316.130477,0.41926,-0.77176,-0.47813,0.52
61,608316.133248,0.42301,-0.77076,-0.47643,0.9
62,608316.137989,0.42215,-0.77092,-0.47694,0.68
63,608316.141491,0.42208,-0.77028,-0.47803,0.78
64,608316.145896,0.42125,-0.7692,-0.4805,0.68
65,608316.149212,0.41895,-0.76954,-0.48196,0.49
66,608316.15782,0.41838,-0.76965,-0.48228,0.34
67,608316.170725,0.41673,-0.77106,-0.48146,0.3
68,608316.173983,0.41786,-0.77041,-0.48152,0.49
69,608316.183243,0.42127,-0.76927,-0.48037,0.8
70,608316.185532,0.41521,-0.7705,-0.48366,1.0
71,608316.189796,0.41572,-0.77056,-0.48313,1.13
72,608316.194147,0.42145,-0.76979,-0.47938,0.78
73,608316.197422,0.42115,-0.77081,-0.47801,0.68
74,608316.206048,0.42265,-0.76977,-0.47836,0.86
75,608316.209902,0.42389,-0.76899,-0.47851,0.85
76,608316.213955,0.4216,-0.76953,-0.47967,0.65
77,608316.218038,0.41783,-0.76759,-0.48604,1.44
78,608316.222169,0.4223,-0.76774,-0.48191,0.78
79,608316.225709,0.42153,-0.76761,-0.4828,0.81
80,608316.234324,0.42047,-0.76838,-0.4825,0.7
81,608316.237288,0.41716,-0.76897,-0.48442,0.41
82,608316.242338,0.41607,-0.77027,-0.48329,0.21
83,608316.250252,0.41617,-0.77032,-0.48313,0.2
84,608316.257423,0.41725,-0.77031,-0.4822,0.37
85,608316.26196,0.41739,-0.77061,-0.48162,0.2
