frame,t,nx,ny,nz,agree_deg
0,608315.818935,0.43676,-0.74704,-0.50117,4.78
1,608315.82636,0.43766,-0.74368,-0.50537,5.5
2,608315.829749,0.43747,-0.7455,-0.50284,5.51
3,608315.834156,0.43858,-0.74672,-0.50006,4.54
4,608315.837955,0.43805,-0.74709,-0.49997,4.35
5,608315.841627,0.44232,-0.74486,-0.49953,4.9
6,608315.845086,0.44286,-0.74454,-0.49954,4.95
7,608315.853786,0.44279,-0.74455,-0.49957,5.02
8,608315.858242,0.44327,-0.74407,-0.49988,5.08
9,608315.86176,0.44449,-0.7435,-0.49964,5.12
10,608315.865857,0.44077,-0.74469,-0.50116,4.97
11,608315.869483,0.43815,-0.74542,-0.50237,4.59
12,608315.877416,0.43727,-0.74499,-0.50378,4.62
13,608315.881787,0.43704,-0.74569,-0.50293,4.51
14,608315.886439,0.43645,-0.74656,-0.50216,4.45
15,608315.889897,0.43547,-0.74468,-0.50578,5.31
16,608315.894145,0.43622,-0.7467,-0.50214,4.72
17,608315.902351,0.44121,-0.74398,-0.50183,4.71
18,608315.913806,0.43849,-0.74672,-0.50013,4.45
19,608315.917181,0.44373,-0.74536,-0.49754,4.91
20,608315.921306,0.44086,-0.74465,-0.50115,4.55
21,608315.929894,0.44168,-0.74518,-0.49963,4.66
22,608315.933482,0.43462,-0.74535,-0.50553,5.2
23,608315.937557,0.43866,-0.74487,-0.50274,4.53
24,608315.941669,0.44192,-0.74318,-0.50239,4.74
25,608315.945169,0.44115,-0.74382,-0.50211,4.69
26,608315.953986,0.43986,-0.74433,-0.50249,4.49
27,608315.958292,0.43739,-0.74477,-0.50398,4.39
28,608315.961794,0.44105,-0.74339,-0.50283,4.7
29,608315.96607,0.43768,-0.74415,-0.50466,4.41
30,608315.970033,0.43813,-0.74464,-0.50355,4.38
31,608315.978503,0.43805,-0.74447,-0.50387,4.38
32,608315.982195,0.43837,-0.74384,-0.50451,4.43
33,608315.986362,0.43775,-0.74467,-0.50382,4.34
34,608315.997812,0.43431,-0.74338,-0.50869,5.14
35,608316.006166,0.43523,-0.74378,-0.50731,4.95
36,608316.010311,0.43581,-0.74473,-0.50542,4.72
